# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "Geneid" "-F" "GTF" "-a" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/featurecounts/bc2001_braker.gtf" "-o" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/featurecounts/bc2001_bin7_mapped.txt" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_001_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_002_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_003_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_004_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_005_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_006_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_007_mapped.bam" "/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_008_mapped.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_001_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_002_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_003_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_004_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_005_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_006_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_007_mapped.bam	/home/ngilbe02/data/rnaseq/incendi_pilot_temp_data/bbmap_to_bin7_unzipped/8123_008_mapped.bam
g11902	contig_528	249409	250992	-	1584	695	1182	480	1358	662	1283	681	1133
g11903	contig_528	251102	258234	+	7133	5930	11814	5249	11464	5842	10889	5602	11072
g11904	contig_528	258391	261162	-	2772	1050	874	1031	932	1473	902	1255	1013
g11905	contig_528	261672	264548	+	2877	692	1326	567	1226	697	949	595	1034
g11906	contig_528	265000	268175	+	3176	1380	896	1085	886	1145	592	1309	731
g11907	contig_528	268350	270363	-	2014	1026	1610	746	1696	1231	1518	822	1513
g11908	contig_528	270460	275826	+	5367	5780	7701	4546	7708	5125	6473	4983	7459
g11909	contig_528	276068	278580	+	2513	726	1102	666	1025	957	968	764	1021
g11910	contig_528	278715	280895	+	2181	1799	3057	1614	3501	2300	2790	1965	3244
g11911	contig_528	280990	283910	-	2921	7170	7508	7150	7504	6880	5895	5705	7565
g11912	contig_528	284045	284692	+	648	380	690	354	883	771	606	784	995
g11913	contig_528	284826	290476	-	5651	28276	23164	25942	21338	25404	17465	21193	23859
g11914	contig_528	291382	293298	+	1917	0	0	0	1	1	0	0	0
g11915	contig_528	293685	295051	+	1367	0	0	0	2	0	3	0	0
g11916	contig_528	295289	295657	+	369	0	0	0	0	0	0	0	0
g11917	contig_528	295800	297257	+	1458	0	0	0	0	0	0	0	0
g11918	contig_528	297552	298160	-	609	0	0	0	0	0	0	0	0
g11919	contig_528	298854	299204	+	351	0	0	0	0	0	0	0	0
g11920	contig_528	299231	300253	-	1023	0	0	0	0	0	0	0	0
g11921	contig_528	300416	302146	+	1731	0	0	0	0	0	0	0	0
g11922	contig_528	302172	303695	-	1524	0	0	0	0	0	0	0	0
g11923	contig_528	303781	304916	-	1136	0	0	0	0	0	0	0	0
g11924	contig_528	304992	305965	+	974	0	0	0	0	0	0	0	0
g11925	contig_528	305993	309766	-	3774	0	0	0	0	1	1	0	0
g11926	contig_528	309835	310964	-	1130	0	6	2	4	11	2	2	3
g11927	contig_528	311215	311937	+	723	0	0	0	0	0	0	0	0
g11928	contig_528	312328	314139	-	1812	0	0	0	0	0	0	0	0
g11929	contig_528	314170	314577	-	408	0	0	0	0	0	0	0	0
g11930	contig_528	314623	315473	+	851	0	0	0	0	0	0	0	0
g11931	contig_528	315503	319213	-	3711	0	3	0	0	0	0	0	0
g11932	contig_528	319296	319709	-	414	0	0	0	0	0	0	0	0
g11933	contig_528	319819	320208	-	390	0	0	0	0	0	0	0	0
g11934	contig_528	321254	322000	-	747	0	0	0	0	0	0	0	0
g11935	contig_528	322119	324484	-	2366	0	3	0	4	0	0	0	1
g11936	contig_528	324533	325211	+	679	12	6	2	0	0	1	11	0
g11937	contig_528	325855	326262	+	408	0	0	0	0	0	0	0	0
g11938	contig_528	326342	329677	+	3336	0	0	0	0	0	0	0	0
g11939	contig_528	329978	330505	-	528	0	0	0	0	0	0	0	0
g11940	contig_528	330638	331668	-	1031	0	0	0	0	0	0	0	0
g11941	contig_528	331919	333426	+	1508	0	0	0	0	0	0	0	0
g11942	contig_528	333465	335191	-	1727	0	0	0	0	0	0	0	0
g11943	contig_528	335449	336369	+	921	0	0	0	0	0	0	0	0
g11944	contig_528	336397	336708	-	312	3	1	0	0	1	0	0	0
g11945	contig_528	337240	337992	+	753	90	50	65	46	73	37	79	40
g11946	contig_528	340837	343911	+	3075	0	0	0	0	0	5	0	0
g11947	contig_528	343996	344679	+	684	0	0	0	0	0	0	0	0
g11948	contig_528	344970	345440	-	471	0	0	0	0	0	0	0	0
g11949	contig_528	345576	346858	-	1283	0	0	0	0	0	0	0	0
g11950	contig_528	346992	348382	+	1391	4	0	0	0	0	0	0	0
g11951	contig_528	348408	350132	-	1725	0	0	0	0	0	0	0	0
g11952	contig_528	350293	351294	+	1002	0	0	0	0	0	0	0	0
g11953	contig_528	351322	351687	-	366	1	2	0	4	0	7	1	2
g11954	contig_528	352285	353722	-	1438	0	4	0	5	6	12	9	0
g11955	contig_528	353771	354402	-	632	0	0	0	0	0	0	0	0
g11956	contig_528	356472	356975	+	504	0	0	0	0	0	0	0	0
g11957	contig_528	357515	358539	-	1025	326	452	317	450	437	418	260	457
g11958	contig_528	358781	359908	-	1128	140	298	85	229	145	200	208	235
g11959	contig_528	360553	361348	+	796	7	4	2	2	5	3	6	3
g11960	contig_528	362128	363087	-	960	4	0	0	0	0	0	7	0
g11961	contig_54	2398	3431	+	1034	7	5	9	5	13	10	6	8
g11962	contig_54	8424	8636	+	213	0	0	0	4	5	0	0	0
g11963	contig_54	9767	11579	+	1813	1	4	0	3	0	2	0	4
g11964	contig_54	11899	12564	+	666	8	3	5	3	2	1	4	3
g11965	contig_54	14714	15361	-	648	105	116	37	82	52	59	54	28
g11966	contig_54	16765	17416	+	652	2	1	0	0	0	0	0	2
g11967	contig_54	18130	22384	+	4255	261	654	190	820	304	557	262	493
g11968	contig_54	22578	23057	+	480	2	0	1	8	1	0	0	0
g11969	contig_54	23085	24062	-	978	0	0	0	0	0	0	0	0
g11970	contig_54	24232	25956	+	1725	0	0	0	0	0	0	0	0
g11971	contig_54	25983	27378	-	1396	0	0	0	0	0	0	0	0
g11972	contig_54	27486	29405	+	1920	0	0	0	0	0	0	0	0
g11973	contig_54	29697	33365	-	3669	0	0	0	0	0	0	0	0
g11974	contig_54	43151	46282	-	3132	876	703	707	652	1106	481	931	635
g11975	contig_54	46449	48938	+	2490	0	1	0	0	4	0	0	2
g11976	contig_54	50421	51208	-	788	5	5	15	0	4	0	14	0
g11977	contig_54	51764	52542	+	779	0	0	0	0	0	0	0	0
g11978	contig_54	53166	54080	+	915	0	0	0	0	0	0	0	0
g11979	contig_54	54152	55957	-	1806	0	0	0	0	0	0	0	0
g11980	contig_54	56510	57022	+	513	0	0	0	0	0	0	0	0
g11981	contig_54	57752	59252	+	1501	0	0	0	0	0	0	0	0
g11982	contig_54	61809	62597	+	789	0	0	0	0	0	0	0	0
g11983	contig_54	62652	64360	-	1709	0	0	0	0	0	0	0	0
g11984	contig_54	66821	67273	-	453	0	2	1	0	0	0	0	1
g11985	contig_54	67384	67878	+	495	7	18	1	23	8	23	11	19
g11986	contig_54	68044	73353	-	5310	1179	3382	951	3198	1383	2583	1055	2954
g11987	contig_54	73600	77065	-	3466	2354	3383	2272	3955	2573	3519	2400	3532
g11988	contig_54	77168	81483	+	4316	1301	1723	1039	1789	1552	1293	1435	1585
g11989	contig_54	81518	87426	-	5909	3532	6346	2442	4580	2319	4454	2265	4648
g11990	contig_54	87610	89633	+	2024	951	1115	750	1415	840	1054	805	1154
g11991	contig_54	89960	90481	-	522	1254	728	1319	951	2013	876	1872	1001
g11992	contig_54	90776	99333	-	8558	7926	15691	7193	16236	8806	15242	7945	15105
g11993	contig_54	100088	105189	+	5102	6739	12146	5678	11612	6974	10380	5824	11178
g11994	contig_54	105311	107178	-	1868	782	970	634	1225	915	1142	821	1188
g11995	contig_54	107266	108070	+	805	2463	3492	2591	4289	3785	3751	3675	4794
g11996	contig_54	108358	109061	-	704	193	388	284	477	446	417	349	485
g11997	contig_54	109195	111247	+	2053	1515	2439	1497	2659	2242	2404	1940	2812
g11998	contig_54	111440	113190	-	1751	539	777	437	720	650	688	562	808
g11999	contig_54	113583	115093	-	1511	573	1057	582	1276	720	1031	621	1171
g12000	contig_54	115174	116822	+	1649	446	727	253	589	205	535	244	477
g12001	contig_54	117188	119866	+	2679	363	495	416	1111	649	590	539	534
g12002	contig_54	120089	121582	-	1494	5196	9208	5453	10503	8252	11571	5864	11770
g12003	contig_54	121649	122853	+	1205	1494	1430	1471	1453	1733	1348	1199	1649
g12004	contig_54	122919	124149	+	1231	11	20	2	19	17	18	5	9
g12005	contig_54	127470	127958	+	489	0	1	3	6	1	1	1	2
g12006	contig_54	127992	133220	+	5229	2716	3165	2588	3278	3066	2950	2833	3237
g12007	contig_54	133398	135354	-	1957	568	108	390	90	606	73	488	153
g12008	contig_54	135583	138781	-	3199	2016	2790	1751	3203	2237	2369	1720	2908
g12009	contig_54	139066	140303	+	1238	22	12	23	15	43	6	32	18
g12010	contig_54	140674	142477	-	1804	196	340	133	273	234	249	177	321
g12011	contig_54	142700	143602	-	903	0	5	0	1	2	0	1	0
g12012	contig_54	144366	145398	+	1033	1	4	1	2	20	0	5	10
g12013	contig_54	145739	146853	-	1115	0	1	0	2	0	0	0	2
g12014	contig_54	148970	149702	+	733	5	0	4	5	6	0	5	11
g12015	contig_54	151142	153159	-	2018	6478	3406	5977	3517	6747	2869	5661	3571
g12016	contig_54	153451	160753	+	7303	5263	6731	2634	5118	3302	5240	3600	4975
g12017	contig_54	161242	162962	+	1721	0	0	3	0	0	0	5	5
g12018	contig_54	163304	164737	+	1434	0	1	0	0	0	0	0	0
g12019	contig_54	165015	166522	-	1508	0	0	0	3	0	0	0	0
g12020	contig_54	166877	167281	-	405	0	0	0	0	0	0	0	0
g12021	contig_54	167324	168180	+	857	0	0	0	0	0	0	0	0
g12022	contig_54	168247	173205	-	4959	5	7	0	5	0	3	3	5
g12023	contig_54	173449	173790	+	342	0	0	0	3	0	0	0	0
g12024	contig_54	174616	175368	-	753	3	0	0	1	0	0	2	1
g12025	contig_54	175894	176340	+	447	20	40	6	56	15	20	19	33
g12026	contig_54	176880	177233	+	354	0	0	0	0	0	0	2	0
g12027	contig_54	177267	178217	-	951	0	0	0	0	0	0	0	0
g12028	contig_54	178400	180124	+	1725	0	0	0	0	0	0	0	0
g12029	contig_54	180198	181585	-	1388	0	0	0	2	0	0	0	0
g12030	contig_54	181719	183860	+	2142	0	0	0	1	0	0	0	0
g12031	contig_54	183921	185194	-	1274	0	0	0	0	0	0	0	4
g12032	contig_54	185305	188285	+	2981	72	126	72	147	74	129	78	97
g12033	contig_54	188469	188840	+	372	55	119	63	113	41	95	45	79
g12034	contig_54	189902	193654	-	3753	0	0	0	0	0	0	1	0
g12035	contig_54	193870	195916	-	2047	1	0	1	0	0	0	0	1
g12036	contig_54	198761	199579	+	819	0	0	0	0	0	0	0	0
g12037	contig_54	199808	201409	-	1602	0	0	0	0	0	0	0	0
g12038	contig_54	202392	203848	-	1457	0	4	0	2	2	2	3	1
g12039	contig_54	205466	207344	+	1879	947	687	588	591	571	500	492	378
g12040	contig_54	207841	209149	-	1309	0	0	3	0	0	0	0	0
g12041	contig_54	209212	210355	-	1144	0	4	0	0	7	0	0	1
g12042	contig_54	211295	212806	-	1512	42	51	26	19	67	45	79	27
g12043	contig_54	212875	214041	+	1167	3	7	8	13	14	6	4	9
g12044	contig_54	216923	217436	+	514	897	1321	713	1030	1269	783	1051	1102
g12045	contig_54	218037	225315	-	7279	611	952	335	786	298	812	407	658
g12046	contig_54	225986	227320	-	1335	2326	2048	1823	1917	2072	1384	1898	1830
g12047	contig_54	227540	231625	-	4086	7617	7435	7557	8711	12687	8235	10179	8095
g12048	contig_54	231824	232646	+	823	442	1319	406	1614	517	1274	479	1046
g12049	contig_54	232793	234156	+	1364	344	525	263	472	358	438	337	449
g12050	contig_54	234441	236080	-	1640	1060	1244	932	1105	1527	905	1067	1139
g12051	contig_54	236668	237159	+	492	0	0	0	0	0	0	0	0
g12052	contig_54	237211	237720	+	510	34	32	36	25	37	13	34	31
g12053	contig_54	237962	238447	-	486	8	0	0	0	0	0	0	2
g12054	contig_54	238818	239195	+	378	0	2	0	0	0	0	0	0
g12055	contig_54	239223	240239	-	1017	0	0	0	0	0	0	0	0
g12056	contig_54	240400	242124	+	1725	0	0	0	0	0	0	0	0
g12057	contig_54	242150	243909	-	1760	0	0	0	0	0	0	0	0
g12058	contig_54	243962	245374	+	1413	0	0	0	0	0	0	0	0
g12059	contig_54	245507	246321	+	815	0	0	0	0	0	0	0	0
g12060	contig_54	246349	250164	-	3816	0	0	0	0	0	0	0	0
g12061	contig_54	250501	252090	+	1590	0	0	0	0	0	0	0	0
g12062	contig_54	252256	252747	-	492	0	0	0	0	0	0	0	0
g12063	contig_54	252767	253789	-	1023	0	0	0	0	0	0	0	0
g12064	contig_54	254099	255681	+	1583	0	0	0	0	0	0	0	0
g12065	contig_54	255962	256867	-	906	0	0	0	0	0	0	0	0
g12066	contig_54	256898	258234	-	1337	0	0	0	0	0	0	0	0
g12067	contig_54	258746	260734	+	1989	0	0	0	0	0	0	0	0
g12068	contig_54	260806	262608	-	1803	0	0	0	0	0	0	0	0
g12069	contig_54	263158	265816	+	2659	0	0	0	0	5	0	8	1
g12070	contig_54	268334	269152	+	819	0	0	0	0	0	0	0	0
g12071	contig_54	269158	270951	-	1794	0	0	0	0	0	0	0	0
g12072	contig_54	271424	272479	-	1056	0	0	0	0	0	1	0	0
g12073	contig_54	272522	273051	+	530	0	0	0	2	0	0	0	0
g12074	contig_54	273184	273858	-	675	0	0	0	0	0	0	0	0
g12075	contig_54	274021	275241	+	1221	0	0	0	0	0	0	0	0
g12076	contig_54	275675	276211	-	537	0	0	0	0	0	2	0	5
g12077	contig_54	276875	281064	+	4190	4583	7996	4210	7668	4451	6052	3737	7154
g12078	contig_54	281171	282979	+	1809	736	1228	576	1328	1194	1090	918	1160
g12079	contig_54	283585	286278	+	2694	528	784	477	709	541	458	590	597
g12080	contig_54	286393	288768	+	2376	7044	4755	6633	4859	8866	4539	6939	5094
g12081	contig_54	289007	291151	+	2145	799	808	792	1173	1370	1109	1351	1188
g12082	contig_54	291863	297028	+	5166	1444	2066	1066	1713	1141	1547	1311	1573
g12083	contig_54	297493	297906	+	414	0	1	0	0	0	0	0	0
g12084	contig_54	298510	299853	-	1344	25	20	41	28	36	21	22	18
g12085	contig_54	300196	300986	+	791	66	65	77	63	123	70	72	89
g12086	contig_54	301046	304815	-	3770	510	1167	346	946	356	830	327	991
g12087	contig_54	305785	307314	+	1530	0	0	0	0	0	0	0	0
g12088	contig_54	307477	307797	+	321	0	0	0	0	0	0	0	0
g12089	contig_54	307824	308834	-	1011	0	0	0	0	0	0	0	0
g12090	contig_54	308995	310722	+	1728	0	0	0	0	0	0	0	0
g12091	contig_54	310760	312300	-	1541	1	0	0	1	0	0	0	0
g12092	contig_54	312551	314199	+	1649	0	0	0	0	0	0	0	0
g12093	contig_54	314253	314489	+	237	0	0	0	0	0	0	0	0
g12094	contig_54	314521	318231	-	3711	2	0	11	4	6	15	1	2
g12095	contig_54	318413	319141	+	729	0	0	0	0	0	0	0	0
g12096	contig_54	319151	319975	-	825	0	0	0	0	0	0	0	0
g12097	contig_54	323253	325914	-	2662	0	0	0	0	0	0	0	0
g12098	contig_54	326189	328267	+	2079	0	0	0	0	0	0	0	0
g12099	contig_54	328339	330658	-	2320	0	0	0	0	0	0	0	0
g12100	contig_54	331134	332023	+	890	438	600	248	390	383	391	277	419
g12101	contig_54	332107	341655	-	9549	3311	4295	2471	3500	2809	2887	2506	3440
g12102	contig_54	341800	343254	+	1455	176	508	140	513	330	524	251	509
g12103	contig_54	343586	344707	-	1122	206	374	182	368	281	364	207	424
g12104	contig_54	345015	346086	-	1072	471	670	464	818	695	750	609	805
g12105	contig_54	346220	349910	+	3691	2350	2651	2097	2748	2511	2288	2119	2900
g12106	contig_54	350152	353407	+	3256	12406	14249	10702	16088	12861	15556	11202	15199
g12107	contig_54	353711	356760	+	3050	4960	6230	4769	6082	5202	6118	4815	5616
g12108	contig_54	357045	357535	+	491	997	1245	796	1288	1551	1087	1802	1232
g12109	contig_54	358135	358691	+	557	10937	11385	11788	15028	18560	12223	13958	14827
g12110	contig_54	359268	361550	+	2283	46	116	50	100	86	57	58	104
g12111	contig_54	361747	362106	+	360	56	157	46	133	106	90	79	107
g12112	contig_54	363110	366282	+	3173	4365	6184	4326	6034	4465	6319	4022	6483
g12113	contig_54	366786	368393	-	1608	13	46	5	24	7	9	19	24
g12114	contig_54	368608	369928	+	1321	714	1516	561	1644	995	1348	732	1384
g12115	contig_54	370052	371678	+	1627	604	1743	453	1847	836	1588	487	1809
g12116	contig_54	371699	374689	-	2991	2468	3447	2085	2797	2019	2550	2241	3049
g12117	contig_54	374955	376108	+	1154	2365	3508	2278	4264	2450	3573	1888	3565
g12118	contig_54	376264	377596	-	1333	1557	1462	1603	1743	2285	1631	1725	1518
g12119	contig_54	378337	380703	-	2367	2867	2981	2615	3111	2906	2919	2541	3037
g12120	contig_54	381009	384218	-	3210	1988	4028	1982	4721	2450	4190	2008	3902
g12121	contig_54	384322	385334	+	1013	655	902	852	909	1271	738	1024	833
g12122	contig_54	385878	391681	-	5804	25731	14210	21489	13404	39003	13820	37927	15961
g12123	contig_54	391787	393030	+	1244	10512	12502	11100	19583	13902	17163	11607	15405
g12124	contig_54	393277	395332	-	2056	2865	1944	3650	2279	5661	1705	4418	2117
g12125	contig_54	395585	396258	-	674	268	231	242	243	372	203	421	257
g12126	contig_54	396298	397693	-	1396	528	427	511	429	885	306	654	434
g12127	contig_54	397855	400049	-	2195	1280	1277	1022	1292	1185	931	1118	1122
g12128	contig_54	400568	401709	+	1142	0	0	0	0	0	0	0	0
g12129	contig_54	402923	403291	-	369	0	3	0	0	0	0	0	0
g12130	contig_54	404956	405900	-	945	658	328	667	642	821	407	675	526
g12131	contig_54	406212	410015	-	3804	4807	7466	4453	7661	6895	7680	5247	7590
g12132	contig_54	410217	412871	+	2655	2481	2649	2148	2495	2609	2011	2403	2351
g12133	contig_54	413004	419833	+	6830	1736	3551	1110	3314	1367	2546	1416	2881
g12134	contig_54	419917	422042	-	2126	471	708	430	680	697	548	487	649
g12135	contig_54	422104	423642	+	1539	163	184	174	230	188	177	164	156
g12136	contig_54	423767	425346	+	1580	996	1253	1069	1260	1318	1175	1161	1373
g12137	contig_54	426955	427446	+	492	0	0	0	0	0	0	0	0
g12138	contig_54	427702	429288	-	1587	2	5	0	11	1	12	0	3
g12139	contig_54	429376	429786	+	411	0	6	0	3	1	0	1	3
g12140	contig_54	430003	433392	+	3390	2123	3531	1854	3790	2939	3096	2312	3436
g12141	contig_54	433678	438902	+	5225	4643	7791	3005	7007	3487	6005	3747	6214
g12142	contig_54	439382	441209	+	1828	343	591	191	304	160	275	225	281
g12143	contig_54	441621	442674	+	1054	5	4	11	3	8	8	2	13
g12144	contig_54	443165	444155	-	991	1136	2182	1297	2268	2145	2036	2171	2379
g12145	contig_54	444376	450331	+	5956	8100	7395	7828	8144	8286	7347	7117	8073
g12146	contig_54	450542	453889	-	3348	1846	2457	1555	2543	2353	1988	1787	2268
g12147	contig_54	455657	456110	-	454	0	2	0	0	0	0	0	0
g12148	contig_54	456561	457220	+	660	0	0	0	0	0	0	0	0
g12149	contig_54	460257	461529	+	1273	53	180	53	163	92	180	67	167
g12150	contig_54	465532	466104	+	573	0	0	0	0	0	0	0	0
g12151	contig_54	467163	467487	+	325	0	3	4	1	0	2	0	0
g12152	contig_54	467868	468533	+	666	0	1	2	0	0	0	0	0
g12153	contig_54	468543	469367	-	825	0	0	0	0	0	0	0	0
g12154	contig_54	471957	473355	-	1399	0	0	0	0	0	0	0	0
g12155	contig_54	474147	474659	-	513	0	0	0	0	0	0	0	0
g12156	contig_54	475773	476687	+	915	0	0	0	0	0	0	0	0
g12157	contig_54	476759	479376	-	2618	0	0	0	0	0	0	0	0
g12158	contig_54	480922	484267	+	3346	2267	3009	2252	2830	3309	3332	2748	3366
g12159	contig_54	484333	487344	-	3012	1339	1861	1126	1954	1635	1572	1472	1896
g12160	contig_54	490548	492504	+	1957	211	212	145	188	291	152	211	160
g12161	contig_54	492943	493267	-	325	0	0	0	0	0	0	0	0
g12162	contig_54	494685	495197	+	513	0	0	0	0	0	0	0	0
g12163	contig_54	496129	496731	+	603	0	0	0	0	0	0	0	0
g12164	contig_54	496826	498201	-	1376	0	0	0	0	0	0	0	0
g12165	contig_54	498424	499341	+	918	0	0	0	0	0	0	0	0
g12166	contig_54	500497	501171	-	675	0	0	0	0	0	3	0	0
g12167	contig_54	501884	503965	+	2082	4840	4717	5369	5487	7103	4993	5856	5329
g12168	contig_54	504131	506042	-	1912	249	364	187	374	425	422	342	342
g12169	contig_54	506115	511198	+	5084	8029	12783	7175	12954	11278	14148	8807	11664
g12170	contig_54	511331	513080	+	1750	494	664	402	773	684	572	456	586
g12171	contig_54	513222	514187	+	966	618	853	498	889	680	852	584	778
g12172	contig_54	514405	516292	-	1888	240	497	212	454	331	466	273	438
g12173	contig_54	516367	517802	+	1436	985	1306	858	1264	756	1072	855	1136
g12174	contig_54	517986	519139	-	1154	10270	10339	12577	13083	15084	12097	12708	13119
g12175	contig_54	519248	525025	+	5778	859	1897	577	1649	690	1272	703	1499
g12176	contig_54	525168	525949	-	782	543	1017	549	1015	988	856	735	1074
g12177	contig_54	526502	529747	+	3246	1286	1506	990	1391	1769	1322	1493	1677
g12178	contig_54	530083	531226	+	1144	1100	1443	894	1248	1130	1034	1068	1202
g12179	contig_54	531473	532950	-	1478	3487	5302	3108	5052	3140	5355	2530	5616
g12180	contig_54	533477	534706	-	1230	1615	2533	1566	2728	2404	2689	2017	2598
g12181	contig_54	534826	535574	+	749	12	11	4	9	11	6	27	22
g12182	contig_54	536766	537891	+	1126	1377	1002	1525	1080	2228	754	1776	1004
g12183	contig_54	538086	538790	-	705	3	10	10	15	5	12	1	5
g12184	contig_54	539104	542050	+	2947	665	1967	684	1943	970	2014	692	1767
g12185	contig_54	542334	543436	+	1103	443	988	473	1503	833	1243	619	1111
g12186	contig_54	544845	545983	+	1139	1818	992	2216	1276	2770	975	2221	1223
g12187	contig_54	546046	551038	-	4993	2918	4530	2429	4626	3110	4196	2943	4645
g12188	contig_54	551385	555406	-	4022	187	539	103	438	135	341	134	483
g12189	contig_54	555747	558354	+	2608	2553	2805	1927	2210	2274	1865	2051	2242
g12190	contig_54	558631	560627	-	1997	1071	831	1180	1011	1591	734	1138	829
g12191	contig_54	560783	562627	+	1845	974	1390	890	1540	1233	1231	1050	1329
g12192	contig_54	562956	567119	+	4164	3102	5573	3002	5200	3043	4846	2768	5410
g12193	contig_54	567312	574859	-	7548	29486	35528	22477	31261	23994	29121	22292	34645
g12194	contig_54	574941	580793	+	5853	4220	4864	3725	5222	5032	5209	4464	5141
g12195	contig_54	580975	584739	+	3765	3655	5371	3314	6018	4411	5071	3797	5248
g12196	contig_54	586213	588696	-	2484	0	0	0	1	0	0	0	0
g12197	contig_54	589639	591991	-	2353	777	990	704	992	908	814	745	885
g12198	contig_54	592066	592998	-	933	292	404	266	374	221	355	214	351
g12199	contig_54	593262	595298	+	2037	1620	1277	1622	909	1599	1011	1321	1022
g12200	contig_54	596767	602420	+	5654	2417	4002	1671	3951	2086	3236	1988	3321
g12201	contig_54	603087	604436	-	1350	5	0	0	0	0	5	1	0
g12202	contig_54	604665	606416	-	1752	0	1	1	0	0	0	0	1
g12203	contig_54	607023	610067	+	3045	721	1689	598	1565	842	1279	816	1400
g12204	contig_54	610229	612754	-	2526	2028	2862	1174	2927	1534	2811	1603	2410
g12205	contig_54	612978	614762	-	1785	962	2261	620	1563	698	1549	814	1399
g12206	contig_54	615282	616887	-	1606	11562	12255	10539	10340	12261	9069	11781	10308
g12207	contig_54	617432	625757	+	8326	8989	17282	7046	16191	9047	15212	8374	15554
g12208	contig_54	626445	630875	+	4431	1545	2798	1196	2907	1667	2587	1639	2883
g12209	contig_54	631231	634087	-	2857	4348	4689	3684	3903	4897	3682	4176	3985
g12210	contig_54	634527	635809	-	1283	4505	1594	4047	1872	5728	1366	4616	2147
g12211	contig_54	636095	642880	+	6786	313246	279355	264115	263393	239918	240412	204707	291839
g12212	contig_54	643731	646028	+	2298	1	5	0	4	1	0	5	1
g12213	contig_54	646186	647764	+	1579	0	0	0	0	0	0	0	1
g12214	contig_54	647770	648138	-	369	0	0	0	0	0	0	0	0
g12215	contig_54	648290	649455	+	1166	0	0	0	0	0	0	0	0
g12216	contig_54	649484	650317	-	834	0	0	0	0	0	0	0	0
g12217	contig_54	650445	652115	-	1671	0	0	0	0	0	0	0	0
g12218	contig_54	652249	653655	+	1407	0	0	0	0	0	0	0	0
g12219	contig_54	653742	654690	-	949	0	0	0	0	0	0	0	0
g12220	contig_54	654733	655401	-	669	0	0	0	0	0	0	0	0
g12221	contig_54	655573	657221	+	1649	1	10	3	11	7	4	9	15
g12222	contig_54	658237	659109	-	873	0	0	2	2	0	0	0	0
g12223	contig_54	659918	663016	+	3099	0	0	0	0	0	0	0	0
g12224	contig_54	663036	663632	+	597	0	0	0	0	0	0	0	0
g12225	contig_54	663661	665869	-	2209	0	0	0	0	0	0	0	0
g12226	contig_54	666003	667399	+	1397	0	0	0	0	0	0	0	0
g12227	contig_54	667441	669165	-	1725	0	0	0	0	4	0	0	0
g12228	contig_54	669326	670327	+	1002	0	0	0	0	1	0	0	0
g12229	contig_54	670354	670701	-	348	0	0	0	0	0	0	0	0
g12230	contig_54	671006	674692	+	3687	0	0	0	0	0	0	0	0
g12231	contig_54	674933	676608	-	1676	1	0	0	0	0	0	0	0
g12232	contig_54	676859	678366	+	1508	0	0	0	0	0	0	0	0
g12233	contig_54	678397	680120	-	1724	0	0	0	0	0	0	0	0
g12234	contig_54	680281	681300	+	1020	0	0	0	0	0	0	0	0
g12235	contig_54	681328	681654	-	327	0	2	0	0	0	0	0	0
g12236	contig_54	682306	686136	+	3831	0	0	0	0	0	0	0	0
g12237	contig_54	686437	686967	-	531	0	0	0	0	0	0	0	0
g12238	contig_54	687100	688130	-	1031	0	0	0	0	0	0	0	0
g12239	contig_54	688183	689912	+	1730	0	1	0	0	0	0	0	0
g12240	contig_54	689950	691680	-	1731	0	0	0	0	0	0	0	0
