Orthogroup	dicty_braker	acastellanii_braker
OG0002793	dicty_g1474.t1	acastellanii_g12878.t1
OG0002795	dicty_g7468.t1	acastellanii_g12897.t1
OG0002799	dicty_g7676.t1	acastellanii_g12804.t1
OG0002801	dicty_g5253.t1	acastellanii_g12842.t2, acastellanii_g12842.t1
OG0002803	dicty_g6709.t1	acastellanii_g12772.t1
OG0002805	dicty_g182.t1	acastellanii_g12782.t1
OG0002807	dicty_g3637.t1	acastellanii_g12710.t1
OG0002808	dicty_g8010.t1	acastellanii_g12721.t2, acastellanii_g12721.t1
OG0002809	dicty_g3130.t1	acastellanii_g12735.t1
OG0002810	dicty_g11266.t1, dicty_g1008.t2, dicty_g1008.t1	acastellanii_g12743.t1, acastellanii_g12743.t2
OG0002812	dicty_g5865.t1	acastellanii_g11876.t1, acastellanii_g6520.t1, acastellanii_g3072.t1, acastellanii_g12660.t1
OG0002814	dicty_g7750.t1	acastellanii_g12526.t1, acastellanii_g12526.t2
OG0002816	dicty_g4304.t1	acastellanii_g12536.t2, acastellanii_g12536.t1
OG0002818	dicty_g1408.t1	acastellanii_g12557.t1
OG0002820	dicty_g8769.t1	acastellanii_g12569.t1
OG0002821	dicty_g2764.t1, dicty_g2714.t1	acastellanii_g12571.t1
OG0002822	dicty_g3387.t1	acastellanii_g12585.t2, acastellanii_g12585.t1
OG0002823	dicty_g7307.t1	acastellanii_g12593.t1
OG0002824	dicty_g4832.t1	acastellanii_g12599.t1, acastellanii_g12599.t2
OG0002825	dicty_g7727.t2, dicty_g7727.t1	acastellanii_g12601.t1
OG0002826	dicty_g6612.t1	acastellanii_g12604.t1, acastellanii_g12604.t2
OG0002827	dicty_g9279.t1	acastellanii_g12455.t2, acastellanii_g12455.t1
OG0002828	dicty_g9495.t1	acastellanii_g12481.t1
OG0002829	dicty_g9304.t1	acastellanii_g12487.t1
OG0002830	dicty_g6707.t1	acastellanii_g12502.t2, acastellanii_g12502.t1
OG0002833	dicty_g10169.t1	acastellanii_g7826.t1, acastellanii_g12401.t2, acastellanii_g12401.t1
OG0002835	dicty_g9624.t1	acastellanii_g9444.t1, acastellanii_g12382.t1
OG0002837	dicty_g8374.t1	acastellanii_g12345.t1, acastellanii_g11544.t1
OG0002838	dicty_g1898.t1	acastellanii_g12330.t1
OG0002840	dicty_g5608.t1	acastellanii_g12341.t1
OG0002841	dicty_g2095.t1	acastellanii_g11270.t1, acastellanii_g11815.t1
OG0002843	dicty_g9735.t1	acastellanii_g11831.t1
OG0002844	dicty_g6711.t1	acastellanii_g11835.t1
OG0002846	dicty_g10921.t1	acastellanii_g11849.t1
OG0002847	dicty_g1492.t1	acastellanii_g11866.t1
OG0002848	dicty_g10314.t1	acastellanii_g11878.t1
OG0002849	dicty_g11435.t1	acastellanii_g11916.t1, acastellanii_g10049.t1
OG0002850	dicty_g527.t1	acastellanii_g11920.t1
OG0002851	dicty_g11341.t1	acastellanii_g11930.t1
OG0002852	dicty_g1793.t1	acastellanii_g11931.t1
OG0002854	dicty_g4692.t1	acastellanii_g11935.t2, acastellanii_g11935.t1
OG0002855	dicty_g2257.t1	acastellanii_g11949.t1, acastellanii_g9120.t1
OG0002857	dicty_g6312.t1, dicty_g1974.t1, dicty_g2876.t1, dicty_g2600.t1	acastellanii_g11961.t1
OG0002858	dicty_g203.t1, dicty_g203.t2	acastellanii_g11966.t1
OG0002859	dicty_g1123.t1, dicty_g2573.t1, dicty_g2903.t1	acastellanii_g11977.t1
OG0002860	dicty_g4656.t1	acastellanii_g12014.t1
OG0002861	dicty_g2070.t1	acastellanii_g12020.t1, acastellanii_g141.t1
OG0002862	dicty_g5559.t1	acastellanii_g12033.t1
OG0002863	dicty_g2255.t1	acastellanii_g12034.t1, acastellanii_g12034.t2
OG0002864	dicty_g1533.t1	acastellanii_g12065.t1
OG0002867	dicty_g96.t1	acastellanii_g12084.t1
OG0002868	dicty_g10446.t1	acastellanii_g12086.t1
OG0002870	dicty_g7662.t1	acastellanii_g12091.t2, acastellanii_g12091.t1
OG0002874	dicty_g3532.t1	acastellanii_g12145.t1
OG0002875	dicty_g9736.t1	acastellanii_g12172.t1
OG0002876	dicty_g1150.t1	acastellanii_g12176.t2, acastellanii_g12176.t1
OG0002877	dicty_g7181.t1	acastellanii_g12179.t1
OG0002878	dicty_g6845.t1	acastellanii_g12208.t1
OG0002879	dicty_g794.t1	acastellanii_g12211.t1, acastellanii_g12211.t2
OG0002880	dicty_g1730.t1	acastellanii_g12213.t1
OG0002882	dicty_g6244.t1	acastellanii_g12233.t1
OG0002883	dicty_g7264.t1	acastellanii_g12234.t1
OG0002884	dicty_g7713.t1	acastellanii_g12252.t2, acastellanii_g12252.t1
OG0002885	dicty_g2195.t1	acastellanii_g12257.t1
OG0002886	dicty_g1289.t1	acastellanii_g12258.t2, acastellanii_g12258.t1
OG0002887	dicty_g3886.t1	acastellanii_g12264.t2, acastellanii_g12264.t1
OG0002888	dicty_g10255.t1	acastellanii_g11127.t1, acastellanii_g12266.t1
OG0002889	dicty_g8749.t1	acastellanii_g12273.t1, acastellanii_g12273.t2
OG0002890	dicty_g5219.t1	acastellanii_g12277.t1
OG0002891	dicty_g9200.t1	acastellanii_g12285.t1
OG0002893	dicty_g9008.t1	acastellanii_g11803.t1, acastellanii_g11803.t2
OG0002897	dicty_g5369.t1	acastellanii_g4261.t1, acastellanii_g11790.t1
OG0002899	dicty_g7861.t1, dicty_g7795.t1	acastellanii_g11001.t1, acastellanii_g5640.t1, acastellanii_g11773.t1
OG0002904	dicty_g474.t1	acastellanii_g11646.t1
OG0002905	dicty_g10480.t1	acastellanii_g11648.t1
OG0002906	dicty_g1510.t1, dicty_g8908.t1	acastellanii_g11651.t1
OG0002907	dicty_g4916.t1	acastellanii_g11654.t1
OG0002908	dicty_g9651.t1, dicty_g9651.t2	acastellanii_g11655.t3
OG0002909	dicty_g4395.t1	acastellanii_g11659.t1, acastellanii_g11659.t2
OG0002910	dicty_g1787.t1, dicty_g1787.t2	acastellanii_g11663.t1
OG0002911	dicty_g3308.t1	acastellanii_g11693.t1
OG0002912	dicty_g3196.t1	acastellanii_g11698.t1, acastellanii_g11698.t2
OG0002913	dicty_g6230.t1	acastellanii_g11709.t1, acastellanii_g11709.t2
OG0002914	dicty_g2040.t1	acastellanii_g11718.t1
OG0002915	dicty_g10801.t1	acastellanii_g11588.t2
OG0002918	dicty_g11090.t1	acastellanii_g11496.t1, acastellanii_g11498.t1
OG0002919	dicty_g1746.t1	acastellanii_g11499.t1
OG0002920	dicty_g3853.t1	acastellanii_g11512.t1
OG0002921	dicty_g1604.t1	acastellanii_g11519.t2, acastellanii_g11519.t1
OG0002922	dicty_g8546.t1	acastellanii_g11525.t1, acastellanii_g11525.t2
OG0002923	dicty_g10961.t1	acastellanii_g11528.t1
OG0002924	dicty_g5860.t2, dicty_g5860.t1	acastellanii_g11566.t1
OG0002925	dicty_g4081.t1	acastellanii_g3256.t1, acastellanii_g11570.t1
OG0002926	dicty_g8159.t1	acastellanii_g11578.t1
OG0002927	dicty_g6608.t1	acastellanii_g11401.t1
OG0002928	dicty_g9175.t1	acastellanii_g11413.t1
OG0002929	dicty_g10992.t1	acastellanii_g11436.t1
OG0002931	dicty_g4071.t1	acastellanii_g11447.t1
OG0002932	dicty_g4856.t1	acastellanii_g11462.t1
OG0002933	dicty_g3592.t1	acastellanii_g11468.t1
OG0002934	dicty_g11042.t1	acastellanii_g11475.t1
OG0002935	dicty_g10777.t1	acastellanii_g11478.t1
OG0002936	dicty_g7672.t1, dicty_g1197.t1	acastellanii_g11479.t1, acastellanii_g719.t1, acastellanii_g8638.t1
OG0002937	dicty_g7782.t1	acastellanii_g11484.t1
OG0002938	dicty_g9340.t1	acastellanii_g11488.t1
OG0002940	dicty_g3132.t1	acastellanii_g5880.t1, acastellanii_g11492.t1
OG0002941	dicty_g779.t1	acastellanii_g5881.t1, acastellanii_g11493.t1
OG0002942	dicty_g3635.t1	acastellanii_g276.t1, acastellanii_g11386.t1
OG0002943	dicty_g2057.t1	acastellanii_g11331.t1
OG0002944	dicty_g8852.t1	acastellanii_g11340.t1
OG0002946	dicty_g3691.t1	acastellanii_g11255.t1
OG0002948	dicty_g6651.t1	acastellanii_g11190.t1
OG0002950	dicty_g137.t2, dicty_g137.t1	acastellanii_g11232.t1
OG0002952	dicty_g623.t1, dicty_g622.t1, dicty_g8952.t1, dicty_g8952.t2, dicty_g8879.t1	acastellanii_g11153.t1
OG0002953	dicty_g9807.t1	acastellanii_g11156.t1, acastellanii_g7428.t1
OG0002955	dicty_g1443.t1	acastellanii_g10970.t1, acastellanii_g10967.t1
OG0002957	dicty_g10701.t1	acastellanii_g10998.t1
OG0002959	dicty_g5998.t1	acastellanii_g11017.t1
OG0002960	dicty_g4939.t1, dicty_g4939.t2	acastellanii_g11043.t1
OG0002961	dicty_g452.t1	acastellanii_g11047.t1
OG0002962	dicty_g8069.t1	acastellanii_g11053.t1
OG0002965	dicty_g11469.t1	acastellanii_g10899.t1, acastellanii_g2572.t1
OG0002967	dicty_g10818.t1	acastellanii_g8088.t1, acastellanii_g10911.t1
OG0002968	dicty_g7178.t1	acastellanii_g10801.t1, acastellanii_g5856.t1, acastellanii_g10917.t1, acastellanii_g6457.t1
OG0002970	dicty_g5406.t1	acastellanii_g10876.t1
OG0002971	dicty_g6855.t1	acastellanii_g10858.t1, acastellanii_g7065.t1
OG0002972	dicty_g292.t1	acastellanii_g10857.t1
OG0002973	dicty_g6429.t1	acastellanii_g7393.t1, acastellanii_g10703.t1
OG0002974	dicty_g1900.t1	acastellanii_g7389.t1, acastellanii_g10709.t1
OG0002975	dicty_g6254.t1	acastellanii_g2690.t1, acastellanii_g4749.t2, acastellanii_g4749.t1, acastellanii_g10746.t1
OG0002976	dicty_g4715.t1	acastellanii_g10753.t1
OG0002977	dicty_g5458.t1	acastellanii_g10756.t1, acastellanii_g10756.t2
OG0002978	dicty_g9263.t1	acastellanii_g10761.t1
OG0002979	dicty_g7304.t1	acastellanii_g10770.t1
OG0002980	dicty_g9026.t1, dicty_g9026.t3	acastellanii_g10778.t1
OG0002982	dicty_g4075.t1	acastellanii_g10796.t1
OG0002984	dicty_g5092.t1	acastellanii_g10814.t1, acastellanii_g6643.t1
OG0002985	dicty_g2560.t1, dicty_g2916.t1	acastellanii_g10834.t1
OG0002986	dicty_g7131.t1	acastellanii_g10835.t1
OG0002989	dicty_g4403.t1	acastellanii_g10672.t1
OG0002991	dicty_g7811.t1	acastellanii_g10608.t1
OG0002992	dicty_g5236.t1	acastellanii_g10620.t1
OG0002993	dicty_g5408.t1	acastellanii_g10631.t1, acastellanii_g10628.t1
OG0002994	dicty_g10066.t1, dicty_g4975.t1	acastellanii_g10594.t1
OG0002995	dicty_g6488.t1	acastellanii_g10567.t1
OG0002996	dicty_g8880.t1	acastellanii_g10425.t1
OG0002997	dicty_g730.t1	acastellanii_g10438.t2, acastellanii_g10438.t1
OG0002998	dicty_g6570.t1	acastellanii_g10455.t1, acastellanii_g10455.t2
OG0002999	dicty_g5215.t1, dicty_g6856.t1, dicty_g10566.t1	acastellanii_g10459.t1
OG0003000	dicty_g10920.t1, dicty_g167.t1	acastellanii_g10465.t1
OG0003001	dicty_g9827.t2, dicty_g9827.t1	acastellanii_g10491.t1
OG0003002	dicty_g4586.t1	acastellanii_g10494.t1, acastellanii_g3054.t1
OG0003003	dicty_g7441.t1	acastellanii_g10512.t1
OG0003004	dicty_g5651.t1	acastellanii_g10527.t1
OG0003005	dicty_g11232.t1	acastellanii_g10260.t1, acastellanii_g1170.t1
OG0003006	dicty_g5115.t1	acastellanii_g10270.t1
OG0003008	dicty_g5292.t1	acastellanii_g10313.t1, acastellanii_g3280.t1
OG0003009	dicty_g2952.t1, dicty_g2523.t1	acastellanii_g10321.t1
OG0003010	dicty_g2382.t1	acastellanii_g10335.t1
OG0003011	dicty_g1861.t1	acastellanii_g10344.t2, acastellanii_g10344.t1
OG0003012	dicty_g4863.t1	acastellanii_g10029.t1, acastellanii_g10017.t1
OG0003013	dicty_g6150.t1	acastellanii_g10025.t1
OG0003014	dicty_g6593.t1	acastellanii_g10046.t1
OG0003015	dicty_g9839.t1	acastellanii_g10047.t1, acastellanii_g10047.t2
OG0003016	dicty_g2066.t1	acastellanii_g10059.t1
OG0003017	dicty_g859.t1	acastellanii_g10077.t1
OG0003018	dicty_g7619.t1, dicty_g7619.t2	acastellanii_g10091.t1
OG0003019	dicty_g7187.t1	acastellanii_g10094.t1
OG0003020	dicty_g6053.t1	acastellanii_g10099.t2, acastellanii_g10099.t1
OG0003021	dicty_g7590.t1	acastellanii_g10104.t1
OG0003022	dicty_g10652.t1	acastellanii_g10109.t1
OG0003023	dicty_g843.t1	acastellanii_g10149.t1
OG0003024	dicty_g213.t1	acastellanii_g10151.t1, acastellanii_g10151.t2
OG0003025	dicty_g9874.t1	acastellanii_g10157.t2, acastellanii_g10157.t1
OG0003026	dicty_g5972.t1	acastellanii_g10161.t2, acastellanii_g10161.t1
OG0003028	dicty_g2950.t1, dicty_g2525.t1	acastellanii_g10200.t1
OG0003029	dicty_g4109.t1	acastellanii_g10206.t1
OG0003031	dicty_g8661.t1	acastellanii_g10235.t1
OG0003032	dicty_g2239.t1	acastellanii_g4851.t1, acastellanii_g10246.t1
OG0003033	dicty_g9042.t1	acastellanii_g9988.t1, acastellanii_g9988.t2
OG0003034	dicty_g8840.t1	acastellanii_g9596.t1, acastellanii_g9596.t2
OG0003035	dicty_g5657.t1	acastellanii_g9608.t1, acastellanii_g6100.t1
OG0003036	dicty_g5095.t1	acastellanii_g1573.t1, acastellanii_g9610.t1
OG0003038	dicty_g1493.t1	acastellanii_g9642.t2, acastellanii_g9642.t1
OG0003039	dicty_g5077.t1, dicty_g9210.t1	acastellanii_g9649.t1
OG0003041	dicty_g10945.t1	acastellanii_g9726.t1
OG0003043	dicty_g7791.t1	acastellanii_g9731.t1
OG0003044	dicty_g612.t1	acastellanii_g9735.t1
OG0003045	dicty_g6088.t1	acastellanii_g9738.t1
OG0003046	dicty_g9579.t1	acastellanii_g9747.t1
OG0003047	dicty_g2029.t1	acastellanii_g9750.t1
OG0003050	dicty_g8465.t1	acastellanii_g9819.t1
OG0003052	dicty_g11110.t1	acastellanii_g8633.t1, acastellanii_g9842.t1
OG0003053	dicty_g5578.t1	acastellanii_g9846.t1, acastellanii_g9846.t2
OG0003054	dicty_g1689.t1	acastellanii_g9870.t1, acastellanii_g9870.t2
OG0003057	dicty_g3541.t1	acastellanii_g9955.t1
OG0003058	dicty_g2279.t1	acastellanii_g9336.t1, acastellanii_g9336.t2
OG0003060	dicty_g8799.t1, dicty_g8799.t2	acastellanii_g9349.t2, acastellanii_g9349.t1
OG0003062	dicty_g5610.t1	acastellanii_g9356.t1
OG0003064	dicty_g7753.t1	acastellanii_g9409.t1
OG0003066	dicty_g8699.t1	acastellanii_g9414.t1, acastellanii_g9414.t2
OG0003067	dicty_g4241.t1	acastellanii_g9427.t1, acastellanii_g9427.t2
OG0003068	dicty_g11156.t1	acastellanii_g9432.t1, acastellanii_g9432.t2
OG0003069	dicty_g2266.t1	acastellanii_g9435.t1
OG0003070	dicty_g11021.t1	acastellanii_g9436.t1, acastellanii_g9436.t2
OG0003071	dicty_g1223.t1	acastellanii_g9443.t1
OG0003073	dicty_g6812.t1	acastellanii_g9461.t2, acastellanii_g9461.t1
OG0003074	dicty_g6714.t1	acastellanii_g9466.t1
OG0003075	dicty_g3323.t1	acastellanii_g9480.t1
OG0003076	dicty_g8501.t1	acastellanii_g9497.t1
OG0003078	dicty_g8550.t2, dicty_g8550.t1	acastellanii_g9514.t1
OG0003080	dicty_g4325.t1	acastellanii_g9516.t1
OG0003082	dicty_g6598.t1	acastellanii_g9550.t1
OG0003083	dicty_g4581.t1	acastellanii_g9567.t1
OG0003084	dicty_g4289.t1	acastellanii_g9570.t1
OG0003085	dicty_g6929.t1, dicty_g5662.t1	acastellanii_g9287.t1
OG0003086	dicty_g6274.t1, dicty_g4756.t1	acastellanii_g9288.t1
OG0003087	dicty_g2409.t1	acastellanii_g9289.t1
OG0003088	dicty_g5685.t1	acastellanii_g9279.t1
OG0003090	dicty_g4955.t1	acastellanii_g9237.t1, acastellanii_g9237.t2
OG0003091	dicty_g10889.t1	acastellanii_g9143.t1
OG0003092	dicty_g1512.t1	acastellanii_g9184.t1
OG0003093	dicty_g11164.t1	acastellanii_g9190.t1
OG0003094	dicty_g521.t1, dicty_g521.t2	acastellanii_g8731.t1
OG0003095	dicty_g5893.t1	acastellanii_g8736.t2, acastellanii_g8736.t1
OG0003097	dicty_g6753.t1, dicty_g6753.t2	acastellanii_g8747.t1
OG0003099	dicty_g4743.t1	acastellanii_g8755.t1
OG0003100	dicty_g7158.t1	acastellanii_g7224.t1, acastellanii_g8760.t1
OG0003101	dicty_g2633.t1, dicty_g2844.t1	acastellanii_g8767.t1
OG0003103	dicty_g8339.t1	acastellanii_g8804.t1
OG0003104	dicty_g2488.t1, dicty_g2988.t1	acastellanii_g8809.t1
OG0003105	dicty_g7502.t1	acastellanii_g4740.t1, acastellanii_g8823.t1
OG0003107	dicty_g10299.t1, dicty_g8944.t1	acastellanii_g8901.t1
OG0003108	dicty_g4996.t1	acastellanii_g8906.t1, acastellanii_g1179.t1
OG0003109	dicty_g5158.t1, dicty_g8591.t1	acastellanii_g8914.t1, acastellanii_g8914.t3, acastellanii_g8914.t2
OG0003111	dicty_g6227.t1	acastellanii_g8939.t1
OG0003112	dicty_g7159.t1	acastellanii_g8947.t1
OG0003113	dicty_g1537.t1	acastellanii_g8951.t1
OG0003114	dicty_g1473.t1	acastellanii_g8957.t2, acastellanii_g8957.t1
OG0003115	dicty_g1224.t1	acastellanii_g8969.t1
OG0003116	dicty_g3056.t1	acastellanii_g8986.t1
OG0003117	dicty_g4857.t1	acastellanii_g8995.t1
OG0003118	dicty_g9492.t2, dicty_g9492.t1	acastellanii_g9017.t1
OG0003119	dicty_g9206.t1, dicty_g930.t1	acastellanii_g9032.t1
OG0003120	dicty_g10121.t1	acastellanii_g9035.t1
OG0003121	dicty_g10280.t1	acastellanii_g9038.t1
OG0003122	dicty_g1192.t1	acastellanii_g9043.t1
OG0003123	dicty_g508.t1	acastellanii_g8719.t1, acastellanii_g5218.t1
OG0003125	dicty_g8628.t1	acastellanii_g8653.t1
OG0003126	dicty_g8031.t1	acastellanii_g8654.t2, acastellanii_g8654.t1
OG0003127	dicty_g4922.t1	acastellanii_g8664.t1
OG0003130	dicty_g8121.t1, dicty_g5026.t1	acastellanii_g8425.t1
OG0003132	dicty_g7734.t1	acastellanii_g8439.t1, acastellanii_g8439.t2
OG0003133	dicty_g10730.t1	acastellanii_g2563.t1, acastellanii_g8441.t1
OG0003134	dicty_g4063.t1	acastellanii_g8448.t1
OG0003135	dicty_g11493.t2, dicty_g11493.t1	acastellanii_g8468.t1
OG0003136	dicty_g5272.t1	acastellanii_g8471.t1
OG0003137	dicty_g7216.t1	acastellanii_g5038.t1, acastellanii_g8498.t1
OG0003138	dicty_g7549.t1	acastellanii_g8504.t1, acastellanii_g8504.t2, acastellanii_g7645.t1
OG0003139	dicty_g4412.t1, dicty_g4412.t3	acastellanii_g8532.t1
OG0003140	dicty_g458.t1	acastellanii_g4956.t1, acastellanii_g8597.t1, acastellanii_g8597.t2
OG0003141	dicty_g10163.t1	acastellanii_g8619.t2, acastellanii_g8619.t1
OG0003142	dicty_g119.t1	acastellanii_g8025.t1
OG0003143	dicty_g11173.t2, dicty_g11173.t1	acastellanii_g8039.t1
OG0003144	dicty_g5894.t1	acastellanii_g8041.t1
OG0003145	dicty_g11114.t2, dicty_g11114.t1	acastellanii_g8050.t1
OG0003146	dicty_g7483.t1	acastellanii_g8051.t1
OG0003147	dicty_g4544.t1	acastellanii_g8060.t1
OG0003148	dicty_g6847.t1, dicty_g6846.t1	acastellanii_g8075.t1
OG0003149	dicty_g10276.t1	acastellanii_g8085.t1, acastellanii_g8085.t2
OG0003150	dicty_g5078.t1	acastellanii_g8101.t1
OG0003151	dicty_g2116.t1	acastellanii_g8102.t1
OG0003152	dicty_g6504.t1	acastellanii_g8130.t2, acastellanii_g8130.t1
OG0003153	dicty_g10528.t1	acastellanii_g8145.t2, acastellanii_g8145.t1
OG0003154	dicty_g2228.t1	acastellanii_g8158.t2, acastellanii_g8158.t1
OG0003155	dicty_g2231.t1	acastellanii_g8159.t1
OG0003156	dicty_g6873.t1	acastellanii_g8160.t1
OG0003157	dicty_g10420.t1	acastellanii_g2654.t1, acastellanii_g2226.t1, acastellanii_g1273.t1, acastellanii_g3816.t1, acastellanii_g8173.t1
OG0003158	dicty_g6666.t1	acastellanii_g8178.t1
OG0003159	dicty_g11303.t1	acastellanii_g8196.t1
OG0003160	dicty_g4777.t1	acastellanii_g8204.t1
OG0003161	dicty_g6793.t2	acastellanii_g8234.t1
OG0003162	dicty_g7603.t1	acastellanii_g8249.t1
OG0003163	dicty_g2251.t1, dicty_g3880.t1, dicty_g3880.t2, dicty_g2250.t1	acastellanii_g8268.t1
OG0003164	dicty_g2212.t1	acastellanii_g8271.t1
OG0003165	dicty_g3303.t1	acastellanii_g8290.t1
OG0003166	dicty_g3454.t1	acastellanii_g8291.t1
OG0003167	dicty_g4592.t2, dicty_g4592.t1	acastellanii_g8297.t1
OG0003168	dicty_g5334.t1	acastellanii_g5228.t1, acastellanii_g8303.t1
OG0003170	dicty_g6083.t1	acastellanii_g8324.t1
OG0003171	dicty_g8236.t1	acastellanii_g8329.t1, acastellanii_g8329.t2
OG0003173	dicty_g8056.t1	acastellanii_g8375.t1
OG0003174	dicty_g9065.t1	acastellanii_g8381.t2, acastellanii_g8381.t1
OG0003175	dicty_g8269.t1, dicty_g6113.t1	acastellanii_g8407.t1
OG0003177	dicty_g9844.t1	acastellanii_g8007.t4
OG0003178	dicty_g5014.t1	acastellanii_g7959.t2, acastellanii_g7959.t1
OG0003180	dicty_g2810.t1, dicty_g2667.t1	acastellanii_g7776.t1
OG0003181	dicty_g5123.t1	acastellanii_g7781.t1
OG0003182	dicty_g7387.t2	acastellanii_g7786.t1
OG0003183	dicty_g990.t1	acastellanii_g7791.t2, acastellanii_g7791.t1
OG0003184	dicty_g5379.t1	acastellanii_g7792.t1, acastellanii_g7792.t2
OG0003186	dicty_g6864.t1	acastellanii_g7818.t2, acastellanii_g7818.t1
OG0003188	dicty_g5748.t1, dicty_g3114.t1	acastellanii_g7844.t1
OG0003190	dicty_g1774.t1	acastellanii_g7894.t1
OG0003193	dicty_g6627.t1	acastellanii_g7906.t1, acastellanii_g7905.t1
OG0003195	dicty_g4125.t1	acastellanii_g7925.t1, acastellanii_g7927.t1
OG0003196	dicty_g10393.t1	acastellanii_g7719.t1
OG0003197	dicty_g7212.t1	acastellanii_g7721.t1
OG0003198	dicty_g8337.t1	acastellanii_g7730.t2, acastellanii_g7730.t1
OG0003199	dicty_g4803.t1	acastellanii_g7731.t1
OG0003201	dicty_g7401.t1	acastellanii_g7695.t1
OG0003203	dicty_g4300.t1	acastellanii_g7709.t1
OG0003204	dicty_g10410.t1	acastellanii_g7712.t1
OG0003205	dicty_g8668.t1	acastellanii_g7660.t1
OG0003206	dicty_g9607.t1	acastellanii_g7664.t1, acastellanii_g7664.t2
OG0003207	dicty_g6050.t1	acastellanii_g7665.t1, acastellanii_g7665.t2
OG0003208	dicty_g7960.t1	acastellanii_g7666.t1
OG0003211	dicty_g395.t1	acastellanii_g7619.t1
OG0003212	dicty_g7523.t1	acastellanii_g7625.t1
OG0003213	dicty_g10577.t1	acastellanii_g7634.t1
OG0003214	dicty_g8186.t1	acastellanii_g7638.t1, acastellanii_g3959.t1
OG0003215	dicty_g1407.t1	acastellanii_g7594.t1
OG0003216	dicty_g1365.t1, dicty_g3239.t1	acastellanii_g7600.t1
OG0003218	dicty_g7293.t1	acastellanii_g7564.t1, acastellanii_g7565.t1
OG0003219	dicty_g6334.t2, dicty_g6334.t1	acastellanii_g7569.t1
OG0003220	dicty_g7430.t1	acastellanii_g2147.t1, acastellanii_g7586.t1
OG0003221	dicty_g1532.t1	acastellanii_g7498.t1
OG0003222	dicty_g456.t1	acastellanii_g111.t1, acastellanii_g7491.t1
OG0003223	dicty_g7374.t1	acastellanii_g7398.t2, acastellanii_g7398.t1
OG0003224	dicty_g1456.t1	acastellanii_g2835.t1, acastellanii_g7404.t1
OG0003225	dicty_g6921.t1	acastellanii_g7419.t1
OG0003226	dicty_g6285.t1	acastellanii_g7432.t1
OG0003227	dicty_g7269.t1	acastellanii_g7471.t1, acastellanii_g7471.t2
OG0003228	dicty_g6323.t1	acastellanii_g7472.t1
OG0003229	dicty_g3683.t1	acastellanii_g7368.t1
OG0003230	dicty_g7406.t1	acastellanii_g7322.t2, acastellanii_g7322.t1
OG0003231	dicty_g10764.t1	acastellanii_g1186.t1, acastellanii_g7300.t1
OG0003232	dicty_g10551.t1	acastellanii_g7241.t1
OG0003233	dicty_g7722.t1	acastellanii_g7237.t1, acastellanii_g7237.t2
OG0003234	dicty_g1331.t1	acastellanii_g6989.t2, acastellanii_g6989.t1
OG0003235	dicty_g8756.t1	acastellanii_g6997.t1
OG0003236	dicty_g3304.t1	acastellanii_g698.t1, acastellanii_g7005.t1
OG0003237	dicty_g8252.t1	acastellanii_g5741.t1, acastellanii_g1215.t1, acastellanii_g1215.t3, acastellanii_g7009.t1
OG0003239	dicty_g10063.t1	acastellanii_g7013.t1, acastellanii_g7013.t2
OG0003240	dicty_g6733.t1	acastellanii_g7024.t1, acastellanii_g7024.t2
OG0003241	dicty_g8732.t1	acastellanii_g7040.t1
OG0003242	dicty_g5007.t1	acastellanii_g7041.t1
OG0003244	dicty_g1897.t1	acastellanii_g7062.t1, acastellanii_g7062.t2
OG0003245	dicty_g11218.t1	acastellanii_g7080.t1
OG0003246	dicty_g4772.t1	acastellanii_g7101.t2, acastellanii_g7101.t1
OG0003248	dicty_g11420.t1	acastellanii_g7105.t1
OG0003249	dicty_g5370.t1	acastellanii_g7122.t1
OG0003250	dicty_g10385.t1	acastellanii_g7123.t1
OG0003251	dicty_g10517.t1	acastellanii_g7134.t1
OG0003252	dicty_g5641.t1	acastellanii_g7139.t1
OG0003253	dicty_g8221.t1	acastellanii_g7147.t1
OG0003254	dicty_g3659.t1	acastellanii_g7149.t1, acastellanii_g7149.t2
OG0003255	dicty_g3008.t1	acastellanii_g7152.t2, acastellanii_g7152.t1
OG0003259	dicty_g2516.t2, dicty_g2959.t1, dicty_g2516.t1	acastellanii_g7196.t1
OG0003260	dicty_g7943.t1	acastellanii_g7205.t2, acastellanii_g7205.t1
OG0003262	dicty_g10694.t1	acastellanii_g6975.t1, acastellanii_g370.t1
OG0003263	dicty_g1524.t1	acastellanii_g364.t1, acastellanii_g6980.t1
OG0003265	dicty_g4724.t1	acastellanii_g6787.t2, acastellanii_g6787.t1
OG0003266	dicty_g4336.t1	acastellanii_g6827.t1, acastellanii_g6827.t2
OG0003267	dicty_g4454.t1, dicty_g4454.t2	acastellanii_g6851.t1
OG0003268	dicty_g6205.t1	acastellanii_g6862.t1
OG0003270	dicty_g7434.t2, dicty_g7434.t1	acastellanii_g6728.t1
OG0003271	dicty_g3005.t1	acastellanii_g6731.t1
OG0003272	dicty_g8452.t1, dicty_g8743.t1, dicty_g10187.t1, dicty_g10264.t1	acastellanii_g6732.t1, acastellanii_g4578.t1
OG0003273	dicty_g9241.t1	acastellanii_g6749.t1
OG0003275	dicty_g4362.t1, dicty_g4766.t1	acastellanii_g6015.t1
OG0003276	dicty_g2136.t1	acastellanii_g6034.t1
OG0003277	dicty_g9089.t1	acastellanii_g6038.t1, acastellanii_g6038.t2
