Orthogroup	dicty_braker	bc2001_braker
OG0002446	dicty_g6315.t1	bc2001_g13926.t1, bc2001_g13927.t1
OG0002448	dicty_g5501.t1	bc2001_g9595.t1
OG0002463	dicty_g4735.t1, dicty_g4402.t1, dicty_g4243.t1	bc2001_g860.t1
OG0002471	dicty_g9490.t1, dicty_g9490.t2	bc2001_g1405.t1, bc2001_g1405.t3
OG0002484	dicty_g3048.t1, dicty_g3048.t2	bc2001_g2678.t1, bc2001_g2678.t2
OG0002498	dicty_g791.t1	bc2001_g16020.t1, bc2001_g4062.t1
OG0002501	dicty_g2789.t1, dicty_g2688.t1	bc2001_g4277.t1
OG0002516	dicty_g2641.t1, dicty_g2836.t1	bc2001_g6027.t1, bc2001_g6027.t2
OG0002519	dicty_g5232.t1	bc2001_g6396.t1, bc2001_g6396.t2
OG0002526	dicty_g8114.t1, dicty_g5993.t1	bc2001_g6934.t1
OG0002533	dicty_g11231.t1, dicty_g103.t1	bc2001_g7866.t1
OG0002534	dicty_g9546.t2, dicty_g9546.t1	bc2001_g7983.t2, bc2001_g7983.t1
OG0002536	dicty_g10262.t1	bc2001_g8249.t2, bc2001_g8249.t1
OG0002539	dicty_g1952.t1	bc2001_g8751.t2, bc2001_g8751.t1
OG0002541	dicty_g5828.t1, dicty_g5835.t1	bc2001_g9063.t1
OG0002542	dicty_g5963.t1, dicty_g9958.t1	bc2001_g9114.t1, bc2001_g9114.t2
OG0002543	dicty_g462.t2, dicty_g462.t1	bc2001_g9128.t1, bc2001_g9129.t1
OG0002545	dicty_g2260.t1	bc2001_g9673.t1, bc2001_g9673.t2
OG0002546	dicty_g4938.t1	bc2001_g9724.t1
OG0002546	dicty_g6220.t1, dicty_g8453.t1	bc2001_g16188.t2
OG0002549	dicty_g10507.t1	bc2001_g10046.t1, bc2001_g10046.t2
OG0002551	dicty_g2725.t1, dicty_g2753.t1	bc2001_g10230.t2, bc2001_g10230.t1
OG0002554	dicty_g10136.t2	bc2001_g10768.t2, bc2001_g10768.t1
OG0002555	dicty_g6300.t1	bc2001_g18349.t1, bc2001_g11376.t1
OG0002556	dicty_g4086.t1	bc2001_g11475.t1, bc2001_g11474.t1
OG0002558	dicty_g5237.t1, dicty_g7690.t1	bc2001_g11626.t2, bc2001_g11626.t1
OG0002565	dicty_g10571.t1	bc2001_g12206.t1, bc2001_g15911.t1
OG0002569	dicty_g5999.t1, dicty_g5999.t2	bc2001_g13312.t2, bc2001_g13312.t1
OG0002570	dicty_g5426.t1	bc2001_g13583.t1, bc2001_g13583.t2
OG0002572	dicty_g5687.t1, dicty_g6229.t1	bc2001_g13899.t2, bc2001_g13899.t1
OG0002574	dicty_g4407.t1	bc2001_g14039.t2, bc2001_g14039.t1
OG0002581	dicty_g253.t1	bc2001_g17125.t1
OG0002587	dicty_g9074.t1	bc2001_g18338.t2, bc2001_g18338.t3, bc2001_g18338.t1
OG0002588	dicty_g1486.t1, dicty_g1477.t1, dicty_g1476.t1, dicty_g1478.t1, dicty_g1479.t1	bc2001_g19078.t1
OG0002590	dicty_g983.t1	bc2001_g19570.t1
OG0002664	dicty_g4029.t1	bc2001_g2046.t2, bc2001_g2046.t1
OG0002666	dicty_g2106.t1	bc2001_g134.t1
OG0002671	dicty_g166.t1	bc2001_g66.t1
OG0002672	dicty_g453.t1	bc2001_g7773.t2, bc2001_g7773.t1
OG0002674	dicty_g2943.t1, dicty_g2532.t1	bc2001_g5059.t1
OG0002675	dicty_g744.t1	bc2001_g7089.t1
OG0002676	dicty_g5107.t1	bc2001_g8255.t1
OG0002677	dicty_g7281.t1	bc2001_g8369.t1
OG0002678	dicty_g10353.t1	bc2001_g6528.t1
OG0002679	dicty_g3069.t1	bc2001_g8342.t2, bc2001_g8342.t1
OG0002680	dicty_g11107.t1	bc2001_g14900.t1
OG0002681	dicty_g2514.t1, dicty_g2961.t1	bc2001_g5229.t1
OG0002684	dicty_g7116.t2, dicty_g7116.t1	bc2001_g836.t1
OG0002685	dicty_g8665.t1	bc2001_g32.t1
OG0002687	dicty_g9510.t1	bc2001_g15038.t1
OG0002688	dicty_g6923.t1	bc2001_g10519.t1, bc2001_g10519.t2
OG0002690	dicty_g11417.t1	bc2001_g16350.t1
OG0002692	dicty_g10574.t1	bc2001_g8346.t1
OG0002694	dicty_g10260.t2, dicty_g10260.t1	bc2001_g2816.t1
OG0002695	dicty_g4372.t1	bc2001_g9545.t2, bc2001_g9545.t1
OG0002696	dicty_g478.t1	bc2001_g18414.t1
OG0002697	dicty_g2261.t1, dicty_g2261.t2	bc2001_g15650.t1
OG0002698	dicty_g6187.t1	bc2001_g5316.t1, bc2001_g5316.t2
OG0002700	dicty_g1959.t1	bc2001_g4503.t1
OG0002702	dicty_g9221.t1	bc2001_g13795.t1
OG0002703	dicty_g9125.t1	bc2001_g2252.t1
OG0002704	dicty_g5753.t1	bc2001_g19160.t1
OG0002708	dicty_g1517.t1	bc2001_g3006.t2, bc2001_g3006.t1
OG0002709	dicty_g6672.t1	bc2001_g13187.t1
OG0002711	dicty_g8709.t1	bc2001_g9823.t2, bc2001_g9823.t1
OG0002712	dicty_g10281.t1	bc2001_g3050.t1
OG0002713	dicty_g6279.t1	bc2001_g2981.t1
OG0002715	dicty_g3343.t1	bc2001_g1879.t1
OG0002716	dicty_g7421.t1	bc2001_g8225.t1
OG0002717	dicty_g6951.t1	bc2001_g9808.t1
OG0002719	dicty_g10752.t1	bc2001_g333.t1
OG0002720	dicty_g10496.t1, dicty_g10496.t2	bc2001_g12287.t1
OG0002721	dicty_g6158.t1	bc2001_g10517.t1, bc2001_g10517.t2
OG0002722	dicty_g4921.t1	bc2001_g9456.t1
OG0002723	dicty_g3275.t1	bc2001_g9062.t1, bc2001_g9062.t2
OG0002724	dicty_g3967.t1	bc2001_g3888.t1
OG0002725	dicty_g294.t1, dicty_g294.t2	bc2001_g19598.t1
OG0002727	dicty_g5376.t1	bc2001_g16466.t2, bc2001_g16466.t1
OG0002729	dicty_g10290.t1	bc2001_g513.t1
OG0002730	dicty_g9605.t1	bc2001_g7416.t1
OG0002731	dicty_g9926.t1	bc2001_g19077.t1
OG0002732	dicty_g6139.t1	bc2001_g15453.t1
OG0002733	dicty_g9821.t1	bc2001_g11446.t1
OG0002734	dicty_g1176.t1	bc2001_g8949.t1
OG0002735	dicty_g6697.t1	bc2001_g3111.t1
OG0002736	dicty_g3035.t1	bc2001_g13858.t1
OG0002737	dicty_g9137.t1	bc2001_g17052.t1
OG0002738	dicty_g6097.t1	bc2001_g13618.t1, bc2001_g13618.t2
OG0002739	dicty_g2159.t1	bc2001_g501.t1
OG0002740	dicty_g4115.t1	bc2001_g4460.t1
OG0002741	dicty_g11458.t1, dicty_g11458.t2	bc2001_g7442.t1
OG0002743	dicty_g1364.t1	bc2001_g16492.t1, bc2001_g16492.t2
OG0002744	dicty_g5188.t1	bc2001_g6385.t1
OG0002745	dicty_g3224.t1	bc2001_g17325.t1
OG0002746	dicty_g4502.t1	bc2001_g14306.t1
OG0002747	dicty_g10076.t1	bc2001_g71.t1
OG0002749	dicty_g1617.t1	bc2001_g17639.t1
OG0002750	dicty_g10768.t1	bc2001_g3267.t1, bc2001_g3267.t3
OG0002751	dicty_g1413.t1	bc2001_g11590.t1, bc2001_g11590.t2
OG0002752	dicty_g10699.t1	bc2001_g15648.t1
OG0002753	dicty_g1570.t1	bc2001_g9888.t1
OG0002754	dicty_g7073.t1	bc2001_g7378.t1
OG0002755	dicty_g6901.t1	bc2001_g8544.t3, bc2001_g8544.t1
OG0002757	dicty_g5362.t1	bc2001_g17603.t1, bc2001_g17622.t1
OG0002758	dicty_g5264.t1	bc2001_g13138.t1
OG0002759	dicty_g3302.t1	bc2001_g16338.t1
OG0002760	dicty_g1269.t1	bc2001_g12170.t1
OG0002761	dicty_g9352.t1	bc2001_g8243.t1
OG0002762	dicty_g10236.t1	bc2001_g6072.t1
OG0002763	dicty_g6207.t1	bc2001_g6061.t1
OG0002765	dicty_g2679.t1, dicty_g2798.t1	bc2001_g534.t1
OG0002766	dicty_g9424.t1	bc2001_g1824.t1
OG0002767	dicty_g8001.t1	bc2001_g13798.t1
OG0002768	dicty_g4533.t1	bc2001_g14662.t1
OG0002769	dicty_g3615.t2, dicty_g3615.t1	bc2001_g9629.t1
OG0002770	dicty_g4678.t1	bc2001_g13075.t1
OG0002773	dicty_g3259.t1	bc2001_g1941.t1
OG0002774	dicty_g11316.t1	bc2001_g7771.t1
OG0002778	dicty_g1765.t1	bc2001_g10991.t1, bc2001_g10991.t2
OG0002781	dicty_g5583.t1	bc2001_g9837.t2, bc2001_g9837.t1
OG0002782	dicty_g3037.t1	bc2001_g1611.t1
OG0002784	dicty_g2401.t1	bc2001_g9705.t1
OG0002785	dicty_g1692.t1	bc2001_g17646.t1
OG0002787	dicty_g11301.t1	bc2001_g14440.t1
OG0002788	dicty_g2015.t1	bc2001_g8234.t1
OG0002789	dicty_g10881.t1	bc2001_g2676.t1
OG0002791	dicty_g6168.t1	bc2001_g7175.t1
OG0002792	dicty_g4786.t2, dicty_g4786.t1	bc2001_g15391.t1
OG0002793	dicty_g1474.t1	bc2001_g12807.t1, bc2001_g12807.t2
OG0002795	dicty_g7468.t1	bc2001_g17749.t1
OG0002799	dicty_g7676.t1	bc2001_g6868.t3, bc2001_g6868.t1
OG0002801	dicty_g5253.t1	bc2001_g7134.t1
OG0002803	dicty_g6709.t1	bc2001_g16734.t1
OG0002805	dicty_g182.t1	bc2001_g10158.t1
OG0002807	dicty_g3637.t1	bc2001_g19083.t1
OG0002808	dicty_g8010.t1	bc2001_g5584.t1
OG0002809	dicty_g3130.t1	bc2001_g9834.t2, bc2001_g9834.t1
OG0002814	dicty_g7750.t1	bc2001_g15671.t1
OG0002816	dicty_g4304.t1	bc2001_g1251.t1
OG0002818	dicty_g1408.t1	bc2001_g10558.t1
OG0002821	dicty_g2764.t1, dicty_g2714.t1	bc2001_g1473.t1
OG0002822	dicty_g3387.t1	bc2001_g8993.t1
OG0002823	dicty_g7307.t1	bc2001_g10277.t1
OG0002824	dicty_g4832.t1	bc2001_g11421.t1
OG0002825	dicty_g7727.t2, dicty_g7727.t1	bc2001_g17057.t1
OG0002826	dicty_g6612.t1	bc2001_g8848.t1
OG0002827	dicty_g9279.t1	bc2001_g19710.t1
OG0002828	dicty_g9495.t1	bc2001_g12104.t2, bc2001_g12104.t1
OG0002829	dicty_g9304.t1	bc2001_g10182.t1
OG0002835	dicty_g9624.t1	bc2001_g5953.t1
OG0002837	dicty_g8374.t1	bc2001_g8726.t1
OG0002838	dicty_g1898.t1	bc2001_g13464.t1, bc2001_g13464.t2
OG0002840	dicty_g5608.t1	bc2001_g7176.t1
OG0002841	dicty_g2095.t1	bc2001_g29.t1
OG0002843	dicty_g9735.t1	bc2001_g11641.t1
OG0002844	dicty_g6711.t1	bc2001_g3099.t1
OG0002846	dicty_g10921.t1	bc2001_g7837.t1, bc2001_g7837.t2
OG0002847	dicty_g1492.t1	bc2001_g2426.t2, bc2001_g2426.t1
OG0002848	dicty_g10314.t1	bc2001_g8435.t1
OG0002849	dicty_g11435.t1	bc2001_g17174.t1
OG0002850	dicty_g527.t1	bc2001_g1124.t2, bc2001_g1124.t1
OG0002851	dicty_g11341.t1	bc2001_g18088.t2, bc2001_g18088.t1
OG0002852	dicty_g1793.t1	bc2001_g12921.t1, bc2001_g16286.t1
OG0002854	dicty_g4692.t1	bc2001_g12920.t1
OG0002855	dicty_g2257.t1	bc2001_g2133.t1
OG0002858	dicty_g203.t1, dicty_g203.t2	bc2001_g3112.t1
OG0002859	dicty_g1123.t1, dicty_g2573.t1, dicty_g2903.t1	bc2001_g7796.t1, bc2001_g7797.t1
OG0002860	dicty_g4656.t1	bc2001_g5865.t1
OG0002861	dicty_g2070.t1	bc2001_g8846.t1
OG0002862	dicty_g5559.t1	bc2001_g13139.t2, bc2001_g13139.t1
OG0002863	dicty_g2255.t1	bc2001_g5942.t1
OG0002864	dicty_g1533.t1	bc2001_g9531.t1
OG0002867	dicty_g96.t1	bc2001_g7073.t1
OG0002868	dicty_g10446.t1	bc2001_g14716.t1
OG0002870	dicty_g7662.t1	bc2001_g14807.t1
OG0002874	dicty_g3532.t1	bc2001_g5415.t2, bc2001_g5415.t1
OG0002875	dicty_g9736.t1	bc2001_g5418.t2, bc2001_g5418.t1
OG0002876	dicty_g1150.t1	bc2001_g5995.t1
OG0002877	dicty_g7181.t1	bc2001_g10946.t1
OG0002878	dicty_g6845.t1	bc2001_g15345.t1
OG0002879	dicty_g794.t1	bc2001_g7165.t1
OG0002880	dicty_g1730.t1	bc2001_g5168.t1, bc2001_g5168.t2
OG0002882	dicty_g6244.t1	bc2001_g17994.t1, bc2001_g17994.t2
OG0002883	dicty_g7264.t1	bc2001_g17142.t1
OG0002884	dicty_g7713.t1	bc2001_g5373.t1
OG0002885	dicty_g2195.t1	bc2001_g17108.t1
OG0002886	dicty_g1289.t1	bc2001_g15265.t1
OG0002887	dicty_g3886.t1	bc2001_g19123.t1
OG0002888	dicty_g10255.t1	bc2001_g15108.t1
OG0002889	dicty_g8749.t1	bc2001_g6101.t1
OG0002890	dicty_g5219.t1	bc2001_g9619.t1, bc2001_g9619.t2
OG0002891	dicty_g9200.t1	bc2001_g5816.t1, bc2001_g5816.t2
OG0002893	dicty_g9008.t1	bc2001_g7354.t1
OG0002897	dicty_g5369.t1	bc2001_g17130.t1
OG0002904	dicty_g474.t1	bc2001_g1874.t2, bc2001_g1874.t1
OG0002905	dicty_g10480.t1	bc2001_g5338.t1, bc2001_g5338.t2
OG0002906	dicty_g1510.t1, dicty_g8908.t1	bc2001_g12176.t1
OG0002907	dicty_g4916.t1	bc2001_g9206.t2, bc2001_g9206.t1
OG0002908	dicty_g9651.t1, dicty_g9651.t2	bc2001_g12364.t1
OG0002909	dicty_g4395.t1	bc2001_g15588.t1
OG0002910	dicty_g1787.t1, dicty_g1787.t2	bc2001_g19155.t1
OG0002911	dicty_g3308.t1	bc2001_g3662.t1
OG0002912	dicty_g3196.t1	bc2001_g12526.t1
OG0002914	dicty_g2040.t1	bc2001_g7801.t1
OG0002915	dicty_g10801.t1	bc2001_g14058.t1
OG0002918	dicty_g11090.t1	bc2001_g10973.t1
OG0002919	dicty_g1746.t1	bc2001_g17476.t1
OG0002920	dicty_g3853.t1	bc2001_g6040.t1, bc2001_g6040.t3, bc2001_g6040.t2
OG0002921	dicty_g1604.t1	bc2001_g12118.t1
OG0002922	dicty_g8546.t1	bc2001_g8638.t1
OG0002923	dicty_g10961.t1	bc2001_g10311.t1, bc2001_g10311.t2
OG0002924	dicty_g5860.t2, dicty_g5860.t1	bc2001_g8551.t1
OG0002926	dicty_g8159.t1	bc2001_g7992.t2, bc2001_g7992.t1
OG0002927	dicty_g6608.t1	bc2001_g13856.t1, bc2001_g13856.t2
OG0002928	dicty_g9175.t1	bc2001_g18947.t1, bc2001_g9000.t1
OG0002929	dicty_g10992.t1	bc2001_g19571.t1
OG0002931	dicty_g4071.t1	bc2001_g5695.t2, bc2001_g5695.t1
OG0002932	dicty_g4856.t1	bc2001_g5781.t1
OG0002933	dicty_g3592.t1	bc2001_g34.t1
OG0002934	dicty_g11042.t1	bc2001_g8450.t1
OG0002935	dicty_g10777.t1	bc2001_g12882.t1
OG0002937	dicty_g7782.t1	bc2001_g1458.t1
OG0002938	dicty_g9340.t1	bc2001_g13207.t2
OG0002940	dicty_g3132.t1	bc2001_g7571.t1
OG0002941	dicty_g779.t1	bc2001_g10344.t1
OG0002942	dicty_g3635.t1	bc2001_g7821.t1
OG0002943	dicty_g2057.t1	bc2001_g545.t2, bc2001_g545.t1
OG0002944	dicty_g8852.t1	bc2001_g13948.t1, bc2001_g13948.t2
OG0002946	dicty_g3691.t1	bc2001_g4337.t1
OG0002948	dicty_g6651.t1	bc2001_g826.t1
OG0002950	dicty_g137.t2, dicty_g137.t1	bc2001_g16808.t1
OG0002953	dicty_g9807.t1	bc2001_g10514.t1
OG0002955	dicty_g1443.t1	bc2001_g44.t1
OG0002957	dicty_g10701.t1	bc2001_g6939.t1
OG0002959	dicty_g5998.t1	bc2001_g12112.t1
OG0002960	dicty_g4939.t1, dicty_g4939.t2	bc2001_g14711.t1
OG0002962	dicty_g8069.t1	bc2001_g17049.t2, bc2001_g17049.t1
OG0002965	dicty_g11469.t1	bc2001_g11288.t1
OG0002967	dicty_g10818.t1	bc2001_g13118.t2, bc2001_g13118.t1
OG0002970	dicty_g5406.t1	bc2001_g14734.t1
OG0002971	dicty_g6855.t1	bc2001_g13430.t1
OG0002972	dicty_g292.t1	bc2001_g10793.t1
OG0002973	dicty_g6429.t1	bc2001_g1961.t1
OG0002974	dicty_g1900.t1	bc2001_g2211.t1
OG0002976	dicty_g4715.t1	bc2001_g17342.t1
OG0002977	dicty_g5458.t1	bc2001_g8510.t1
OG0002978	dicty_g9263.t1	bc2001_g6415.t2, bc2001_g6415.t1
OG0002979	dicty_g7304.t1	bc2001_g2209.t2, bc2001_g2209.t1
OG0002980	dicty_g9026.t1, dicty_g9026.t3	bc2001_g4639.t1
OG0002982	dicty_g4075.t1	bc2001_g1939.t1
OG0002984	dicty_g5092.t1	bc2001_g4849.t1
OG0002985	dicty_g2560.t1, dicty_g2916.t1	bc2001_g8293.t1
OG0002986	dicty_g7131.t1	bc2001_g10801.t1
OG0002989	dicty_g4403.t1	bc2001_g12286.t1
OG0002991	dicty_g7811.t1	bc2001_g12881.t1
OG0002992	dicty_g5236.t1	bc2001_g5818.t1
OG0002993	dicty_g5408.t1	bc2001_g1970.t1
OG0002994	dicty_g10066.t1, dicty_g4975.t1	bc2001_g10688.t1
OG0002995	dicty_g6488.t1	bc2001_g9675.t1
OG0002996	dicty_g8880.t1	bc2001_g1878.t1
OG0002998	dicty_g6570.t1	bc2001_g9377.t1
OG0003000	dicty_g10920.t1, dicty_g167.t1	bc2001_g3495.t2, bc2001_g3495.t1
OG0003001	dicty_g9827.t2, dicty_g9827.t1	bc2001_g14097.t1
OG0003002	dicty_g4586.t1	bc2001_g6412.t1
OG0003003	dicty_g7441.t1	bc2001_g6526.t1, bc2001_g6526.t2
OG0003004	dicty_g5651.t1	bc2001_g9211.t2, bc2001_g9211.t1
OG0003005	dicty_g11232.t1	bc2001_g13293.t1
OG0003006	dicty_g5115.t1	bc2001_g18484.t2, bc2001_g18484.t1
OG0003008	dicty_g5292.t1	bc2001_g8854.t1
OG0003009	dicty_g2952.t1, dicty_g2523.t1	bc2001_g13616.t1
OG0003010	dicty_g2382.t1	bc2001_g5915.t1
OG0003011	dicty_g1861.t1	bc2001_g9290.t1
OG0003012	dicty_g4863.t1	bc2001_g11752.t1
OG0003013	dicty_g6150.t1	bc2001_g92.t1
OG0003014	dicty_g6593.t1	bc2001_g19372.t1
OG0003015	dicty_g9839.t1	bc2001_g989.t1
OG0003016	dicty_g2066.t1	bc2001_g13105.t1
OG0003017	dicty_g859.t1	bc2001_g12357.t1
OG0003018	dicty_g7619.t1, dicty_g7619.t2	bc2001_g592.t1
OG0003019	dicty_g7187.t1	bc2001_g5148.t1
OG0003020	dicty_g6053.t1	bc2001_g9623.t1
OG0003021	dicty_g7590.t1	bc2001_g17627.t1
OG0003022	dicty_g10652.t1	bc2001_g5044.t1
OG0003023	dicty_g843.t1	bc2001_g2928.t3
OG0003024	dicty_g213.t1	bc2001_g5882.t1
OG0003025	dicty_g9874.t1	bc2001_g17602.t1
OG0003026	dicty_g5972.t1	bc2001_g12825.t1
OG0003028	dicty_g2950.t1, dicty_g2525.t1	bc2001_g7898.t1
OG0003029	dicty_g4109.t1	bc2001_g3978.t1
OG0003031	dicty_g8661.t1	bc2001_g5142.t2, bc2001_g5142.t1
OG0003032	dicty_g2239.t1	bc2001_g2937.t1
OG0003033	dicty_g9042.t1	bc2001_g7570.t1
OG0003034	dicty_g8840.t1	bc2001_g16895.t1
OG0003035	dicty_g5657.t1	bc2001_g16846.t1
OG0003036	dicty_g5095.t1	bc2001_g2803.t1
OG0003038	dicty_g1493.t1	bc2001_g2324.t1
OG0003039	dicty_g5077.t1, dicty_g9210.t1	bc2001_g18970.t1
OG0003041	dicty_g10945.t1	bc2001_g6529.t1
OG0003043	dicty_g7791.t1	bc2001_g9552.t1
OG0003044	dicty_g612.t1	bc2001_g2377.t1
OG0003045	dicty_g6088.t1	bc2001_g14432.t1, bc2001_g14432.t2
OG0003046	dicty_g9579.t1	bc2001_g9499.t1
OG0003047	dicty_g2029.t1	bc2001_g7891.t1
OG0003050	dicty_g8465.t1	bc2001_g8163.t1
OG0003052	dicty_g11110.t1	bc2001_g16689.t1
OG0003053	dicty_g5578.t1	bc2001_g9501.t1
OG0003054	dicty_g1689.t1	bc2001_g18447.t1
OG0003057	dicty_g3541.t1	bc2001_g4511.t1, bc2001_g3715.t1
OG0003058	dicty_g2279.t1	bc2001_g3018.t2, bc2001_g3018.t1
OG0003062	dicty_g5610.t1	bc2001_g4824.t1, bc2001_g4824.t2
OG0003064	dicty_g7753.t1	bc2001_g19362.t1
OG0003066	dicty_g8699.t1	bc2001_g13672.t1
OG0003067	dicty_g4241.t1	bc2001_g1068.t1
OG0003068	dicty_g11156.t1	bc2001_g13137.t1
OG0003069	dicty_g2266.t1	bc2001_g3985.t1
OG0003070	dicty_g11021.t1	bc2001_g6428.t1
OG0003071	dicty_g1223.t1	bc2001_g7468.t1
OG0003073	dicty_g6812.t1	bc2001_g16309.t1
OG0003074	dicty_g6714.t1	bc2001_g4459.t1, bc2001_g4459.t2
OG0003075	dicty_g3323.t1	bc2001_g6427.t1
OG0003076	dicty_g8501.t1	bc2001_g18658.t1
OG0003078	dicty_g8550.t2, dicty_g8550.t1	bc2001_g9891.t1
OG0003080	dicty_g4325.t1	bc2001_g14061.t1, bc2001_g14062.t1
OG0003082	dicty_g6598.t1	bc2001_g10529.t2, bc2001_g10529.t1
OG0003083	dicty_g4581.t1	bc2001_g3214.t2, bc2001_g3214.t1
OG0003084	dicty_g4289.t1	bc2001_g17380.t2, bc2001_g17380.t1
OG0003085	dicty_g6929.t1, dicty_g5662.t1	bc2001_g3592.t1
OG0003086	dicty_g6274.t1, dicty_g4756.t1	bc2001_g9109.t1
OG0003087	dicty_g2409.t1	bc2001_g6596.t2, bc2001_g6596.t1
OG0003088	dicty_g5685.t1	bc2001_g6764.t1
OG0003090	dicty_g4955.t1	bc2001_g6411.t1
OG0003091	dicty_g10889.t1	bc2001_g16307.t1
OG0003092	dicty_g1512.t1	bc2001_g13232.t1
OG0003093	dicty_g11164.t1	bc2001_g1415.t1, bc2001_g1415.t2
OG0003094	dicty_g521.t1, dicty_g521.t2	bc2001_g11258.t1
OG0003095	dicty_g5893.t1	bc2001_g7389.t1
OG0003097	dicty_g6753.t1, dicty_g6753.t2	bc2001_g2181.t1
OG0003099	dicty_g4743.t1	bc2001_g18262.t1
OG0003100	dicty_g7158.t1	bc2001_g3644.t3
OG0003101	dicty_g2633.t1, dicty_g2844.t1	bc2001_g2070.t1
OG0003103	dicty_g8339.t1	bc2001_g11576.t1
OG0003104	dicty_g2488.t1, dicty_g2988.t1	bc2001_g6984.t1
OG0003105	dicty_g7502.t1	bc2001_g2212.t1
OG0003107	dicty_g10299.t1, dicty_g8944.t1	bc2001_g19064.t1
OG0003108	dicty_g4996.t1	bc2001_g531.t1
OG0003111	dicty_g6227.t1	bc2001_g15677.t1, bc2001_g15677.t2
OG0003112	dicty_g7159.t1	bc2001_g11774.t1
OG0003113	dicty_g1537.t1	bc2001_g9278.t2, bc2001_g9278.t1
OG0003114	dicty_g1473.t1	bc2001_g5215.t1
OG0003115	dicty_g1224.t1	bc2001_g15683.t1
OG0003116	dicty_g3056.t1	bc2001_g12723.t1, bc2001_g12723.t2
OG0003117	dicty_g4857.t1	bc2001_g12802.t1
OG0003119	dicty_g9206.t1, dicty_g930.t1	bc2001_g11999.t1
OG0003120	dicty_g10121.t1	bc2001_g7439.t1, bc2001_g7439.t2
OG0003121	dicty_g10280.t1	bc2001_g15878.t1
OG0003122	dicty_g1192.t1	bc2001_g18851.t2, bc2001_g18851.t1
OG0003123	dicty_g508.t1	bc2001_g9879.t1
OG0003125	dicty_g8628.t1	bc2001_g4263.t1, bc2001_g4263.t2
OG0003126	dicty_g8031.t1	bc2001_g14055.t1
OG0003127	dicty_g4922.t1	bc2001_g10859.t1
OG0003130	dicty_g8121.t1, dicty_g5026.t1	bc2001_g19455.t1
OG0003132	dicty_g7734.t1	bc2001_g12172.t1
OG0003134	dicty_g4063.t1	bc2001_g12105.t1, bc2001_g12105.t2
OG0003135	dicty_g11493.t2, dicty_g11493.t1	bc2001_g3977.t1
OG0003136	dicty_g5272.t1	bc2001_g16067.t1
OG0003137	dicty_g7216.t1	bc2001_g7671.t1
OG0003138	dicty_g7549.t1	bc2001_g7591.t3
OG0003139	dicty_g4412.t1, dicty_g4412.t3	bc2001_g15876.t1
OG0003140	dicty_g458.t1	bc2001_g14621.t1
OG0003142	dicty_g119.t1	bc2001_g19146.t1
OG0003143	dicty_g11173.t2, dicty_g11173.t1	bc2001_g9096.t1
OG0003144	dicty_g5894.t1	bc2001_g4256.t1
OG0003145	dicty_g11114.t2, dicty_g11114.t1	bc2001_g16817.t1
OG0003146	dicty_g7483.t1	bc2001_g16184.t1, bc2001_g16184.t2
OG0003147	dicty_g4544.t1	bc2001_g11507.t1
OG0003148	dicty_g6847.t1, dicty_g6846.t1	bc2001_g125.t1
OG0003149	dicty_g10276.t1	bc2001_g10061.t1
OG0003150	dicty_g5078.t1	bc2001_g18919.t1, bc2001_g18919.t2
OG0003151	dicty_g2116.t1	bc2001_g11558.t1
OG0003152	dicty_g6504.t1	bc2001_g9803.t1
OG0003153	dicty_g10528.t1	bc2001_g9419.t1
OG0003154	dicty_g2228.t1	bc2001_g11515.t1
OG0003155	dicty_g2231.t1	bc2001_g2155.t1
OG0003156	dicty_g6873.t1	bc2001_g11575.t1
OG0003158	dicty_g6666.t1	bc2001_g19080.t1
OG0003159	dicty_g11303.t1	bc2001_g17190.t1
OG0003160	dicty_g4777.t1	bc2001_g1003.t2, bc2001_g1003.t1
OG0003161	dicty_g6793.t2	bc2001_g17048.t1, bc2001_g17048.t2
OG0003162	dicty_g7603.t1	bc2001_g10132.t1
OG0003164	dicty_g2212.t1	bc2001_g872.t1, bc2001_g873.t1
OG0003165	dicty_g3303.t1	bc2001_g15589.t1, bc2001_g15589.t2
OG0003166	dicty_g3454.t1	bc2001_g16750.t3, bc2001_g16750.t1
OG0003167	dicty_g4592.t2, dicty_g4592.t1	bc2001_g7348.t1
OG0003168	dicty_g5334.t1	bc2001_g16668.t1
OG0003170	dicty_g6083.t1	bc2001_g16465.t2, bc2001_g16465.t1
OG0003171	dicty_g8236.t1	bc2001_g16491.t1
OG0003173	dicty_g8056.t1	bc2001_g2827.t1
OG0003174	dicty_g9065.t1	bc2001_g4920.t3
OG0003175	dicty_g8269.t1, dicty_g6113.t1	bc2001_g10949.t1
OG0003177	dicty_g9844.t1	bc2001_g3889.t1
OG0003178	dicty_g5014.t1	bc2001_g10136.t1
OG0003180	dicty_g2810.t1, dicty_g2667.t1	bc2001_g5788.t1
OG0003181	dicty_g5123.t1	bc2001_g18904.t1, bc2001_g18903.t1
OG0003182	dicty_g7387.t2	bc2001_g9610.t2, bc2001_g9610.t1
OG0003183	dicty_g990.t1	bc2001_g17629.t1
OG0003184	dicty_g5379.t1	bc2001_g5488.t1
OG0003186	dicty_g6864.t1	bc2001_g18337.t1
OG0003188	dicty_g5748.t1, dicty_g3114.t1	bc2001_g8779.t1
OG0003190	dicty_g1774.t1	bc2001_g15575.t1
OG0003193	dicty_g6627.t1	bc2001_g17199.t1
OG0003195	dicty_g4125.t1	bc2001_g11471.t1
