Orthogroup	dicty_braker	vvermcdc19_braker
OG0002703	dicty_g9125.t1	vverm_g12310.t1
OG0002704	dicty_g5753.t1	vverm_g1959.t1
OG0002707	dicty_g2142.t1, dicty_g2142.t2	vverm_g83.t1, vverm_g83.t2
OG0002708	dicty_g1517.t1	vverm_g1660.t1
OG0002709	dicty_g6672.t1	vverm_g15315.t1
OG0002711	dicty_g8709.t1	vverm_g1636.t1
OG0002712	dicty_g10281.t1	vverm_g1704.t1, vverm_g1704.t2
OG0002713	dicty_g6279.t1	vverm_g1668.t2, vverm_g1668.t1
OG0002715	dicty_g3343.t1	vverm_g10930.t1, vverm_g10929.t1
OG0002716	dicty_g7421.t1	vverm_g916.t1
OG0002717	dicty_g6951.t1	vverm_g1686.t1
OG0002719	dicty_g10752.t1	vverm_g1744.t2, vverm_g1744.t1
OG0002720	dicty_g10496.t1, dicty_g10496.t2	vverm_g537.t1
OG0002721	dicty_g6158.t1	vverm_g3883.t1
OG0002722	dicty_g4921.t1	vverm_g10709.t1
OG0002723	dicty_g3275.t1	vverm_g7490.t1
OG0002724	dicty_g3967.t1	vverm_g3765.t1
OG0002725	dicty_g294.t1, dicty_g294.t2	vverm_g8784.t1
OG0002727	dicty_g5376.t1	vverm_g8781.t1
OG0002729	dicty_g10290.t1	vverm_g5253.t1, vverm_g5253.t2
OG0002730	dicty_g9605.t1	vverm_g12445.t1
OG0002731	dicty_g9926.t1	vverm_g1830.t1
OG0002732	dicty_g6139.t1	vverm_g2464.t1
OG0002733	dicty_g9819.t1, dicty_g9821.t1	vverm_g11973.t1
OG0002734	dicty_g1176.t1	vverm_g5583.t1, vverm_g5583.t2
OG0002735	dicty_g6697.t1	vverm_g15885.t1
OG0002736	dicty_g3035.t1	vverm_g314.t1
OG0002737	dicty_g9137.t1	vverm_g15966.t1
OG0002738	dicty_g6097.t1	vverm_g8172.t1
OG0002739	dicty_g2159.t1	vverm_g8057.t1
OG0002740	dicty_g4115.t1	vverm_g8944.t1, vverm_g8943.t1
OG0002741	dicty_g11458.t1, dicty_g11458.t2	vverm_g15338.t1
OG0002743	dicty_g1364.t1	vverm_g8769.t1
OG0002744	dicty_g5188.t1	vverm_g70.t1
OG0002745	dicty_g3224.t1	vverm_g14665.t1
OG0002746	dicty_g4502.t1	vverm_g1366.t1
OG0002747	dicty_g10076.t1	vverm_g9489.t1
OG0002749	dicty_g1617.t1	vverm_g4884.t1
OG0002750	dicty_g10768.t1	vverm_g4713.t1
OG0002751	dicty_g1413.t1	vverm_g14678.t1
OG0002752	dicty_g10699.t1	vverm_g5961.t2, vverm_g5961.t1
OG0002753	dicty_g1570.t1	vverm_g4199.t1
OG0002754	dicty_g7073.t1	vverm_g15240.t1
OG0002755	dicty_g6901.t1	vverm_g15035.t1
OG0002757	dicty_g5362.t1	vverm_g4942.t1
OG0002758	dicty_g5264.t1	vverm_g186.t2, vverm_g186.t1
OG0002759	dicty_g3302.t1	vverm_g16206.t1
OG0002760	dicty_g1269.t1	vverm_g10060.t1
OG0002761	dicty_g9352.t1	vverm_g944.t1
OG0002762	dicty_g10236.t1	vverm_g16679.t1
OG0002763	dicty_g6207.t1	vverm_g16682.t1
OG0002765	dicty_g2679.t1, dicty_g2798.t1	vverm_g4987.t1
OG0002766	dicty_g9424.t1	vverm_g11071.t1, vverm_g11071.t2
OG0002767	dicty_g8001.t1	vverm_g345.t1
OG0002768	dicty_g4533.t1	vverm_g16790.t1
OG0002769	dicty_g3615.t2, dicty_g3615.t1	vverm_g2780.t1
OG0002770	dicty_g4678.t1	vverm_g8362.t1, vverm_g8362.t2
OG0002773	dicty_g3259.t1	vverm_g10914.t1, vverm_g10990.t1
OG0002774	dicty_g11316.t1	vverm_g2242.t1, vverm_g3359.t1
OG0002778	dicty_g1765.t1	vverm_g11807.t1
OG0002781	dicty_g5583.t1	vverm_g1625.t1
OG0002782	dicty_g3037.t1	vverm_g13360.t1
OG0002784	dicty_g2401.t1	vverm_g3710.t1, vverm_g3710.t2
OG0002785	dicty_g1692.t1	vverm_g4952.t1
OG0002787	dicty_g11301.t1	vverm_g92.t1
OG0002788	dicty_g2015.t1	vverm_g937.t1
OG0002789	dicty_g10881.t1	vverm_g15649.t1
OG0002791	dicty_g6168.t1	vverm_g12971.t1
OG0002792	dicty_g4786.t2, dicty_g4786.t1	vverm_g8339.t1
OG0002793	dicty_g1474.t1	vverm_g11189.t1
OG0002795	dicty_g7468.t1	vverm_g15796.t1, vverm_g7391.t1
OG0002799	dicty_g7676.t1	vverm_g15689.t1
OG0002801	dicty_g5253.t1	vverm_g14834.t1
OG0002803	dicty_g6709.t1	vverm_g6620.t1
OG0002805	dicty_g182.t1	vverm_g10297.t2, vverm_g10297.t1
OG0002807	dicty_g3637.t1	vverm_g2103.t1, vverm_g14414.t1
OG0002808	dicty_g8010.t1	vverm_g8003.t1
OG0002809	dicty_g3130.t1	vverm_g1629.t1
OG0002810	dicty_g11266.t1, dicty_g1008.t2, dicty_g1008.t1	vverm_g9881.t1
OG0002812	dicty_g5865.t1	vverm_g6409.t1
OG0002814	dicty_g7750.t1	vverm_g5993.t1
OG0002816	dicty_g4304.t1	vverm_g2243.t1
OG0002818	dicty_g1408.t1	vverm_g3858.t1, vverm_g16048.t1
OG0002820	dicty_g8769.t1	vverm_g11710.t1, vverm_g4281.t1, vverm_g4281.t2, vverm_g4281.t3
OG0002821	dicty_g2764.t1, dicty_g2714.t1	vverm_g12151.t1
OG0002822	dicty_g3387.t1	vverm_g13477.t1
OG0002823	dicty_g7307.t1	vverm_g11946.t1
OG0002824	dicty_g4832.t1	vverm_g11989.t1
OG0002825	dicty_g7727.t2, dicty_g7727.t1	vverm_g15957.t1
OG0002826	dicty_g6612.t1	vverm_g11930.t1
OG0002827	dicty_g9279.t1	vverm_g4453.t1
OG0002828	dicty_g9495.t1	vverm_g10093.t1
OG0002829	dicty_g9304.t1	vverm_g10327.t2, vverm_g10327.t1
OG0002830	dicty_g6707.t1	vverm_g5138.t1
OG0002833	dicty_g10169.t1	vverm_g8626.t1, vverm_g8626.t2
OG0002835	dicty_g9624.t1	vverm_g15010.t1
OG0002837	dicty_g8374.t1	vverm_g7534.t1
OG0002838	dicty_g1898.t1	vverm_g6632.t1
OG0002840	dicty_g5608.t1	vverm_g12970.t1, vverm_g12970.t2
OG0002841	dicty_g2095.t1	vverm_g6922.t1
OG0002843	dicty_g9735.t1	vverm_g7953.t2, vverm_g7953.t1
OG0002844	dicty_g6711.t1	vverm_g10293.t1
OG0002846	dicty_g10921.t1	vverm_g7745.t1
OG0002847	dicty_g1492.t1	vverm_g9376.t1
OG0002848	dicty_g10314.t1	vverm_g203.t1, vverm_g12147.t1
OG0002849	dicty_g11435.t1	vverm_g3283.t1
OG0002850	dicty_g527.t1	vverm_g13622.t1
OG0002851	dicty_g11341.t1	vverm_g10716.t1
OG0002852	dicty_g1793.t1	vverm_g15877.t1
OG0002854	dicty_g4692.t1	vverm_g5447.t1, vverm_g15855.t1
OG0002855	dicty_g2257.t1	vverm_g4672.t1
OG0002857	dicty_g6312.t1, dicty_g1974.t1, dicty_g2876.t1, dicty_g2600.t1	vverm_g7367.t1
OG0002858	dicty_g203.t1, dicty_g203.t2	vverm_g15884.t1
OG0002860	dicty_g4656.t1	vverm_g14802.t1, vverm_g14802.t2
OG0002861	dicty_g2070.t1	vverm_g11939.t1
OG0002862	dicty_g5559.t1	vverm_g2027.t1
OG0002863	dicty_g2255.t1	vverm_g14792.t1
OG0002864	dicty_g1533.t1	vverm_g3158.t1, vverm_g3158.t2
OG0002867	dicty_g96.t1	vverm_g1087.t1, vverm_g3382.t1
OG0002868	dicty_g10446.t1	vverm_g10018.t2, vverm_g10018.t1
OG0002870	dicty_g7662.t1	vverm_g3239.t1
OG0002874	dicty_g3532.t1	vverm_g14823.t1
OG0002875	dicty_g9736.t1	vverm_g14824.t1
OG0002876	dicty_g1150.t1	vverm_g15019.t1
OG0002877	dicty_g7181.t1	vverm_g11828.t1, vverm_g11828.t2
OG0002878	dicty_g6845.t1	vverm_g2260.t1
OG0002879	dicty_g794.t1	vverm_g12959.t1
OG0002880	dicty_g1730.t1	vverm_g9951.t1
OG0002882	dicty_g6244.t1	vverm_g6015.t1
OG0002883	dicty_g7264.t1	vverm_g3289.t1
OG0002884	dicty_g7713.t1	vverm_g14904.t1
OG0002885	dicty_g2195.t1	vverm_g4217.t1, vverm_g4217.t2
OG0002886	dicty_g1289.t1	vverm_g3951.t1
OG0002887	dicty_g3886.t1	vverm_g8869.t1
OG0002888	dicty_g10255.t1	vverm_g9549.t1
OG0002889	dicty_g8749.t1	vverm_g888.t1
OG0002890	dicty_g5219.t1	vverm_g14832.t3
OG0002891	dicty_g9200.t1	vverm_g14809.t1
OG0002893	dicty_g9008.t1	vverm_g8364.t1
OG0002897	dicty_g5369.t1	vverm_g3297.t1
OG0002899	dicty_g7861.t1, dicty_g7795.t1	vverm_g13521.t1
OG0002904	dicty_g474.t1	vverm_g11031.t1
OG0002905	dicty_g10480.t1	vverm_g14922.t1
OG0002906	dicty_g1510.t1, dicty_g8908.t1	vverm_g10065.t1
OG0002907	dicty_g4916.t1	vverm_g3282.t1
OG0002908	dicty_g9651.t1, dicty_g9651.t2	vverm_g12443.t1
OG0002909	dicty_g4395.t1	vverm_g12369.t1
OG0002910	dicty_g1787.t1, dicty_g1787.t2	vverm_g15536.t1
OG0002911	dicty_g3308.t1	vverm_g4099.t1
OG0002912	dicty_g3196.t1	vverm_g1277.t1
OG0002913	dicty_g6230.t1	vverm_g5273.t1
OG0002914	dicty_g2040.t1	vverm_g7728.t2, vverm_g7728.t1
OG0002915	dicty_g10801.t1	vverm_g12687.t1, vverm_g12687.t2
OG0002918	dicty_g11090.t1	vverm_g11821.t1
OG0002919	dicty_g1746.t1	vverm_g13730.t2, vverm_g13730.t1
OG0002920	dicty_g3853.t1	vverm_g4414.t1
OG0002921	dicty_g1604.t1	vverm_g10086.t1
OG0002922	dicty_g8546.t1	vverm_g12106.t1
OG0002923	dicty_g10961.t1	vverm_g6529.t1
OG0002924	dicty_g5860.t2, dicty_g5860.t1	vverm_g3896.t1
OG0002925	dicty_g4081.t1	vverm_g233.t1, vverm_g233.t2, vverm_g8124.t1
OG0002926	dicty_g8159.t1	vverm_g13691.t1
OG0002927	dicty_g6608.t1	vverm_g321.t1
OG0002928	dicty_g9175.t1	vverm_g16227.t1
OG0002929	dicty_g10992.t1	vverm_g4113.t1, vverm_g10605.t1
OG0002931	dicty_g4071.t1	vverm_g5483.t1
OG0002932	dicty_g4856.t1	vverm_g8271.t1, vverm_g8271.t2
OG0002933	dicty_g3592.t1	vverm_g6919.t2, vverm_g6919.t1
OG0002934	dicty_g11042.t1	vverm_g2250.t1, vverm_g12227.t1
OG0002935	dicty_g10777.t1	vverm_g9160.t1
OG0002936	dicty_g7672.t1, dicty_g1197.t1	vverm_g12852.t1
OG0002937	dicty_g7782.t1	vverm_g15038.t2, vverm_g15038.t1
OG0002938	dicty_g9340.t1	vverm_g15317.t2, vverm_g15317.t1
OG0002940	dicty_g3132.t1	vverm_g15518.t1
OG0002941	dicty_g779.t1	vverm_g11907.t1
OG0002942	dicty_g3635.t1	vverm_g7737.t1
OG0002943	dicty_g2057.t1	vverm_g4963.t1
OG0002944	dicty_g8852.t1	vverm_g14522.t1
OG0002946	dicty_g3691.t1	vverm_g4808.t1, vverm_g4808.t2
OG0002948	dicty_g6651.t1	vverm_g14673.t1, vverm_g14673.t2
OG0002950	dicty_g137.t2, dicty_g137.t1	vverm_g636.t1
OG0002953	dicty_g9807.t1	vverm_g5113.t1
OG0002955	dicty_g1443.t1	vverm_g6900.t1
OG0002957	dicty_g10701.t1	vverm_g10797.t2, vverm_g10797.t1
OG0002959	dicty_g5998.t1	vverm_g10089.t1, vverm_g10089.t2
OG0002960	dicty_g4939.t1, dicty_g4939.t2	vverm_g9132.t1
OG0002961	dicty_g452.t1	vverm_g5743.t3, vverm_g5743.t1, vverm_g5743.t2, vverm_g7083.t1
OG0002962	dicty_g8069.t1	vverm_g12624.t1
OG0002965	dicty_g11469.t1	vverm_g3385.t1
OG0002968	dicty_g7178.t1	vverm_g6193.t1
OG0002970	dicty_g5406.t1	vverm_g14452.t1, vverm_g14452.t2
OG0002971	dicty_g6855.t1	vverm_g7845.t1
OG0002972	dicty_g292.t1	vverm_g13045.t1, vverm_g13045.t2
OG0002973	dicty_g6429.t1	vverm_g11000.t1
OG0002974	dicty_g1900.t1	vverm_g12307.t1
OG0002975	dicty_g6254.t1	vverm_g15943.t1
OG0002976	dicty_g4715.t1	vverm_g10416.t2, vverm_g10416.t1
OG0002977	dicty_g5458.t1	vverm_g12278.t1
OG0002978	dicty_g9263.t1	vverm_g12320.t1
OG0002979	dicty_g7304.t1	vverm_g12299.t1
OG0002980	dicty_g9026.t1, dicty_g9026.t3	vverm_g11117.t1
OG0002982	dicty_g4075.t1	vverm_g10909.t1, vverm_g10984.t1
OG0002984	dicty_g5092.t1	vverm_g12635.t1
OG0002985	dicty_g2560.t1, dicty_g2916.t1	vverm_g11957.t1
OG0002986	dicty_g7131.t1	vverm_g8993.t1
OG0002989	dicty_g4403.t1	vverm_g7632.t1, vverm_g7632.t2
OG0002991	dicty_g7811.t1	vverm_g9161.t1
OG0002992	dicty_g5236.t1	vverm_g14805.t1, vverm_g14805.t2
OG0002993	dicty_g5408.t1	vverm_g13433.t1
OG0002994	dicty_g10066.t1, dicty_g4975.t1	vverm_g8379.t1
OG0002995	dicty_g6488.t1	vverm_g3619.t1
OG0002996	dicty_g8880.t1	vverm_g11027.t1
OG0002997	dicty_g730.t1	vverm_g12089.t1, vverm_g1388.t1, vverm_g1388.t2
OG0002998	dicty_g6570.t1	vverm_g4734.t1
OG0002999	dicty_g5215.t1, dicty_g6856.t1, dicty_g10566.t1	vverm_g3021.t2, vverm_g3021.t1
OG0003000	dicty_g10920.t1, dicty_g167.t1	vverm_g10280.t1
OG0003001	dicty_g9827.t2, dicty_g9827.t1	vverm_g1406.t1
OG0003002	dicty_g4586.t1	vverm_g12321.t1
OG0003003	dicty_g7441.t1	vverm_g7032.t1
OG0003004	dicty_g5651.t1	vverm_g2121.t1
OG0003005	dicty_g11232.t1	vverm_g7165.t1
OG0003006	dicty_g5115.t1	vverm_g8798.t1
OG0003008	dicty_g5292.t1	vverm_g4743.t1
OG0003009	dicty_g2952.t1, dicty_g2523.t1	vverm_g8170.t1
OG0003010	dicty_g2382.t1	vverm_g14779.t2, vverm_g14779.t1
OG0003011	dicty_g1861.t1	vverm_g1158.t1
OG0003012	dicty_g4863.t1	vverm_g3222.t1
OG0003013	dicty_g6150.t1	vverm_g9814.t1, vverm_g9814.t2
OG0003014	dicty_g6593.t1	vverm_g3004.t1
OG0003015	dicty_g9839.t1	vverm_g14286.t1
OG0003016	dicty_g2066.t1	vverm_g119.t2, vverm_g119.t1
OG0003017	dicty_g859.t1	vverm_g4395.t1, vverm_g4395.t2
OG0003018	dicty_g7619.t1, dicty_g7619.t2	vverm_g2768.t1
OG0003019	dicty_g7187.t1	vverm_g2801.t2, vverm_g2801.t1
OG0003020	dicty_g6053.t1	vverm_g3589.t1
OG0003021	dicty_g7590.t1	vverm_g4897.t2, vverm_g4897.t1
OG0003022	dicty_g10652.t1	vverm_g2491.t1, vverm_g2491.t2
OG0003023	dicty_g843.t1	vverm_g6293.t2, vverm_g6293.t1
OG0003024	dicty_g213.t1	vverm_g14873.t1
OG0003025	dicty_g9874.t1	vverm_g4748.t1
OG0003026	dicty_g5972.t1	vverm_g11202.t1
OG0003028	dicty_g2950.t1, dicty_g2525.t1	vverm_g7820.t1
OG0003029	dicty_g4109.t1	vverm_g9108.t1, vverm_g10312.t1
OG0003031	dicty_g8661.t1	vverm_g2789.t1
OG0003032	dicty_g2239.t1	vverm_g6291.t1
OG0003033	dicty_g9042.t1	vverm_g15517.t1
OG0003034	dicty_g8840.t1	vverm_g9605.t1
OG0003035	dicty_g5657.t1	vverm_g602.t3
OG0003036	dicty_g5095.t1	vverm_g11303.t1
OG0003038	dicty_g1493.t1	vverm_g11268.t1
OG0003039	dicty_g5077.t1, dicty_g9210.t1	vverm_g3431.t1
OG0003041	dicty_g10945.t1	vverm_g7029.t1, vverm_g7029.t2
OG0003043	dicty_g7791.t1	vverm_g4540.t2, vverm_g4540.t1
OG0003044	dicty_g612.t1	vverm_g2541.t1, vverm_g4698.t1
OG0003045	dicty_g6088.t1	vverm_g97.t1
OG0003046	dicty_g9579.t1	vverm_g3106.t2, vverm_g3106.t1
OG0003047	dicty_g2029.t1	vverm_g7778.t2, vverm_g7778.t1
OG0003050	dicty_g8465.t1	vverm_g1570.t1, vverm_g1570.t2
OG0003053	dicty_g5578.t1	vverm_g9481.t1
OG0003054	dicty_g1689.t1	vverm_g13348.t1
OG0003057	dicty_g3541.t1	vverm_g8956.t1
OG0003060	dicty_g8799.t1, dicty_g8799.t2	vverm_g9611.t1
OG0003062	dicty_g5610.t1	vverm_g2281.t1
OG0003064	dicty_g7753.t1	vverm_g2993.t1
OG0003066	dicty_g8699.t1	vverm_g11661.t1
OG0003067	dicty_g4241.t1	vverm_g5170.t1
OG0003068	dicty_g11156.t1	vverm_g10595.t1
OG0003069	dicty_g2266.t1	vverm_g9042.t2, vverm_g9042.t1
OG0003070	dicty_g11021.t1	vverm_g9041.t1
OG0003071	dicty_g1223.t1	vverm_g15475.t2, vverm_g15475.t1
OG0003073	dicty_g6812.t1	vverm_g16190.t1
OG0003074	dicty_g6714.t1	vverm_g8945.t1
OG0003075	dicty_g3323.t1	vverm_g12517.t1, vverm_g13152.t1
OG0003076	dicty_g8501.t1	vverm_g6140.t1, vverm_g3967.t1
OG0003078	dicty_g8550.t2, dicty_g8550.t1	vverm_g7940.t1
OG0003080	dicty_g4325.t1	vverm_g12696.t1
OG0003082	dicty_g6598.t1	vverm_g5147.t1
OG0003083	dicty_g4581.t1	vverm_g16858.t1, vverm_g16859.t1
OG0003084	dicty_g4289.t1	vverm_g11447.t1
OG0003085	dicty_g6929.t1, dicty_g5662.t1	vverm_g1561.t1
OG0003086	dicty_g6274.t1, dicty_g4756.t1	vverm_g10191.t1
OG0003087	dicty_g2409.t1	vverm_g8093.t1
OG0003088	dicty_g5685.t1	vverm_g8868.t1, vverm_g8868.t2
OG0003090	dicty_g4955.t1	vverm_g12322.t1
OG0003091	dicty_g10889.t1	vverm_g6601.t1, vverm_g4753.t1
OG0003092	dicty_g1512.t1	vverm_g5783.t1, vverm_g5783.t2
OG0003093	dicty_g11164.t1	vverm_g10872.t1
OG0003094	dicty_g521.t1, dicty_g521.t2	vverm_g3397.t1
OG0003095	dicty_g5893.t1	vverm_g7859.t1
OG0003097	dicty_g6753.t1, dicty_g6753.t2	vverm_g7025.t1
OG0003099	dicty_g4743.t1	vverm_g2661.t1
OG0003100	dicty_g7158.t1	vverm_g4100.t1
OG0003101	dicty_g2633.t1, dicty_g2844.t1	vverm_g12402.t1
OG0003103	dicty_g8339.t1	vverm_g14708.t1, vverm_g15164.t1
OG0003104	dicty_g2488.t1, dicty_g2988.t1	vverm_g12874.t1
OG0003105	dicty_g7502.t1	vverm_g12308.t1
OG0003107	dicty_g10299.t1, dicty_g8944.t1	vverm_g1806.t1
OG0003108	dicty_g4996.t1	vverm_g16474.t1
OG0003109	dicty_g5158.t1, dicty_g8591.t1	vverm_g8317.t1
OG0003111	dicty_g6227.t1	vverm_g5933.t1
OG0003112	dicty_g7159.t1	vverm_g3180.t2, vverm_g3180.t1
OG0003113	dicty_g1537.t1	vverm_g1157.t1
OG0003114	dicty_g1473.t1	vverm_g3670.t1
OG0003115	dicty_g1224.t1	vverm_g13834.t1, vverm_g13834.t2
OG0003116	dicty_g3056.t1	vverm_g8189.t1
OG0003117	dicty_g4857.t1	vverm_g16367.t2, vverm_g16367.t1
OG0003118	dicty_g9492.t2, dicty_g9492.t1	vverm_g5111.t1
OG0003119	dicty_g9206.t1, dicty_g930.t1	vverm_g10957.t1
OG0003120	dicty_g10121.t1	vverm_g8899.t1
OG0003121	dicty_g10280.t1	vverm_g6006.t2, vverm_g6006.t1
OG0003122	dicty_g1192.t1	vverm_g16419.t1
OG0003123	dicty_g508.t1	vverm_g4192.t1
OG0003125	dicty_g8628.t1	vverm_g13245.t1
OG0003126	dicty_g8031.t1	vverm_g12685.t1
OG0003127	dicty_g4922.t1	vverm_g14606.t2, vverm_g14606.t1
OG0003130	dicty_g8121.t1, dicty_g5026.t1	vverm_g1982.t1
OG0003132	dicty_g7734.t1	vverm_g10063.t1
OG0003133	dicty_g10730.t1	vverm_g988.t1, vverm_g10500.t1
OG0003134	dicty_g4063.t1	vverm_g10091.t2
OG0003135	dicty_g11493.t2, dicty_g11493.t1	vverm_g9109.t1
OG0003136	dicty_g5272.t1	vverm_g9104.t2, vverm_g9104.t1
OG0003137	dicty_g7216.t1	vverm_g7011.t1
OG0003138	dicty_g7549.t1	vverm_g7013.t1
OG0003139	dicty_g4412.t1, dicty_g4412.t3	vverm_g6032.t1
OG0003140	dicty_g458.t1	vverm_g16814.t1
OG0003141	dicty_g10163.t1	vverm_g14407.t2, vverm_g14407.t1
OG0003142	dicty_g119.t1	vverm_g1948.t1
OG0003143	dicty_g11173.t2, dicty_g11173.t1	vverm_g10202.t1
OG0003144	dicty_g5894.t1	vverm_g13240.t1
OG0003145	dicty_g11114.t2, dicty_g11114.t1	vverm_g627.t1
OG0003146	dicty_g7483.t1	vverm_g16919.t1
OG0003147	dicty_g4544.t1	vverm_g6805.t1
OG0003148	dicty_g6847.t1, dicty_g6846.t1	vverm_g7076.t1
OG0003149	dicty_g10276.t1	vverm_g10272.t1
OG0003150	dicty_g5078.t1	vverm_g16408.t1
OG0003151	dicty_g2116.t1	vverm_g14705.t1, vverm_g15167.t1
OG0003152	dicty_g6504.t1	vverm_g1675.t1
OG0003153	dicty_g10528.t1	vverm_g2318.t1
OG0003154	dicty_g2228.t1	vverm_g6810.t1
OG0003155	dicty_g2231.t1	vverm_g7150.t1, vverm_g7150.t2
OG0003156	dicty_g6873.t1	vverm_g16493.t2, vverm_g16493.t1
OG0003158	dicty_g6666.t1	vverm_g1843.t1, vverm_g9332.t1
OG0003159	dicty_g11303.t1	vverm_g3256.t1, vverm_g3256.t2
OG0003160	dicty_g4777.t1	vverm_g14302.t1
OG0003161	dicty_g6793.t2	vverm_g15950.t1
OG0003162	dicty_g7603.t1	vverm_g7996.t1, vverm_g7996.t2
OG0003163	dicty_g2251.t1, dicty_g3880.t1, dicty_g3880.t2, dicty_g2250.t1	vverm_g5311.t1
OG0003164	dicty_g2212.t1	vverm_g6850.t1
OG0003165	dicty_g3303.t1	vverm_g6036.t1
OG0003166	dicty_g3454.t1	vverm_g670.t1
OG0003167	dicty_g4592.t2, dicty_g4592.t1	vverm_g15339.t1
OG0003168	dicty_g5334.t1	vverm_g8568.t1
OG0003170	dicty_g6083.t1	vverm_g8782.t1
OG0003171	dicty_g8236.t1	vverm_g8768.t1
OG0003173	dicty_g8056.t1	vverm_g6451.t2, vverm_g6451.t1
OG0003174	dicty_g9065.t1	vverm_g12648.t1
OG0003175	dicty_g8269.t1, dicty_g6113.t1	vverm_g11825.t1
OG0003177	dicty_g9844.t1	vverm_g3758.t1
OG0003178	dicty_g5014.t1	vverm_g10278.t1
OG0003180	dicty_g2810.t1, dicty_g2667.t1	vverm_g8299.t1
OG0003181	dicty_g5123.t1	vverm_g5646.t1
OG0003183	dicty_g990.t1	vverm_g4903.t1
OG0003184	dicty_g5379.t1	vverm_g8316.t1
OG0003186	dicty_g6864.t1	vverm_g14473.t1
OG0003188	dicty_g3114.t1	vverm_g15974.t1
OG0003190	dicty_g1774.t1	vverm_g5867.t1, vverm_g14072.t1
OG0003193	dicty_g6627.t1	vverm_g3243.t1
OG0003195	dicty_g4125.t1	vverm_g11659.t1
OG0003196	dicty_g10393.t1	vverm_g13244.t1
OG0003197	dicty_g7212.t1	vverm_g8727.t1
OG0003198	dicty_g8337.t1	vverm_g15637.t1
OG0003199	dicty_g4803.t1	vverm_g5141.t1
OG0003201	dicty_g7401.t1	vverm_g5009.t1
OG0003203	dicty_g4300.t1	vverm_g13129.t1, vverm_g12485.t1
OG0003204	dicty_g10410.t1	vverm_g343.t1
OG0003205	dicty_g8668.t1	vverm_g5110.t1, vverm_g5110.t2
OG0003206	dicty_g9607.t1	vverm_g12691.t1
OG0003207	dicty_g6050.t1	vverm_g12677.t1
OG0003208	dicty_g7960.t1	vverm_g12676.t2, vverm_g12676.t1
OG0003211	dicty_g395.t1	vverm_g13200.t1, vverm_g13200.t2
OG0003212	dicty_g7523.t1	vverm_g13903.t1, vverm_g6757.t1
OG0003213	dicty_g10577.t1	vverm_g13220.t1
OG0003214	dicty_g8186.t1	vverm_g11471.t1
OG0003215	dicty_g1407.t1	vverm_g3148.t2, vverm_g3148.t1
OG0003216	dicty_g1365.t1, dicty_g3239.t1	vverm_g4173.t1
OG0003218	dicty_g7293.t1	vverm_g15345.t1
OG0003219	dicty_g6334.t2, dicty_g6334.t1	vverm_g15031.t1
OG0003220	dicty_g7430.t1	vverm_g7849.t1
OG0003221	dicty_g1532.t1	vverm_g5160.t1
OG0003223	dicty_g7374.t1	vverm_g6115.t1
OG0003224	dicty_g1456.t1	vverm_g12231.t1
OG0003225	dicty_g6921.t1	vverm_g13224.t1
OG0003226	dicty_g6285.t1	vverm_g8206.t1
OG0003227	dicty_g7269.t1	vverm_g12296.t1
OG0003228	dicty_g6323.t1	vverm_g1903.t1, vverm_g8864.t1
OG0003229	dicty_g3683.t1	vverm_g15162.t1, vverm_g14710.t1
OG0003230	dicty_g7406.t1	vverm_g1928.t1
OG0003231	dicty_g10764.t1	vverm_g16803.t2, vverm_g16803.t1
OG0003232	dicty_g10551.t1	vverm_g259.t1
OG0003233	dicty_g7722.t1	vverm_g3250.t1
OG0003234	dicty_g1331.t1	vverm_g12258.t1
OG0003235	dicty_g8756.t1	vverm_g5185.t1, vverm_g5185.t2
OG0003236	dicty_g3304.t1	vverm_g11258.t1
OG0003237	dicty_g8252.t1	vverm_g14726.t1
OG0003239	dicty_g10063.t1	vverm_g6979.t1
OG0003240	dicty_g6733.t1	vverm_g14177.t1
OG0003241	dicty_g8732.t1	vverm_g3140.t1, vverm_g3140.t2
OG0003242	dicty_g5007.t1	vverm_g16373.t1
OG0003244	dicty_g1897.t1	vverm_g14856.t1
OG0003245	dicty_g11218.t1	vverm_g5757.t1
OG0003246	dicty_g4772.t1	vverm_g13392.t1
OG0003248	dicty_g11420.t1	vverm_g16642.t1, vverm_g14372.t1
OG0003249	dicty_g5370.t1	vverm_g7562.t1, vverm_g7562.t2
OG0003250	dicty_g10385.t1	vverm_g6026.t2, vverm_g6026.t1
OG0003251	dicty_g10517.t1	vverm_g4956.t1
OG0003252	dicty_g5641.t1	vverm_g14064.t1, vverm_g5875.t1
OG0003253	dicty_g8221.t1	vverm_g13634.t1
OG0003254	dicty_g3659.t1	vverm_g956.t1
OG0003255	dicty_g3008.t1	vverm_g7020.t1
OG0003259	dicty_g2516.t2, dicty_g2959.t1, dicty_g2516.t1	vverm_g7721.t1
OG0003260	dicty_g7943.t1	vverm_g1639.t1
OG0003262	dicty_g10694.t1	vverm_g630.t1
OG0003263	dicty_g1524.t1	vverm_g8690.t1
OG0003265	dicty_g4724.t1	vverm_g6002.t4
OG0003266	dicty_g4336.t1	vverm_g4549.t1
OG0003267	dicty_g4454.t1, dicty_g4454.t2	vverm_g13350.t1
OG0003268	dicty_g6205.t1	vverm_g14926.t1
OG0003270	dicty_g7434.t2, dicty_g7434.t1	vverm_g2640.t1
OG0003271	dicty_g3005.t1	vverm_g12098.t1
OG0003273	dicty_g9241.t1	vverm_g108.t1
