Geneid,KO_ID
g10273,
g10274,
g10275,K12173
g10276,
g10277,
g10278,K12586
g10278,K12586
g10279,K23289
g10280,
g10280,
g10281,
g10281,
g10282,
g10283,K01858
g10284,K02503
g10284,K02503
g10285,K25139
g10285,K25139
g10286,
g10287,
g10287,
g10288,K07968
g10289,
g10289,
g10290,
g10291,
g10292,
g10293,
g10294,K18624
g10295,K09420
g10296,
g10297,
g10298,K23951
g10299,K00761
g10300,K10872
g10301,
g10302,K13979
g10303,
g10304,
g10305,
g10306,K01354
g10307,
g10308,
g10309,
g10309,
g10310,K14564
g10311,K20293
g10311,K20293
g10312,
g10313,
g10314,
g10315,
g10316,
g10316,
g10317,
g10318,
g10319,
g10320,
g10321,
g10322,
g10323,
g10324,
g10325,
g10326,
g10327,
g10328,
g10329,
g10330,
g10331,
g10332,
g10333,
g10334,
g10335,
g10336,
g10337,
g10338,
g10339,
g10340,
g10341,
g10342,
g10343,
g10343,
g10344,K00797
g10345,K00845
g10346,K11798
g10346,K11798
g10347,K23330
g10347,K23330
g10348,K07374
g10349,K14424
g10350,
g10351,
g10352,
g10353,
g10353,
g10354,
g10355,
g10356,
g10356,
g10357,
g10358,
g10359,
g10360,
g10361,
g10362,
g10363,
g10364,
g10365,
g10366,
g10367,
g10368,
g10369,
g10370,
g10371,
g10372,
g10373,
g10374,
g10375,
g10376,
g10377,
g10378,
g10379,
g10380,K20526
g10381,K11498
g10381,K11498
g10382,
g10383,
g10384,K09592
g10384,K18160
g10385,
g10386,
g10387,
g10388,
g10389,
g10390,
g10391,
g10392,
g10393,
g10394,
g10395,K17081
g10396,K02974
g10397,K13176
g10398,
g10399,
g10400,
g10401,
g10402,
g10403,
g10404,
g10405,
g10406,
g10407,
g10408,
g10409,
g10410,
g10411,
g10412,
g10413,
g10414,
g10415,
g10416,
g10417,
g10418,
g10419,
g10420,
g10420,
g10421,
g10422,K08151
g10423,K15701
g10424,K10734
g10425,K09650
g10425,K09650
g10426,
g10427,
g10428,K02320
g10429,
g10430,
g10431,K14991
g10432,
g10433,
g10434,
g10435,
g10436,
g10437,
g10438,
g10439,
g10440,
g10441,
g10442,
g10443,
g10444,
g10445,
g10446,
g10447,
g10448,
g10449,
g10449,
g10450,
g10451,
g10451,
g10451,
g10452,
g10453,K08894
g10454,
g10455,
g10456,
g10457,
g10458,
g10459,
g10460,
g10461,
g10462,
g10463,
g10464,
g10465,
g10466,
g10467,
g10468,
g10469,
g10470,
g10471,
g10472,
g10473,
g10474,
g10475,
g10476,
g10477,
g10478,
g10479,
g10480,
g10481,
g10482,
g10483,
g10484,
g10485,
g10486,
g10487,
g10488,
g10489,
g10490,
g10491,
g10492,
g10493,
g10494,
g10495,
g10496,
g10497,
g10498,
g10499,
g10500,
g10501,
g10502,
g10503,
g10504,
g10505,
g10505,
g10506,K05643
g10506,
g10507,K12472
g10508,K12815
g10509,
g10510,
g10511,
g10512,K13240
g10513,K08798
g10514,K02183
g10515,
g10516,
g10517,K01176
g10517,K01176
g10518,
g10519,K24752
g10519,K24752
g10520,K05692
g10521,
g10522,K15306
g10522,K15306
g10523,
g10524,
g10525,K14799
g10526,K03260
g10527,
g10528,
g10529,K13119
g10529,K13119
g10530,
g10531,
g10532,
g10532,
g10533,
g10534,
g10535,
g10536,
g10537,K01974
g10538,
g10538,
g10539,K06971
g10540,
g10541,
g10541,
g10542,
g10542,
g10543,
g10544,
g10545,
g10546,
g10547,K23788
g10548,
g10549,
g10550,K03320
g10551,K15118
g10551,K15118
g10552,K06675
g10552,K06675
g10553,K21955
g10554,K18055
g10554,K18055
g10554,
g10555,
g10556,
g10557,
g10558,K26499
g10559,
g10560,K03006
g10561,
g10561,
g10562,K23151
g10563,K03020
g10564,K02865
g10565,K14003
g10566,
g10567,K23164
g10567,K23164
g10568,
g10569,
g10570,
g10571,
g10572,
g10573,
g10574,
g10575,
g10576,
g10577,
g10578,
g10579,
g10580,
g10581,
g10582,
g10582,
g10583,K01456
g10583,K01456
g10584,K04417
g10585,
g10586,K05115
g10586,
g10587,K13116
g10588,K10389
g10588,
g10589,
g10590,
g10591,
g10592,
g10593,K11724
g10594,K01581
g10595,
g10595,
g10595,
g10596,
g10596,
g10597,
g10598,
g10599,
g10600,
g10601,
g10602,
g10603,
g10604,
g10605,
g10606,
g10607,
g10608,
g10609,
g10610,
g10611,
g10612,
g10613,
g10614,
g10615,
g10616,
g10617,
g10618,
g10619,
g10620,
g10621,
g10622,
g10623,
g10624,
g10625,
g10626,
g10627,
g10628,
g10629,
g10630,
g10631,
g10632,
g10633,
g10634,
g10635,
g10636,
g10637,
g10638,
g10639,
g10640,
g10641,
g10642,
g10643,
g10644,
g10645,
g10646,
g10647,
g10648,
g10649,
g10650,
g10651,
g10652,
g10653,
g10654,
g10655,
g10656,
g10657,
g10658,
g10659,
g10660,
g10661,
g10662,
g10663,
g10664,
g10665,
g10666,
g10667,
g10668,
g10669,
g10670,
g10671,
g10672,
g10673,
g10674,
g10675,
g10676,
g10677,
g10678,
g10679,
g10680,
g10681,
g10682,K17550
g10683,
g10684,
g10685,K22184
g10686,K02201
g10687,K01265
g10688,
g10689,K08900
g10690,K02940
g10691,K08852
g10692,
g10693,
g10694,
g10695,
g10695,
g10696,K01893
g10697,K02154
g10698,K10419
g10699,
g10700,
g10701,
g10702,
g10703,
g10704,
g10705,
g10706,
g10707,
g10708,
g10709,
g10710,
g10711,
g10712,
g10713,
g10714,
g10715,K10277
g10715,
g10716,
g10717,
g10718,
g10719,K17290
g10720,
g10720,
g10720,
g10721,K00106
g10721,K00106
g10721,K00106
g10722,K03237
g10722,K03237
g10723,
g10723,
g10724,
g10725,
g10726,
g10727,
g10728,
g10729,
g10730,
g10731,
g10732,
g10733,
g10734,
g10735,
g10736,
g10737,
g10738,
g10739,
g10740,
g10741,
g10742,
g10743,
g10744,
g10745,
g10746,
g10747,
g10748,
g10749,
g10750,
g10751,
g10752,
g10753,
g10754,
g10755,
g10756,
g10757,
g10758,
g10759,
g10760,
g10761,K25709
g10762,
g10763,
g10764,
g10765,
g10766,K00943
g10767,
g10768,
g10768,K12948
g10769,K03426
g10770,
g10771,K00873
g10772,
g10773,
g10774,
g10775,
g10776,
g10777,
g10778,
g10779,
g10780,
g10781,
g10782,
g10783,
g10783,
g10784,
g10784,
g10785,
g10786,
g10787,K21953
g10788,
g10789,
g10789,
g10790,
g10791,
g10792,
g10793,K01227
g10794,K11427
g10795,K10260
g10796,K18587
g10797,
g10798,K23518
g10798,K23518
g10799,K06271
g10800,
g10801,
g10802,K04630
g10802,
g10803,
g10804,
g10805,
g10806,
g10807,
g10808,
g10809,
g10810,
g10811,
g10812,
g10813,
g10814,
g10815,
g10816,
g10817,
g10818,
g10819,
g10820,
g10821,
g10822,
g10823,
g10824,
g10825,
g10826,
g10827,
g10828,
g10829,
g10830,
g10831,
g10832,
g10833,
g10834,
g10835,
g10836,
g10837,
g10838,
g10839,
g10840,
g10841,
g10842,
g10843,
g10844,
g10845,
g10846,
g10847,
g10848,
g10849,
g10850,
g10851,
g10852,
g10853,
g10854,
g10855,K12613
g10856,K09188
g10857,K17866
g10858,K14686
g10859,K12272
g10860,
g10861,K15255
g10862,K11858
g10863,K14788
g10864,K05853
g10865,K04615
g10866,
g10867,K24420
g10867,K24420
g10868,K20402
g10868,K20402
g10869,
g10870,
g10871,
g10871,
g10872,
g10873,
g10874,
g10875,
g10876,
g10877,
g10878,
g10879,K19658
g10880,K18416
g10881,K06709
g10881,K06709
g10882,
g10883,K14410
g10883,
g10883,
g10884,
g10885,
g10886,
g10887,
g10888,K01245
g10888,K01245
g10889,K07208
g10890,
g10891,
g10892,
g10893,
g10894,
g10895,
g10896,
g10897,
g10898,
g10899,
g10900,
g10901,
g10902,
g10903,
g10904,
g10905,
g10906,
g10907,
g10907,
g10908,
g10909,K11996
g10910,K00134
g10911,
g10912,K00008
g10913,K02830
g10913,K02830
g10914,
g10915,K19951
g10916,
g10917,
g10917,
g10918,K19787
g10919,
g10919,
g10920,
g10921,
g10922,
g10923,
g10924,
g10925,
g10926,
g10927,
g10928,K00889
g10929,
g10930,
g10930,
g10931,
g10932,
g10933,K14721
g10934,K14050
g10935,K13179
g10936,
g10937,K19026
g10937,K11832
g10937,K19026
g10937,K19026
g10938,
g10938,K18643
g10939,
g10939,
g10940,K20178
g10941,
g10941,
g10942,K00970
g10943,K12191
g10943,K12191
g10944,
g10945,K05019
g10946,K13107
g10947,
g10948,K11855
g10949,K04567
g10950,
g10950,K03869
g10951,
g10952,
g10953,K00868
g10954,
g10955,
g10956,K13106
g10957,
g10957,
g10958,
g10959,
g10960,
g10961,
g10962,
g10963,
g10964,
g10965,
g10966,
g10967,
g10968,
g10969,
g10970,
g10971,
g10972,
g10973,K14950
g10974,K23710
g10975,
g10976,
g10977,
g10978,
g10979,
g10980,
g10980,
g10981,K10589
g10982,K10365
g10983,
g10983,
g10984,K06628
g10985,K26089
g10986,K02209
g10987,
g10988,K18159
g10989,
g10990,
g10991,K20405
g10991,K20405
g10992,
g10993,
g10994,
g10995,K15445
g10996,
g10997,
g10998,
g10999,
g11000,
g11001,
g11002,
g11003,
g11004,
g11005,K18419
g11006,
g11007,
g11008,
g11009,
g11010,
g11011,
g11012,
g11013,
g11014,
g11015,
g11016,
g11017,
g11018,
g11019,
g11020,
g11021,
g11022,
g11023,K14137
g11023,K14137
g11024,
g11025,
g11025,
g11026,
g11027,
g11028,K05106
g11029,
g11030,K01177
g11031,
g11031,
g11032,K06062
g11033,
g11034,
g11034,
g11035,
g11036,
g11037,
g11038,
g11039,
g11040,
g11041,
g11042,
g11043,K18674
g11044,
g11045,K27706
g11046,
g11047,
g11048,
g11049,K22197
g11049,K13196
g11049,K13196
g11050,
g11051,
g11052,
g11053,
g11053,
g11054,
g11055,
g11056,
g11057,
g11058,
g11059,
g11060,
g11060,
g11061,
g11062,K18584
g11063,
g11064,
g11065,
g11066,
g11067,
g11068,
g11069,
g11070,
g11071,
g11072,
g11073,
g11074,
g11075,
g11076,
g11077,
g11078,
g11078,
g11079,
g11080,
g11081,
g11082,
g11083,
g11083,K07374
g11084,K23499
g11084,K23499
g11084,K23499
g11085,
g11085,
g11086,K11253
g11087,K11254
g11088,K24635
g11089,
g11090,K14282
g11091,
g11091,
g11091,
g11092,K13111
g11093,
g11093,
g11094,
g11094,
g11094,
g11094,
g11095,
g11096,
g11097,
g11098,
g11099,
g11100,K12412
g11101,K02732
g11102,K06268
g11103,
g11104,K14617
g11105,K13280
g11106,K03035
g11107,K10878
g11108,
g11109,K00819
g11110,
g11111,K03126
g11112,K23921
g11113,
g11114,K06685
g11115,
g11116,
g11117,
g11118,
g11119,
g11120,
g11121,
g11122,
g11123,K23424
g11124,
g11125,K13102
g11125,
g11125,K13102
g11126,K12878
g11127,
g11127,
g11128,
g11128,
g11129,
g11130,
g11131,
g11132,
g11133,
g11134,
g11135,
g11136,
g11137,
g11138,
g11139,
g11140,
g11141,
g11142,
g11143,
g11144,
g11145,
g11146,
g11147,
g11148,
g11149,
g11150,
g11151,
g11152,
g11153,
g11154,
g11155,
g11156,
g11157,
g11158,
g11159,
g11160,
g11161,
g11162,
g11163,
g11164,
g11165,
g11166,
g11167,
g11168,
g11169,
g11170,
g11171,
g11172,
g11173,
g11174,
g11175,
g11176,
g11177,
g11178,
g11179,
g11180,
g11181,
g11182,
g11183,
g11184,
g11185,
g11186,
g11187,
g11188,
g11189,
g11190,
g11191,
g11192,
g11193,
g11194,
g11195,
g11196,
g11197,
g11198,
g11199,
g11200,
g11201,
g11202,
g11203,
g11204,
g11205,
g11206,
g11207,
g11208,K11848
g11209,K13288
g11209,K13288
g11210,
g11211,
g11212,
g11213,K23570
g11214,K02898
g11215,
g11215,
g11216,
g11216,
g11216,K13993
g11217,K08150
g11218,
g11219,
g11219,
g11220,K01745
g11221,K03292
g11222,K04409
g11222,K04409
g11223,
g11224,
g11225,K15507
g11226,
g11226,
g11227,
g11228,
g11229,K12737
g11230,
g11231,
g11231,
g11232,K01468
g11233,
g11234,
g11235,K13293
g11236,
g11237,K04459
g11237,K04459
g11238,
g11239,K11855
g11240,
g11241,
g11242,
g11243,
g11244,
g11245,
g11246,
g11247,
g11248,
g11249,
g11250,
g11251,
g11252,
g11253,
g11254,
g11254,
g11255,K24776
g11255,
g11256,
g11257,
g11258,K20135
g11259,
g11259,
g11260,
g11261,
g11262,
g11263,
g11264,
g11265,
g11266,
g11267,
g11268,
g11269,
g11270,
g11271,
g11272,
g11273,K23490
g11274,
g11275,
g11276,K12178
g11277,K04527
g11278,
g11279,
g11280,
g11281,
g11282,
g11283,
g11284,
g11285,K08900
g11286,
g11287,K15190
g11288,K28102
g11289,K03353
g11289,K03353
g11290,
g11291,K19367
g11291,
g11292,
g11293,
g11294,
g11295,
g11296,
g11297,
g11298,
g11299,
g11300,
g11301,
g11302,
g11303,
g11303,
g11304,K07200
g11305,
g11306,
g11307,
g11308,
g11309,
g11310,
g11311,
g11312,
g11313,
g11314,
g11315,
g11316,
g11317,
g11318,
g11319,
g11320,
g11321,
g11322,
g11323,
g11324,
g11325,
g11326,
g11327,
g11328,
g11329,
g11330,
g11331,
g11332,
g11333,
g11334,
g11335,
g11336,
g11337,
g11338,
g11339,
g11340,
g11341,
g11342,K17534
g11343,
g11344,
g11345,
g11346,
g11347,
g11347,
g11348,
g11349,
g11350,
g11351,
g11352,K07912
g11353,K01256
g11354,K01255
g11355,K24158
g11356,
g11357,
g11358,
g11359,K20098
g11359,K20098
g11360,
g11361,K19951
g11361,K19951
g11362,
g11362,
g11362,
g11363,
g11364,K14840
g11364,K14840
g11365,K04078
g11366,K13141
g11367,K04354
g11368,
g11368,
g11369,
g11370,
g11371,
g11371,
g11372,
g11373,
g11374,K13303
g11374,K13303
g11375,
g11376,K08798
g11377,
g11377,
g11378,
g11379,
g11380,
g11381,
g11382,
g11383,
g11383,
g11384,
g11385,
g11386,
g11387,
g11388,
g11389,
g11390,
g11391,
g11392,
g11393,
g11394,K03260
g11394,K03260
g11395,
g11396,
g11397,
g11398,K08596
g11399,K20642
g11399,K20642
g11400,
g11401,
g11402,
g11403,
g11404,K15120
g11405,K22074
g11406,K24758
g11406,K24758
g11406,K22987
g11407,
g11407,
g11408,K15084
g11408,
g11408,K15084
g11409,
g11410,
g11411,K06047
g11412,K00573
g11412,K00573
g11413,
g11414,
g11415,
g11416,
g11417,
g11418,
g11419,K11492
g11420,
g11421,K25817
g11422,K01966
g11423,
g11424,
g11425,
g11426,
g11427,
g11428,
g11429,
g11430,
g11431,
g11432,
g11433,
g11434,
g11435,
g11436,
g11437,
g11437,
g11437,
g11438,
g11439,
g11440,
g11441,
g11442,
g11443,
g11444,
g11445,
g11446,K07739
g11447,
g11448,K10716
g11449,
g11450,K07905
g11450,K07904
g11451,K14439
g11452,K12818
g11452,K12818
g11453,
g11454,K23424
g11455,K10085
g11455,K10085
g11456,K26216
g11457,
g11458,K12182
g11459,K19269
g11460,
g11461,
g11462,
g11463,
g11464,
g11465,
g11466,
g11467,
g11468,
g11469,
g11470,K08745
g11471,K14554
g11472,
g11472,
g11473,K20285
g11474,K21310
g11475,K19027
g11476,
g11477,K00939
g11478,
g11479,K02987
g11480,K04409
g11480,K04409
g11481,
g11482,
g11482,
g11482,
g11483,K10576
g11484,
g11485,K26501
g11486,K22072
g11486,K22072
g11487,K12733
g11488,
g11489,K08343
g11490,
g11491,
g11492,
g11493,
g11494,
g11495,
g11496,
g11497,
g11498,
g11499,
g11500,K05760
g11501,K13113
g11502,K15188
g11502,K15188
g11503,K24550
g11504,K10843
g11504,K10843
g11505,
g11506,
g11507,K15340
g11508,
g11508,K14403
g11509,
g11510,K02541
g11511,
g11511,
g11511,
g11511,
g11512,K17543
g11513,
g11514,
g11515,K10364
g11516,K08504
g11517,K18080
g11518,K03231
g11518,K03231
g11519,
g11520,
g11521,K07575
g11522,K12504
g11523,
g11523,
g11524,K08009
g11525,K18468
g11526,
g11527,
g11528,
g11529,
g11530,
g11531,
g11532,
g11533,
g11534,
g11535,
g11536,
g11537,
g11538,
g11539,
g11540,
g11541,
g11542,
g11543,
g11544,
g11545,
g11546,
g11547,
g11548,
g11549,K15710
g11549,
g11550,
g11551,K11886
g11552,
g11553,
g11553,
g11554,
g11555,
g11556,K01462
g11557,K04411
g11557,K04411
g11557,
g11558,K13109
g11559,
g11559,K12813
g11560,K07955
g11560,K07955
g11561,K23966
g11562,K11587
g11563,
g11564,K17427
g11565,
g11566,K06943
g11567,
g11568,K03236
g11569,K05542
g11570,K10683
g11570,K06867
g11571,
g11572,K00949
g11573,
g11574,
g11575,K02926
g11576,
g11577,
g11578,
g11578,
g11579,
g11579,
g11580,
g11581,
g11582,
g11582,
g11583,
g11584,
g11585,
g11586,
g11587,
g11588,K13506
g11589,K20367
g11590,K17605
g11590,K17605
g11591,
g11592,
g11593,K27906
g11594,K18681
g11595,K01953
g11596,K25210
g11596,K25210
g11596,
g11597,K27694
g11598,
g11599,
g11600,K11864
g11601,K12200
g11601,K12200
g11602,
g11602,
g11603,K08683
g11604,
g11604,
g11605,
g11606,
g11607,K03648
g11608,
g11608,K03099
g11608,
g11609,
g11610,
g11611,
g11612,
g11613,
g11613,
g11614,
g11615,
g11616,
g11617,
g11618,
g11619,
g11620,
g11621,
g11622,
g11623,
g11624,
g11625,K01113
g11625,
g11626,K21248
g11626,K21248
g11627,
g11628,
g11628,
g11628,
g11629,K18740
g11630,K14842
g11631,
g11632,
g11632,K07827
g11633,K11348
g11634,K01158
g11634,
g11635,
g11636,K14842
g11637,
g11638,
g11639,
g11640,
g11641,K08518
g11642,K11661
g11643,
g11644,K10536
g11645,
g11645,
g11646,
g11647,
g11647,
g11648,
g11649,
g11650,K01512
g11651,K11968
g11652,
g11653,K09539
g11653,K09539
g11654,K17887
g11655,K00234
g11656,K26500
g11656,K26500
g11657,
g11658,
g11658,
g11659,K24342
g11660,
g11661,
g11662,
g11663,
g11664,
g11665,
g11666,
g11667,
g11668,
g11669,
g11670,
g11671,
g11672,
g11673,
g11674,K19511
g11675,
g11676,K01613
g11677,K04460
g11678,K22144
g11679,K15258
g11680,K03262
g11681,
g11682,
g11683,
g11684,
g11685,
g11686,K11340
g11687,
g11688,K20858
g11689,
g11690,
g11691,
g11692,
g11693,
g11694,
g11695,
g11696,
g11697,
g11698,
g11699,
g11700,
g11701,
g11702,
g11703,
g11704,
g11705,
g11706,
g11707,
g11708,
g11709,
g11709,K20827
g11710,
g11711,
g11711,
g11712,K09550
g11713,
g11713,
g11714,K12884
g11715,K03506
g11716,K05728
g11716,K05728
g11716,
g11717,
g11717,
g11718,
g11719,
g11720,
g11720,
g11721,
g11721,
g11721,
g11722,
g11723,
g11724,
g11725,
g11726,
g11727,
g11728,
g11729,
g11730,
g11731,
g11732,
g11733,
g11733,
g11734,
g11735,
g11736,
g11737,
g11738,
g11739,
g11740,
g11741,
g11742,
g11743,
g11744,
g11745,
g11746,
g11747,
g11748,
g11749,
g11750,
g11751,
g11752,K22856
g11753,
g11754,
g11754,
g11755,
g11756,K03946
g11757,
g11758,
g11759,
g11760,
g11761,
g11762,K05609
g11763,
g11764,
g11765,
g11766,
g11767,K01900
g11768,
g11769,
g11770,
g11771,
g11772,
g11773,
g11774,
g11775,K11273
g11775,K11273
g11775,K11273
g11776,
g11776,
g11777,
g11778,
g11779,
g11780,
g11781,
g11782,
g11783,
g11784,
g11785,
g11786,
g11787,
g11788,
g11789,
g11790,
g11791,K00520
g11792,K00148
g11792,K00148
g11793,
g11794,K16600
g11795,
g11796,
g11797,
g11797,
g11798,K16573
g11799,K12661
g11800,K15692
g11801,K17336
g11802,
g11803,
g11804,
g11805,
g11806,
g11807,
g11807,
g11808,K02330
g11809,K24730
g11809,
g11810,
g11811,
g11812,
g11813,
g11814,
g11815,
g11816,
g11817,
g11818,
g11819,
g11819,K09458
g11819,K16449
g11820,K03152
g11820,K03152
g11821,
g11822,K14443
g11823,K15688
g11824,
g11825,K00344
g11826,
g11827,
g11828,
g11829,
g11830,
g11831,
g11832,
g11833,
g11834,
g11835,
g11836,
g11837,
g11837,
g11838,
g11839,
g11840,
g11841,
g11842,K13156
g11843,
g11844,K11131
g11845,K11843
g11846,
g11847,
g11848,
g11849,
g11850,
g11851,
g11852,
g11853,
g11854,
g11855,
g11856,
g11857,
g11858,
g11859,
g11860,
g11861,
g11862,K17261
g11863,K17732
g11864,
g11865,
g11865,
g11866,
g11867,
g11868,
g11869,
g11870,
g11871,
g11872,
g11873,K22594
g11874,
g11875,
g11876,K14575
g11877,
g11878,K02893
g11879,
g11879,
g11880,
g11881,K05104
g11882,
g11883,
g11884,
g11885,K00856
g11886,
g11887,K17907
g11888,
g11889,
g11890,K14558
g11891,K07877
g11892,
g11893,K18464
g11894,
g11895,K00757
g11896,K05290
g11897,
g11897,K11827
g11898,
g11899,
g11900,K01623
g11901,
g11902,
g11903,K05857
g11904,
g11905,
g11906,
g11907,
g11907,
g11908,
g11909,
g11909,
g11910,
g11911,
g11912,
g11912,
g11913,K05850
g11914,
g11915,
g11916,
g11917,
g11918,
g11919,
g11920,
g11921,
g11922,
g11923,
g11924,
g11925,
g11926,
g11927,
g11928,
g11929,
g11930,
g11931,
g11932,
g11933,
g11934,
g11935,
g11936,
g11937,
g11938,
g11939,
g11940,
g11941,
g11942,
g11943,
g11944,
g11945,
g11946,
g11947,
g11948,
g11949,
g11950,
g11951,
g11952,
g11953,
g11954,
g11955,
g11956,
g11957,
g11958,
g11959,
g11960,
g11961,
g11962,
g11963,
g11964,
g11965,
g11966,
g11967,
g11967,
g11967,
g11967,
g11968,
g11969,
g11970,
g11971,
g11971,
g11972,
g11973,
g11974,
g11975,
g11976,
g11977,
g11978,
g11979,
g11980,
g11981,
g11982,
g11983,
g11984,
g11985,
g11986,K03165
g11987,K17506
g11988,
g11988,
g11989,K01231
g11990,
g11991,K12621
g11992,
g11993,
g11994,
g11994,K19716
g11994,K19716
g11995,K09377
g11996,
g11997,
g11998,
g11998,
g11999,K00286
g12000,
g12001,K09571
g12002,
g12003,
g12004,
g12005,
g12006,
g12007,
g12008,K00591
g12009,K10205
g12010,
g12011,
g12012,
g12013,
g12014,
g12015,
g12016,K14802
g12017,
g12018,
g12019,
g12020,
g12021,
g12022,
g12023,
g12024,
g12025,
g12026,
g12027,
g12028,
g12029,
g12030,
g12031,
g12032,
g12032,
g12033,
g12034,
g12034,
g12035,
g12036,
g12037,
g12038,
g12039,
g12040,
g12041,
g12042,
g12043,
g12044,
g12045,K14802
g12046,
g12047,K23028
g12047,
g12048,K08517
g12049,K18729
g12050,
g12051,
g12052,
g12053,
g12054,
g12055,
g12056,
g12057,
g12058,
g12059,
g12060,
g12061,
g12062,
g12063,
g12064,
g12065,
g12066,
g12067,
g12068,
g12069,
g12070,
g12071,
g12072,
g12073,
g12074,
g12075,
g12076,
g12077,K05011
g12078,K26160
g12079,
g12080,
g12080,
g12081,K11754
g12082,
g12083,
g12084,
g12085,
g12086,K05110
g12087,
g12088,
g12089,
g12090,
g12091,
g12092,
g12093,
g12094,
g12095,
g12096,
g12097,
g12098,
g12099,
g12100,
g12101,
g12102,
g12103,
g12104,K22756
g12104,K22756
g12105,K15281
g12105,K15281
g12106,K05767
g12107,
g12107,K12603
g12107,K12603
g12108,K17782
g12109,K02889
g12109,K02889
g12110,
g12110,
g12111,
g12112,K20289
g12113,
g12114,K15262
g12115,
g12115,
g12116,K01164
g12116,K01164
g12117,
g12117,
g12118,K14308
g12119,K23609
g12120,K20286
g12121,
g12122,K00864
g12123,K06689
g12124,K01495
g12124,
g12125,
g12126,K00791
g12127,
g12128,
g12129,
g12130,
g12131,
g12132,
g12133,K06678
g12133,K06678
g12134,
g12135,
g12136,K12589
g12137,
g12138,
g12138,
g12139,
g12140,K14843
g12141,
g12141,
g12141,
g12141,
g12142,
g12142,
g12143,
g12144,K11087
g12145,K12391
g12146,K06676
g12147,
g12148,
g12149,
g12150,
g12151,
g12152,
g12153,
g12154,
g12155,
g12156,
g12157,
g12157,
g12158,K00901
g12159,
g12160,
g12161,
g12162,
g12163,
g12163,
g12164,
g12165,
g12165,
g12166,
g12166,
g12167,K07566
g12168,K00058
g12169,K27103
g12169,K27103
g12170,K14545
g12171,
g12172,K10871
g12173,
g12173,
g12174,K01061
g12175,
g12176,K00759
g12177,
g12178,
g12179,
g12180,K01764
g12181,
g12182,
g12183,
g12184,
g12184,
g12185,K12734
g12186,
g12187,K20179
g12188,
g12189,K03846
g12189,K03846
g12190,K00326
g12190,K00326
g12191,K20794
g12192,
g12192,
g12193,
g12193,
g12194,K13717
g12195,
g12196,
g12197,
g12198,
g12199,
g12200,K14552
g12201,
g12202,
g12203,K11363
g12204,K11866
g12205,
g12206,
g12207,K17700
g12208,
g12209,
g12210,
g12211,
g12211,
g12212,
g12213,
g12214,
g12215,
g12216,
g12217,
g12218,
g12219,
g12220,
g12221,
g12222,
g12223,
g12224,
g12225,
g12226,
g12227,
g12228,
g12229,
g12230,
g12231,
g12232,
g12233,
g12234,
g12235,
g12236,
g12237,
g12238,
g12239,
g12240,
g12241,
g12242,
g12243,
g12244,
g12245,
g12246,
g12247,
g12248,
g12249,
g12250,
g12251,
g12252,
g12253,
g12254,
g12255,
g12256,
g12256,
g12257,
g12258,
g12259,
g12260,
g12261,K15271
g12261,K15271
g12262,
g12262,
g12262,
g12263,K26421
g12264,K10858
g12265,
g12266,
g12267,
g12268,
g12268,
g12269,
g12269,
g12270,
g12271,
g12272,
g12273,
g12274,
g12275,
g12276,
g12277,
g12278,
g12279,
g12280,
g12281,
g12282,
g12283,K01489
g12284,
g12285,
g12286,K02147
g12286,K02147
g12287,K12394
g12288,K14405
g12289,
g12289,
g12290,K02966
g12290,K02966
g12291,
g12291,
g12292,
g12293,
g12294,
g12295,
g12295,
g12296,
g12297,
g12297,
g12298,
g12299,
g12300,
g12301,
g12302,
g12303,
g12304,
g12305,
g12306,
g12307,
g12308,
g12308,
g12309,
g12310,
g12311,
g12312,
g12313,
g12314,
g12315,
g12316,
g12317,
g12318,
g12319,
g12320,
g12321,
g12322,
g12323,
g12324,
g12325,
g12326,
g12327,
g12328,
g12329,
g12330,
g12331,
g12332,
g12333,
g12334,
g12335,
g12336,
g12337,
g12338,
g12339,
g12340,
g12341,
g12342,
g12343,
g12344,
g12345,
g12346,
g12347,
g12348,
g12349,
g12350,
g12351,
g12352,
g12353,
g12354,K17890
g12355,K03434
g12356,
g12357,
g12358,
g12358,
g12359,K26161
g12360,
g12361,K23390
g12362,
g12363,K10753
g12363,K10753
g12363,
g12364,K11129
g12365,
g12366,
g12367,
g12368,
g12369,
g12369,
g12370,
g12371,
g12372,
g12373,K05109
g12373,
g12374,
g12375,K03126
g12376,K23921
g12377,
g12378,
g12379,
g12380,
g12381,
g12382,
g12383,
g12384,
g12385,
g12386,
g12387,
g12388,
g12389,K22721
g12389,K22721
g12390,
g12391,
g12392,
g12393,
g12394,
g12395,
g12396,
g12397,
g12398,
g12399,
g12400,
g12401,
g12402,
g12403,
g12404,K01915
g12405,
g12406,K19625
g12407,
g12407,
g12408,
g12409,
g12409,
g12409,
g12409,
g12410,K13347
g12411,
g12411,
g12412,
g12413,
g12414,
g12415,
g12416,
g12417,
g12418,
g12419,
g12420,
g12421,
g12422,
g12422,
g12423,
g12424,
g12425,
g12426,
g12427,
g12428,
g12429,
g12430,
g12431,
g12432,
g12433,
g12434,
g12435,
g12436,
g12437,
g12438,
g12439,
g12440,
g12441,
g12442,
g12443,
g12444,
g12445,
g12446,
g12447,
g12448,
g12449,
g12450,
g12451,
g12452,
g12453,
g12454,
g12455,
g12456,K01870
g12457,
g12458,K19572
g12459,
g12460,
g12461,
g12462,K11374
g12463,K01897
