Geneid,KO_ID
g10491,
g10492,
g10493,
g10494,
g10495,K17933
g10496,
g10497,
g10498,
g10498,
g10499,
g10500,
g10501,
g10502,
g10503,
g10504,
g10505,
g10506,
g10507,
g10508,
g10509,
g10510,
g10511,
g10512,
g10513,
g10514,
g10515,
g10516,
g10517,
g10518,
g10519,
g10520,
g10521,
g10522,
g10523,
g10524,K24970
g10525,
g10526,K03028
g10526,K03028
g10527,K09539
g10528,K04630
g10529,
g10530,
g10531,K20040
g10532,K06271
g10533,K23518
g10533,K23518
g10534,
g10535,K18587
g10536,K11427
g10537,K01227
g10538,
g10538,
g10539,
g10540,K01061
g10540,K01061
g10541,
g10542,
g10543,
g10544,K05310
g10545,K02999
g10546,K01785
g10547,
g10548,
g10549,
g10550,
g10551,
g10552,
g10553,
g10554,
g10555,
g10556,
g10557,K03845
g10558,
g10558,
g10559,
g10560,K18758
g10561,K02183
g10562,K13103
g10563,
g10564,K13303
g10565,
g10566,
g10567,
g10568,K10456
g10569,K20307
g10570,K00649
g10570,K00649
g10571,
g10572,
g10573,
g10574,
g10575,K04646
g10576,K12856
g10577,K13344
g10578,K06634
g10578,K06634
g10578,
g10579,K22282
g10580,K00249
g10581,
g10582,
g10583,K17535
g10584,
g10585,
g10586,
g10587,
g10588,
g10589,
g10590,
g10591,
g10592,
g10593,K19511
g10594,
g10595,
g10596,
g10597,K10297
g10598,
g10599,K03955
g10600,
g10601,
g10602,
g10603,
g10604,
g10605,K13953
g10606,
g10607,
g10608,
g10609,
g10610,
g10611,
g10612,
g10613,
g10614,
g10615,
g10616,
g10617,
g10618,K15119
g10618,K15119
g10619,K06975
g10620,K28083
g10621,
g10622,
g10623,K10481
g10624,
g10625,
g10626,
g10626,
g10626,
g10627,K05105
g10628,
g10629,
g10630,
g10631,
g10632,
g10633,
g10634,
g10635,
g10636,
g10637,
g10638,
g10639,
g10640,
g10641,
g10642,
g10643,
g10644,
g10645,
g10646,
g10647,
g10648,
g10649,
g10650,
g10651,
g10652,
g10653,
g10654,
g10655,
g10656,
g10657,
g10658,
g10659,
g10660,
g10661,
g10662,
g10663,
g10664,
g10665,
g10666,
g10667,
g10668,
g10669,
g10670,
g10671,
g10672,
g10673,
g10674,
g10675,
g10676,
g10677,
g10678,
g10679,
g10680,K00670
g10681,
g10682,K15161
g10683,K02537
g10684,K00809
g10685,K20408
g10686,K03115
g10687,K26608
g10688,K08516
g10689,K20301
g10690,
g10691,K01847
g10691,
g10692,K10579
g10692,K10579
g10693,
g10694,K01077
g10694,K01077
g10695,
g10696,
g10697,
g10698,
g10699,
g10700,
g10701,
g10702,
g10703,
g10704,
g10705,
g10706,
g10707,
g10708,
g10708,
g10709,
g10710,
g10711,K07440
g10711,K07440
g10712,
g10713,
g10714,
g10715,K10685
g10716,
g10717,K03144
g10718,
g10719,K03066
g10720,
g10721,
g10722,
g10723,
g10724,
g10725,
g10726,K24708
g10727,
g10728,
g10729,
g10730,
g10731,
g10732,
g10733,
g10734,
g10735,
g10736,
g10737,
g10738,
g10739,
g10740,
g10741,
g10742,
g10743,
g10744,
g10745,
g10746,
g10746,
g10747,K14563
g10748,K00031
g10749,
g10749,
g10749,
g10750,
g10751,
g10752,
g10753,
g10754,
g10755,K14797
g10756,
g10757,
g10758,K14311
g10759,
g10760,K01807
g10761,
g10762,K14566
g10762,K14566
g10763,K14769
g10764,
g10765,
g10766,K20040
g10767,
g10768,K20040
g10769,
g10770,
g10770,
g10770,
g10771,
g10772,
g10773,
g10774,
g10775,
g10776,
g10777,
g10778,
g10779,
g10780,
g10781,
g10782,
g10783,
g10784,
g10785,
g10786,
g10787,
g10788,
g10789,K10845
g10790,K11416
g10791,
g10792,
g10793,K20915
g10794,K17500
g10795,
g10796,
g10797,
g10798,
g10799,K13206
g10800,
g10801,
g10802,
g10803,
g10804,
g10805,
g10806,
g10807,
g10808,
g10809,
g10810,
g10811,
g10812,
g10813,K01373
g10814,
g10815,
g10816,
g10817,
g10817,
g10818,
g10818,K11233
g10819,
g10820,
g10821,K15121
g10822,
g10823,
g10824,
g10825,
g10826,
g10827,
g10828,
g10829,
g10830,
g10831,
g10832,
g10833,
g10834,
g10835,
g10836,
g10837,
g10838,
g10839,
g10840,
g10841,
g10842,
g10843,
g10844,
g10845,
g10846,
g10847,
g10848,
g10849,
g10850,
g10851,
g10852,
g10853,
g10854,
g10855,
g10856,
g10857,
g10858,
g10859,
g10860,
g10861,
g10862,
g10863,
g10864,
g10865,
g10866,
g10867,
g10868,
g10869,
g10870,
g10871,
g10872,K16296
g10873,
g10874,
g10875,
g10876,
g10877,
g10878,
g10879,K05692
g10880,K01756
g10881,K12304
g10881,K12304
g10882,K05765
g10883,K15135
g10884,K02949
g10885,K02144
g10886,K00861
g10886,K00861
g10887,
g10887,
g10888,K01598
g10889,
g10890,
g10891,
g10892,
g10893,
g10893,
g10894,K01115
g10894,K01115
g10895,
g10896,
g10896,K04077
g10897,
g10898,
g10899,
g10900,
g10901,
g10902,
g10903,
g10904,
g10904,
g10905,
g10906,
g10907,
g10907,
g10907,
g10908,K01494
g10909,K23781
g10910,K08568
g10911,K01079
g10912,
g10913,
g10914,K13172
g10915,K05765
g10916,K10873
g10917,K08239
g10918,K14007
g10919,K05293
g10920,K13336
g10921,K14831
g10922,K12580
g10923,K05765
g10924,
g10925,
g10926,
g10927,
g10928,
g10929,
g10930,
g10931,
g10932,
g10933,
g10934,
g10935,
g10936,
g10937,
g10938,
g10939,
g10940,
g10941,
g10942,
g10943,
g10944,
g10945,
g10946,K25768
g10947,K20606
g10948,K01206
g10949,K02993
g10950,
g10951,
g10951,
g10952,
g10953,
g10954,
g10955,
g10956,
g10957,
g10958,
g10959,
g10960,
g10961,
g10962,
g10963,
g10963,
g10964,K18753
g10965,K03654
g10966,
g10967,K07880
g10968,K24971
g10969,K26502
g10970,K23563
g10971,
g10972,
g10973,
g10974,K08498
g10975,K00166
g10976,
g10977,K03869
g10978,
g10979,
g10980,
g10981,
g10982,
g10982,
g10983,
g10984,
g10985,K27894
g10986,K26401
g10987,
g10988,
g10989,
g10990,
g10991,
g10992,
g10993,
g10994,
g10995,
g10996,
g10997,
g10998,
g10999,
g11000,
g11001,
g11002,
g11002,
g11002,
g11003,
g11003,
g11004,K11173
g11005,
g11005,
g11006,
g11007,
g11008,
g11009,
g11010,
g11010,
g11011,
g11012,
g11013,K06958
g11014,
g11015,K21195
g11015,
g11016,K01681
g11017,
g11018,K01907
g11019,K15434
g11020,K01474
g11021,K01469
g11022,K02267
g11023,K17987
g11024,K05866
g11025,K04564
g11026,
g11027,K11127
g11028,
g11029,K20899
g11030,
g11031,
g11032,
g11033,
g11034,
g11035,
g11036,
g11037,
g11038,
g11039,
g11040,
g11041,
g11042,
g11043,
g11044,
g11045,
g11046,
g11047,
g11047,
g11048,K01539
g11048,K01539
g11048,K01539
g11049,
g11050,K01641
g11051,
g11052,
g11052,
g11053,K20188
g11054,K18993
g11055,
g11056,
g11057,
g11058,
g11059,
g11060,
g11061,
g11062,
g11063,
g11064,K09866
g11065,K16280
g11066,
g11067,
g11068,
g11069,
g11069,
g11070,
g11071,
g11072,K22390
g11072,
g11072,
g11073,K01621
g11074,K23845
g11074,K23845
g11075,
g11076,
g11076,
g11077,
g11078,
g11079,
g11080,
g11081,
g11082,
g11082,
g11083,K16575
g11084,
g11085,
g11086,
g11087,K04417
g11088,
g11089,
g11090,
g11091,
g11092,
g11093,
g11094,
g11095,
g11096,
g11097,
g11098,
g11098,
g11099,
g11100,
g11101,K19467
g11102,
g11103,K08495
g11104,
g11105,K05349
g11105,K05349
g11106,
g11107,
g11108,K20224
g11109,K01354
g11110,K17605
g11111,K13939
g11112,
g11113,K11450
g11114,K12834
g11115,K00639
g11116,
g11117,K15789
g11118,
g11118,
g11119,K19604
g11120,K12847
g11121,K14288
g11121,K14288
g11122,K00789
g11123,
g11124,
g11125,K13051
g11125,
g11126,K02962
g11127,K13051
g11128,
g11128,
g11129,
g11130,
g11131,
g11132,
g11133,
g11134,
g11135,
g11136,
g11137,
g11138,
g11139,
g11140,
g11141,
g11142,
g11143,
g11144,
g11145,
g11146,
g11147,
g11148,K10570
g11149,
g11150,
g11150,
g11151,
g11152,K14209
g11153,
g11154,
g11155,K10632
g11156,K07765
g11156,
g11157,
g11158,
g11159,K14209
g11160,
g11161,
g11162,
g11163,K10570
g11164,
g11165,
g11166,K04706
g11167,
g11168,K00275
g11169,
g11170,
g11171,
g11172,
g11173,
g11174,
g11175,
g11176,
g11177,
g11178,
g11179,K12493
g11179,K12493
g11180,K00987
g11181,
g11182,
g11183,
g11184,
g11185,
g11186,
g11187,
g11188,
g11189,
g11190,
g11191,
g11192,
g11193,
g11194,K20472
g11194,K20472
g11195,
g11196,
g11197,
g11198,
g11199,
g11200,
g11201,
g11202,
g11203,
g11204,
g11205,
g11206,
g11207,
g11208,
g11209,
g11210,
g11211,
g11212,
g11213,
g11214,
g11215,K18260
g11215,K18260
g11216,K15920
g11217,
g11218,
g11219,
g11220,
g11221,
g11222,
g11223,
g11224,
g11224,
g11225,K14819
g11226,K10885
g11227,K15046
g11227,K15046
g11228,K05676
g11229,K00253
g11230,
g11231,K12735
g11231,
g11231,K12735
g11232,
g11233,
g11234,
g11235,
g11236,
g11237,
g11238,
g11239,
g11240,
g11241,
g11242,
g11243,
g11244,
g11244,
g11245,
g11246,
g11247,
g11247,
g11248,K16912
g11249,K24342
g11250,
g11251,
g11252,K00948
g11253,K25790
g11254,
g11255,
g11256,
g11257,
g11257,
g11258,
g11258,
g11258,
g11259,
g11260,
g11260,
g11261,
g11262,K03099
g11263,K00963
g11264,
g11265,
g11266,
g11267,
g11268,
g11269,
g11270,K07205
g11271,
g11272,
g11273,
g11274,
g11275,
g11276,
g11277,
g11278,
g11279,
g11280,
g11281,
g11282,
g11283,
g11284,
g11285,
g11286,K10686
g11287,K15323
g11288,K00551
g11289,
g11290,K06171
g11290,K06171
g11291,
g11292,
g11293,
g11294,
g11295,K03294
g11296,K13346
g11297,
g11297,
g11298,
g11299,
g11300,
g11301,
g11302,
g11303,
g11304,
g11305,
g11306,
g11307,
g11308,
g11309,
g11310,
g11311,
g11312,
g11313,
g11314,
g11315,
g11316,
g11317,
g11318,
g11319,
g11320,
g11321,
g11322,
g11323,
g11324,
g11325,
g11326,
g11327,
g11328,
g11329,
g11330,
g11331,
g11332,
g11333,
g11334,
g11334,
g11335,
g11336,K08739
g11337,
g11338,
g11339,
g11340,
g11341,
g11342,
g11343,
g11344,
g11345,
g11346,
g11347,
g11348,
g11349,
g11350,
g11351,
g11352,
g11353,
g11354,
g11355,
g11356,
g11357,
g11358,
g11359,
g11360,
g11361,
g11362,
g11363,
g11364,
g11365,
g11366,
g11367,
g11368,
g11369,K16770
g11370,K13160
g11371,
g11372,
g11373,
g11374,
g11375,K12373
g11376,
g11377,
g11378,
g11379,
g11380,
g11381,K04362
g11382,
g11383,
g11384,
g11385,
g11385,
g11386,K15121
g11387,K13118
g11388,K00621
g11389,K02003
g11390,K06287
g11391,K08246
g11392,
g11393,K06942
g11394,
g11395,K17849
g11395,K17849
g11396,K02206
g11397,
g11398,
g11399,K09048
g11400,
g11401,K05291
g11401,K05291
g11402,
g11402,
g11403,K08789
g11404,K14312
g11405,K14774
g11406,K07933
g11407,K21776
g11408,K14553
g11409,K16794
g11409,
g11410,K03255
g11411,
g11412,
g11413,K19219
g11414,K24047
g11414,K24047
g11415,
g11415,
g11416,K10730
g11417,
g11418,
g11419,
g11420,
g11421,K11093
g11422,K09548
g11423,
g11424,K08681
g11425,K06215
g11426,K14832
g11426,
g11426,K14832
g11427,
g11428,K25830
g11429,K26118
g11429,K26118
g11430,K12260
g11431,
g11432,K12309
g11433,
g11434,K18980
g11435,
g11436,K08501
g11437,K15200
g11438,K07766
g11439,
g11440,K03122
g11441,K08900
g11442,
g11443,
g11444,K03169
g11445,K01046
g11446,
g11446,
g11447,K18042
g11448,
g11449,
g11450,
g11451,
g11452,K17533
g11452,K17533
g11452,K17533
g11452,K04426
g11452,
g11453,K25550
g11454,
g11455,
g11456,
g11457,
g11458,K07305
g11459,
g11460,K24498
g11461,K14837
g11462,K05105
g11463,
g11464,
g11465,
g11466,K00069
g11467,K05181
g11468,
g11469,K01409
g11469,K01409
g11470,
g11471,K03842
g11472,K07146
g11473,
g11474,K03424
g11474,K03424
g11475,
g11476,K08064
g11477,K01872
g11478,
g11479,K23296
g11480,K10891
g11480,K10891
g11481,
g11482,
g11483,
g11484,
g11485,
g11486,
g11487,
g11488,
g11489,
g11490,
g11491,
g11492,
g11493,
g11494,
g11495,
g11496,
g11497,
g11498,
g11498,
g11499,
g11500,
g11501,K20347
g11502,K01091
g11503,
g11504,K15164
g11505,
g11506,
g11507,
g11508,
g11509,
g11510,
g11511,
g11512,
g11513,
g11514,K08762
g11515,K03859
g11516,
g11517,
g11518,
g11519,
g11520,
g11521,
g11522,
g11523,
g11524,
g11525,
g11526,
g11527,
g11528,
g11529,
g11530,
g11531,
g11532,
g11533,
g11534,
g11535,
g11536,
g11537,
g11538,
g11539,
g11540,
g11541,
g11542,
g11543,
g11544,
g11545,
g11546,
g11547,
g11548,
g11549,
g11550,
g11551,
g11552,
g11553,
g11554,
g11555,
g11556,
g11557,
g11558,
g11559,
g11560,
g11561,
g11562,K03320
g11563,
g11564,K01409
g11565,
g11566,
g11567,
g11568,
g11569,
g11570,
g11571,
g11572,
g11573,
g11574,
g11575,
g11576,
g11577,
g11578,K01419
g11578,K01419
g11579,K23978
g11580,K05106
g11581,
g11582,K05107
g11583,
g11584,K14437
g11585,
g11585,
g11586,
g11587,K05857
g11588,
g11589,
g11589,
g11590,K07836
g11591,K02957
g11592,K01719
g11593,
g11594,K03695
g11594,K03695
g11595,
g11596,
g11597,
g11598,
g11599,
g11600,
g11601,
g11602,
g11603,
g11604,
g11605,
g11606,
g11607,
g11608,
g11609,
g11610,
g11611,
g11612,
g11613,
g11614,
g11615,
g11616,
g11617,
g11618,
g11619,
g11619,
g11620,
g11621,
g11622,
g11623,
g11624,
g11625,
g11626,
g11627,
g11628,
g11629,
g11630,
g11631,
g11632,
g11633,
g11634,
g11635,
g11636,
g11637,
g11638,
g11639,
g11640,
g11641,
g11642,
g11643,
g11644,
g11645,
g11646,
g11647,K20353
g11647,
g11648,K13787
g11649,
g11649,
g11650,
g11650,
g11651,
g11652,
g11653,K20526
g11654,
g11655,
g11656,
g11657,
g11658,
g11659,
g11660,
g11661,
g11662,
g11662,
g11663,
g11664,K18441
g11665,K00167
g11665,K00167
g11666,K11805
g11667,
g11668,
g11669,K17700
g11670,
g11670,
g11671,
g11672,
g11673,K07259
g11673,K07259
g11674,
g11675,
g11676,
g11677,
g11678,
g11679,
g11680,
g11681,
g11682,
g11683,K16297
g11684,
g11685,
g11686,
g11687,
g11688,
g11689,
g11690,
g11691,
g11692,
g11693,
g11694,
g11695,
g11696,
g11697,
g11698,
g11699,
g11700,
g11701,
g11702,
g11703,
g11704,
g11705,
g11705,
g11706,
g11707,
g11708,
g11709,
g11710,
g11711,
g11712,
g11713,
g11714,
g11715,
g11716,
g11717,
g11718,
g11719,
g11720,
g11721,
g11722,
g11723,
g11724,
g11725,
g11726,
g11727,
g11728,
g11729,
g11730,
g11731,
g11732,
g11733,
g11734,
g11735,
g11736,
g11737,
g11738,
g11739,
g11740,
g11741,
g11742,
g11743,
g11744,
g11745,
g11746,
g11747,K08592
g11748,
g11749,K04456
g11750,K12196
g11751,
g11752,
g11753,
g11754,
g11755,
g11756,
g11757,K27389
g11758,
g11759,
g11760,
g11761,
g11762,
g11763,
g11764,
g11765,
g11766,
g11767,
g11768,
g11769,
g11770,
g11771,
g11772,
g11773,
g11774,
g11775,
g11776,
g11777,
g11778,
g11779,
g11780,
g11781,K03686
g11782,
g11783,K03943
g11784,
g11785,
g11786,
g11787,
g11788,
g11789,
g11790,
g11791,
g11792,
g11793,
g11794,
g11795,
g11796,
g11797,
g11798,
g11799,
g11800,
g11801,
g11802,
g11803,
g11804,
g11805,
g11806,K05728
g11807,
g11808,K14844
g11809,
g11810,
g11811,K14802
g11812,K03870
g11812,K10427
g11813,K00858
g11814,K20296
g11815,K02150
g11816,
g11817,K06674
g11818,K11806
g11819,
g11820,
g11820,
g11821,K15174
g11821,K15174
g11822,
g11823,K19306
g11824,K12160
g11825,K03037
g11826,
g11827,K02917
g11828,K02735
g11829,K15110
g11830,K13099
g11831,
g11832,
g11833,
g11834,
g11835,
g11836,
g11837,
g11838,K13139
g11838,K13139
g11839,K12345
g11840,K07304
g11841,K12892
g11842,K10583
g11843,K07071
g11844,K14523
g11845,K03145
g11846,K07918
g11847,K05906
g11848,K07756
g11849,K08991
g11850,K09497
g11850,K09497
g11851,K03685
g11852,K03438
g11853,
g11854,
g11855,
g11856,
g11857,
g11858,
g11859,
g11860,
g11861,
g11862,
g11863,
g11864,
g11865,
g11866,
g11867,
g11868,
g11869,
g11870,
g11871,K08653
g11872,
g11873,
g11874,
g11875,
g11876,K15407
g11877,
g11878,
g11879,K11976
g11880,
g11881,
g11882,
g11883,K11153
g11884,K08735
g11885,K08342
g11885,K08342
g11886,K10600
g11887,
g11888,K20471
g11889,
g11890,
g11891,K14766
g11892,
g11893,
g11894,K07950
g11895,
g11896,K18168
g11897,K11366
g11898,K03036
g11898,K03036
g11899,
g11899,K01527
g11900,
g11901,K10896
g11902,
g11903,K01194
g11904,
g11905,K03099
g11906,K17888
g11907,K20221
g11908,
g11909,
g11910,
g11911,K03456
g11912,
g11913,
g11914,
g11915,
g11916,K22763
g11917,
g11918,
g11919,K00993
g11920,
g11920,
g11920,
g11921,K12599
g11922,
g11922,
g11923,
g11924,K07442
g11925,
g11926,K01835
g11926,K01835
g11927,K03177
g11928,
g11929,
g11930,
g11931,
g11932,
g11933,
g11934,
g11935,
g11936,
g11937,
g11938,
g11939,
g11940,
g11941,K22544
g11942,
g11943,
g11944,K02183
g11944,K02183
g11945,
g11946,
g11947,
g11948,K25770
g11949,K01934
g11950,K11863
g11951,
g11952,
g11953,K20223
g11954,
g11955,
g11955,
g11956,
g11957,
g11958,K03265
g11959,K03511
g11959,K20242
g11960,
g11961,
g11962,
g11963,
g11964,
g11965,
g11966,
g11967,
g11967,
g11967,
g11968,
g11969,
g11970,
g11971,
g11972,K03283
g11973,K00573
g11973,K00573
g11974,
g11975,
g11976,
g11977,
g11978,
g11979,
g11980,
g11981,
g11982,
g11983,
g11984,
g11985,
g11986,
g11987,
g11988,
g11989,
g11990,
g11991,
g11992,
g11993,
g11994,
g11995,
g11996,
g11997,
g11998,
g11999,
g12000,
g12001,
g12002,
g12003,
g12004,
g12005,
g12006,
g12007,
g12008,
g12009,
g12010,
g12011,
g12012,
g12013,
g12014,
g12015,
g12016,
g12017,
g12018,
g12019,
g12020,
g12021,
g12022,
g12023,
g12024,
g12025,
g12026,
g12027,
g12028,
g12029,
g12030,
g12031,
g12032,
g12033,
g12034,
g12035,
g12036,
g12037,
g12038,
g12039,
g12040,
g12041,
g12042,
g12043,
g12044,
g12045,
g12046,
g12047,
g12048,
g12049,
g12050,
g12051,
g12052,
g12053,
g12054,
g12055,
g12056,
g12057,
g12058,
g12059,
g12060,
g12061,
g12062,
g12063,
g12064,
g12065,
g12066,
g12067,
g12068,
g12069,
g12070,
g12071,
g12072,
g12072,
g12073,K02966
g12073,K02966
g12074,
g12074,
g12075,K14405
g12076,K12394
g12077,K02147
g12078,
g12079,
g12080,K01489
g12081,
g12081,
g12082,
g12083,
g12084,
g12085,
g12086,
g12087,
g12088,
g12089,
g12090,
g12091,
g12092,
g12093,
g12094,
g12095,
g12096,
g12097,
g12098,K10858
g12099,K26421
g12100,
g12101,K15271
g12101,K15271
g12102,K14709
g12103,
g12104,
g12105,
g12106,
g12107,
g12108,
g12109,
g12110,
g12111,
g12112,
g12113,
g12114,
g12115,
g12116,
g12117,
g12118,
g12119,
g12120,
g12121,
g12122,
g12123,
g12124,
g12125,
g12126,
g12127,
g12128,
g12129,
g12130,
g12131,
g12132,
g12133,
g12134,
g12135,
g12136,
g12137,
g12138,
g12139,
g12140,
g12141,
g12142,
g12143,
g12144,
g12145,
g12146,
g12147,
g12148,
g12149,
g12150,
g12151,
g12152,
g12153,
g12154,
g12155,
g12156,
g12157,
g12158,
g12159,
g12160,
g12161,K17700
g12162,
g12163,K11866
g12164,K11363
g12165,
g12166,
g12167,K14552
g12168,
g12169,
g12170,
g12171,
g12172,
g12173,K13717
g12173,K13717
g12174,
g12174,
g12175,
g12175,
g12176,K20794
g12177,K00326
g12178,K03846
g12179,K20179
g12180,
g12181,K12734
g12182,
g12183,
g12184,
g12185,K01764
g12186,
g12187,
g12188,
g12189,K00759
g12190,
g12190,
g12191,K01061
g12192,
g12193,K10871
g12194,
g12195,K14545
g12196,K27103
g12197,K00058
g12198,K07566
g12199,
g12200,
g12201,
g12202,
g12203,
g12204,
g12205,
g12206,
g12207,
g12207,
g12208,K00901
g12209,
g12210,
g12211,
g12212,
g12213,
g12214,
g12215,
g12216,
g12217,
g12218,
g12219,
g12220,
g12221,K06676
g12222,K12391
g12223,K11087
g12224,
g12225,
g12225,
g12226,K14843
g12227,
g12228,
g12228,
g12229,
g12230,K12589
g12231,
g12232,
g12233,K06678
g12234,
g12235,
g12236,
g12237,
g12238,
g12239,K00791
g12239,K00791
g12239,
g12240,K01495
g12241,
g12242,K06689
g12243,K00864
g12244,
g12245,K20286
g12246,K14308
g12247,
g12247,
g12248,K01164
g12249,K10878
g12250,K15262
g12251,
g12252,K20289
g12253,
g12254,
g12255,K02889
g12255,K02889
g12256,K17782
g12257,K12603
g12258,K05767
g12259,K15281
g12260,K22756
g12261,
g12262,
g12263,
g12264,
g12265,
g12266,
g12267,
g12268,
g12269,
g12270,
g12271,
g12272,
g12273,
g12274,
g12275,
g12276,
g12277,
g12278,
g12279,
g12280,
g12281,
g12282,
g12283,K05110
g12284,
g12285,
g12286,
g12287,
g12288,K11754
g12289,
g12289,
g12290,
g12291,K26160
g12292,
g12293,K05011
g12294,
g12295,
g12296,
g12297,
g12298,
g12299,
g12300,
g12301,
g12302,
g12303,
g12304,
g12305,
g12306,
g12307,
g12308,
g12309,
g12310,
g12311,
g12312,
g12313,
g12314,
g12315,
g12316,
g12317,
g12318,
g12319,
g12320,
g12321,
g12322,
g12323,
g12324,
g12325,
g12326,
g12327,
g12328,K18729
g12329,K08517
g12330,K23028
g12331,
g12332,
g12333,
g12334,
g12335,
g12336,
g12337,
g12338,
g12339,
g12340,
g12341,
g12342,
g12343,
g12344,
g12345,
g12346,
g12347,
g12348,
g12349,K16815
g12350,
g12351,
g12352,
g12353,
g12354,
g12355,
g12356,
g12357,
g12358,
g12358,
g12359,
g12360,
g12361,
g12361,
g12362,K08896
g12362,
g12363,K03506
g12364,K15561
g12365,
g12365,
g12366,K09550
g12367,
g12368,
g12369,K20827
g12370,
g12371,
g12372,
g12373,
g12374,
g12375,
g12376,
g12377,
g12378,
g12379,
g12380,
g12381,
g12382,
g12383,
g12384,
g12385,
g12386,
g12387,
g12388,
g12389,K20858
g12390,
g12391,
g12392,K11340
g12393,
g12394,
g12395,
g12396,
g12397,K03262
g12398,K15258
g12399,K22144
g12400,K04460
g12401,K01613
g12402,
g12403,K19511
g12404,
g12405,
g12406,
g12407,
g12408,
g12409,
g12410,
g12411,
g12412,
g12413,
g12414,
g12415,
g12416,
g12417,
g12418,
g12419,
g12420,K24342
g12421,
g12422,K00889
g12423,K00234
g12423,K00234
g12424,K17887
g12425,K09539
g12426,
g12427,K11968
g12428,K01512
g12428,
g12429,
g12430,
g12430,
g12431,
g12432,
g12433,K10536
g12434,K11661
g12435,K08518
g12436,
g12437,
g12438,
g12439,
g12440,K14842
g12441,
g12442,K01158
g12442,
g12443,K11348
g12444,
g12444,K07827
g12445,K10396
g12446,K14842
g12447,K18740
g12448,
g12449,
g12450,K21248
g12451,K01113
g12452,
g12453,
g12454,
g12455,
g12456,
g12457,
g12458,
g12459,
g12460,
g12461,
g12462,
g12463,
g12464,
g12465,
g12466,
g12467,
g12468,
g12469,
g12470,
g12471,
g12472,
g12473,K03099
g12473,K03099
g12473,K03099
g12474,K03648
g12475,
g12476,
g12476,
g12477,K08683
g12478,
g12479,K12200
g12480,K11864
g12481,
g12482,
g12483,K27694
g12484,K25210
g12484,
g12485,K01953
g12486,K18681
g12487,K27906
g12488,K06620
g12489,
g12490,K17605
g12491,K20367
g12492,K13506
g12493,
g12494,
g12495,
g12496,
g12497,
g12498,
g12499,
g12500,
g12501,
g12501,
g12502,
g12502,
g12502,
g12503,
g12503,
g12503,
g12504,
g12505,K02926
g12506,
g12507,
g12508,
g12509,
g12510,K00949
g12511,
g12512,K10683
g12512,K06867
g12513,K05542
g12514,K03236
g12515,
g12516,K06943
g12517,
g12518,K17427
g12519,
g12520,K11587
g12521,K23966
g12522,K07955
g12523,K12813
g12524,K13109
g12525,
g12526,K04411
g12527,K01462
g12528,
g12529,
g12530,
g12531,K11886
g12531,
g12532,
g12533,K15710
g12533,
g12534,
g12535,
g12536,
g12537,
g12538,
g12539,
g12540,
g12541,
g12542,
g12543,
g12544,
g12545,
g12546,
g12547,
g12548,
g12549,
g12550,
g12551,
g12552,
g12553,
g12554,
g12555,
g12556,K18468
g12557,K08009
g12558,
g12559,K12504
g12559,K12504
g12560,K07575
g12561,
g12562,
g12563,
g12564,K03231
g12564,K03231
g12565,K18080
g12566,K08504
g12567,K10364
g12568,K23308
g12569,
g12570,K17543
g12571,
g12571,
g12572,
g12573,K02541
g12574,K17971
g12575,K14403
g12575,K14403
g12576,K15340
g12576,K15340
g12577,
g12578,
g12578,K10843
g12579,K15188
g12579,K15188
g12580,K05760
g12581,
g12582,
g12583,
g12584,
g12585,
g12586,
g12587,
g12588,
g12589,
g12590,
g12591,
g12592,K08343
g12593,
g12594,K12733
g12595,K22072
g12595,K22072
g12596,K26501
g12597,
g12598,K10576
g12599,
g12599,
g12599,
g12600,
g12601,K04409
g12601,K04409
g12602,K02987
g12603,
g12604,K00939
g12605,
g12606,K19027
g12606,K19027
g12607,K20285
g12607,
g12608,
g12609,K14554
g12610,K00666
g12610,K08745
g12611,
g12612,
g12613,
g12614,
g12615,
g12616,
g12617,
g12618,
g12619,
g12620,
g12621,
g12622,
g12623,
g12624,
g12625,K01101
g12626,K24780
g12627,
g12628,K26216
g12629,K10085
g12629,K10085
g12629,K10085
g12630,K23424
g12631,
g12632,K12818
g12632,K12818
g12633,K14439
g12634,K07904
g12634,K07905
g12634,K07904
g12635,
g12636,
g12637,
g12638,
g12639,K07739
g12640,
g12641,
g12642,
g12643,
g12644,
g12645,
g12646,
g12647,
g12648,
g12648,
g12649,
g12650,
g12651,
g12652,
g12653,
g12654,
g12655,
g12656,
g12657,
g12658,
g12659,
g12660,
g12661,
g12662,
g12663,
g12664,
g12665,
g12666,K01966
g12667,K25817
g12668,K11492
g12669,
g12670,
g12671,
g12672,
g12673,
g12674,
g12675,K00573
g12675,K00573
g12676,K23628
g12676,K23628
g12677,
g12678,
g12679,K15084
g12679,
g12680,
g12681,K24758
g12681,K22987
g12682,K22074
g12683,K15120
g12684,
g12684,
g12685,
g12686,
g12687,K20642
g12688,K08596
g12689,
g12689,
g12690,
g12691,K03260
g12692,
g12693,
g12694,
g12695,
g12696,
g12697,
g12698,
g12699,
g12700,
g12701,
g12702,
g12703,
g12704,
g12705,
g12706,
g12707,
g12708,
g12709,
g12710,
g12711,
g12712,
g12713,
g12714,
g12715,
g12716,
g12717,
g12718,
g12719,
g12720,
g12721,
g12722,
g12723,
g12724,
g12725,
g12726,
g12727,
g12728,
g12729,
g12730,
g12731,
g12732,
g12733,
g12734,
g12735,
g12736,
g12737,
g12738,
g12739,
