Orthogroup	bc2001_braker	vvermcdc19_braker
OG0003125	bc2001_g4263.t1, bc2001_g4263.t2	vverm_g13245.t1
OG0003126	bc2001_g14055.t1	vverm_g12685.t1
OG0003127	bc2001_g10859.t1	vverm_g14606.t2, vverm_g14606.t1
OG0003128	bc2001_g11091.t3, bc2001_g11091.t2, bc2001_g11091.t1	vverm_g7497.t1
OG0003129	bc2001_g12411.t2, bc2001_g12411.t1	vverm_g7887.t1
OG0003130	bc2001_g19455.t1	vverm_g1982.t1
OG0003132	bc2001_g12172.t1	vverm_g10063.t1
OG0003134	bc2001_g12105.t1, bc2001_g12105.t2	vverm_g10091.t2
OG0003135	bc2001_g3977.t1	vverm_g9109.t1
OG0003136	bc2001_g16067.t1	vverm_g9104.t2, vverm_g9104.t1
OG0003137	bc2001_g7671.t1	vverm_g7011.t1
OG0003138	bc2001_g7591.t3	vverm_g7013.t1
OG0003139	bc2001_g15876.t1	vverm_g6032.t1
OG0003140	bc2001_g14621.t1	vverm_g16814.t1
OG0003142	bc2001_g19146.t1	vverm_g1948.t1
OG0003143	bc2001_g9096.t1	vverm_g10202.t1
OG0003144	bc2001_g4256.t1	vverm_g13240.t1
OG0003145	bc2001_g16817.t1	vverm_g627.t1
OG0003146	bc2001_g16184.t1, bc2001_g16184.t2	vverm_g16919.t1
OG0003147	bc2001_g11507.t1	vverm_g6805.t1
OG0003148	bc2001_g125.t1	vverm_g7076.t1
OG0003149	bc2001_g10061.t1	vverm_g10272.t1
OG0003150	bc2001_g18919.t1, bc2001_g18919.t2	vverm_g16408.t1
OG0003151	bc2001_g11558.t1	vverm_g14705.t1, vverm_g15167.t1
OG0003152	bc2001_g9803.t1	vverm_g1675.t1
OG0003153	bc2001_g9419.t1	vverm_g2318.t1
OG0003154	bc2001_g11515.t1	vverm_g6810.t1
OG0003155	bc2001_g2155.t1	vverm_g7150.t1, vverm_g7150.t2
OG0003156	bc2001_g11575.t1	vverm_g16493.t2, vverm_g16493.t1
OG0003158	bc2001_g19080.t1	vverm_g1843.t1, vverm_g9332.t1
OG0003159	bc2001_g17190.t1	vverm_g3256.t1, vverm_g3256.t2
OG0003160	bc2001_g1003.t2, bc2001_g1003.t1	vverm_g14302.t1
OG0003161	bc2001_g17048.t1, bc2001_g17048.t2	vverm_g15950.t1
OG0003162	bc2001_g10132.t1	vverm_g7996.t1, vverm_g7996.t2
OG0003164	bc2001_g872.t1, bc2001_g873.t1	vverm_g6850.t1
OG0003165	bc2001_g15589.t1, bc2001_g15589.t2	vverm_g6036.t1
OG0003166	bc2001_g16750.t3, bc2001_g16750.t1	vverm_g670.t1
OG0003167	bc2001_g7348.t1	vverm_g15339.t1
OG0003168	bc2001_g16668.t1	vverm_g8568.t1
OG0003169	bc2001_g105.t1	vverm_g13195.t1, vverm_g13195.t2
OG0003170	bc2001_g16465.t2, bc2001_g16465.t1	vverm_g8782.t1
OG0003171	bc2001_g16491.t1	vverm_g8768.t1
OG0003172	bc2001_g4914.t1	vverm_g4429.t1
OG0003173	bc2001_g2827.t1	vverm_g6451.t2, vverm_g6451.t1
OG0003174	bc2001_g4920.t3	vverm_g12648.t1
OG0003175	bc2001_g10949.t1	vverm_g11825.t1
OG0003177	bc2001_g3889.t1	vverm_g3758.t1
OG0003178	bc2001_g10136.t1	vverm_g10278.t1
OG0003179	bc2001_g5797.t1	vverm_g13891.t1, vverm_g6742.t1
OG0003180	bc2001_g5788.t1	vverm_g8299.t1
OG0003181	bc2001_g18904.t1, bc2001_g18903.t1	vverm_g5646.t1
OG0003183	bc2001_g17629.t1	vverm_g4903.t1
OG0003184	bc2001_g5488.t1	vverm_g8316.t1
OG0003185	bc2001_g2425.t1	vverm_g7946.t1, vverm_g3832.t1
OG0003186	bc2001_g18337.t1	vverm_g14473.t1
OG0003187	bc2001_g8533.t2, bc2001_g8533.t1	vverm_g15053.t1
OG0003188	bc2001_g8779.t1	vverm_g15974.t1
OG0003189	bc2001_g11305.t1, bc2001_g4675.t1	vverm_g4012.t1
OG0003190	bc2001_g15575.t1	vverm_g5867.t1, vverm_g14072.t1
OG0003191	bc2001_g65.t1	vverm_g6234.t1, vverm_g9715.t1
OG0003193	bc2001_g17199.t1	vverm_g3243.t1
OG0003194	bc2001_g17201.t1	vverm_g3241.t1, vverm_g3241.t2
OG0003195	bc2001_g11471.t1	vverm_g11659.t1
OG0003196	bc2001_g45.t1	vverm_g13244.t1
OG0003197	bc2001_g16565.t2, bc2001_g16565.t1	vverm_g8727.t1
OG0003198	bc2001_g2565.t1	vverm_g15637.t1
OG0003199	bc2001_g10525.t1	vverm_g5141.t1
OG0003200	bc2001_g296.t1	vverm_g8207.t2, vverm_g8207.t1
OG0003201	bc2001_g9359.t1, bc2001_g9359.t2	vverm_g5009.t1
OG0003202	bc2001_g16497.t1, bc2001_g16497.t2	vverm_g8762.t1
OG0003203	bc2001_g6426.t1	vverm_g13129.t1, vverm_g12485.t1
OG0003204	bc2001_g13800.t1, bc2001_g13800.t2	vverm_g343.t1
OG0003205	bc2001_g10531.t1	vverm_g5110.t1, vverm_g5110.t2
OG0003206	bc2001_g14059.t1	vverm_g12691.t1
OG0003207	bc2001_g14006.t1	vverm_g12677.t1
OG0003208	bc2001_g14005.t1	vverm_g12676.t2, vverm_g12676.t1
OG0003209	bc2001_g19084.t1	vverm_g9338.t1, vverm_g1849.t1
OG0003211	bc2001_g7358.t1	vverm_g13200.t1, vverm_g13200.t2
OG0003212	bc2001_g6315.t1	vverm_g13903.t1, vverm_g6757.t1
OG0003213	bc2001_g4254.t1, bc2001_g4254.t2	vverm_g13220.t1
OG0003214	bc2001_g17323.t1	vverm_g11471.t1
OG0003215	bc2001_g9526.t1	vverm_g3148.t2, vverm_g3148.t1
OG0003216	bc2001_g19518.t1	vverm_g4173.t1
OG0003217	bc2001_g19586.t1	vverm_g8817.t1
OG0003218	bc2001_g14721.t1	vverm_g15345.t1
OG0003219	bc2001_g4290.t4	vverm_g15031.t1
OG0003220	bc2001_g7917.t1	vverm_g7849.t1
OG0003221	bc2001_g1154.t1	vverm_g5160.t1
OG0003223	bc2001_g7969.t1	vverm_g6115.t1
OG0003224	bc2001_g8445.t1	vverm_g12231.t1
OG0003225	bc2001_g6434.t1, bc2001_g6434.t2	vverm_g13224.t1
OG0003226	bc2001_g291.t1, bc2001_g291.t2	vverm_g8206.t1
OG0003227	bc2001_g2246.t1	vverm_g12296.t1
OG0003228	bc2001_g19096.t1	vverm_g1903.t1, vverm_g8864.t1
OG0003229	bc2001_g10231.t1	vverm_g15162.t1, vverm_g14710.t1
OG0003230	bc2001_g19120.t1	vverm_g1928.t1
OG0003232	bc2001_g13676.t1	vverm_g259.t1
OG0003233	bc2001_g17195.t1	vverm_g3250.t1
OG0003234	bc2001_g8504.t2	vverm_g12258.t1
OG0003235	bc2001_g1096.t3	vverm_g5185.t1, vverm_g5185.t2
OG0003236	bc2001_g2334.t1	vverm_g11258.t1
OG0003239	bc2001_g72.t1	vverm_g6979.t1
OG0003240	bc2001_g15155.t1	vverm_g14177.t1
OG0003241	bc2001_g9546.t1	vverm_g3140.t1, vverm_g3140.t2
OG0003242	bc2001_g8995.t1, bc2001_g18942.t1	vverm_g16373.t1
OG0003243	bc2001_g17481.t2, bc2001_g17481.t1	vverm_g13789.t1, vverm_g13789.t2
OG0003244	bc2001_g5884.t1	vverm_g14856.t1
OG0003245	bc2001_g6166.t1, bc2001_g6166.t2	vverm_g5757.t1
OG0003246	bc2001_g18427.t1	vverm_g13392.t1
OG0003247	bc2001_g15700.t1	vverm_g5991.t1
OG0003248	bc2001_g15649.t1	vverm_g16642.t1, vverm_g14372.t1
OG0003249	bc2001_g25.t1	vverm_g7562.t1, vverm_g7562.t2
OG0003250	bc2001_g15885.t1	vverm_g6026.t2, vverm_g6026.t1
OG0003251	bc2001_g17649.t2, bc2001_g17649.t1	vverm_g4956.t1
OG0003252	bc2001_g15555.t1	vverm_g14064.t1, vverm_g5875.t1
OG0003253	bc2001_g10552.t1, bc2001_g10552.t2	vverm_g13634.t1
OG0003254	bc2001_g8347.t1	vverm_g956.t1
OG0003255	bc2001_g12761.t1	vverm_g7020.t1
OG0003256	bc2001_g3824.t1	vverm_g8637.t1
OG0003258	bc2001_g10521.t1	vverm_g5137.t2, vverm_g5137.t1
OG0003259	bc2001_g14882.t1	vverm_g7721.t1
OG0003260	bc2001_g9825.t1	vverm_g1639.t1
OG0003261	bc2001_g8316.t2, bc2001_g8316.t1	vverm_g9933.t1
OG0003262	bc2001_g16812.t1	vverm_g630.t1
OG0003263	bc2001_g1107.t1	vverm_g8690.t1
OG0003264	bc2001_g17121.t1	vverm_g3315.t1
OG0003265	bc2001_g9672.t1	vverm_g6002.t4
OG0003266	bc2001_g6619.t1	vverm_g4549.t1
OG0003267	bc2001_g18502.t1	vverm_g13350.t1
OG0003268	bc2001_g5341.t1, bc2001_g5341.t2	vverm_g14926.t1
OG0003270	bc2001_g18256.t1	vverm_g2640.t1
OG0003271	bc2001_g8632.t1, bc2001_g8632.t2	vverm_g12098.t1
OG0003273	bc2001_g14421.t1, bc2001_g14421.t2	vverm_g108.t1
OG0003274	bc2001_g19612.t1	vverm_g9727.t1
OG0003275	bc2001_g13665.t1	vverm_g261.t1
OG0003276	bc2001_g19142.t1	vverm_g1945.t1, vverm_g9610.t1
OG0003277	bc2001_g10189.t3	vverm_g10305.t1, vverm_g10305.t2
OG0003278	bc2001_g8396.t1	vverm_g12029.t1
OG0003279	bc2001_g12495.t1	vverm_g1290.t2, vverm_g1290.t1
OG0003280	bc2001_g409.t1	vverm_g1735.t1, vverm_g12607.t1
OG0003281	bc2001_g8722.t1	vverm_g12111.t2, vverm_g12111.t1
OG0003282	bc2001_g9715.t1	vverm_g3725.t1
OG0003283	bc2001_g6825.t1	vverm_g15703.t1, vverm_g15703.t2, vverm_g4618.t1
OG0003284	bc2001_g5060.t1	vverm_g2484.t1
OG0003285	bc2001_g10283.t1	vverm_g13127.t1, vverm_g12483.t1
OG0003286	bc2001_g12981.t1	vverm_g9780.t1
OG0003287	bc2001_g10294.t1	vverm_g10362.t1
OG0003288	bc2001_g18740.t1	vverm_g13859.t1
OG0003289	bc2001_g4175.t2, bc2001_g4175.t1	vverm_g3768.t1
OG0003290	bc2001_g407.t1	vverm_g1721.t1, vverm_g1736.t1
OG0003291	bc2001_g7371.t1, bc2001_g7371.t2	vverm_g4542.t1
OG0003293	bc2001_g5368.t1	vverm_g14885.t1
OG0003294	bc2001_g18260.t1	vverm_g5597.t1
OG0003295	bc2001_g126.t1, bc2001_g126.t2	vverm_g16795.t1
OG0003296	bc2001_g15905.t1, bc2001_g12200.t1	vverm_g5405.t1
OG0003297	bc2001_g19148.t1	vverm_g1955.t1, vverm_g1955.t2
OG0003298	bc2001_g4773.t1	vverm_g9505.t2, vverm_g9505.t1
OG0003299	bc2001_g15882.t1, bc2001_g15883.t1	vverm_g6027.t1
OG0003300	bc2001_g17491.t3, bc2001_g17491.t2, bc2001_g17491.t1	vverm_g16732.t1
OG0003301	bc2001_g1343.t1	vverm_g10832.t1
OG0003302	bc2001_g9655.t1	vverm_g3660.t1
OG0003303	bc2001_g12670.t1, bc2001_g12630.t1	vverm_g13250.t1
OG0003304	bc2001_g11629.t1	vverm_g4484.t1, vverm_g15774.t1
OG0003305	bc2001_g6972.t1	vverm_g14550.t1
OG0003306	bc2001_g1348.t1	vverm_g10814.t1
OG0003307	bc2001_g17834.t1	vverm_g12070.t1, vverm_g13787.t1
OG0003308	bc2001_g10428.t1	vverm_g8457.t1
OG0003309	bc2001_g13315.t1	vverm_g7177.t1
OG0003311	bc2001_g17471.t2	vverm_g13731.t1
OG0003312	bc2001_g1842.t1, bc2001_g1842.t2	vverm_g11055.t1
OG0003314	bc2001_g8324.t1	vverm_g6163.t1, vverm_g6158.t1
OG0003315	bc2001_g13249.t1, bc2001_g13248.t1	vverm_g5785.t1, vverm_g5785.t2
OG0003316	bc2001_g18032.t2	vverm_g2944.t1
OG0003317	bc2001_g16599.t1	vverm_g8635.t1
OG0003318	bc2001_g9457.t1	vverm_g12171.t2, vverm_g12171.t1
OG0003319	bc2001_g9688.t1	vverm_g3697.t1
OG0003320	bc2001_g5435.t1	vverm_g14816.t1
OG0003321	bc2001_g8494.t1	vverm_g16006.t1, vverm_g3759.t1
OG0003322	bc2001_g18248.t1	vverm_g2337.t1, vverm_g2337.t2
OG0003323	bc2001_g2122.t1	vverm_g2987.t1, vverm_g14966.t1
OG0003324	bc2001_g10197.t1	vverm_g10303.t1, vverm_g10303.t2
OG0003327	bc2001_g18856.t2, bc2001_g18856.t1	vverm_g2501.t1
OG0003329	bc2001_g8987.t1, bc2001_g10998.t1	vverm_g6652.t1
OG0003330	bc2001_g5968.t1	vverm_g14987.t1
OG0003331	bc2001_g18595.t1	vverm_g13956.t1
OG0003332	bc2001_g16271.t1, bc2001_g16270.t1	vverm_g16178.t1
OG0003333	bc2001_g5135.t1	vverm_g5264.t1
OG0003334	bc2001_g23.t1	vverm_g6970.t1, vverm_g6970.t2
OG0003335	bc2001_g14879.t2, bc2001_g14879.t1	vverm_g8132.t1
OG0003336	bc2001_g12493.t1	vverm_g1283.t1
OG0003337	bc2001_g14066.t1	vverm_g12689.t1
OG0003338	bc2001_g145.t1	vverm_g11718.t1, vverm_g789.t1
OG0003339	bc2001_g2224.t1	vverm_g4264.t1
OG0003340	bc2001_g6367.t1	vverm_g46.t1
OG0003341	bc2001_g11232.t1	vverm_g4309.t1
OG0003342	bc2001_g19501.t1	vverm_g4156.t1
OG0003343	bc2001_g19538.t2, bc2001_g19538.t1	vverm_g4150.t1
OG0003344	bc2001_g14714.t1, bc2001_g14714.t2	vverm_g9136.t1
OG0003347	bc2001_g7887.t1	vverm_g7767.t1
OG0003348	bc2001_g6983.t1, bc2001_g6983.t2	vverm_g12869.t1
OG0003349	bc2001_g8723.t1, bc2001_g8723.t2	vverm_g9372.t1
OG0003351	bc2001_g11369.t1	vverm_g9460.t1
OG0003352	bc2001_g13916.t1	vverm_g11350.t1, vverm_g3586.t1
OG0003353	bc2001_g76.t1	vverm_g9811.t2, vverm_g9811.t1
OG0003354	bc2001_g3857.t1	vverm_g9893.t2, vverm_g9893.t1
OG0003355	bc2001_g16700.t1	vverm_g736.t1
OG0003356	bc2001_g5574.t1	vverm_g1612.t1
OG0003357	bc2001_g10862.t1	vverm_g14596.t1
OG0003358	bc2001_g18301.t1	vverm_g2558.t1
OG0003359	bc2001_g1869.t1	vverm_g11002.t1
OG0003360	bc2001_g4819.t1	vverm_g4823.t1, vverm_g4823.t2, vverm_g12586.t1
OG0003361	bc2001_g14308.t1, bc2001_g14308.t2	vverm_g1364.t1
OG0003362	bc2001_g5971.t1, bc2001_g5971.t2	vverm_g8192.t1
OG0003363	bc2001_g14947.t1	vverm_g7681.t1
OG0003364	bc2001_g10207.t1	vverm_g10316.t3, vverm_g10316.t1
OG0003365	bc2001_g7561.t1	vverm_g15535.t1
OG0003366	bc2001_g6975.t1, bc2001_g6975.t2	vverm_g12898.t1
OG0003367	bc2001_g19527.t1	vverm_g4154.t1
OG0003368	bc2001_g7072.t1, bc2001_g7072.t3, bc2001_g7072.t2	vverm_g40.t1
OG0003369	bc2001_g9820.t1	vverm_g14159.t1, vverm_g14159.t2
OG0003370	bc2001_g7764.t1	vverm_g3356.t1
OG0003371	bc2001_g16909.t1	vverm_g9609.t1, vverm_g9609.t2
OG0003373	bc2001_g13111.t1	vverm_g143.t1
OG0003374	bc2001_g14817.t1	vverm_g3189.t1, vverm_g7984.t1
OG0003375	bc2001_g16992.t1	vverm_g15971.t1
OG0003376	bc2001_g770.t1	vverm_g1204.t1
OG0003377	bc2001_g17067.t1	vverm_g2387.t1, vverm_g1251.t1
OG0003379	bc2001_g9889.t1	vverm_g4213.t2, vverm_g4213.t1
OG0003380	bc2001_g18440.t1	vverm_g13367.t1
OG0003381	bc2001_g14102.t1	vverm_g16630.t1, vverm_g12709.t1
OG0003382	bc2001_g18406.t1	vverm_g13420.t1
OG0003383	bc2001_g18434.t1	vverm_g13378.t1
OG0003384	bc2001_g18433.t1	vverm_g13377.t1
OG0003385	bc2001_g13288.t1	vverm_g14221.t1, vverm_g5897.t1, vverm_g14042.t1
OG0003386	bc2001_g6408.t1	vverm_g3958.t1
OG0003387	bc2001_g14075.t1, bc2001_g14075.t2	vverm_g12681.t1
OG0003388	bc2001_g18771.t2, bc2001_g18771.t1	vverm_g11230.t1
OG0003389	bc2001_g6985.t1	vverm_g8202.t1
OG0003390	bc2001_g5700.t1	vverm_g12573.t1
OG0003391	bc2001_g9508.t1	vverm_g785.t1, vverm_g11722.t1
OG0003392	bc2001_g9658.t1	vverm_g3625.t1
OG0003393	bc2001_g9522.t1	vverm_g3143.t1
OG0003394	bc2001_g14143.t1, bc2001_g14143.t2	vverm_g12734.t1
OG0003395	bc2001_g14904.t1	vverm_g7707.t1
OG0003396	bc2001_g2403.t1	vverm_g11292.t1
OG0003397	bc2001_g16606.t1	vverm_g8658.t2, vverm_g8658.t1
OG0003398	bc2001_g5820.t1	vverm_g14801.t1, vverm_g14801.t2
OG0003399	bc2001_g1134.t1, bc2001_g1134.t2	vverm_g8547.t1
OG0003401	bc2001_g16732.t1	vverm_g657.t1
OG0003402	bc2001_g9718.t1	vverm_g3731.t1
OG0003403	bc2001_g7754.t1, bc2001_g7754.t2	vverm_g2259.t2, vverm_g2259.t1
OG0003404	bc2001_g769.t1	vverm_g1213.t1
OG0003405	bc2001_g19504.t1	vverm_g4157.t1
OG0003406	bc2001_g18328.t1	vverm_g2615.t1
OG0003407	bc2001_g3815.t1, bc2001_g19684.t1	vverm_g10609.t1
OG0003408	bc2001_g10184.t1	vverm_g11964.t1
OG0003409	bc2001_g5586.t1	vverm_g7988.t1
OG0003410	bc2001_g9388.t1	vverm_g2317.t1
OG0003411	bc2001_g6250.t1	vverm_g5750.t1
OG0003412	bc2001_g12407.t1, bc2001_g12407.t2	vverm_g647.t1
OG0003413	bc2001_g14712.t1	vverm_g1344.t1
OG0003414	bc2001_g15340.t1	vverm_g2836.t1, vverm_g14638.t1
OG0003415	bc2001_g10384.t2	vverm_g8522.t1
OG0003417	bc2001_g9366.t1	vverm_g2304.t1
OG0003419	bc2001_g5174.t1	vverm_g6556.t1
OG0003420	bc2001_g2297.t1	vverm_g11253.t1
OG0003421	bc2001_g12810.t1	vverm_g11184.t1
OG0003422	bc2001_g3940.t2, bc2001_g3940.t1	vverm_g15505.t1
OG0003423	bc2001_g7982.t1	vverm_g13693.t1
OG0003424	bc2001_g2321.t1	vverm_g11260.t1
OG0003425	bc2001_g19709.t1	vverm_g4436.t1
OG0003426	bc2001_g11394.t2, bc2001_g11394.t1	vverm_g5143.t1, vverm_g16286.t1
OG0003427	bc2001_g9421.t1	vverm_g2329.t1, vverm_g2328.t1
OG0003428	bc2001_g5132.t1	vverm_g2799.t1
OG0003429	bc2001_g2335.t1	vverm_g11257.t1, vverm_g11257.t2
OG0003430	bc2001_g16587.t1	vverm_g8709.t1
OG0003431	bc2001_g18311.t1	vverm_g11404.t1, vverm_g11404.t2
OG0003432	bc2001_g6024.t1	vverm_g4405.t1
OG0003433	bc2001_g17200.t1	vverm_g3242.t1, vverm_g3242.t2
OG0003434	bc2001_g7132.t1	vverm_g12899.t2, vverm_g12899.t1
OG0003435	bc2001_g17136.t1	vverm_g3302.t1, vverm_g3302.t2
OG0003436	bc2001_g16890.t1	vverm_g596.t1
OG0003437	bc2001_g2978.t1	vverm_g1673.t1
OG0003438	bc2001_g1710.t1	vverm_g4091.t1, vverm_g4091.t2
OG0003439	bc2001_g14823.t1	vverm_g3194.t1
OG0003440	bc2001_g19149.t1, bc2001_g19149.t2	vverm_g1954.t1
OG0003441	bc2001_g11409.t1	vverm_g15595.t1, vverm_g483.t1
OG0003442	bc2001_g6523.t1	vverm_g12460.t1
OG0003443	bc2001_g10513.t1	vverm_g3904.t1
OG0003444	bc2001_g9277.t1	vverm_g1742.t1, vverm_g1156.t1
OG0003445	bc2001_g16485.t1	vverm_g11885.t1, vverm_g8775.t1
OG0003446	bc2001_g4347.t1, bc2001_g4347.t2	vverm_g13985.t1
OG0003447	bc2001_g5116.t1	vverm_g2460.t2, vverm_g2460.t1
OG0003448	bc2001_g3718.t1	vverm_g15706.t1
OG0003449	bc2001_g17529.t1	vverm_g7355.t1
OG0003450	bc2001_g12473.t1, bc2001_g12473.t2	vverm_g3557.t1
OG0003451	bc2001_g17530.t2	vverm_g7354.t1, vverm_g7354.t2
OG0003452	bc2001_g17277.t1	vverm_g7941.t1, vverm_g11506.t1
OG0003453	bc2001_g9682.t1	vverm_g3689.t1
OG0003454	bc2001_g12857.t1	vverm_g15808.t1
OG0003455	bc2001_g17168.t1	vverm_g3278.t1
OG0003456	bc2001_g12883.t2, bc2001_g12883.t1	vverm_g9171.t1
OG0003457	bc2001_g5470.t2, bc2001_g5470.t1	vverm_g8310.t1
OG0003458	bc2001_g16608.t1	vverm_g8659.t1
OG0003459	bc2001_g11408.t3	vverm_g486.t1
OG0003460	bc2001_g5032.t1	vverm_g155.t1
OG0003461	bc2001_g15440.t1	vverm_g2453.t2
OG0003461	bc2001_g15437.t1	vverm_g2453.t1
OG0003462	bc2001_g13789.t2	vverm_g340.t1, vverm_g340.t2
OG0003463	bc2001_g1834.t1	vverm_g11064.t1
OG0003464	bc2001_g3269.t1	vverm_g12363.t1
OG0003465	bc2001_g11510.t1	vverm_g6811.t1
OG0003467	bc2001_g11709.t1, bc2001_g11709.t2	vverm_g13995.t1
OG0003469	bc2001_g18240.t2, bc2001_g18240.t1	vverm_g2555.t1
OG0003470	bc2001_g6973.t2, bc2001_g6973.t1	vverm_g12894.t1
OG0003471	bc2001_g1165.t1	vverm_g5246.t1
OG0003472	bc2001_g7093.t1	vverm_g12933.t1
OG0003473	bc2001_g10554.t1, bc2001_g10554.t2	vverm_g3846.t1, vverm_g3846.t2
OG0003474	bc2001_g5459.t1	vverm_g14901.t1
OG0003475	bc2001_g18530.t1	vverm_g10499.t1
OG0003476	bc2001_g5961.t2, bc2001_g5961.t1	vverm_g15014.t2, vverm_g15014.t1
OG0003477	bc2001_g8443.t1, bc2001_g8443.t2	vverm_g12173.t1
OG0003478	bc2001_g11826.t1	vverm_g7703.t1
OG0003479	bc2001_g16467.t1	vverm_g8774.t1
OG0003480	bc2001_g4507.t1, bc2001_g4507.t2	vverm_g8952.t1
OG0003481	bc2001_g11449.t1	vverm_g4579.t1, vverm_g10658.t1
OG0003482	bc2001_g10138.t2, bc2001_g10138.t1	vverm_g10274.t1
OG0003483	bc2001_g18053.t1	vverm_g10675.t2, vverm_g10675.t1
OG0003484	bc2001_g8974.t1	vverm_g5568.t1
OG0003485	bc2001_g11347.t2, bc2001_g11347.t1	vverm_g16233.t1
OG0003486	bc2001_g1727.t1	vverm_g5623.t1, vverm_g5623.t2
OG0003487	bc2001_g19574.t1	vverm_g4146.t1
OG0003488	bc2001_g12145.t1	vverm_g10050.t3, vverm_g10050.t1
OG0003489	bc2001_g13104.t1	vverm_g1502.t1, vverm_g1502.t2
OG0003490	bc2001_g9016.t1	vverm_g16314.t1
OG0003491	bc2001_g11088.t1	vverm_g3064.t1
OG0003492	bc2001_g16729.t1, bc2001_g16729.t2	vverm_g695.t1
OG0003493	bc2001_g1264.t1	vverm_g8505.t1
OG0003494	bc2001_g13459.t2, bc2001_g13459.t1	vverm_g10803.t1
OG0003495	bc2001_g289.t1	vverm_g8303.t1, vverm_g12328.t1, vverm_g8226.t1
OG0003496	bc2001_g16763.t1	vverm_g638.t1
OG0003497	bc2001_g16766.t1	vverm_g642.t1
OG0003499	bc2001_g9729.t1	vverm_g3745.t1
OG0003500	bc2001_g12877.t1	vverm_g11911.t1, vverm_g384.t2, vverm_g384.t1
OG0003501	bc2001_g16696.t1	vverm_g689.t2, vverm_g689.t1
OG0003503	bc2001_g10137.t3, bc2001_g10137.t1	vverm_g10273.t1
OG0003504	bc2001_g18263.t1, bc2001_g18263.t2	vverm_g11074.t1
OG0003505	bc2001_g17178.t1	vverm_g3281.t1, vverm_g3281.t2
OG0003506	bc2001_g2160.t1	vverm_g7127.t1
OG0003507	bc2001_g1109.t1	vverm_g5239.t2, vverm_g5239.t1
OG0003508	bc2001_g8694.t1	vverm_g13623.t1, vverm_g12124.t1, vverm_g12124.t2
OG0003509	bc2001_g15280.t1, bc2001_g15280.t2	vverm_g8411.t1
OG0003510	bc2001_g13793.t2, bc2001_g13793.t1	vverm_g4998.t1, vverm_g350.t1
OG0003511	bc2001_g10425.t1, bc2001_g10425.t2	vverm_g8430.t1
OG0003513	bc2001_g17604.t1, bc2001_g17619.t1	vverm_g16652.t1
OG0003514	bc2001_g132.t2, bc2001_g132.t1	vverm_g4227.t1
OG0003515	bc2001_g11470.t1	vverm_g6783.t1
OG0003516	bc2001_g1967.t2	vverm_g5330.t1, vverm_g13426.t1
OG0003517	bc2001_g17441.t1	vverm_g3795.t1, vverm_g13491.t1
OG0003518	bc2001_g3951.t1	vverm_g15668.t1
OG0003520	bc2001_g17882.t1	vverm_g13794.t1
OG0003521	bc2001_g12159.t1	vverm_g2702.t1
OG0003522	bc2001_g6993.t1	vverm_g12859.t1
OG0003523	bc2001_g8866.t2, bc2001_g8866.t1	vverm_g2031.t1
OG0003524	bc2001_g17884.t2, bc2001_g17884.t1	vverm_g13796.t1
OG0003525	bc2001_g8344.t2, bc2001_g8344.t1	vverm_g958.t1
OG0003526	bc2001_g17059.t1	vverm_g15964.t1
OG0003527	bc2001_g7836.t1, bc2001_g7836.t2	vverm_g7746.t1
OG0003528	bc2001_g6933.t1, bc2001_g6933.t2	vverm_g7983.t1
OG0003529	bc2001_g5835.t1	vverm_g13805.t1
OG0003530	bc2001_g2717.t2, bc2001_g2717.t1	vverm_g15389.t1
OG0003531	bc2001_g18492.t2, bc2001_g18492.t1	vverm_g9433.t1
OG0003532	bc2001_g12283.t1	vverm_g4018.t1
OG0003533	bc2001_g9588.t1, bc2001_g9588.t2	vverm_g1551.t1
OG0003534	bc2001_g5623.t1	vverm_g8024.t1
OG0003535	bc2001_g17470.t1	vverm_g13768.t1
OG0003537	bc2001_g16578.t1	vverm_g8687.t1
OG0003538	bc2001_g18287.t1, bc2001_g18287.t2	vverm_g6118.t1
OG0003539	bc2001_g11808.t1	vverm_g12871.t1
OG0003540	bc2001_g15841.t1	vverm_g14498.t1, vverm_g10634.t1
OG0003541	bc2001_g6920.t1	vverm_g983.t1
OG0003542	bc2001_g8446.t1	vverm_g12237.t1
OG0003543	bc2001_g8484.t1	vverm_g12165.t2, vverm_g12165.t1
OG0003544	bc2001_g12895.t1	vverm_g9451.t1
OG0003545	bc2001_g1747.t1	vverm_g6236.t1
OG0003546	bc2001_g11223.t1	vverm_g4374.t1
OG0003547	bc2001_g222.t1	vverm_g473.t1
OG0003548	bc2001_g6878.t1	vverm_g4968.t1
OG0003550	bc2001_g10119.t1	vverm_g6697.t2, vverm_g6697.t1
OG0003551	bc2001_g12462.t1	vverm_g1325.t1
OG0003553	bc2001_g892.t1	vverm_g14284.t3, vverm_g14284.t1, vverm_g14284.t2
OG0003554	bc2001_g18995.t1	vverm_g7528.t1, vverm_g7680.t1
OG0003555	bc2001_g7472.t1	vverm_g15422.t2, vverm_g15422.t1
OG0003557	bc2001_g5617.t1	vverm_g8015.t1
OG0003558	bc2001_g12946.t1	vverm_g1035.t1, vverm_g998.t2, vverm_g998.t1
OG0003559	bc2001_g584.t1	vverm_g4111.t1
OG0003560	bc2001_g2162.t1	vverm_g4626.t1
OG0003561	bc2001_g9846.t1	vverm_g8012.t1
OG0003562	bc2001_g7566.t1	vverm_g15529.t2, vverm_g15529.t1
