Orthogroup	bc2001_braker	bc2002_braker
OG0007297	bc2001_g8916.t1, bc2001_g8916.t2	bc2002_g9032.t1
OG0007298	bc2001_g8977.t1	bc2002_g8966.t1
OG0007299	bc2001_g8979.t1	bc2002_g8964.t1
OG0007300	bc2001_g8983.t2, bc2001_g8983.t1	bc2002_g8960.t1
OG0007301	bc2001_g14493.t1	bc2002_g15709.t1
OG0007301	bc2001_g8998.t1	bc2002_g19881.t1
OG0007302	bc2001_g9009.t1	bc2002_g3873.t1
OG0007303	bc2001_g9013.t1	bc2002_g4585.t1, bc2002_g2877.t1, bc2002_g3877.t1
OG0007304	bc2001_g9017.t1	bc2002_g3881.t1
OG0007305	bc2001_g9048.t1	bc2002_g3909.t1
OG0007305	bc2001_g19561.t1	bc2002_g2013.t1
OG0007306	bc2001_g9055.t1	bc2002_g3914.t1
OG0007307	bc2001_g9069.t1, bc2001_g9069.t2	bc2002_g3928.t1
OG0007308	bc2001_g9082.t1	bc2002_g5487.t1
OG0007308	bc2001_g9147.t1	bc2002_g2464.t1
OG0007309	bc2001_g9089.t1	bc2002_g2405.t1
OG0007310	bc2001_g13132.t1	bc2002_g16396.t1
OG0007310	bc2001_g9090.t1	bc2002_g2406.t1
OG0007311	bc2001_g9097.t1	bc2002_g2413.t1
OG0007312	bc2001_g9106.t1	bc2002_g2421.t1
OG0007313	bc2001_g9113.t1	bc2002_g2428.t1
OG0007314	bc2001_g9118.t3, bc2001_g9118.t1, bc2001_g9118.t2	bc2002_g2434.t1
OG0007315	bc2001_g9133.t2, bc2001_g9133.t1	bc2002_g2446.t1
OG0007316	bc2001_g9152.t1	bc2002_g2467.t1
OG0007317	bc2001_g9153.t1, bc2001_g9153.t3	bc2002_g2469.t1
OG0007318	bc2001_g9155.t2	bc2002_g2471.t2
OG0007318	bc2001_g9155.t1	bc2002_g2471.t1
OG0007319	bc2001_g14970.t1	bc2002_g19131.t1
OG0007319	bc2001_g9162.t1	bc2002_g2479.t1
OG0007320	bc2001_g13167.t1	bc2002_g19583.t1
OG0007320	bc2001_g9183.t1	bc2002_g2502.t1
OG0007321	bc2001_g9245.t1	bc2002_g18438.t1
OG0007322	bc2001_g9260.t1, bc2001_g9260.t2	bc2002_g18456.t1, bc2002_g18456.t2
OG0007323	bc2001_g9265.t2, bc2001_g13470.t1, bc2001_g9265.t3	bc2002_g18462.t2
OG0007324	bc2001_g9279.t1	bc2002_g18477.t1
OG0007325	bc2001_g9285.t1	bc2002_g18484.t1
OG0007326	bc2001_g9287.t1	bc2002_g18486.t1
OG0007327	bc2001_g9309.t1	bc2002_g18508.t1
OG0007328	bc2001_g9311.t3	bc2002_g18511.t1
OG0007329	bc2001_g9312.t1	bc2002_g18512.t1
OG0007330	bc2001_g9355.t1	bc2002_g2385.t1
OG0007331	bc2001_g9356.t1, bc2001_g9356.t2	bc2002_g2384.t1
OG0007332	bc2001_g9386.t1	bc2002_g2359.t1
OG0007333	bc2001_g9389.t2	bc2002_g2356.t1
OG0007333	bc2001_g11839.t1	bc2002_g13230.t2
OG0007334	bc2001_g15723.t1, bc2001_g15797.t1, bc2001_g9398.t1	bc2002_g2348.t1
OG0007335	bc2001_g9408.t1	bc2002_g2338.t1, bc2002_g17374.t1, bc2002_g5073.t1
OG0007336	bc2001_g9423.t1, bc2001_g9423.t2	bc2002_g2323.t1
OG0007337	bc2001_g9433.t1, bc2001_g15617.t1	bc2002_g907.t1, bc2002_g17573.t1
OG0007338	bc2001_g9478.t1	bc2002_g17362.t1, bc2002_g1551.t1, bc2002_g9746.t1
OG0007339	bc2001_g9487.t1	bc2002_g9756.t1, bc2002_g8165.t1, bc2002_g13304.t1
OG0007340	bc2001_g9520.t1	bc2002_g9788.t1
OG0007341	bc2001_g9523.t1	bc2002_g9790.t1
OG0007342	bc2001_g9570.t1	bc2002_g9835.t1
OG0007343	bc2001_g9577.t1	bc2002_g9842.t1
OG0007344	bc2001_g9584.t1	bc2002_g9849.t1
OG0007345	bc2001_g9618.t2	bc2002_g12753.t1
OG0007345	bc2001_g9618.t1	bc2002_g18224.t1
OG0007346	bc2001_g9664.t1	bc2002_g18174.t2, bc2002_g18174.t1
OG0007347	bc2001_g9671.t1	bc2002_g18168.t1
OG0007348	bc2001_g9681.t1, bc2001_g9681.t2	bc2002_g18157.t2, bc2002_g18157.t1
OG0007349	bc2001_g9683.t1	bc2002_g18155.t1
OG0007350	bc2001_g9730.t1	bc2002_g18107.t2, bc2002_g18107.t1
OG0007351	bc2001_g9811.t1	bc2002_g11879.t1
OG0007352	bc2001_g9991.t1	bc2002_g17057.t1
OG0007352	bc2001_g9911.t1	bc2002_g11980.t1
OG0007353	bc2001_g9912.t1, bc2001_g9990.t1	bc2002_g11981.t1, bc2002_g17058.t1
OG0007354	bc2001_g9989.t1, bc2001_g9913.t1	bc2002_g17059.t1, bc2002_g11982.t1
OG0007355	bc2001_g9988.t1	bc2002_g17060.t1
OG0007355	bc2001_g9914.t1	bc2002_g11983.t1
OG0007356	bc2001_g9919.t1, bc2001_g9984.t1	bc2002_g17065.t1, bc2002_g11987.t1
OG0007357	bc2001_g9983.t1	bc2002_g17066.t1
OG0007357	bc2001_g9920.t1	bc2002_g11988.t1
OG0007358	bc2001_g9981.t1, bc2001_g9922.t1	bc2002_g11990.t1, bc2002_g17068.t1
OG0007359	bc2001_g9980.t1, bc2001_g9923.t1	bc2002_g17069.t1, bc2002_g11991.t1
OG0007360	bc2001_g9971.t1	bc2002_g17079.t1
OG0007360	bc2001_g9932.t1	bc2002_g12001.t1
OG0007361	bc2001_g9933.t1	bc2002_g12002.t1
OG0007361	bc2001_g9970.t1	bc2002_g17080.t1
OG0007362	bc2001_g9936.t1	bc2002_g12005.t1
OG0007362	bc2001_g9967.t1	bc2002_g17083.t1
OG0007363	bc2001_g9961.t1	bc2002_g17087.t1
OG0007363	bc2001_g9942.t1	bc2002_g12009.t1
OG0007364	bc2001_g9956.t1	bc2002_g17092.t1, bc2002_g2195.t1, bc2002_g1542.t1
OG0007365	bc2001_g9969.t1	bc2002_g17081.t1, bc2002_g12393.t1, bc2002_g15266.t1
OG0007366	bc2001_g10027.t1	bc2002_g17014.t1
OG0007366	bc2001_g14586.t1	bc2002_g15215.t1
OG0007367	bc2001_g10034.t1	bc2002_g17006.t1
OG0007367	bc2001_g15223.t1	bc2002_g13602.t1
OG0007368	bc2001_g10049.t1	bc2002_g16993.t1
OG0007369	bc2001_g10051.t1	bc2002_g16991.t1
OG0007370	bc2001_g10059.t3	bc2002_g16986.t1
OG0007371	bc2001_g10062.t1	bc2002_g16982.t1
OG0007372	bc2001_g15240.t1	bc2002_g8358.t1
OG0007372	bc2001_g10076.t1	bc2002_g16966.t1
OG0007373	bc2001_g10121.t1	bc2002_g16911.t1
OG0007374	bc2001_g10129.t3, bc2001_g10129.t1, bc2001_g10129.t2	bc2002_g16903.t1
OG0007375	bc2001_g10131.t2	bc2002_g16901.t2
OG0007375	bc2001_g10131.t1	bc2002_g16901.t1
OG0007376	bc2001_g10139.t1, bc2001_g10139.t2	bc2002_g16893.t1
OG0007377	bc2001_g10150.t1	bc2002_g16882.t1
OG0007378	bc2001_g10162.t1	bc2002_g16870.t1, bc2002_g7127.t1, bc2002_g14214.t1
OG0007379	bc2001_g10170.t1	bc2002_g16862.t1
OG0007380	bc2001_g10196.t1	bc2002_g16835.t1
OG0007381	bc2001_g10221.t1	bc2002_g16811.t1, bc2002_g16812.t1
OG0007382	bc2001_g17234.t1, bc2001_g10242.t1, bc2001_g10241.t1	bc2002_g7861.t1
OG0007383	bc2001_g10254.t1	bc2002_g16779.t1
OG0007385	bc2001_g10274.t1	bc2002_g12745.t1, bc2002_g16760.t1, bc2002_g9516.t1
OG0007386	bc2001_g10280.t2	bc2002_g16753.t1
OG0007386	bc2001_g10280.t1	bc2002_g16753.t2
OG0007387	bc2001_g10281.t1, bc2001_g10281.t2	bc2002_g16752.t1
OG0007388	bc2001_g10282.t1	bc2002_g16751.t2, bc2002_g16751.t1
OG0007389	bc2001_g10286.t1	bc2002_g16747.t1
OG0007390	bc2001_g10291.t1	bc2002_g16742.t1
OG0007391	bc2001_g10297.t1	bc2002_g5871.t1, bc2002_g7790.t1, bc2002_g16736.t1
OG0007392	bc2001_g10304.t1	bc2002_g16728.t1
OG0007393	bc2001_g10307.t1	bc2002_g16726.t1
OG0007394	bc2001_g10351.t1	bc2002_g15833.t1, bc2002_g15832.t1
OG0007395	bc2001_g10361.t1, bc2001_g18152.t1, bc2001_g11854.t1	bc2002_g7475.t1
OG0007396	bc2001_g10362.t1	bc2002_g7476.t1
OG0007396	bc2001_g14496.t1	bc2002_g19884.t1
OG0007397	bc2001_g10379.t1	bc2002_g7494.t1
OG0007398	bc2001_g10383.t1	bc2002_g7498.t1
OG0007399	bc2001_g10409.t1	bc2002_g7527.t1, bc2002_g14507.t1, bc2002_g15814.t1
OG0007400	bc2001_g10421.t1	bc2002_g7539.t1
OG0007401	bc2001_g10459.t1	bc2002_g838.t1
OG0007401	bc2001_g17870.t1	bc2002_g565.t1
OG0007402	bc2001_g14495.t1	bc2002_g15853.t1
OG0007402	bc2001_g10483.t1	bc2002_g813.t1
OG0007403	bc2001_g10503.t1	bc2002_g794.t1, bc2002_g14917.t1, bc2002_g13251.t1
OG0007404	bc2001_g10505.t1, bc2001_g10505.t2	bc2002_g792.t1
OG0007405	bc2001_g10524.t1	bc2002_g771.t1
OG0007406	bc2001_g10528.t1	bc2002_g767.t2, bc2002_g767.t1
OG0007407	bc2001_g10532.t2, bc2001_g10532.t1	bc2002_g763.t1, bc2002_g763.t2
OG0007408	bc2001_g10542.t2, bc2001_g10542.t1	bc2002_g754.t1
OG0007409	bc2001_g10544.t1	bc2002_g752.t1, bc2002_g13450.t1, bc2002_g16583.t1
OG0007410	bc2001_g10548.t1, bc2001_g10549.t1	bc2002_g749.t1
OG0007411	bc2001_g10556.t1	bc2002_g741.t1
OG0007412	bc2001_g10590.t1	bc2002_g710.t1
OG0007413	bc2001_g10636.t1	bc2002_g15112.t1
OG0007413	bc2001_g10604.t1	bc2002_g15151.t1
OG0007414	bc2001_g10609.t1	bc2002_g15146.t1
OG0007414	bc2001_g11164.t1	bc2002_g8094.t1
OG0007415	bc2001_g10618.t1	bc2002_g15136.t1, bc2002_g4949.t1, bc2002_g11731.t1
OG0007416	bc2001_g10680.t1	bc2002_g15059.t1
OG0007416	bc2001_g10640.t1	bc2002_g15108.t1
OG0007417	bc2001_g10698.t1	bc2002_g15041.t1
OG0007418	bc2001_g10732.t1	bc2002_g6057.t1
OG0007418	bc2001_g10738.t1	bc2002_g6063.t1
OG0007419	bc2001_g18315.t1	bc2002_g16012.t1
OG0007419	bc2001_g10753.t1	bc2002_g6077.t1
OG0007420	bc2001_g18911.t1, bc2001_g10784.t2, bc2001_g10784.t1	bc2002_g3827.t1
OG0007421	bc2001_g10807.t1	bc2002_g13845.t1, bc2002_g3578.t1, bc2002_g5464.t1
OG0007422	bc2001_g18144.t1	bc2002_g4317.t1
OG0007422	bc2001_g10814.t1	bc2002_g5462.t1
OG0007423	bc2001_g10847.t1	bc2002_g5427.t1
OG0007423	bc2001_g18634.t1	bc2002_g12462.t1
OG0007424	bc2001_g10866.t1	bc2002_g5409.t1
OG0007425	bc2001_g10868.t2, bc2001_g10868.t1	bc2002_g5407.t1
OG0007426	bc2001_g10871.t2, bc2001_g10871.t1	bc2002_g5404.t1
OG0007427	bc2001_g10873.t1	bc2002_g5403.t1
OG0007428	bc2001_g10881.t2, bc2001_g10881.t1	bc2002_g5396.t1
OG0007429	bc2001_g10909.t1	bc2002_g5365.t1
OG0007430	bc2001_g10911.t1	bc2002_g5363.t1
OG0007431	bc2001_g10933.t1	bc2002_g5338.t1
OG0007432	bc2001_g10938.t2, bc2001_g10938.t1	bc2002_g5334.t1
OG0007433	bc2001_g10940.t1	bc2002_g5332.t1
OG0007434	bc2001_g10956.t1	bc2002_g5318.t1
OG0007435	bc2001_g10969.t1	bc2002_g5306.t1, bc2002_g12939.t1, bc2002_g19568.t1
OG0007436	bc2001_g10987.t1	bc2002_g5288.t2, bc2002_g5288.t1
OG0007437	bc2001_g11025.t2, bc2001_g12371.t1	bc2002_g3159.t1, bc2002_g1010.t1
OG0007438	bc2001_g11041.t1, bc2001_g11042.t1	bc2002_g5231.t1
OG0007439	bc2001_g11053.t1	bc2002_g5221.t1
OG0007439	bc2001_g15616.t1	bc2002_g17870.t1
OG0007442	bc2001_g11109.t1	bc2002_g10266.t1
OG0007444	bc2001_g15176.t1	bc2002_g18920.t1
OG0007444	bc2001_g11161.t1	bc2002_g8097.t1
OG0007445	bc2001_g11214.t1	bc2002_g8039.t1
OG0007446	bc2001_g11215.t2, bc2001_g11215.t1	bc2002_g8038.t1
OG0007447	bc2001_g11235.t1	bc2002_g8017.t1
OG0007448	bc2001_g11240.t1	bc2002_g8013.t1, bc2002_g301.t1, bc2002_g10424.t1
OG0007449	bc2001_g11255.t2, bc2001_g11255.t1	bc2002_g6334.t1
OG0007450	bc2001_g11259.t1, bc2001_g11259.t2	bc2002_g6337.t1
OG0007451	bc2001_g11291.t2	bc2002_g6371.t1
OG0007452	bc2001_g16105.t1, bc2001_g11311.t1, bc2001_g11750.t1	bc2002_g1409.t1
OG0007453	bc2001_g11313.t1, bc2001_g15913.t1	bc2002_g8292.t1, bc2002_g13848.t1
OG0007454	bc2001_g11339.t1	bc2002_g2548.t1, bc2002_g5787.t1, bc2002_g3571.t1
OG0007455	bc2001_g11353.t1	bc2002_g2534.t1
OG0007456	bc2001_g11359.t1, bc2001_g11359.t2	bc2002_g2528.t1
OG0007457	bc2001_g11363.t1	bc2002_g2523.t1
OG0007458	bc2001_g18136.t1	bc2002_g8978.t1
OG0007458	bc2001_g11387.t1	bc2002_g12698.t1
OG0007459	bc2001_g11400.t1	bc2002_g12686.t1
OG0007460	bc2001_g11404.t1	bc2002_g12683.t1
OG0007461	bc2001_g11411.t1	bc2002_g12676.t1, bc2002_g12676.t2
OG0007462	bc2001_g11413.t1	bc2002_g12674.t1
OG0007463	bc2001_g11415.t1	bc2002_g12672.t1
OG0007464	bc2001_g11434.t1	bc2002_g12651.t1, bc2002_g4856.t1, bc2002_g14506.t1
OG0007465	bc2001_g11451.t1	bc2002_g12633.t1
OG0007466	bc2001_g17971.t1	bc2002_g6171.t1
OG0007466	bc2001_g11498.t1	bc2002_g12582.t1
OG0007467	bc2001_g11512.t1	bc2002_g12570.t1
OG0007468	bc2001_g11520.t1	bc2002_g12561.t1
OG0007469	bc2001_g11521.t1	bc2002_g12560.t1
OG0007470	bc2001_g11523.t1, bc2001_g11523.t2	bc2002_g12558.t1
OG0007471	bc2001_g11552.t1	bc2002_g12530.t1
OG0007472	bc2001_g11568.t1	bc2002_g12514.t1
OG0007473	bc2001_g11577.t1	bc2002_g12503.t3, bc2002_g12503.t2, bc2002_g12503.t1
OG0007474	bc2001_g11597.t1	bc2002_g12483.t1
OG0007475	bc2001_g11602.t1, bc2001_g11602.t2	bc2002_g12478.t1
OG0007476	bc2001_g11627.t1	bc2002_g12449.t1
OG0007477	bc2001_g11628.t2, bc2001_g11628.t3, bc2001_g11628.t1	bc2002_g12448.t1
OG0007478	bc2001_g11633.t1	bc2002_g12443.t1
OG0007479	bc2001_g11638.t1	bc2002_g12438.t1
OG0007480	bc2001_g11688.t1	bc2002_g12389.t1
OG0007481	bc2001_g11711.t1, bc2001_g11711.t2	bc2002_g12367.t1
OG0007482	bc2001_g11715.t1	bc2002_g12363.t1
OG0007483	bc2001_g11765.t1, bc2001_g11797.t2, bc2001_g11797.t1	bc2002_g13730.t1
OG0007484	bc2001_g11768.t1	bc2002_g4434.t1, bc2002_g13732.t1, bc2002_g13732.t2
OG0007485	bc2001_g11772.t1	bc2002_g5689.t1, bc2002_g13693.t1, bc2002_g13736.t1
OG0007486	bc2001_g11776.t2, bc2001_g11776.t1	bc2002_g13740.t1, bc2002_g13740.t2
OG0007487	bc2001_g11818.t1	bc2002_g13250.t1, bc2002_g6924.t1, bc2002_g20051.t1
OG0007488	bc2001_g11836.t1	bc2002_g13233.t1
OG0007489	bc2001_g11895.t1	bc2002_g13168.t1
OG0007490	bc2001_g11898.t1	bc2002_g13165.t1
OG0007491	bc2001_g11899.t1	bc2002_g13164.t1, bc2002_g13164.t2
OG0007492	bc2001_g11902.t1	bc2002_g13161.t1
OG0007493	bc2001_g11954.t1	bc2002_g13110.t1
OG0007493	bc2001_g16446.t1	bc2002_g5039.t1
OG0007494	bc2001_g11967.t3, bc2001_g11967.t4	bc2002_g2754.t1, bc2002_g1766.t1
OG0007495	bc2001_g11968.t1	bc2002_g1767.t1
OG0007495	bc2001_g12317.t1	bc2002_g12045.t1
OG0007496	bc2001_g13660.t1, bc2001_g14180.t1, bc2001_g11976.t1	bc2002_g5797.t1
OG0007497	bc2001_g12394.t1, bc2001_g19253.t1, bc2001_g11983.t1	bc2002_g1789.t1
OG0007498	bc2001_g11984.t1, bc2001_g15592.t2, bc2001_g18733.t1	bc2002_g1790.t1
OG0007499	bc2001_g11987.t1	bc2002_g1793.t1
OG0007500	bc2001_g11993.t1	bc2002_g1800.t1
OG0007501	bc2001_g11995.t1	bc2002_g1802.t1
OG0007502	bc2001_g12047.t2, bc2001_g12047.t1	bc2002_g12330.t1
OG0007503	bc2001_g12052.t1	bc2002_g12325.t1, bc2002_g5057.t1, bc2002_g5823.t1
OG0007504	bc2001_g12079.t1	bc2002_g12290.t1
OG0007505	bc2001_g12116.t1, bc2001_g12116.t2	bc2002_g12248.t1
OG0007506	bc2001_g12121.t1	bc2002_g12244.t1
OG0007507	bc2001_g12124.t2	bc2002_g12241.t1
OG0007508	bc2001_g15214.t1	bc2002_g8333.t1
OG0007508	bc2001_g12129.t1	bc2002_g12237.t1
OG0007509	bc2001_g12139.t1	bc2002_g307.t1, bc2002_g2628.t1, bc2002_g12227.t1
OG0007510	bc2001_g12246.t1	bc2002_g12119.t1, bc2002_g2108.t1, bc2002_g6667.t1
OG0007511	bc2001_g12284.t1	bc2002_g12079.t1
OG0007512	bc2001_g12345.t1	bc2002_g5146.t1, bc2002_g19595.t1, bc2002_g16091.t1
OG0007513	bc2001_g12359.t1	bc2002_g5129.t1
OG0007514	bc2001_g12361.t1	bc2002_g5127.t1
OG0007515	bc2001_g12397.t1	bc2002_g10239.t1
OG0007515	bc2001_g17891.t1	bc2002_g7453.t1
OG0007516	bc2001_g12409.t3, bc2001_g12409.t2, bc2001_g12409.t1	bc2002_g10227.t1
OG0007517	bc2001_g12422.t2	bc2002_g10213.t1
OG0007518	bc2001_g12423.t1	bc2002_g10212.t1
OG0007519	bc2001_g17722.t1	bc2002_g14315.t1
OG0007519	bc2001_g12450.t1	bc2002_g10179.t1
OG0007520	bc2001_g12458.t1	bc2002_g10171.t1
OG0007521	bc2001_g12506.t1	bc2002_g10123.t1, bc2002_g10123.t2
OG0007522	bc2001_g17096.t1	bc2002_g7721.t1
OG0007522	bc2001_g12545.t1	bc2002_g10080.t1
OG0007523	bc2001_g12546.t1	bc2002_g14250.t1, bc2002_g7326.t1, bc2002_g4072.t1
OG0007524	bc2001_g12591.t2, bc2001_g15094.t1, bc2001_g12591.t1	bc2002_g6011.t1
OG0007525	bc2001_g12623.t1	bc2002_g6048.t1
OG0007526	bc2001_g12626.t1	bc2002_g6049.t2
OG0007527	bc2001_g18598.t1	bc2002_g13550.t1
OG0007527	bc2001_g12638.t1	bc2002_g13079.t1
OG0007528	bc2001_g12658.t1	bc2002_g9485.t1
OG0007528	bc2001_g13407.t1	bc2002_g19170.t1
OG0007529	bc2001_g12666.t1	bc2002_g5058.t1
OG0007530	bc2001_g12672.t1	bc2002_g5064.t1
OG0007531	bc2001_g12724.t1, bc2001_g12713.t1	bc2002_g5102.t1, bc2002_g5113.t1
OG0007532	bc2001_g12735.t1, bc2001_g12735.t2, bc2001_g12735.t3	bc2002_g15336.t1
OG0007533	bc2001_g12736.t1	bc2002_g15335.t1
OG0007534	bc2001_g12783.t1	bc2002_g6324.t1
OG0007534	bc2001_g12783.t2	bc2002_g6324.t2
OG0007535	bc2001_g12789.t1	bc2002_g6330.t1
OG0007536	bc2001_g12808.t1	bc2002_g2980.t1
OG0007537	bc2001_g12814.t2, bc2001_g12814.t1	bc2002_g2974.t1
OG0007538	bc2001_g12827.t1	bc2002_g8690.t1, bc2002_g15899.t1, bc2002_g2961.t1
OG0007539	bc2001_g12834.t1	bc2002_g2954.t1, bc2002_g4336.t1, bc2002_g5458.t1
OG0007540	bc2001_g12839.t1	bc2002_g2949.t1
OG0007541	bc2001_g12854.t1	bc2002_g2934.t1
OG0007542	bc2001_g12855.t2, bc2001_g12855.t1	bc2002_g2933.t1
OG0007543	bc2001_g12887.t1	bc2002_g2899.t1
OG0007544	bc2001_g12888.t1	bc2002_g2898.t1
OG0007545	bc2001_g12900.t1	bc2002_g2886.t1
OG0007546	bc2001_g12901.t1	bc2002_g2885.t1
OG0007547	bc2001_g12905.t1	bc2002_g2881.t1
OG0007548	bc2001_g12949.t1	bc2002_g7703.t1
OG0007549	bc2001_g12951.t1	bc2002_g7701.t1
OG0007549	bc2001_g12951.t2	bc2002_g7701.t2
OG0007550	bc2001_g12979.t1	bc2002_g7671.t1
OG0007551	bc2001_g12984.t2	bc2002_g7666.t2
OG0007551	bc2001_g12984.t1	bc2002_g7666.t1
OG0007552	bc2001_g12989.t1	bc2002_g7661.t1
OG0007553	bc2001_g19017.t1	bc2002_g6786.t1
OG0007553	bc2001_g13051.t1	bc2002_g7593.t1
OG0007554	bc2001_g13116.t2, bc2001_g13116.t1	bc2002_g16382.t1
OG0007555	bc2001_g13122.t1	bc2002_g16387.t1, bc2002_g532.t1, bc2002_g5244.t1
OG0007556	bc2001_g13125.t1	bc2002_g16389.t1
OG0007557	bc2001_g13135.t1, bc2001_g13135.t2	bc2002_g16399.t1
OG0007558	bc2001_g13136.t1	bc2002_g16400.t1
OG0007559	bc2001_g13180.t1	bc2002_g17630.t1, bc2002_g40.t1, bc2002_g19570.t1
OG0007560	bc2001_g13192.t1, bc2001_g13192.t2	bc2002_g13405.t1
OG0007561	bc2001_g13194.t1	bc2002_g13403.t1
OG0007562	bc2001_g13195.t1	bc2002_g13402.t1
OG0007563	bc2001_g13196.t2, bc2001_g13196.t1	bc2002_g13401.t2, bc2002_g13401.t1
OG0007564	bc2001_g19385.t1	bc2002_g2836.t1
OG0007564	bc2001_g13206.t1	bc2002_g13390.t1
OG0007565	bc2001_g13218.t1	bc2002_g13378.t1
OG0007565	bc2001_g13331.t1	bc2002_g15394.t1
OG0007566	bc2001_g13231.t2, bc2001_g13231.t1	bc2002_g13365.t1
OG0007567	bc2001_g13256.t1	bc2002_g13340.t2, bc2002_g13340.t1
OG0007568	bc2001_g13268.t2, bc2001_g13268.t1	bc2002_g13330.t1
OG0007569	bc2001_g13269.t1	bc2002_g13329.t1
OG0007570	bc2001_g13272.t1	bc2002_g13327.t2, bc2002_g13327.t1
OG0007571	bc2001_g13276.t1	bc2002_g13323.t1
OG0007572	bc2001_g13294.t3, bc2001_g13294.t2, bc2001_g13294.t1	bc2002_g15362.t1
OG0007573	bc2001_g13346.t1	bc2002_g15409.t1
OG0007573	bc2001_g19204.t1	bc2002_g10423.t1
OG0007574	bc2001_g13361.t1	bc2002_g15424.t1
OG0007575	bc2001_g13371.t1	bc2002_g15439.t1
OG0007575	bc2001_g19022.t1	bc2002_g6780.t1
OG0007576	bc2001_g13373.t1	bc2002_g15441.t1, bc2002_g13193.t1, bc2002_g10785.t1
OG0007577	bc2001_g13410.t1	bc2002_g13584.t1, bc2002_g1344.t1, bc2002_g19173.t1
OG0007578	bc2001_g13465.t2, bc2001_g13465.t1	bc2002_g4913.t1, bc2002_g9139.t1
OG0007579	bc2001_g13503.t1	bc2002_g9175.t1
OG0007580	bc2001_g13509.t2, bc2001_g13509.t1	bc2002_g9181.t1, bc2002_g9181.t2
OG0007581	bc2001_g13509.t3	bc2002_g9181.t3
OG0007582	bc2001_g13517.t2, bc2001_g13517.t1	bc2002_g9189.t1
OG0007583	bc2001_g13522.t1	bc2002_g9194.t1, bc2002_g3340.t1, bc2002_g1320.t1
OG0007584	bc2001_g13568.t1, bc2001_g13568.t2, bc2001_g13568.t3	bc2002_g9240.t1
OG0007585	bc2001_g13569.t1, bc2001_g13569.t2	bc2002_g9241.t1
OG0007586	bc2001_g13582.t1	bc2002_g9254.t1
OG0007587	bc2001_g13591.t2, bc2001_g13591.t1	bc2002_g9261.t1
OG0007588	bc2001_g13598.t1	bc2002_g9268.t1
OG0007589	bc2001_g13603.t1	bc2002_g9272.t1
OG0007590	bc2001_g13617.t1	bc2002_g9283.t1
OG0007591	bc2001_g13620.t1	bc2002_g9286.t1
OG0007592	bc2001_g13633.t1	bc2002_g9303.t1, bc2002_g1301.t1, bc2002_g9978.t1
OG0007593	bc2001_g13685.t1	bc2002_g5825.t1
OG0007594	bc2001_g13724.t1	bc2002_g14461.t2
OG0007594	bc2001_g13706.t1	bc2002_g14461.t1
OG0007595	bc2001_g13755.t1	bc2002_g14490.t1
OG0007596	bc2001_g13769.t1	bc2002_g14503.t1
OG0007597	bc2001_g19546.t1	bc2002_g1996.t1
OG0007597	bc2001_g13778.t1	bc2002_g8359.t1
OG0007598	bc2001_g13796.t1	bc2002_g14530.t1, bc2002_g14530.t2
OG0007599	bc2001_g13813.t1	bc2002_g14548.t1
OG0007600	bc2001_g13859.t1	bc2002_g14603.t1
OG0007601	bc2001_g13868.t1	bc2002_g14613.t1, bc2002_g16818.t1, bc2002_g8227.t1
OG0007602	bc2001_g13879.t1	bc2002_g14626.t1
OG0007602	bc2001_g16194.t1	bc2002_g8464.t1
OG0007603	bc2001_g13881.t2, bc2001_g13881.t1	bc2002_g14628.t1
OG0007604	bc2001_g13890.t1	bc2002_g14635.t1
OG0007605	bc2001_g13891.t1	bc2002_g14636.t2, bc2002_g14636.t1
OG0007606	bc2001_g13898.t1	bc2002_g14643.t1
OG0007607	bc2001_g13905.t2	bc2002_g14649.t1
OG0007607	bc2001_g13905.t1	bc2002_g14649.t2
OG0007608	bc2001_g13906.t1	bc2002_g14650.t1
OG0007609	bc2001_g13913.t1	bc2002_g14657.t1
OG0007610	bc2001_g13929.t1	bc2002_g14673.t1, bc2002_g17823.t1, bc2002_g19493.t1
OG0007611	bc2001_g13953.t1	bc2002_g3634.t1
OG0007612	bc2001_g13979.t1	bc2002_g10888.t1
OG0007613	bc2001_g13987.t1	bc2002_g10896.t1, bc2002_g10896.t2
OG0007614	bc2001_g13994.t1	bc2002_g10906.t1
OG0007615	bc2001_g13996.t1	bc2002_g10908.t1
OG0007616	bc2001_g13999.t1	bc2002_g10911.t1
OG0007617	bc2001_g14067.t1	bc2002_g10975.t1
OG0007618	bc2001_g14094.t1	bc2002_g11002.t2, bc2002_g11002.t1, bc2002_g1631.t1
OG0007619	bc2001_g14098.t2	bc2002_g11005.t2
OG0007619	bc2001_g14098.t1	bc2002_g11005.t1
OG0007620	bc2001_g14118.t1	bc2002_g11025.t1
OG0007621	bc2001_g14122.t1, bc2001_g14122.t2	bc2002_g11029.t1
OG0007622	bc2001_g14126.t1, bc2001_g14126.t3, bc2001_g14126.t2	bc2002_g11033.t1
OG0007623	bc2001_g14151.t1	bc2002_g11059.t1, bc2002_g19592.t1, bc2002_g7625.t1
OG0007624	bc2001_g14169.t1	bc2002_g11076.t2, bc2002_g11076.t1
OG0007625	bc2001_g14170.t1	bc2002_g11077.t1
OG0007626	bc2001_g14175.t1	bc2002_g11082.t2, bc2002_g11082.t1
OG0007627	bc2001_g14206.t1	bc2002_g18344.t1
OG0007627	bc2001_g17006.t1	bc2002_g7917.t1
