Orthogroup	acastellanii_braker	bc2002_braker
OG0002781	acastellanii_g13437.t1	bc2002_g11904.t1
OG0002782	acastellanii_g13061.t1, acastellanii_g2493.t1	bc2002_g3074.t1
OG0002784	acastellanii_g13029.t1	bc2002_g18132.t1
OG0002785	acastellanii_g12988.t1, acastellanii_g12988.t2	bc2002_g16479.t1
OG0002787	acastellanii_g12966.t1, acastellanii_g286.t1	bc2002_g16266.t1
OG0002788	acastellanii_g11112.t1, acastellanii_g12934.t1	bc2002_g238.t1
OG0002789	acastellanii_g11113.t1, acastellanii_g12935.t1	bc2002_g14794.t1
OG0002790	acastellanii_g12936.t1, acastellanii_g11114.t2	bc2002_g10156.t1
OG0002791	acastellanii_g12917.t1, acastellanii_g12917.t2	bc2002_g4888.t1
OG0002792	acastellanii_g12874.t1	bc2002_g7042.t1
OG0002793	acastellanii_g12878.t1	bc2002_g2981.t1
OG0002794	acastellanii_g12885.t2, acastellanii_g12885.t1	bc2002_g9803.t2, bc2002_g9803.t1
OG0002795	acastellanii_g12897.t1	bc2002_g500.t1
OG0002796	acastellanii_g3030.t1, acastellanii_g12910.t1	bc2002_g2940.t1
OG0002799	acastellanii_g12804.t1	bc2002_g1719.t1
OG0002800	acastellanii_g12827.t1, acastellanii_g12825.t1	bc2002_g5294.t1
OG0002801	acastellanii_g12842.t2, acastellanii_g12842.t1	bc2002_g4848.t1
OG0002803	acastellanii_g12772.t1	bc2002_g17470.t1, bc2002_g17470.t2
OG0002805	acastellanii_g12782.t1	bc2002_g16874.t1
OG0002807	acastellanii_g12710.t1	bc2002_g6714.t1
OG0002808	acastellanii_g12721.t2, acastellanii_g12721.t1	bc2002_g20063.t1
OG0002809	acastellanii_g12735.t1	bc2002_g11901.t1
OG0002813	acastellanii_g12627.t1	bc2002_g9328.t2, bc2002_g9251.t1, bc2002_g9328.t1
OG0002814	acastellanii_g12526.t1, acastellanii_g12526.t2	bc2002_g17930.t1
OG0002815	acastellanii_g12531.t1	bc2002_g15929.t1, bc2002_g15929.t2
OG0002816	acastellanii_g12536.t2, acastellanii_g12536.t1	bc2002_g13802.t1
OG0002817	acastellanii_g12542.t1, acastellanii_g11788.t1, acastellanii_g4262.t1	bc2002_g2021.t1
OG0002818	acastellanii_g12557.t1	bc2002_g739.t1
OG0002821	acastellanii_g12571.t1	bc2002_g18617.t1
OG0002822	acastellanii_g12585.t2, acastellanii_g12585.t1	bc2002_g8950.t1
OG0002823	acastellanii_g12593.t1	bc2002_g16756.t1, bc2002_g16757.t1
OG0002824	acastellanii_g12599.t1, acastellanii_g12599.t2	bc2002_g12667.t1
OG0002825	acastellanii_g12601.t1	bc2002_g7972.t1
OG0002826	acastellanii_g12604.t1, acastellanii_g12604.t2	bc2002_g9101.t1
OG0002827	acastellanii_g12455.t2, acastellanii_g12455.t1	bc2002_g16696.t1
OG0002828	acastellanii_g12481.t1	bc2002_g12260.t1
OG0002829	acastellanii_g12487.t1	bc2002_g16848.t1
OG0002830	acastellanii_g12502.t2, acastellanii_g12502.t1	bc2002_g779.t2, bc2002_g779.t1
OG0002835	acastellanii_g9444.t1, acastellanii_g12382.t1	bc2002_g14276.t1
OG0002837	acastellanii_g12345.t1, acastellanii_g11544.t1	bc2002_g17291.t1
OG0002838	acastellanii_g12330.t1	bc2002_g9137.t1
OG0002840	acastellanii_g12341.t1	bc2002_g4889.t1
OG0002841	acastellanii_g11270.t1, acastellanii_g11815.t1	bc2002_g8863.t1
OG0002842	acastellanii_g6799.t1, acastellanii_g8544.t1, acastellanii_g11828.t1	bc2002_g18668.t1
OG0002843	acastellanii_g11831.t1	bc2002_g12435.t1
OG0002844	acastellanii_g11835.t1	bc2002_g5931.t1, bc2002_g5931.t2
OG0002845	acastellanii_g11838.t1	bc2002_g6652.t2, bc2002_g6652.t1
OG0002846	acastellanii_g11849.t1	bc2002_g19284.t1
OG0002847	acastellanii_g11866.t1	bc2002_g2277.t1
OG0002848	acastellanii_g11878.t1	bc2002_g9404.t1
OG0002849	acastellanii_g11916.t1, acastellanii_g10049.t1	bc2002_g7799.t1
OG0002850	acastellanii_g11920.t1	bc2002_g4199.t1
OG0002851	acastellanii_g11930.t1	bc2002_g15744.t1
OG0002852	acastellanii_g11931.t1	bc2002_g8554.t1
OG0002853	acastellanii_g11932.t1	bc2002_g11927.t1
OG0002855	acastellanii_g11949.t1, acastellanii_g9120.t1	bc2002_g11382.t1
OG0002856	acastellanii_g12194.t1, acastellanii_g11959.t1	bc2002_g9573.t1
OG0002858	acastellanii_g11966.t1	bc2002_g5917.t1
OG0002860	acastellanii_g12014.t1	bc2002_g1033.t1
OG0002861	acastellanii_g12020.t1, acastellanii_g141.t1	bc2002_g9103.t1
OG0002862	acastellanii_g12033.t1	bc2002_g16403.t1
OG0002863	acastellanii_g12034.t1, acastellanii_g12034.t2	bc2002_g1114.t1
OG0002864	acastellanii_g12065.t1	bc2002_g9798.t1
OG0002867	acastellanii_g12084.t1	bc2002_g4787.t1
OG0002868	acastellanii_g12086.t1	bc2002_g9667.t1
OG0002869	acastellanii_g8501.t1, acastellanii_g8501.t2, acastellanii_g12087.t1	bc2002_g20067.t1
OG0002870	acastellanii_g12091.t2, acastellanii_g12091.t1	bc2002_g4397.t1
OG0002871	acastellanii_g12099.t1	bc2002_g18490.t2, bc2002_g18490.t1
OG0002874	acastellanii_g12145.t1	bc2002_g6951.t1
OG0002875	acastellanii_g12172.t1	bc2002_g6954.t1
OG0002876	acastellanii_g12176.t2, acastellanii_g12176.t1	bc2002_g14235.t1
OG0002877	acastellanii_g12179.t1	bc2002_g5326.t1
OG0002878	acastellanii_g12208.t1	bc2002_g7093.t1, bc2002_g7093.t2
OG0002879	acastellanii_g12211.t1, acastellanii_g12211.t2	bc2002_g4878.t1
OG0002880	acastellanii_g12213.t1	bc2002_g3467.t1
OG0002881	acastellanii_g12219.t1	bc2002_g15160.t1
OG0002882	acastellanii_g12233.t1	bc2002_g858.t1
OG0002883	acastellanii_g12234.t1	bc2002_g7765.t1, bc2002_g7765.t2
OG0002884	acastellanii_g12252.t2, acastellanii_g12252.t1	bc2002_g6910.t1
OG0002885	acastellanii_g12257.t1	bc2002_g7733.t1
OG0002886	acastellanii_g12258.t2, acastellanii_g12258.t1	bc2002_g8394.t1
OG0002887	acastellanii_g12264.t2, acastellanii_g12264.t1	bc2002_g6675.t1
OG0002888	acastellanii_g11127.t1, acastellanii_g12266.t1	bc2002_g18984.t1
OG0002889	acastellanii_g12273.t1, acastellanii_g12273.t2	bc2002_g12845.t1
OG0002890	acastellanii_g12277.t1	bc2002_g18223.t1
OG0002891	acastellanii_g12285.t1	bc2002_g989.t1
OG0002893	acastellanii_g11803.t1, acastellanii_g11803.t2	bc2002_g4645.t1
OG0002897	acastellanii_g4261.t1, acastellanii_g11790.t1	bc2002_g7755.t1
OG0002898	acastellanii_g11793.t1, acastellanii_g4259.t1, acastellanii_g8988.t1	bc2002_g13804.t1
OG0002900	acastellanii_g11763.t1	bc2002_g14369.t2, bc2002_g14369.t1
OG0002904	acastellanii_g11646.t1	bc2002_g7312.t1
OG0002905	acastellanii_g11648.t1	bc2002_g6872.t1
OG0002906	acastellanii_g11651.t1	bc2002_g12189.t1
OG0002907	acastellanii_g11654.t1	bc2002_g18398.t1
OG0002908	acastellanii_g11655.t3	bc2002_g5124.t1
OG0002909	acastellanii_g11659.t1, acastellanii_g11659.t2	bc2002_g17845.t1
OG0002910	acastellanii_g11663.t1	bc2002_g6641.t1
OG0002911	acastellanii_g11693.t1	bc2002_g6105.t1, bc2002_g6105.t2
OG0002912	acastellanii_g11698.t1, acastellanii_g11698.t2	bc2002_g10100.t1
OG0002913	acastellanii_g11709.t1, acastellanii_g11709.t2	bc2002_g4184.t1, bc2002_g4184.t2
OG0002914	acastellanii_g11718.t1	bc2002_g19319.t1
OG0002915	acastellanii_g11588.t2	bc2002_g10967.t1
OG0002916	acastellanii_g11598.t1	bc2002_g2540.t1, bc2002_g2540.t2
OG0002918	acastellanii_g11496.t1, acastellanii_g11498.t1	bc2002_g5302.t1
OG0002919	acastellanii_g11499.t1	bc2002_g15470.t1
OG0002921	acastellanii_g11519.t2, acastellanii_g11519.t1	bc2002_g12246.t1
OG0002922	acastellanii_g11525.t1, acastellanii_g11525.t2	bc2002_g17200.t1
OG0002923	acastellanii_g11528.t1	bc2002_g16722.t1
OG0002924	acastellanii_g11566.t1	bc2002_g17100.t1
OG0002926	acastellanii_g11578.t1	bc2002_g15579.t1
OG0002927	acastellanii_g11401.t1	bc2002_g14599.t1
OG0002928	acastellanii_g11413.t1	bc2002_g3865.t1
OG0002929	acastellanii_g11436.t1	bc2002_g2026.t1
OG0002930	acastellanii_g11445.t1	bc2002_g3515.t2, bc2002_g3515.t1
OG0002931	acastellanii_g11447.t1	bc2002_g10760.t1
OG0002932	acastellanii_g11462.t1	bc2002_g956.t1
OG0002933	acastellanii_g11468.t1	bc2002_g8858.t1
OG0002934	acastellanii_g11475.t1	bc2002_g9419.t1
OG0002935	acastellanii_g11478.t1	bc2002_g2904.t2, bc2002_g2904.t1
OG0002937	acastellanii_g11484.t1	bc2002_g18637.t1
OG0002938	acastellanii_g11488.t1	bc2002_g13389.t1
OG0002940	acastellanii_g5880.t1, acastellanii_g11492.t1	bc2002_g14014.t1
OG0002941	acastellanii_g5881.t1, acastellanii_g11493.t1	bc2002_g15825.t1
OG0002942	acastellanii_g276.t1, acastellanii_g11386.t1	bc2002_g19301.t1
OG0002943	acastellanii_g11331.t1	bc2002_g16529.t1
OG0002944	acastellanii_g11340.t1	bc2002_g3639.t1
OG0002945	acastellanii_g9084.t1, acastellanii_g11304.t1	bc2002_g8875.t1
OG0002946	acastellanii_g11255.t1	bc2002_g16645.t1
OG0002947	acastellanii_g9805.t1	bc2002_g14204.t1
OG0002948	acastellanii_g11190.t1	bc2002_g11296.t1
OG0002949	acastellanii_g1467.t1, acastellanii_g11210.t2, acastellanii_g11210.t1	bc2002_g17131.t1
OG0002950	acastellanii_g11232.t1	bc2002_g17397.t1
OG0002951	acastellanii_g11239.t1, acastellanii_g11239.t2	bc2002_g4847.t1
OG0002953	acastellanii_g11156.t1, acastellanii_g7428.t1	bc2002_g783.t1
OG0002954	acastellanii_g4436.t2, acastellanii_g4436.t1, acastellanii_g10945.t1	bc2002_g7295.t1
OG0002955	acastellanii_g10970.t1, acastellanii_g10967.t1	bc2002_g8845.t1
OG0002957	acastellanii_g10998.t1	bc2002_g18796.t1
OG0002959	acastellanii_g11017.t1	bc2002_g12252.t1
OG0002960	acastellanii_g11043.t1	bc2002_g9673.t1
OG0002962	acastellanii_g11053.t1	bc2002_g7964.t1
OG0002963	acastellanii_g11096.t1, acastellanii_g4528.t1, acastellanii_g10170.t1	bc2002_g20101.t1
OG0002964	acastellanii_g11146.t1	bc2002_g6633.t1
OG0002965	acastellanii_g10899.t1, acastellanii_g2572.t1	bc2002_g6368.t1
OG0002966	acastellanii_g10908.t1	bc2002_g6725.t1, bc2002_g6725.t2
OG0002967	acastellanii_g8088.t1, acastellanii_g10911.t1	bc2002_g16383.t1
OG0002969	acastellanii_g10919.t1	bc2002_g124.t1
OG0002970	acastellanii_g10876.t1	bc2002_g9649.t1
OG0002971	acastellanii_g10858.t1, acastellanii_g7065.t1	bc2002_g19191.t1
OG0002972	acastellanii_g10857.t1	bc2002_g10537.t1
OG0002973	acastellanii_g7393.t1, acastellanii_g10703.t1	bc2002_g7403.t1
OG0002974	acastellanii_g7389.t1, acastellanii_g10709.t1	bc2002_g9553.t1
OG0002976	acastellanii_g10753.t1	bc2002_g19487.t1
OG0002977	acastellanii_g10756.t1, acastellanii_g10756.t2	bc2002_g9480.t1
OG0002978	acastellanii_g10761.t1	bc2002_g10564.t1
OG0002979	acastellanii_g10770.t1	bc2002_g9555.t1
OG0002980	acastellanii_g10778.t1	bc2002_g7249.t1
OG0002982	acastellanii_g10796.t1	bc2002_g7380.t1
OG0002984	acastellanii_g10814.t1, acastellanii_g6643.t1	bc2002_g10798.t1
OG0002985	acastellanii_g10834.t1	bc2002_g178.t1
OG0002986	acastellanii_g10835.t1	bc2002_g10529.t1, bc2002_g10530.t1
OG0002988	acastellanii_g2333.t1, acastellanii_g10689.t1	bc2002_g17000.t2
OG0002989	acastellanii_g10672.t1	bc2002_g12077.t1
OG0002991	acastellanii_g10608.t1	bc2002_g2905.t1, bc2002_g2905.t2
OG0002992	acastellanii_g10620.t1	bc2002_g992.t1
OG0002993	acastellanii_g10631.t1, acastellanii_g10628.t1	bc2002_g7413.t1
OG0002994	acastellanii_g10594.t1	bc2002_g15050.t1
OG0002995	acastellanii_g10567.t1	bc2002_g18164.t1, bc2002_g18164.t2
OG0002996	acastellanii_g10425.t1	bc2002_g7317.t1, bc2002_g7316.t1
OG0002998	acastellanii_g10455.t1, acastellanii_g10455.t2	bc2002_g2366.t1
OG0003001	acastellanii_g10491.t1	bc2002_g11004.t1
OG0003002	acastellanii_g10494.t1, acastellanii_g3054.t1	bc2002_g10561.t1
OG0003003	acastellanii_g10512.t1	bc2002_g10686.t1
OG0003004	acastellanii_g10527.t1	bc2002_g18403.t1
OG0003005	acastellanii_g10260.t1, acastellanii_g1170.t1	bc2002_g15361.t1
OG0003006	acastellanii_g10270.t1	bc2002_g16183.t1
OG0003007	acastellanii_g10273.t1	bc2002_g9870.t1
OG0003008	acastellanii_g10313.t1, acastellanii_g3280.t1	bc2002_g9097.t1
OG0003009	acastellanii_g10321.t1	bc2002_g9282.t1
OG0003010	acastellanii_g10335.t1	bc2002_g1085.t1
OG0003011	acastellanii_g10344.t2, acastellanii_g10344.t1	bc2002_g18489.t1
OG0003012	acastellanii_g10029.t1, acastellanii_g10017.t1	bc2002_g13716.t1
OG0003013	acastellanii_g10025.t1	bc2002_g8796.t1
OG0003014	acastellanii_g10046.t1	bc2002_g2848.t2, bc2002_g2848.t1
OG0003015	acastellanii_g10047.t1, acastellanii_g10047.t2	bc2002_g11126.t1
OG0003016	acastellanii_g10059.t1	bc2002_g16371.t1
OG0003017	acastellanii_g10077.t1	bc2002_g5131.t1
OG0003018	acastellanii_g10091.t1	bc2002_g1642.t1
OG0003019	acastellanii_g10094.t1	bc2002_g3486.t1
OG0003020	acastellanii_g10099.t2, acastellanii_g10099.t1	bc2002_g18219.t1
OG0003021	acastellanii_g10104.t1	bc2002_g16460.t1
OG0003022	acastellanii_g10109.t1	bc2002_g19741.t1
OG0003023	acastellanii_g10149.t1	bc2002_g11578.t2
OG0003024	acastellanii_g10151.t1, acastellanii_g10151.t2	bc2002_g1050.t1
OG0003025	acastellanii_g10157.t2, acastellanii_g10157.t1	bc2002_g16435.t1
OG0003026	acastellanii_g10161.t2, acastellanii_g10161.t1	bc2002_g2964.t1
OG0003028	acastellanii_g10200.t1	bc2002_g19221.t1
OG0003029	acastellanii_g10206.t1	bc2002_g1402.t1
OG0003031	acastellanii_g10235.t1	bc2002_g3493.t1
OG0003032	acastellanii_g4851.t1, acastellanii_g10246.t1	bc2002_g11589.t1
OG0003033	acastellanii_g9988.t1, acastellanii_g9988.t2	bc2002_g14013.t1
OG0003034	acastellanii_g9596.t1, acastellanii_g9596.t2	bc2002_g3285.t1
OG0003035	acastellanii_g9608.t1, acastellanii_g6100.t1	bc2002_g3234.t1
OG0003036	acastellanii_g1573.t1, acastellanii_g9610.t1	bc2002_g11445.t1
OG0003037	acastellanii_g9621.t2, acastellanii_g9621.t1	bc2002_g4568.t1
OG0003038	acastellanii_g9642.t2, acastellanii_g9642.t1	bc2002_g2173.t1
OG0003039	acastellanii_g9649.t1	bc2002_g15660.t1
OG0003040	acastellanii_g9661.t2, acastellanii_g9661.t1	bc2002_g1400.t1
OG0003041	acastellanii_g9726.t1	bc2002_g10689.t1
OG0003042	acastellanii_g9730.t1	bc2002_g9426.t2, bc2002_g9426.t1
OG0003043	acastellanii_g9731.t1	bc2002_g9817.t1
OG0003044	acastellanii_g9735.t1	bc2002_g2229.t1
OG0003045	acastellanii_g9738.t1	bc2002_g16274.t1
OG0003046	acastellanii_g9747.t1	bc2002_g9766.t1
OG0003047	acastellanii_g9750.t1	bc2002_g19228.t1
OG0003048	acastellanii_g9775.t1	bc2002_g4660.t1
OG0003049	acastellanii_g9811.t1, acastellanii_g2772.t1	bc2002_g4609.t1
OG0003050	acastellanii_g9819.t1	bc2002_g9923.t1
OG0003051	acastellanii_g9834.t1	bc2002_g12511.t1
OG0003052	acastellanii_g8633.t1, acastellanii_g9842.t1	bc2002_g17517.t1, bc2002_g17517.t2
OG0003053	acastellanii_g9846.t1, acastellanii_g9846.t2	bc2002_g9768.t1
OG0003054	acastellanii_g9870.t1, acastellanii_g9870.t2	bc2002_g16142.t1
OG0003056	acastellanii_g8915.t1, acastellanii_g9906.t1	bc2002_g9420.t1
OG0003057	acastellanii_g9955.t1	bc2002_g10396.t1
OG0003058	acastellanii_g9336.t1, acastellanii_g9336.t2	bc2002_g11813.t1
OG0003060	acastellanii_g9349.t2, acastellanii_g9349.t1	bc2002_g3299.t1
OG0003061	acastellanii_g9350.t1, acastellanii_g9350.t2	bc2002_g18985.t1
OG0003062	acastellanii_g9356.t1	bc2002_g10773.t1
OG0003063	acastellanii_g9399.t2, acastellanii_g9399.t3, acastellanii_g9399.t1	bc2002_g769.t1
OG0003064	acastellanii_g9409.t1	bc2002_g2857.t2, bc2002_g2857.t1
OG0003065	acastellanii_g9410.t1	bc2002_g1469.t1
OG0003066	acastellanii_g9414.t1, acastellanii_g9414.t2	bc2002_g5811.t1
OG0003067	acastellanii_g9427.t1, acastellanii_g9427.t2	bc2002_g4262.t1
OG0003068	acastellanii_g9432.t1, acastellanii_g9432.t2	bc2002_g16401.t1
OG0003069	acastellanii_g9435.t1	bc2002_g1396.t1
OG0003070	acastellanii_g9436.t1, acastellanii_g9436.t2	bc2002_g10577.t1
OG0003071	acastellanii_g9443.t1	bc2002_g13905.t1
OG0003073	acastellanii_g9461.t2, acastellanii_g9461.t1	bc2002_g8576.t1
OG0003074	acastellanii_g9466.t1	bc2002_g10453.t1
OG0003075	acastellanii_g9480.t1	bc2002_g10576.t1
OG0003076	acastellanii_g9497.t1	bc2002_g13609.t1
OG0003077	acastellanii_g9512.t2, acastellanii_g9512.t1	bc2002_g13620.t1, bc2002_g11216.t1
OG0003078	acastellanii_g9514.t1	bc2002_g11959.t1
OG0003079	acastellanii_g9515.t1	bc2002_g14769.t1, bc2002_g14770.t1
OG0003080	acastellanii_g9516.t1	bc2002_g10970.t1
OG0003082	acastellanii_g9550.t1	bc2002_g766.t1
OG0003084	acastellanii_g9570.t1	bc2002_g19444.t1
OG0003085	acastellanii_g9287.t1	bc2002_g9883.t1
OG0003086	acastellanii_g9288.t1	bc2002_g2424.t1
OG0003087	acastellanii_g9289.t1	bc2002_g8689.t1
OG0003088	acastellanii_g9279.t1	bc2002_g10302.t1
OG0003089	acastellanii_g9256.t1	bc2002_g13478.t1
OG0003090	acastellanii_g9237.t1, acastellanii_g9237.t2	bc2002_g10560.t1
OG0003091	acastellanii_g9143.t1	bc2002_g8574.t1
OG0003092	acastellanii_g9184.t1	bc2002_g13364.t1
OG0003093	acastellanii_g9190.t1	bc2002_g18677.t1
OG0003094	acastellanii_g8731.t1	bc2002_g6336.t1
OG0003095	acastellanii_g8736.t2, acastellanii_g8736.t1	bc2002_g4611.t1
OG0003096	acastellanii_g7032.t1, acastellanii_g8739.t1, acastellanii_g2022.t1	bc2002_g16649.t1
OG0003097	acastellanii_g8747.t1	bc2002_g11430.t1
OG0003098	acastellanii_g7890.t1, acastellanii_g8754.t1	bc2002_g12675.t1, bc2002_g12675.t2
OG0003099	acastellanii_g8755.t1	bc2002_g15957.t1, bc2002_g7024.t1
OG0003100	acastellanii_g7224.t1, acastellanii_g8760.t1	bc2002_g6123.t3
OG0003101	acastellanii_g8767.t1	bc2002_g8286.t1
OG0003102	acastellanii_g8803.t1	bc2002_g17617.t1, bc2002_g17594.t1
OG0003103	acastellanii_g8804.t1	bc2002_g12504.t1
OG0003104	acastellanii_g8809.t1	bc2002_g4695.t1
OG0003105	acastellanii_g4740.t1, acastellanii_g8823.t1	bc2002_g9552.t1
OG0003107	acastellanii_g8901.t1	bc2002_g6736.t1
OG0003108	acastellanii_g8906.t1, acastellanii_g1179.t1	bc2002_g16501.t1
OG0003110	acastellanii_g8931.t1, acastellanii_g8930.t1, acastellanii_g4319.t1	bc2002_g11956.t1
OG0003111	acastellanii_g8939.t1	bc2002_g17936.t1
OG0003112	acastellanii_g8947.t1	bc2002_g13738.t1
OG0003113	acastellanii_g8951.t1	bc2002_g18476.t1
OG0003114	acastellanii_g8957.t2, acastellanii_g8957.t1	bc2002_g3415.t1
OG0003115	acastellanii_g8969.t1	bc2002_g17941.t1
OG0003116	acastellanii_g8986.t1	bc2002_g5112.t1
OG0003117	acastellanii_g8995.t1	bc2002_g2986.t1
OG0003118	acastellanii_g9017.t1	bc2002_g5546.t1, bc2002_g5546.t2
OG0003119	acastellanii_g9032.t1	bc2002_g1806.t1
OG0003120	acastellanii_g9035.t1	bc2002_g13877.t1
OG0003121	acastellanii_g9038.t1	bc2002_g888.t1
OG0003122	acastellanii_g9043.t1	bc2002_g4484.t1
OG0003123	acastellanii_g8719.t1, acastellanii_g5218.t1	bc2002_g11948.t1
OG0003124	acastellanii_g8707.t2, acastellanii_g8707.t1	bc2002_g11759.t1
OG0003125	acastellanii_g8653.t1	bc2002_g2667.t1
OG0003126	acastellanii_g8654.t2, acastellanii_g8654.t1	bc2002_g10964.t1
OG0003127	acastellanii_g8664.t1	bc2002_g5415.t1
OG0003128	acastellanii_g8415.t2	bc2002_g10282.t1
OG0003129	acastellanii_g8416.t2, acastellanii_g8416.t1	bc2002_g10224.t1
OG0003130	acastellanii_g8425.t1	bc2002_g1901.t1
OG0003132	acastellanii_g8439.t1, acastellanii_g8439.t2	bc2002_g12193.t1
OG0003133	acastellanii_g2563.t1	bc2002_g93.t1
OG0003134	acastellanii_g8448.t1	bc2002_g12259.t1
OG0003135	acastellanii_g8468.t1	bc2002_g1403.t1
OG0003136	acastellanii_g8471.t1	bc2002_g3754.t2
OG0003137	acastellanii_g5038.t1, acastellanii_g8498.t1	bc2002_g14125.t1
OG0003139	acastellanii_g8532.t1	bc2002_g890.t1
OG0003141	acastellanii_g8619.t2, acastellanii_g8619.t1	bc2002_g1458.t1
OG0003142	acastellanii_g8025.t1	bc2002_g6650.t1, bc2002_g6650.t2
OG0003143	acastellanii_g8039.t1	bc2002_g2412.t1
OG0003144	acastellanii_g8041.t1	bc2002_g2673.t2, bc2002_g2673.t1
OG0003145	acastellanii_g8050.t1	bc2002_g17388.t1
OG0003146	acastellanii_g8051.t1	bc2002_g8452.t1
OG0003147	acastellanii_g8060.t1	bc2002_g12576.t1, bc2002_g12576.t2
OG0003148	acastellanii_g8075.t1	bc2002_g8762.t1
OG0003149	acastellanii_g8085.t1, acastellanii_g8085.t2	bc2002_g16983.t1
OG0003150	acastellanii_g8101.t1	bc2002_g3834.t1
OG0003151	acastellanii_g8102.t1	bc2002_g12524.t1
OG0003152	acastellanii_g8130.t2, acastellanii_g8130.t1	bc2002_g11871.t1
OG0003153	acastellanii_g8145.t2, acastellanii_g8145.t1	bc2002_g2327.t1
OG0003154	acastellanii_g8158.t2, acastellanii_g8158.t1	bc2002_g12567.t1
OG0003155	acastellanii_g8159.t1	bc2002_g11403.t1
OG0003156	acastellanii_g8160.t1	bc2002_g12505.t1
OG0003158	acastellanii_g8178.t1	bc2002_g6719.t1
OG0003159	acastellanii_g8196.t1	bc2002_g7816.t1
OG0003160	acastellanii_g8204.t1	bc2002_g11111.t1
OG0003161	acastellanii_g8234.t1	bc2002_g7963.t1
OG0003162	acastellanii_g8249.t1	bc2002_g16900.t1
OG0003164	acastellanii_g8271.t1	bc2002_g11248.t1
OG0003165	acastellanii_g8290.t1	bc2002_g17846.t1
OG0003166	acastellanii_g8291.t1	bc2002_g17455.t1
OG0003167	acastellanii_g8297.t1	bc2002_g4651.t1
OG0003168	acastellanii_g5228.t1, acastellanii_g8303.t1	bc2002_g17537.t1
OG0003169	acastellanii_g8313.t2, acastellanii_g8313.t1	bc2002_g8784.t1
OG0003170	acastellanii_g8324.t1	bc2002_g17739.t1
OG0003171	acastellanii_g8329.t1, acastellanii_g8329.t2	bc2002_g17711.t1
OG0003172	acastellanii_g8351.t1, acastellanii_g8351.t3, acastellanii_g8351.t2	bc2002_g10873.t1
OG0003173	acastellanii_g8375.t1	bc2002_g11471.t1
OG0003174	acastellanii_g8381.t2, acastellanii_g8381.t1	bc2002_g10880.t1
OG0003175	acastellanii_g8407.t1	bc2002_g5324.t1
OG0003177	acastellanii_g8007.t4	bc2002_g18068.t1, bc2002_g18068.t2
OG0003178	acastellanii_g7959.t2, acastellanii_g7959.t1	bc2002_g16896.t1
OG0003179	acastellanii_g7767.t1	bc2002_g970.t2, bc2002_g970.t1
OG0003180	acastellanii_g7776.t1	bc2002_g962.t1
OG0003181	acastellanii_g7781.t1	bc2002_g3820.t1
OG0003182	acastellanii_g7786.t1	bc2002_g9874.t2, bc2002_g9874.t1
OG0003183	acastellanii_g7791.t2, acastellanii_g7791.t1	bc2002_g16462.t1
OG0003184	acastellanii_g7792.t1, acastellanii_g7792.t2	bc2002_g7022.t1
OG0003185	acastellanii_g7816.t1, acastellanii_g191.t1	bc2002_g2276.t1
OG0003186	acastellanii_g7818.t2, acastellanii_g7818.t1	bc2002_g16033.t1
OG0003187	acastellanii_g7834.t2, acastellanii_g7834.t1	bc2002_g2606.t1
OG0003188	acastellanii_g7844.t1	bc2002_g17344.t1
OG0003189	acastellanii_g7888.t1	bc2002_g6387.t1, bc2002_g6283.t1
OG0003190	acastellanii_g7894.t1	bc2002_g17834.t1
OG0003191	acastellanii_g7899.t1	bc2002_g8824.t1, bc2002_g8824.t2
OG0003193	acastellanii_g7906.t1, acastellanii_g7905.t1	bc2002_g7825.t1
OG0003194	acastellanii_g7909.t1, acastellanii_g7909.t2	bc2002_g7827.t1
OG0003195	acastellanii_g7925.t1, acastellanii_g7927.t1	bc2002_g12609.t1
OG0003196	acastellanii_g7719.t1	bc2002_g8844.t2, bc2002_g8844.t1
OG0003197	acastellanii_g7721.t1	bc2002_g17642.t1
OG0003198	acastellanii_g7730.t2, acastellanii_g7730.t1	bc2002_g14906.t1
OG0003199	acastellanii_g7731.t1	bc2002_g770.t1, bc2002_g770.t2
OG0003200	acastellanii_g7694.t2, acastellanii_g7694.t1	bc2002_g14301.t1
OG0003201	acastellanii_g7695.t1	bc2002_g2381.t1
OG0003202	acastellanii_g7700.t1, acastellanii_g7700.t2	bc2002_g17705.t1
OG0003203	acastellanii_g7709.t1	bc2002_g10575.t1
OG0003204	acastellanii_g7712.t1	bc2002_g14534.t1
OG0003205	acastellanii_g7660.t1	bc2002_g764.t1
OG0003206	acastellanii_g7664.t1, acastellanii_g7664.t2	bc2002_g10968.t1
OG0003207	acastellanii_g7665.t1, acastellanii_g7665.t2	bc2002_g10918.t1
OG0003208	acastellanii_g7666.t1	bc2002_g10917.t1
OG0003209	acastellanii_g499.t1, acastellanii_g7602.t1	bc2002_g6713.t1
OG0003211	acastellanii_g7619.t1	bc2002_g4641.t1
OG0003212	acastellanii_g7625.t1	bc2002_g13086.t1
OG0003213	acastellanii_g7634.t1	bc2002_g2675.t1
OG0003214	acastellanii_g7638.t1, acastellanii_g3959.t1	bc2002_g19504.t1
OG0003215	acastellanii_g7594.t1	bc2002_g9793.t1
OG0003216	acastellanii_g7600.t1	bc2002_g1967.t1
OG0003217	acastellanii_g7547.t1, acastellanii_g324.t1, acastellanii_g7546.t1	bc2002_g2040.t1
OG0003218	acastellanii_g7564.t1, acastellanii_g7565.t1	bc2002_g9662.t1
