Orthogroup	acastellanii_braker	bc2001_braker
OG0002325	acastellanii_g3864.t1	bc2001_g1567.t3, bc2001_g1567.t2, bc2001_g1567.t1
OG0002326	acastellanii_g902.t1, acastellanii_g3874.t1	bc2001_g5321.t1, bc2001_g5321.t2
OG0002327	acastellanii_g3894.t1	bc2001_g14895.t1
OG0002328	acastellanii_g3913.t2, acastellanii_g3913.t1	bc2001_g17497.t1, bc2001_g17497.t2
OG0002329	acastellanii_g3818.t1	bc2001_g13225.t2, bc2001_g13225.t1
OG0002330	acastellanii_g3825.t2, acastellanii_g3825.t1	bc2001_g16528.t2, bc2001_g16528.t1
OG0002331	acastellanii_g3835.t3	bc2001_g835.t2, bc2001_g835.t1
OG0002332	acastellanii_g3842.t1	bc2001_g13220.t1
OG0002333	acastellanii_g3850.t1, acastellanii_g3850.t2	bc2001_g5052.t1
OG0002334	acastellanii_g1767.t1, acastellanii_g3741.t1	bc2001_g8271.t1
OG0002335	acastellanii_g3724.t1	bc2001_g12499.t1, bc2001_g12499.t2, bc2001_g12499.t3
OG0002336	acastellanii_g2569.t1, acastellanii_g2569.t2, acastellanii_g3672.t1	bc2001_g19614.t1
OG0002337	acastellanii_g3681.t1	bc2001_g8989.t3, bc2001_g8989.t2, bc2001_g8989.t1
OG0002338	acastellanii_g3687.t1	bc2001_g17788.t2, bc2001_g17788.t1
OG0002339	acastellanii_g30.t1, acastellanii_g3665.t1	bc2001_g2188.t1
OG0002340	acastellanii_g3525.t1	bc2001_g87.t1
OG0002341	acastellanii_g3530.t1	bc2001_g7177.t2, bc2001_g7177.t1
OG0002342	acastellanii_g3533.t1	bc2001_g12122.t1
OG0002343	acastellanii_g3534.t1, acastellanii_g3534.t2	bc2001_g11756.t1
OG0002344	acastellanii_g3586.t1, acastellanii_g3586.t2	bc2001_g16751.t4
OG0002345	acastellanii_g3449.t1, acastellanii_g3450.t1	bc2001_g17263.t1, bc2001_g17263.t2
OG0002346	acastellanii_g3463.t1	bc2001_g2497.t1, bc2001_g2497.t2
OG0002347	acastellanii_g3477.t1	bc2001_g16167.t1
OG0002348	acastellanii_g3329.t1	bc2001_g4385.t1
OG0002349	acastellanii_g3363.t1	bc2001_g3711.t1, bc2001_g3711.t2
OG0002350	acastellanii_g3365.t1	bc2001_g8285.t1
OG0002351	acastellanii_g3394.t1	bc2001_g10689.t1
OG0002352	acastellanii_g3319.t1	bc2001_g12801.t1
OG0002353	acastellanii_g3307.t1	bc2001_g1339.t2, bc2001_g1339.t1
OG0002354	acastellanii_g3184.t1	bc2001_g11717.t2, bc2001_g11717.t1
OG0002355	acastellanii_g2969.t1, acastellanii_g2969.t2, acastellanii_g2969.t3, acastellanii_g2967.t1	bc2001_g9690.t1
OG0002356	acastellanii_g2996.t2, acastellanii_g2996.t1	bc2001_g16654.t1
OG0002357	acastellanii_g3022.t1	bc2001_g19147.t2, bc2001_g19147.t1
OG0002358	acastellanii_g3027.t1	bc2001_g16751.t3, bc2001_g16751.t2, bc2001_g16751.t1
OG0002359	acastellanii_g3047.t1	bc2001_g9371.t1
OG0002360	acastellanii_g3089.t1	bc2001_g16792.t2, bc2001_g16792.t1
OG0002361	acastellanii_g3125.t1	bc2001_g7862.t2
OG0002362	acastellanii_g3145.t1	bc2001_g7970.t2, bc2001_g7970.t1
OG0002363	acastellanii_g3159.t1, acastellanii_g3159.t2	bc2001_g16780.t1, bc2001_g16781.t1
OG0002364	acastellanii_g3168.t1	bc2001_g7463.t1
OG0002365	acastellanii_g2866.t1	bc2001_g15403.t1, bc2001_g5834.t1
OG0002366	acastellanii_g2926.t1	bc2001_g5804.t1
OG0002367	acastellanii_g2736.t1	bc2001_g2342.t2, bc2001_g2342.t1
OG0002368	acastellanii_g1317.t1, acastellanii_g2746.t1	bc2001_g3684.t1
OG0002369	acastellanii_g2769.t1	bc2001_g14310.t1, bc2001_g14310.t2
OG0002370	acastellanii_g2428.t1	bc2001_g13713.t2, bc2001_g13713.t1
OG0002371	acastellanii_g2468.t1	bc2001_g12502.t2, bc2001_g12502.t1
OG0002372	acastellanii_g2472.t1	bc2001_g7386.t1
OG0002373	acastellanii_g2571.t1	bc2001_g17532.t2, bc2001_g17532.t1
OG0002375	acastellanii_g1059.t1, acastellanii_g2411.t1	bc2001_g13792.t1
OG0002376	acastellanii_g1628.t1, acastellanii_g2396.t1	bc2001_g5361.t1
OG0002377	acastellanii_g2376.t2, acastellanii_g2376.t1, acastellanii_g2376.t3	bc2001_g10794.t1
OG0002378	acastellanii_g2357.t1	bc2001_g13478.t1, bc2001_g13479.t1
OG0002379	acastellanii_g2310.t1	bc2001_g1943.t1
OG0002380	acastellanii_g2311.t1	bc2001_g12167.t1
OG0002381	acastellanii_g2300.t2, acastellanii_g2300.t1	bc2001_g14428.t1
OG0002382	acastellanii_g1787.t1	bc2001_g14000.t1
OG0002383	acastellanii_g1798.t1	bc2001_g8407.t1, bc2001_g8407.t2
OG0002384	acastellanii_g1811.t2, acastellanii_g1811.t1	bc2001_g2330.t1
OG0002385	acastellanii_g1820.t2, acastellanii_g1820.t1	bc2001_g6387.t1
OG0002386	acastellanii_g1821.t1	bc2001_g834.t1, bc2001_g834.t2
OG0002387	acastellanii_g1887.t2, acastellanii_g1887.t1	bc2001_g17960.t1, bc2001_g17960.t2
OG0002388	acastellanii_g1898.t1	bc2001_g6392.t1
OG0002389	acastellanii_g1917.t1, acastellanii_g1917.t2	bc2001_g18415.t1
OG0002391	acastellanii_g1939.t1, acastellanii_g1939.t2	bc2001_g16566.t1
OG0002392	acastellanii_g1965.t1	bc2001_g17060.t1, bc2001_g17060.t2
OG0002394	acastellanii_g1996.t1	bc2001_g11104.t1
OG0002395	acastellanii_g2044.t1	bc2001_g12508.t1
OG0002396	acastellanii_g2079.t1	bc2001_g19515.t1
OG0002397	acastellanii_g2095.t1	bc2001_g1841.t1
OG0002398	acastellanii_g2162.t1	bc2001_g13752.t1
OG0002399	acastellanii_g2181.t1	bc2001_g9529.t1, bc2001_g9529.t2
OG0002400	acastellanii_g2186.t1, acastellanii_g2186.t2	bc2001_g11625.t2, bc2001_g11625.t1
OG0002401	acastellanii_g2279.t1	bc2001_g12107.t1, bc2001_g12107.t2, bc2001_g12107.t3
OG0002402	acastellanii_g1739.t2, acastellanii_g1739.t1	bc2001_g11274.t1
OG0002403	acastellanii_g352.t1, acastellanii_g352.t2, acastellanii_g352.t3, acastellanii_g1710.t1, acastellanii_g350.t1	bc2001_g1576.t1
OG0002405	acastellanii_g210.t1, acastellanii_g1705.t1	bc2001_g7762.t2, bc2001_g7762.t3, bc2001_g7762.t1
OG0002406	acastellanii_g1465.t1, acastellanii_g1501.t1	bc2001_g14034.t1
OG0002407	acastellanii_g1522.t1	bc2001_g19502.t2, bc2001_g19502.t1
OG0002408	acastellanii_g1542.t1, acastellanii_g1539.t1, acastellanii_g1539.t2	bc2001_g2498.t1
OG0002409	acastellanii_g1544.t1	bc2001_g16298.t2, bc2001_g16298.t1
OG0002410	acastellanii_g1545.t1	bc2001_g11513.t1, bc2001_g15402.t1
OG0002411	acastellanii_g1274.t3, acastellanii_g1274.t4, acastellanii_g1274.t2, acastellanii_g1274.t1	bc2001_g9800.t1
OG0002412	acastellanii_g1285.t1	bc2001_g7345.t1, bc2001_g7346.t1
OG0002413	acastellanii_g1261.t1, acastellanii_g1261.t2	bc2001_g5708.t1
OG0002414	acastellanii_g1221.t2, acastellanii_g1221.t1	bc2001_g5944.t1, bc2001_g5944.t2
OG0002415	acastellanii_g1192.t2, acastellanii_g1192.t1	bc2001_g5813.t1, bc2001_g5813.t2
OG0002416	acastellanii_g1123.t1	bc2001_g3175.t1, bc2001_g7199.t1
OG0002417	acastellanii_g935.t1	bc2001_g19138.t1
OG0002418	acastellanii_g949.t1	bc2001_g10550.t1
OG0002419	acastellanii_g680.t1, acastellanii_g619.t1	bc2001_g2867.t1
OG0002420	acastellanii_g696.t1	bc2001_g11675.t1
OG0002421	acastellanii_g724.t1	bc2001_g9518.t1
OG0002422	acastellanii_g732.t1	bc2001_g12077.t1
OG0002423	acastellanii_g744.t1, acastellanii_g746.t1, acastellanii_g743.t1	bc2001_g1965.t1
OG0002424	acastellanii_g765.t1, acastellanii_g765.t2, acastellanii_g765.t3	bc2001_g4379.t2, bc2001_g4379.t1
OG0002425	acastellanii_g781.t1	bc2001_g16768.t1
OG0002426	acastellanii_g791.t1	bc2001_g10278.t2, bc2001_g10278.t1
OG0002427	acastellanii_g797.t1	bc2001_g14068.t1
OG0002429	acastellanii_g815.t1, acastellanii_g815.t2	bc2001_g8543.t1, bc2001_g8543.t2
OG0002430	acastellanii_g845.t1	bc2001_g6321.t1, bc2001_g6162.t1
OG0002431	acastellanii_g607.t1, acastellanii_g607.t2	bc2001_g9801.t2, bc2001_g9801.t1
OG0002432	acastellanii_g542.t1	bc2001_g14433.t1
OG0002433	acastellanii_g546.t1	bc2001_g12109.t1, bc2001_g12109.t2
OG0002434	acastellanii_g414.t1, acastellanii_g416.t2, acastellanii_g416.t1	bc2001_g11599.t1
OG0002435	acastellanii_g445.t1	bc2001_g16694.t2, bc2001_g16694.t1
OG0002436	acastellanii_g291.t1, acastellanii_g291.t2	bc2001_g1776.t1
OG0002437	acastellanii_g239.t1	bc2001_g7907.t2, bc2001_g7907.t1
OG0002438	acastellanii_g246.t1	bc2001_g7839.t2, bc2001_g7839.t1, bc2001_g7839.t3
OG0002439	acastellanii_g248.t1	bc2001_g14141.t1
OG0002440	acastellanii_g250.t1	bc2001_g10160.t2, bc2001_g10160.t1
OG0002441	acastellanii_g254.t1	bc2001_g7858.t1, bc2001_g7858.t2
OG0002442	acastellanii_g267.t2, acastellanii_g267.t1	bc2001_g9549.t1
OG0002443	acastellanii_g281.t2, acastellanii_g281.t1	bc2001_g1830.t2, bc2001_g1830.t3, bc2001_g1830.t1
OG0002444	acastellanii_g110.t1	bc2001_g6468.t2, bc2001_g6468.t1
OG0002445	acastellanii_g65.t1	bc2001_g17229.t2, bc2001_g17229.t1
OG0002446	acastellanii_g68.t1	bc2001_g13926.t1, bc2001_g13927.t1
OG0002447	acastellanii_g78.t1	bc2001_g11604.t1, bc2001_g1408.t1, bc2001_g19374.t1
OG0002448	acastellanii_g7.t1	bc2001_g9595.t1
OG0002664	acastellanii_g14238.t1	bc2001_g2046.t2, bc2001_g2046.t1
OG0002665	acastellanii_g7197.t1, acastellanii_g14241.t1	bc2001_g3415.t1
OG0002666	acastellanii_g14229.t1, acastellanii_g14229.t2	bc2001_g134.t1
OG0002668	acastellanii_g14175.t1	bc2001_g16743.t1, bc2001_g16743.t2
OG0002671	acastellanii_g14136.t1	bc2001_g66.t1
OG0002672	acastellanii_g7235.t1, acastellanii_g14122.t1	bc2001_g7773.t2, bc2001_g7773.t1
OG0002673	acastellanii_g4786.t1, acastellanii_g14118.t1	bc2001_g8395.t1
OG0002674	acastellanii_g2479.t1, acastellanii_g14089.t1	bc2001_g5059.t1
OG0002675	acastellanii_g13568.t1	bc2001_g7089.t1
OG0002676	acastellanii_g13577.t1	bc2001_g8255.t1
OG0002677	acastellanii_g13578.t1	bc2001_g8369.t1
OG0002678	acastellanii_g13580.t1, acastellanii_g11684.t1	bc2001_g6528.t1
OG0002679	acastellanii_g13583.t1	bc2001_g8342.t2, bc2001_g8342.t1
OG0002680	acastellanii_g13684.t1, acastellanii_g13590.t1	bc2001_g14900.t1
OG0002681	acastellanii_g13591.t1	bc2001_g5229.t1
OG0002683	acastellanii_g13606.t1	bc2001_g16776.t2, bc2001_g16776.t1
OG0002684	acastellanii_g13609.t1	bc2001_g836.t1
OG0002685	acastellanii_g1054.t1, acastellanii_g13610.t1	bc2001_g32.t1
OG0002686	acastellanii_g1430.t1, acastellanii_g1101.t1, acastellanii_g13628.t1	bc2001_g3473.t1
OG0002687	acastellanii_g13635.t1	bc2001_g15038.t1
OG0002688	acastellanii_g13639.t1	bc2001_g10519.t1, bc2001_g10519.t2
OG0002690	acastellanii_g13653.t1, acastellanii_g14053.t2, acastellanii_g14053.t1	bc2001_g16350.t1
OG0002692	acastellanii_g13677.t1, acastellanii_g13677.t2	bc2001_g8346.t1
OG0002693	acastellanii_g13678.t1	bc2001_g8246.t1, bc2001_g8246.t2
OG0002694	acastellanii_g13701.t1	bc2001_g2816.t1
OG0002695	acastellanii_g13719.t1	bc2001_g9545.t2, bc2001_g9545.t1
OG0002696	acastellanii_g13720.t1, acastellanii_g13720.t2	bc2001_g18414.t1
OG0002697	acastellanii_g13723.t1	bc2001_g15650.t1
OG0002698	acastellanii_g13731.t1	bc2001_g5316.t1, bc2001_g5316.t2
OG0002700	acastellanii_g13747.t1	bc2001_g4503.t1
OG0002702	acastellanii_g13752.t2, acastellanii_g13752.t1	bc2001_g13795.t1
OG0002703	acastellanii_g13770.t1	bc2001_g2252.t1
OG0002704	acastellanii_g13771.t1, acastellanii_g13771.t2	bc2001_g19160.t1
OG0002705	acastellanii_g13782.t1	bc2001_g17596.t2, bc2001_g17596.t1
OG0002708	acastellanii_g13839.t1	bc2001_g3006.t2, bc2001_g3006.t1
OG0002709	acastellanii_g13853.t1	bc2001_g13187.t1
OG0002710	acastellanii_g13855.t1	bc2001_g3015.t1
OG0002711	acastellanii_g13860.t1	bc2001_g9823.t2, bc2001_g9823.t1
OG0002712	acastellanii_g13890.t1	bc2001_g3050.t1
OG0002713	acastellanii_g13901.t1	bc2001_g2981.t1
OG0002714	acastellanii_g9584.t1, acastellanii_g9584.t2, acastellanii_g13915.t1	bc2001_g1768.t1
OG0002715	acastellanii_g13917.t1	bc2001_g1879.t1
OG0002716	acastellanii_g13932.t1, acastellanii_g13932.t2	bc2001_g8225.t1
OG0002717	acastellanii_g13936.t1, acastellanii_g13936.t2	bc2001_g9808.t1
OG0002718	acastellanii_g13938.t1	bc2001_g411.t1
OG0002719	acastellanii_g13940.t1	bc2001_g333.t1
OG0002720	acastellanii_g13947.t1	bc2001_g12287.t1
OG0002721	acastellanii_g13955.t1	bc2001_g10517.t1, bc2001_g10517.t2
OG0002722	acastellanii_g13970.t1, acastellanii_g12275.t1	bc2001_g9456.t1
OG0002723	acastellanii_g13988.t1	bc2001_g9062.t1, bc2001_g9062.t2
OG0002724	acastellanii_g14025.t1, acastellanii_g14025.t2	bc2001_g3888.t1
OG0002725	acastellanii_g14028.t1	bc2001_g19598.t1
OG0002726	acastellanii_g2020.t1, acastellanii_g14036.t1	bc2001_g10559.t1
OG0002727	acastellanii_g14037.t1	bc2001_g16466.t2, bc2001_g16466.t1
OG0002729	acastellanii_g14066.t1	bc2001_g513.t1
OG0002730	acastellanii_g14067.t1, acastellanii_g14067.t2	bc2001_g7416.t1
OG0002731	acastellanii_g4625.t1, acastellanii_g14081.t1	bc2001_g19077.t1
OG0002732	acastellanii_g3856.t2, acastellanii_g13502.t1, acastellanii_g3856.t1	bc2001_g15453.t1
OG0002734	acastellanii_g13548.t1	bc2001_g8949.t1
OG0002735	acastellanii_g13496.t1, acastellanii_g11944.t1	bc2001_g3111.t1
OG0002736	acastellanii_g13476.t2, acastellanii_g13476.t1	bc2001_g13858.t1
OG0002737	acastellanii_g13488.t2, acastellanii_g13488.t1	bc2001_g17052.t1
OG0002738	acastellanii_g13469.t1	bc2001_g13618.t1, bc2001_g13618.t2
OG0002739	acastellanii_g7526.t1, acastellanii_g13462.t1	bc2001_g501.t1
OG0002740	acastellanii_g13064.t1	bc2001_g4460.t1
OG0002741	acastellanii_g13070.t1	bc2001_g7442.t1
OG0002742	acastellanii_g13076.t1	bc2001_g2987.t1, bc2001_g3433.t1
OG0002743	acastellanii_g13082.t1	bc2001_g16492.t1, bc2001_g16492.t2
OG0002744	acastellanii_g13093.t1	bc2001_g6385.t1
OG0002745	acastellanii_g13107.t1, acastellanii_g9721.t1	bc2001_g17325.t1
OG0002746	acastellanii_g13115.t1, acastellanii_g13115.t2	bc2001_g14306.t1
OG0002747	acastellanii_g13121.t1, acastellanii_g13121.t2	bc2001_g71.t1
OG0002748	acastellanii_g12544.t1, acastellanii_g3493.t1, acastellanii_g13124.t1	bc2001_g9270.t1
OG0002749	acastellanii_g13125.t1, acastellanii_g13129.t1	bc2001_g17639.t1
OG0002750	acastellanii_g13147.t1	bc2001_g3267.t1, bc2001_g3267.t3
OG0002751	acastellanii_g13152.t1	bc2001_g11590.t1, bc2001_g11590.t2
OG0002752	acastellanii_g13173.t1	bc2001_g15648.t1
OG0002753	acastellanii_g13198.t1, acastellanii_g8670.t1	bc2001_g9888.t1
OG0002754	acastellanii_g13222.t2, acastellanii_g13222.t1	bc2001_g7378.t1
OG0002755	acastellanii_g13243.t1	bc2001_g8544.t3, bc2001_g8544.t1
OG0002756	acastellanii_g13247.t2, acastellanii_g13247.t1, acastellanii_g168.t1	bc2001_g17989.t1
OG0002757	acastellanii_g13251.t1	bc2001_g17603.t1, bc2001_g17622.t1
OG0002758	acastellanii_g13252.t1	bc2001_g13138.t1
OG0002759	acastellanii_g13258.t1, acastellanii_g4268.t1	bc2001_g16338.t1
OG0002760	acastellanii_g13269.t2, acastellanii_g13269.t1	bc2001_g12170.t1
OG0002761	acastellanii_g13277.t1, acastellanii_g13277.t2	bc2001_g8243.t1
OG0002762	acastellanii_g13278.t1	bc2001_g6072.t1
OG0002763	acastellanii_g13284.t1	bc2001_g6061.t1
OG0002764	acastellanii_g13289.t2, acastellanii_g13289.t1, acastellanii_g5476.t1	bc2001_g1765.t1
OG0002765	acastellanii_g13296.t1	bc2001_g534.t1
OG0002766	acastellanii_g13302.t1	bc2001_g1824.t1
OG0002767	acastellanii_g9095.t1, acastellanii_g13314.t1	bc2001_g13798.t1
OG0002768	acastellanii_g13326.t1, acastellanii_g13325.t1	bc2001_g14662.t1
OG0002769	acastellanii_g13344.t1	bc2001_g9629.t1
OG0002770	acastellanii_g13349.t1	bc2001_g13075.t1
OG0002771	acastellanii_g13356.t1	bc2001_g11775.t1, bc2001_g11775.t3, bc2001_g11775.t2
OG0002773	acastellanii_g13360.t1	bc2001_g1941.t1
OG0002774	acastellanii_g13369.t1	bc2001_g7771.t1
OG0002777	acastellanii_g13381.t1	bc2001_g4345.t1, bc2001_g4345.t2
OG0002778	acastellanii_g13393.t1	bc2001_g10991.t1, bc2001_g10991.t2
OG0002779	acastellanii_g13400.t1	bc2001_g6268.t1, bc2001_g6267.t1
OG0002780	acastellanii_g13418.t1	bc2001_g16177.t1
OG0002781	acastellanii_g13437.t1	bc2001_g9837.t2, bc2001_g9837.t1
OG0002782	acastellanii_g13061.t1, acastellanii_g2493.t1	bc2001_g1611.t1
OG0002784	acastellanii_g13029.t1	bc2001_g9705.t1
OG0002785	acastellanii_g12988.t1, acastellanii_g12988.t2	bc2001_g17646.t1
OG0002787	acastellanii_g12966.t1, acastellanii_g286.t1	bc2001_g14440.t1
OG0002788	acastellanii_g11112.t1, acastellanii_g12934.t1	bc2001_g8234.t1
OG0002789	acastellanii_g11113.t1, acastellanii_g12935.t1	bc2001_g2676.t1
OG0002790	acastellanii_g12936.t1, acastellanii_g11114.t2	bc2001_g12474.t1
OG0002791	acastellanii_g12917.t1, acastellanii_g12917.t2	bc2001_g7175.t1
OG0002792	acastellanii_g12874.t1	bc2001_g15391.t1
OG0002793	acastellanii_g12878.t1	bc2001_g12807.t1, bc2001_g12807.t2
OG0002794	acastellanii_g12885.t2, acastellanii_g12885.t1	bc2001_g9536.t1
OG0002795	acastellanii_g12897.t1	bc2001_g17749.t1
OG0002796	acastellanii_g3030.t1, acastellanii_g12910.t1	bc2001_g12848.t1
OG0002798	acastellanii_g1155.t1, acastellanii_g1155.t2, acastellanii_g12844.t2, acastellanii_g12844.t1	bc2001_g1735.t1
OG0002799	acastellanii_g12804.t1	bc2001_g6868.t3, bc2001_g6868.t1
OG0002800	acastellanii_g12827.t1, acastellanii_g12825.t1	bc2001_g10983.t2, bc2001_g10983.t1
OG0002801	acastellanii_g12842.t2, acastellanii_g12842.t1	bc2001_g7134.t1
OG0002803	acastellanii_g12772.t1	bc2001_g16734.t1
OG0002805	acastellanii_g12782.t1	bc2001_g10158.t1
OG0002807	acastellanii_g12710.t1	bc2001_g19083.t1
OG0002808	acastellanii_g12721.t2, acastellanii_g12721.t1	bc2001_g5584.t1
OG0002809	acastellanii_g12735.t1	bc2001_g9834.t2, bc2001_g9834.t1
OG0002813	acastellanii_g12627.t1	bc2001_g10782.t1, bc2001_g13579.t1
OG0002814	acastellanii_g12526.t1, acastellanii_g12526.t2	bc2001_g15671.t1
OG0002815	acastellanii_g12531.t1	bc2001_g18232.t2, bc2001_g18232.t1
OG0002816	acastellanii_g12536.t2, acastellanii_g12536.t1	bc2001_g1251.t1
OG0002817	acastellanii_g12542.t1, acastellanii_g11788.t1, acastellanii_g4262.t1	bc2001_g19566.t1
OG0002818	acastellanii_g12557.t1	bc2001_g10558.t1
OG0002821	acastellanii_g12571.t1	bc2001_g1473.t1
OG0002822	acastellanii_g12585.t2, acastellanii_g12585.t1	bc2001_g8993.t1
OG0002823	acastellanii_g12593.t1	bc2001_g10277.t1
OG0002824	acastellanii_g12599.t1, acastellanii_g12599.t2	bc2001_g11421.t1
OG0002825	acastellanii_g12601.t1	bc2001_g17057.t1
OG0002826	acastellanii_g12604.t1, acastellanii_g12604.t2	bc2001_g8848.t1
OG0002827	acastellanii_g12455.t2, acastellanii_g12455.t1	bc2001_g19710.t1
OG0002828	acastellanii_g12481.t1	bc2001_g12104.t2, bc2001_g12104.t1
OG0002829	acastellanii_g12487.t1	bc2001_g10182.t1
OG0002835	acastellanii_g9444.t1, acastellanii_g12382.t1	bc2001_g5953.t1
OG0002837	acastellanii_g12345.t1, acastellanii_g11544.t1	bc2001_g8726.t1
OG0002838	acastellanii_g12330.t1	bc2001_g13464.t1, bc2001_g13464.t2
OG0002840	acastellanii_g12341.t1	bc2001_g7176.t1
OG0002841	acastellanii_g11270.t1, acastellanii_g11815.t1	bc2001_g29.t1
OG0002842	acastellanii_g6799.t1, acastellanii_g8544.t1, acastellanii_g11828.t1	bc2001_g1424.t1
OG0002843	acastellanii_g11831.t1	bc2001_g11641.t1
OG0002844	acastellanii_g11835.t1	bc2001_g3099.t1
OG0002845	acastellanii_g11838.t1	bc2001_g19144.t1, bc2001_g19144.t2
OG0002846	acastellanii_g11849.t1	bc2001_g7837.t1, bc2001_g7837.t2
OG0002847	acastellanii_g11866.t1	bc2001_g2426.t2, bc2001_g2426.t1
OG0002848	acastellanii_g11878.t1	bc2001_g8435.t1
OG0002849	acastellanii_g11916.t1, acastellanii_g10049.t1	bc2001_g17174.t1
OG0002850	acastellanii_g11920.t1	bc2001_g1124.t2, bc2001_g1124.t1
OG0002851	acastellanii_g11930.t1	bc2001_g18088.t2, bc2001_g18088.t1
OG0002852	acastellanii_g11931.t1	bc2001_g12921.t1, bc2001_g16286.t1
OG0002853	acastellanii_g11932.t1	bc2001_g9860.t2, bc2001_g9860.t1
OG0002854	acastellanii_g11935.t2, acastellanii_g11935.t1	bc2001_g12920.t1
OG0002855	acastellanii_g11949.t1, acastellanii_g9120.t1	bc2001_g2133.t1
OG0002856	acastellanii_g12194.t1, acastellanii_g11959.t1	bc2001_g2192.t1
OG0002858	acastellanii_g11966.t1	bc2001_g3112.t1
OG0002859	acastellanii_g11977.t1	bc2001_g7796.t1, bc2001_g7797.t1
OG0002860	acastellanii_g12014.t1	bc2001_g5865.t1
OG0002861	acastellanii_g12020.t1, acastellanii_g141.t1	bc2001_g8846.t1
OG0002862	acastellanii_g12033.t1	bc2001_g13139.t2, bc2001_g13139.t1
OG0002863	acastellanii_g12034.t1, acastellanii_g12034.t2	bc2001_g5942.t1
OG0002864	acastellanii_g12065.t1	bc2001_g9531.t1
OG0002867	acastellanii_g12084.t1	bc2001_g7073.t1
OG0002868	acastellanii_g12086.t1	bc2001_g14716.t1
OG0002869	acastellanii_g8501.t1, acastellanii_g8501.t2, acastellanii_g12087.t1	bc2001_g5580.t1
OG0002870	acastellanii_g12091.t2, acastellanii_g12091.t1	bc2001_g14807.t1
OG0002871	acastellanii_g12099.t1	bc2001_g9291.t2, bc2001_g9291.t1
OG0002874	acastellanii_g12145.t1	bc2001_g5415.t2, bc2001_g5415.t1
OG0002875	acastellanii_g12172.t1	bc2001_g5418.t2, bc2001_g5418.t1
OG0002876	acastellanii_g12176.t2, acastellanii_g12176.t1	bc2001_g5995.t1
OG0002877	acastellanii_g12179.t1	bc2001_g10946.t1
OG0002878	acastellanii_g12208.t1	bc2001_g15345.t1
OG0002879	acastellanii_g12211.t1, acastellanii_g12211.t2	bc2001_g7165.t1
OG0002880	acastellanii_g12213.t1	bc2001_g5168.t1, bc2001_g5168.t2
OG0002881	acastellanii_g12219.t1	bc2001_g10596.t2, bc2001_g10596.t1
OG0002882	acastellanii_g12233.t1	bc2001_g17994.t1, bc2001_g17994.t2
OG0002883	acastellanii_g12234.t1	bc2001_g17142.t1
OG0002884	acastellanii_g12252.t2, acastellanii_g12252.t1	bc2001_g5373.t1
OG0002885	acastellanii_g12257.t1	bc2001_g17108.t1
OG0002886	acastellanii_g12258.t2, acastellanii_g12258.t1	bc2001_g15265.t1
OG0002887	acastellanii_g12264.t2, acastellanii_g12264.t1	bc2001_g19123.t1
OG0002888	acastellanii_g11127.t1, acastellanii_g12266.t1	bc2001_g15108.t1
OG0002889	acastellanii_g12273.t1, acastellanii_g12273.t2	bc2001_g6101.t1
OG0002890	acastellanii_g12277.t1	bc2001_g9619.t1, bc2001_g9619.t2
OG0002891	acastellanii_g12285.t1	bc2001_g5816.t1, bc2001_g5816.t2
OG0002893	acastellanii_g11803.t1, acastellanii_g11803.t2	bc2001_g7354.t1
OG0002897	acastellanii_g4261.t1, acastellanii_g11790.t1	bc2001_g17130.t1
OG0002898	acastellanii_g11793.t1, acastellanii_g4259.t1, acastellanii_g8988.t1	bc2001_g1249.t1
OG0002900	acastellanii_g11763.t1	bc2001_g231.t1
OG0002904	acastellanii_g11646.t1	bc2001_g1874.t2, bc2001_g1874.t1
OG0002905	acastellanii_g11648.t1	bc2001_g5338.t1, bc2001_g5338.t2
OG0002906	acastellanii_g11651.t1	bc2001_g12176.t1
OG0002907	acastellanii_g11654.t1	bc2001_g9206.t2, bc2001_g9206.t1
OG0002908	acastellanii_g11655.t3	bc2001_g12364.t1
OG0002909	acastellanii_g11659.t1, acastellanii_g11659.t2	bc2001_g15588.t1
OG0002910	acastellanii_g11663.t1	bc2001_g19155.t1
OG0002911	acastellanii_g11693.t1	bc2001_g3662.t1
OG0002912	acastellanii_g11698.t1, acastellanii_g11698.t2	bc2001_g12526.t1
OG0002914	acastellanii_g11718.t1	bc2001_g7801.t1
OG0002915	acastellanii_g11588.t2	bc2001_g14058.t1
OG0002916	acastellanii_g11598.t1	bc2001_g11348.t1
OG0002918	acastellanii_g11496.t1, acastellanii_g11498.t1	bc2001_g10973.t1
OG0002919	acastellanii_g11499.t1	bc2001_g17476.t1
OG0002920	acastellanii_g11512.t1	bc2001_g6040.t1, bc2001_g6040.t3, bc2001_g6040.t2
OG0002921	acastellanii_g11519.t2, acastellanii_g11519.t1	bc2001_g12118.t1
OG0002922	acastellanii_g11525.t1, acastellanii_g11525.t2	bc2001_g8638.t1
OG0002923	acastellanii_g11528.t1	bc2001_g10311.t1, bc2001_g10311.t2
OG0002924	acastellanii_g11566.t1	bc2001_g8551.t1
OG0002926	acastellanii_g11578.t1	bc2001_g7992.t2, bc2001_g7992.t1
OG0002927	acastellanii_g11401.t1	bc2001_g13856.t1, bc2001_g13856.t2
OG0002928	acastellanii_g11413.t1	bc2001_g18947.t1, bc2001_g9000.t1
OG0002929	acastellanii_g11436.t1	bc2001_g19571.t1
OG0002930	acastellanii_g11445.t1	bc2001_g6394.t1
