Orthogroup	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
OG0023657			bc2002_g14300.t1		
OG0023658			bc2002_g14303.t1		
OG0023659			bc2002_g14307.t1		
OG0023660			bc2002_g14330.t1		
OG0023661			bc2002_g14355.t1		
OG0023662			bc2002_g14388.t1		
OG0023663			bc2002_g14402.t1		
OG0023664			bc2002_g14414.t1		
OG0023665			bc2002_g14422.t1		
OG0023666			bc2002_g14440.t1		
OG0023667			bc2002_g14549.t1		
OG0023668			bc2002_g14577.t1		
OG0023669			bc2002_g14580.t1		
OG0023670			bc2002_g14605.t1		
OG0023671			bc2002_g14631.t1		
OG0023672			bc2002_g14654.t1		
OG0023673			bc2002_g14684.t1		
OG0023674			bc2002_g14685.t1		
OG0023675			bc2002_g14691.t1		
OG0023676			bc2002_g14721.t1		
OG0023677			bc2002_g14823.t1		
OG0023678			bc2002_g14873.t1		
OG0023679			bc2002_g14931.t1		
OG0023680			bc2002_g14987.t1		
OG0023681			bc2002_g15069.t1		
OG0023682			bc2002_g15078.t1		
OG0023683			bc2002_g15082.t1		
OG0023684			bc2002_g15137.t1		
OG0023685			bc2002_g15170.t1		
OG0023686			bc2002_g15209.t1		
OG0023687			bc2002_g15214.t1		
OG0023688			bc2002_g15230.t1		
OG0023689			bc2002_g15278.t1		
OG0023690			bc2002_g15286.t1		
OG0023691			bc2002_g15288.t1		
OG0023692			bc2002_g15332.t1		
OG0023693			bc2002_g15349.t1		
OG0023694			bc2002_g15368.t1		
OG0023695			bc2002_g15385.t1		
OG0023696			bc2002_g15453.t1		
OG0023697			bc2002_g15469.t2		
OG0023698			bc2002_g15502.t1		
OG0023699			bc2002_g15519.t1		
OG0023700			bc2002_g15544.t1		
OG0023701			bc2002_g15621.t1		
OG0023702			bc2002_g15623.t1		
OG0023703			bc2002_g15631.t1		
OG0023704			bc2002_g15677.t1		
OG0023705			bc2002_g15684.t1		
OG0023706			bc2002_g15688.t1		
OG0023707			bc2002_g15689.t1		
OG0023708			bc2002_g15697.t1		
OG0023709			bc2002_g15726.t1		
OG0023710			bc2002_g15769.t1		
OG0023711			bc2002_g15770.t1		
OG0023712			bc2002_g16018.t1		
OG0023713			bc2002_g16038.t1		
OG0023714			bc2002_g16065.t2		
OG0023715			bc2002_g16070.t1		
OG0023716			bc2002_g16106.t1		
OG0023717			bc2002_g16152.t1		
OG0023718			bc2002_g16164.t1		
OG0023719			bc2002_g16199.t1		
OG0023720			bc2002_g16203.t1		
OG0023721			bc2002_g16208.t1		
OG0023722			bc2002_g16212.t1		
OG0023723			bc2002_g16215.t1		
OG0023724			bc2002_g16260.t1		
OG0023725			bc2002_g16457.t1		
OG0023726			bc2002_g16464.t1		
OG0023727			bc2002_g16483.t1		
OG0023728			bc2002_g16523.t1		
OG0023729			bc2002_g16581.t1		
OG0023730			bc2002_g16618.t1		
OG0023731			bc2002_g16640.t1		
OG0023732			bc2002_g16657.t1		
OG0023733			bc2002_g16669.t1		
OG0023734			bc2002_g16686.t1		
OG0023735			bc2002_g16702.t1		
OG0023736			bc2002_g16704.t1		
OG0023737			bc2002_g16733.t1		
OG0023738			bc2002_g16821.t1		
OG0023739			bc2002_g16879.t1		
OG0023740			bc2002_g16879.t2		
OG0023741			bc2002_g16931.t1		
OG0023742			bc2002_g16932.t1		
OG0023743			bc2002_g17054.t1		
OG0023744			bc2002_g17062.t1		
OG0023745			bc2002_g17140.t1		
OG0023746			bc2002_g17151.t1		
OG0023747			bc2002_g17184.t1		
OG0023748			bc2002_g17198.t1		
OG0023749			bc2002_g17262.t1		
OG0023750			bc2002_g17279.t1		
OG0023751			bc2002_g17281.t1		
OG0023752			bc2002_g17290.t1		
OG0023753			bc2002_g17299.t1		
OG0023754			bc2002_g17308.t1		
OG0023755			bc2002_g17370.t1		
OG0023756			bc2002_g17384.t1		
OG0023757			bc2002_g17385.t1		
OG0023758			bc2002_g17557.t1		
OG0023759			bc2002_g17583.t1		
OG0023760			bc2002_g17612.t1		
OG0023761			bc2002_g17686.t1		
OG0023762			bc2002_g17687.t1		
OG0023763			bc2002_g17722.t1		
OG0023764			bc2002_g17734.t1		
OG0023765			bc2002_g17747.t1		
OG0023766			bc2002_g17751.t1		
OG0023767			bc2002_g17778.t1		
OG0023768			bc2002_g17827.t1		
OG0023769			bc2002_g17922.t1		
OG0023770			bc2002_g17974.t1		
OG0023771			bc2002_g18041.t1		
OG0023772			bc2002_g18047.t1		
OG0023773			bc2002_g18054.t1		
OG0023774			bc2002_g18099.t1		
OG0023775			bc2002_g18109.t1		
OG0023776			bc2002_g18134.t1		
OG0023777			bc2002_g18201.t1		
OG0023778			bc2002_g18272.t1		
OG0023779			bc2002_g18303.t1		
OG0023780			bc2002_g18305.t1		
OG0023781			bc2002_g18308.t1		
OG0023782			bc2002_g18359.t1		
OG0023783			bc2002_g18366.t1		
OG0023784			bc2002_g18393.t1		
OG0023785			bc2002_g18481.t1		
OG0023786			bc2002_g18518.t1		
OG0023787			bc2002_g18536.t1		
OG0023788			bc2002_g18542.t1		
OG0023789			bc2002_g18561.t1		
OG0023790			bc2002_g18602.t1		
OG0023791			bc2002_g18611.t2		
OG0023792			bc2002_g18620.t1		
OG0023793			bc2002_g18686.t1		
OG0023794			bc2002_g18694.t1		
OG0023795			bc2002_g18708.t1		
OG0023796			bc2002_g18825.t1		
OG0023797			bc2002_g18827.t1		
OG0023798			bc2002_g18856.t1		
OG0023799			bc2002_g18952.t1		
OG0023800			bc2002_g18972.t1		
OG0023801			bc2002_g19014.t1		
OG0023802			bc2002_g19026.t1		
OG0023803			bc2002_g19031.t1		
OG0023804			bc2002_g19079.t1		
OG0023805			bc2002_g19089.t1		
OG0023806			bc2002_g19117.t1		
OG0023807			bc2002_g19127.t1		
OG0023808			bc2002_g19128.t1		
OG0023809			bc2002_g19151.t1		
OG0023810			bc2002_g19176.t1		
OG0023811			bc2002_g19195.t1		
OG0023812			bc2002_g19202.t1		
OG0023813			bc2002_g19220.t1		
OG0023814			bc2002_g19230.t1		
OG0023815			bc2002_g19247.t1		
OG0023816			bc2002_g19269.t1		
OG0023817			bc2002_g19332.t1		
OG0023818			bc2002_g19367.t1		
OG0023819			bc2002_g19387.t1		
OG0023820			bc2002_g19395.t1		
OG0023821			bc2002_g19396.t1		
OG0023822			bc2002_g19405.t1		
OG0023823			bc2002_g19440.t1		
OG0023824			bc2002_g19445.t1		
OG0023825			bc2002_g19453.t1		
OG0023826			bc2002_g19561.t1		
OG0023827			bc2002_g19575.t1		
OG0023828			bc2002_g19612.t1		
OG0023829			bc2002_g19638.t1		
OG0023830			bc2002_g19662.t1		
OG0023831			bc2002_g19767.t1		
OG0023832			bc2002_g19838.t1		
OG0023833			bc2002_g19883.t1		
OG0023834			bc2002_g19911.t1		
OG0023835			bc2002_g19991.t1		
OG0023836			bc2002_g20019.t2		
OG0023837			bc2002_g20021.t1		
OG0023838			bc2002_g20032.t1		
OG0023839			bc2002_g20074.t1		
OG0023840			bc2002_g20080.t1		
OG0023841			bc2002_g20128.t1		
OG0023842				dicty_g33.t1	
OG0023843				dicty_g81.t1	
OG0023844				dicty_g82.t1	
OG0023845				dicty_g83.t1	
OG0023846				dicty_g95.t1	
OG0023847				dicty_g98.t1	
OG0023848				dicty_g104.t1	
OG0023849				dicty_g105.t1	
OG0023850				dicty_g115.t1	
OG0023851				dicty_g120.t1	
OG0023852				dicty_g121.t1	
OG0023853				dicty_g122.t1	
OG0023854				dicty_g123.t1	
OG0023855				dicty_g127.t1	
OG0023856				dicty_g130.t1	
OG0023857				dicty_g131.t1	
OG0023858				dicty_g132.t1	
OG0023859				dicty_g136.t1	
OG0023860				dicty_g141.t1	
OG0023861				dicty_g144.t1	
OG0023862				dicty_g147.t1	
OG0023863				dicty_g149.t1	
OG0023864				dicty_g150.t1	
OG0023865				dicty_g158.t1	
OG0023866				dicty_g160.t1	
OG0023867				dicty_g193.t1	
OG0023868				dicty_g195.t1	
OG0023869				dicty_g196.t1	
OG0023870				dicty_g199.t1	
OG0023871				dicty_g204.t1	
OG0023872				dicty_g216.t1	
OG0023873				dicty_g217.t1	
OG0023874				dicty_g218.t1	
OG0023875				dicty_g219.t1	
OG0023876				dicty_g220.t1	
OG0023877				dicty_g228.t1	
OG0023878				dicty_g232.t1	
OG0023879				dicty_g235.t1	
OG0023880				dicty_g244.t1	
OG0023881				dicty_g249.t1	
OG0023882				dicty_g255.t1	
OG0023883				dicty_g260.t1	
OG0023884				dicty_g261.t1	
OG0023885				dicty_g270.t1	
OG0023886				dicty_g286.t1	
OG0023887				dicty_g287.t1	
OG0023888				dicty_g302.t1	
OG0023889				dicty_g303.t1	
OG0023890				dicty_g304.t1	
OG0023891				dicty_g305.t1	
OG0023892				dicty_g306.t1	
OG0023893				dicty_g319.t1	
OG0023894				dicty_g321.t1	
OG0023895				dicty_g323.t1	
OG0023896				dicty_g331.t1	
OG0023897				dicty_g333.t1	
OG0023898				dicty_g337.t1	
OG0023899				dicty_g338.t1	
OG0023900				dicty_g340.t1	
OG0023901				dicty_g341.t1	
OG0023902				dicty_g344.t1	
OG0023903				dicty_g345.t1	
OG0023904				dicty_g351.t1	
OG0023905				dicty_g352.t1	
OG0023906				dicty_g357.t1	
OG0023907				dicty_g361.t1	
OG0023908				dicty_g373.t1	
OG0023909				dicty_g381.t1	
OG0023910				dicty_g391.t1	
OG0023911				dicty_g402.t1	
OG0023912				dicty_g404.t1	
OG0023913				dicty_g414.t1	
OG0023914				dicty_g418.t1	
OG0023915				dicty_g419.t1	
OG0023916				dicty_g421.t1	
OG0023917				dicty_g422.t1	
OG0023918				dicty_g459.t1	
OG0023919				dicty_g460.t1	
OG0023920				dicty_g469.t1	
OG0023921				dicty_g475.t1	
OG0023922				dicty_g477.t1	
OG0023923				dicty_g479.t1	
OG0023924				dicty_g481.t1	
OG0023925				dicty_g482.t1	
OG0023926				dicty_g484.t1	
OG0023927				dicty_g492.t1	
OG0023928				dicty_g493.t1	
OG0023929				dicty_g496.t1	
OG0023930				dicty_g497.t1	
OG0023931				dicty_g503.t1	
OG0023932				dicty_g516.t1	
OG0023933				dicty_g517.t1	
OG0023934				dicty_g519.t1	
OG0023935				dicty_g528.t1	
OG0023936				dicty_g535.t1	
OG0023937				dicty_g536.t1	
OG0023938				dicty_g543.t1	
OG0023939				dicty_g551.t1	
OG0023940				dicty_g555.t1	
OG0023941				dicty_g558.t1	
OG0023942				dicty_g562.t1	
OG0023943				dicty_g566.t1	
OG0023944				dicty_g569.t1	
OG0023945				dicty_g574.t1	
OG0023946				dicty_g579.t1	
OG0023947				dicty_g582.t1	
OG0023948				dicty_g586.t1	
OG0023949				dicty_g593.t1	
OG0023950				dicty_g603.t1	
OG0023951				dicty_g607.t1	
OG0023952				dicty_g615.t1	
OG0023953				dicty_g616.t1	
OG0023954				dicty_g621.t1	
OG0023955				dicty_g625.t1	
OG0023956				dicty_g629.t1	
OG0023957				dicty_g642.t1	
OG0023958				dicty_g647.t1	
OG0023959				dicty_g649.t1	
OG0023960				dicty_g650.t1	
OG0023961				dicty_g653.t1	
OG0023962				dicty_g657.t1	
OG0023963				dicty_g669.t1	
OG0023964				dicty_g683.t1	
OG0023965				dicty_g696.t1	
OG0023966				dicty_g717.t1	
OG0023967				dicty_g720.t1	
OG0023968				dicty_g722.t1	
OG0023969				dicty_g733.t1	
OG0023970				dicty_g735.t1	
OG0023971				dicty_g745.t1	
OG0023972				dicty_g748.t1	
OG0023973				dicty_g749.t1	
OG0023974				dicty_g750.t1	
OG0023975				dicty_g757.t1	
OG0023976				dicty_g761.t1	
OG0023977				dicty_g764.t1	
OG0023978				dicty_g773.t1	
OG0023979				dicty_g774.t1	
OG0023980				dicty_g780.t1	
OG0023981				dicty_g786.t1	
OG0023982				dicty_g793.t1	
OG0023983				dicty_g795.t1	
OG0023984				dicty_g798.t1	
OG0023985				dicty_g799.t1	
OG0023986				dicty_g800.t1	
OG0023987				dicty_g803.t1	
OG0023988				dicty_g805.t1	
OG0023989				dicty_g808.t1	
OG0023990				dicty_g809.t1	
OG0023991				dicty_g811.t1	
OG0023992				dicty_g812.t1	
OG0023993				dicty_g813.t1	
OG0023994				dicty_g816.t1	
OG0023995				dicty_g821.t1	
OG0023996				dicty_g840.t1	
OG0023997				dicty_g846.t1	
OG0023998				dicty_g850.t1	
OG0023999				dicty_g852.t1	
OG0024000				dicty_g853.t1	
OG0024001				dicty_g858.t1	
OG0024002				dicty_g860.t1	
OG0024003				dicty_g873.t1	
OG0024004				dicty_g875.t1	
OG0024005				dicty_g877.t1	
OG0024006				dicty_g879.t1	
OG0024007				dicty_g881.t1	
OG0024008				dicty_g883.t1	
OG0024009				dicty_g886.t1	
OG0024010				dicty_g891.t1	
OG0024011				dicty_g897.t1	
OG0024012				dicty_g902.t1	
OG0024013				dicty_g903.t1	
OG0024014				dicty_g913.t1	
OG0024015				dicty_g925.t1	
OG0024016				dicty_g935.t1	
OG0024017				dicty_g936.t1	
OG0024018				dicty_g942.t1	
OG0024019				dicty_g944.t1	
OG0024020				dicty_g948.t1	
OG0024021				dicty_g951.t1	
OG0024022				dicty_g954.t1	
OG0024023				dicty_g955.t1	
OG0024024				dicty_g960.t1	
OG0024025				dicty_g964.t1	
OG0024026				dicty_g971.t1	
OG0024027				dicty_g976.t1	
OG0024028				dicty_g977.t1	
OG0024029				dicty_g999.t1	
OG0024030				dicty_g1000.t1	
OG0024031				dicty_g1001.t1	
OG0024032				dicty_g1002.t1	
OG0024033				dicty_g1013.t1	
OG0024034				dicty_g1026.t1	
OG0024035				dicty_g1028.t1	
OG0024036				dicty_g1029.t1	
OG0024037				dicty_g1031.t1	
OG0024038				dicty_g1032.t1	
OG0024039				dicty_g1045.t1	
OG0024040				dicty_g1051.t1	
OG0024041				dicty_g1056.t1	
OG0024042				dicty_g1058.t1	
OG0024043				dicty_g1064.t1	
OG0024044				dicty_g1065.t1	
OG0024045				dicty_g1068.t1	
OG0024046				dicty_g1069.t1	
OG0024047				dicty_g1070.t1	
OG0024048				dicty_g1073.t1	
OG0024049				dicty_g1074.t1	
OG0024050				dicty_g1082.t1	
OG0024051				dicty_g1085.t1	
OG0024052				dicty_g1088.t1	
OG0024053				dicty_g1089.t1	
OG0024054				dicty_g1090.t1	
OG0024055				dicty_g1092.t1	
OG0024056				dicty_g1093.t1	
OG0024057				dicty_g1098.t1	
OG0024058				dicty_g1101.t1	
OG0024059				dicty_g1102.t1	
OG0024060				dicty_g1109.t1	
OG0024061				dicty_g1112.t1	
OG0024062				dicty_g1113.t1	
OG0024063				dicty_g1127.t1	
OG0024064				dicty_g1129.t1	
OG0024065				dicty_g1133.t1	
OG0024066				dicty_g1136.t1	
OG0024067				dicty_g1137.t1	
OG0024068				dicty_g1142.t1	
OG0024069				dicty_g1145.t1	
OG0024070				dicty_g1146.t1	
OG0024071				dicty_g1147.t1	
OG0024072				dicty_g1148.t1	
OG0024073				dicty_g1151.t1	
OG0024074				dicty_g1152.t1	
OG0024075				dicty_g1153.t1	
OG0024076				dicty_g1154.t1	
OG0024077				dicty_g1155.t1	
OG0024078				dicty_g1161.t1	
OG0024079				dicty_g1162.t1	
OG0024080				dicty_g1165.t1	
OG0024081				dicty_g1167.t1	
OG0024082				dicty_g1173.t1	
OG0024083				dicty_g1179.t1	
OG0024084				dicty_g1181.t1	
OG0024085				dicty_g1182.t1	
OG0024086				dicty_g1184.t1	
OG0024087				dicty_g1185.t1	
OG0024088				dicty_g1195.t1	
OG0024089				dicty_g1200.t1	
OG0024090				dicty_g1201.t1	
OG0024091				dicty_g1205.t1	
OG0024092				dicty_g1212.t1	
OG0024093				dicty_g1214.t1	
OG0024094				dicty_g1215.t1	
OG0024095				dicty_g1219.t1	
OG0024096				dicty_g1233.t1	
OG0024097				dicty_g1252.t1	
OG0024098				dicty_g1256.t1	
OG0024099				dicty_g1257.t1	
OG0024100				dicty_g1264.t1	
OG0024101				dicty_g1266.t1	
OG0024102				dicty_g1270.t1	
OG0024103				dicty_g1272.t1	
OG0024104				dicty_g1274.t1	
OG0024105				dicty_g1284.t1	
OG0024106				dicty_g1285.t1	
OG0024107				dicty_g1295.t1	
OG0024108				dicty_g1297.t1	
OG0024109				dicty_g1299.t1	
OG0024110				dicty_g1302.t1	
OG0024111				dicty_g1320.t1	
OG0024112				dicty_g1321.t1	
OG0024113				dicty_g1327.t1	
OG0024114				dicty_g1328.t1	
OG0024115				dicty_g1342.t1	
OG0024116				dicty_g1351.t1	
OG0024117				dicty_g1359.t1	
OG0024118				dicty_g1370.t1	
OG0024119				dicty_g1377.t1	
OG0024120				dicty_g1393.t1	
OG0024121				dicty_g1394.t1	
OG0024122				dicty_g1395.t1	
OG0024123				dicty_g1397.t1	
OG0024124				dicty_g1403.t1	
OG0024125				dicty_g1404.t1	
OG0024126				dicty_g1406.t1	
OG0024127				dicty_g1418.t1	
OG0024128				dicty_g1419.t1	
OG0024129				dicty_g1429.t1	
OG0024130				dicty_g1440.t1	
OG0024131				dicty_g1441.t1	
OG0024132				dicty_g1442.t1	
OG0024133				dicty_g1453.t1	
OG0024134				dicty_g1458.t1	
OG0024135				dicty_g1460.t1	
OG0024136				dicty_g1469.t1	
OG0024137				dicty_g1470.t1	
OG0024138				dicty_g1471.t1	
OG0024139				dicty_g1481.t1	
OG0024140				dicty_g1482.t1	
OG0024141				dicty_g1491.t1	
OG0024142				dicty_g1495.t1	
OG0024143				dicty_g1506.t1	
OG0024144				dicty_g1507.t1	
OG0024145				dicty_g1511.t1	
OG0024146				dicty_g1518.t1	
OG0024147				dicty_g1521.t1	
OG0024148				dicty_g1526.t1	
OG0024149				dicty_g1527.t2	
OG0024150				dicty_g1528.t1	
OG0024151				dicty_g1534.t1	
OG0024152				dicty_g1542.t1	
OG0024153				dicty_g1543.t1	
OG0024154				dicty_g1544.t1	
OG0024155				dicty_g1545.t1	
OG0024156				dicty_g1555.t1	
OG0024157				dicty_g1556.t1	
OG0024158				dicty_g1559.t1	
OG0024159				dicty_g1560.t1	
OG0024160				dicty_g1564.t1	
OG0024161				dicty_g1569.t1	
OG0024162				dicty_g1571.t1	
OG0024163				dicty_g1574.t1	
OG0024164				dicty_g1635.t1	
OG0024165				dicty_g1642.t1	
OG0024166				dicty_g1645.t1	
OG0024167				dicty_g1647.t1	
OG0024168				dicty_g1649.t1	
OG0024169				dicty_g1652.t1	
OG0024170				dicty_g1655.t1	
OG0024171				dicty_g1674.t1	
OG0024172				dicty_g1682.t1	
OG0024173				dicty_g1683.t1	
OG0024174				dicty_g1686.t1	
OG0024175				dicty_g1687.t1	
OG0024176				dicty_g1688.t1	
OG0024177				dicty_g1691.t1	
OG0024178				dicty_g1696.t1	
OG0024179				dicty_g1702.t1	
OG0024180				dicty_g1703.t1	
OG0024181				dicty_g1706.t1	
OG0024182				dicty_g1712.t1	
OG0024183				dicty_g1717.t1	
OG0024184				dicty_g1728.t1	
OG0024185				dicty_g1729.t1	
OG0024186				dicty_g1732.t1	
OG0024187				dicty_g1733.t1	
OG0024188				dicty_g1735.t1	
OG0024189				dicty_g1750.t1	
OG0024190				dicty_g1752.t1	
OG0024191				dicty_g1756.t1	
OG0024192				dicty_g1758.t1	
OG0024193				dicty_g1761.t1	
OG0024194				dicty_g1762.t1	
OG0024195				dicty_g1763.t1	
OG0024196				dicty_g1767.t1	
OG0024197				dicty_g1772.t1	
OG0024198				dicty_g1777.t1	
OG0024199				dicty_g1786.t1	
OG0024200				dicty_g1794.t1	
OG0024201				dicty_g1798.t1	
OG0024202				dicty_g1808.t1	
OG0024203				dicty_g1812.t1	
OG0024204				dicty_g1820.t1	
OG0024205				dicty_g1835.t1	
OG0024206				dicty_g1837.t1	
OG0024207				dicty_g1854.t1	
OG0024208				dicty_g1860.t1	
OG0024209				dicty_g1874.t1	
OG0024210				dicty_g1884.t1	
OG0024211				dicty_g1892.t1	
OG0024212				dicty_g1893.t1	
OG0024213				dicty_g1918.t1	
OG0024214				dicty_g1922.t1	
OG0024215				dicty_g1940.t1	
OG0024216				dicty_g1942.t1	
OG0024217				dicty_g1944.t1	
OG0024218				dicty_g1946.t1	
OG0024219				dicty_g1948.t1	
OG0024220				dicty_g1955.t1	
OG0024221				dicty_g1961.t1	
OG0024222				dicty_g1966.t1	
OG0024223				dicty_g1970.t1	
OG0024224				dicty_g1973.t1	
OG0024225				dicty_g1975.t1	
OG0024226				dicty_g1976.t1	
OG0024227				dicty_g1992.t1	
OG0024228				dicty_g2003.t1	
OG0024229				dicty_g2014.t1	
OG0024230				dicty_g2017.t1	
OG0024231				dicty_g2021.t1	
OG0024232				dicty_g2023.t1	
OG0024233				dicty_g2032.t1	
OG0024234				dicty_g2034.t1	
OG0024235				dicty_g2039.t1	
OG0024236				dicty_g2041.t1	
OG0024237				dicty_g2043.t1	
OG0024238				dicty_g2046.t1	
OG0024239				dicty_g2049.t1	
OG0024240				dicty_g2054.t1	
OG0024241				dicty_g2055.t1	
OG0024242				dicty_g2065.t1	
OG0024243				dicty_g2067.t1	
OG0024244				dicty_g2071.t1	
OG0024245				dicty_g2073.t1	
OG0024246				dicty_g2078.t1	
OG0024247				dicty_g2083.t1	
OG0024248				dicty_g2084.t1	
OG0024249				dicty_g2086.t1	
OG0024250				dicty_g2088.t1	
OG0024251				dicty_g2093.t1	
OG0024252				dicty_g2094.t1	
OG0024253				dicty_g2104.t1	
OG0024254				dicty_g2105.t1	
OG0024255				dicty_g2110.t1	
OG0024256				dicty_g2120.t1	
OG0024257				dicty_g2126.t1	
OG0024258				dicty_g2129.t1	
OG0024259				dicty_g2135.t1	
OG0024260				dicty_g2141.t1	
OG0024261				dicty_g2144.t1	
OG0024262				dicty_g2152.t1	
OG0024263				dicty_g2153.t1	
OG0024264				dicty_g2165.t1	
OG0024265				dicty_g2166.t1	
OG0024266				dicty_g2174.t1	
OG0024267				dicty_g2178.t1	
OG0024268				dicty_g2179.t1	
OG0024269				dicty_g2189.t1	
OG0024270				dicty_g2190.t1	
OG0024271				dicty_g2193.t1	
OG0024272				dicty_g2194.t1	
OG0024273				dicty_g2196.t1	
OG0024274				dicty_g2197.t1	
OG0024275				dicty_g2203.t1	
OG0024276				dicty_g2205.t1	
OG0024277				dicty_g2208.t1	
OG0024278				dicty_g2210.t1	
OG0024279				dicty_g2224.t1	
OG0024280				dicty_g2227.t1	
OG0024281				dicty_g2235.t1	
OG0024282				dicty_g2238.t1	
OG0024283				dicty_g2258.t1	
OG0024284				dicty_g2262.t1	
OG0024285				dicty_g2267.t1	
OG0024286				dicty_g2268.t1	
OG0024287				dicty_g2271.t1	
OG0024288				dicty_g2280.t1	
OG0024289				dicty_g2283.t1	
OG0024290				dicty_g2285.t1	
OG0024291				dicty_g2287.t1	
OG0024292				dicty_g2292.t1	
OG0024293				dicty_g2300.t1	
OG0024294				dicty_g2301.t1	
OG0024295				dicty_g2309.t1	
OG0024296				dicty_g2310.t1	
OG0024297				dicty_g2313.t1	
OG0024298				dicty_g2319.t1	
OG0024299				dicty_g2321.t1	
OG0024300				dicty_g2343.t1	
OG0024301				dicty_g2344.t1	
OG0024302				dicty_g2348.t1	
OG0024303				dicty_g2349.t1	
OG0024304				dicty_g2351.t1	
OG0024305				dicty_g2363.t1	
OG0024306				dicty_g2372.t1	
OG0024307				dicty_g2384.t1	
OG0024308				dicty_g2394.t1	
OG0024309				dicty_g2397.t1	
OG0024310				dicty_g2400.t1	
OG0024311				dicty_g2403.t1	
OG0024312				dicty_g2405.t1	
OG0024313				dicty_g2410.t1	
OG0024314				dicty_g2412.t1	
OG0024315				dicty_g2413.t1	
OG0024316				dicty_g2416.t1	
OG0024317				dicty_g2426.t1	
OG0024318				dicty_g2437.t1	
OG0024319				dicty_g2439.t1	
OG0024320				dicty_g2459.t1	
OG0024321				dicty_g2460.t1	
OG0024322				dicty_g2466.t1	
OG0024323				dicty_g2739.t1	
OG0024324				dicty_g2976.t1	
OG0024325				dicty_g2999.t1	
OG0024326				dicty_g3000.t1	
OG0024327				dicty_g3001.t1	
OG0024328				dicty_g3007.t1	
OG0024329				dicty_g3009.t1	
OG0024330				dicty_g3010.t1	
OG0024331				dicty_g3019.t1	
OG0024332				dicty_g3025.t1	
OG0024333				dicty_g3026.t1	
OG0024334				dicty_g3027.t1	
OG0024335				dicty_g3038.t1	
OG0024336				dicty_g3046.t1	
OG0024337				dicty_g3047.t1	
OG0024338				dicty_g3053.t1	
OG0024339				dicty_g3054.t1	
OG0024340				dicty_g3055.t1	
OG0024341				dicty_g3067.t1	
OG0024342				dicty_g3071.t1	
OG0024343				dicty_g3081.t1	
OG0024344				dicty_g3084.t1	
OG0024345				dicty_g3085.t1	
OG0024346				dicty_g3089.t1	
OG0024347				dicty_g3094.t1	
OG0024348				dicty_g3112.t1	
OG0024349				dicty_g3120.t1	
OG0024350				dicty_g3123.t1	
OG0024351				dicty_g3129.t1	
OG0024352				dicty_g3138.t1	
OG0024353				dicty_g3139.t1	
OG0024354				dicty_g3143.t1	
OG0024355				dicty_g3147.t1	
OG0024356				dicty_g3153.t1	
OG0024357				dicty_g3157.t1	
OG0024358				dicty_g3159.t1	
OG0024359				dicty_g3160.t1	
OG0024360				dicty_g3164.t1	
OG0024361				dicty_g3173.t1	
OG0024362				dicty_g3176.t1	
OG0024363				dicty_g3177.t1	
OG0024364				dicty_g3178.t1	
OG0024365				dicty_g3180.t1	
OG0024366				dicty_g3186.t1	
OG0024367				dicty_g3187.t1	
OG0024368				dicty_g3193.t1	
OG0024369				dicty_g3197.t1	
OG0024370				dicty_g3210.t1	
OG0024371				dicty_g3213.t1	
OG0024372				dicty_g3214.t1	
OG0024373				dicty_g3220.t1	
OG0024374				dicty_g3221.t1	
OG0024375				dicty_g3231.t1	
OG0024376				dicty_g3234.t1	
OG0024377				dicty_g3238.t1	
OG0024378				dicty_g3240.t1	
OG0024379				dicty_g3248.t1	
OG0024380				dicty_g3251.t1	
OG0024381				dicty_g3253.t1	
OG0024382				dicty_g3256.t1	
OG0024383				dicty_g3257.t1	
OG0024384				dicty_g3263.t1	
OG0024385				dicty_g3270.t1	
OG0024386				dicty_g3271.t1	
OG0024387				dicty_g3273.t1	
OG0024388				dicty_g3274.t1	
OG0024389				dicty_g3276.t1	
OG0024390				dicty_g3279.t1	
OG0024391				dicty_g3280.t1	
OG0024392				dicty_g3289.t1	
OG0024393				dicty_g3293.t1	
OG0024394				dicty_g3294.t1	
OG0024395				dicty_g3295.t1	
OG0024396				dicty_g3305.t1	
OG0024397				dicty_g3307.t1	
OG0024398				dicty_g3315.t1	
OG0024399				dicty_g3324.t1	
OG0024400				dicty_g3325.t1	
OG0024401				dicty_g3349.t1	
OG0024402				dicty_g3353.t1	
OG0024403				dicty_g3358.t1	
OG0024404				dicty_g3365.t1	
OG0024405				dicty_g3366.t1	
OG0024406				dicty_g3372.t1	
OG0024407				dicty_g3377.t1	
OG0024408				dicty_g3381.t1	
OG0024409				dicty_g3384.t1	
OG0024410				dicty_g3385.t1	
OG0024411				dicty_g3389.t1	
OG0024412				dicty_g3393.t1	
OG0024413				dicty_g3394.t1	
OG0024414				dicty_g3395.t1	
OG0024415				dicty_g3397.t1	
OG0024416				dicty_g3410.t1	
OG0024417				dicty_g3419.t1	
OG0024418				dicty_g3435.t1	
OG0024419				dicty_g3440.t1	
OG0024420				dicty_g3441.t1	
OG0024421				dicty_g3442.t1	
OG0024422				dicty_g3446.t1	
OG0024423				dicty_g3448.t1	
OG0024424				dicty_g3462.t1	
OG0024425				dicty_g3463.t1	
OG0024426				dicty_g3464.t1	
OG0024427				dicty_g3467.t1	
OG0024428				dicty_g3468.t1	
OG0024429				dicty_g3469.t1	
OG0024430				dicty_g3471.t1	
OG0024431				dicty_g3473.t1	
