Orthogroup	vvermcdc19_braker	bc2002_braker
OG0003453	vverm_g3689.t1	bc2002_g18156.t1
OG0003454	vverm_g15808.t1	bc2002_g2931.t1
OG0003455	vverm_g3278.t1	bc2002_g7793.t1
OG0003456	vverm_g9171.t1	bc2002_g2903.t1
OG0003457	vverm_g8310.t1	bc2002_g7004.t1
OG0003458	vverm_g8659.t1	bc2002_g17601.t1
OG0003460	vverm_g155.t1	bc2002_g19730.t1
OG0003462	vverm_g340.t1, vverm_g340.t2	bc2002_g14523.t1
OG0003463	vverm_g11064.t1	bc2002_g7272.t1
OG0003464	vverm_g12363.t1	bc2002_g7138.t1
OG0003465	vverm_g6811.t1	bc2002_g12573.t1
OG0003467	vverm_g13995.t1	bc2002_g12369.t1
OG0003468	vverm_g621.t1, vverm_g621.t2	bc2002_g3212.t2, bc2002_g3212.t1
OG0003469	vverm_g2555.t1	bc2002_g15937.t1
OG0003470	vverm_g12894.t1	bc2002_g4685.t1
OG0003471	vverm_g5246.t1	bc2002_g4153.t1
OG0003472	vverm_g12933.t1	bc2002_g4806.t1
OG0003473	vverm_g3846.t1, vverm_g3846.t2	bc2002_g744.t1
OG0003474	vverm_g14901.t1	bc2002_g6993.t1
OG0003475	vverm_g10499.t1	bc2002_g19860.t1
OG0003476	vverm_g15014.t2, vverm_g15014.t1	bc2002_g14267.t1
OG0003477	vverm_g12173.t1	bc2002_g9412.t1
OG0003478	vverm_g7703.t1	bc2002_g13243.t1
OG0003479	vverm_g8774.t1	bc2002_g17737.t1
OG0003480	vverm_g8952.t1	bc2002_g10400.t1
OG0003481	vverm_g4579.t1, vverm_g10658.t1	bc2002_g12635.t1
OG0003482	vverm_g10274.t1	bc2002_g16894.t1
OG0003483	vverm_g10675.t2, vverm_g10675.t1	bc2002_g15785.t1
OG0003484	vverm_g5568.t1	bc2002_g8970.t1
OG0003485	vverm_g16233.t1	bc2002_g2541.t1
OG0003487	vverm_g4146.t1	bc2002_g2029.t1
OG0003488	vverm_g10050.t3, vverm_g10050.t1	bc2002_g12222.t1
OG0003489	vverm_g1502.t1, vverm_g1502.t2	bc2002_g16370.t1
OG0003490	vverm_g16314.t1	bc2002_g3880.t1
OG0003491	vverm_g3064.t1	bc2002_g10285.t1
OG0003492	vverm_g695.t1	bc2002_g17476.t1
OG0003493	vverm_g8505.t1	bc2002_g13790.t1
OG0003494	vverm_g10803.t1	bc2002_g9133.t1
OG0003495	vverm_g8303.t1, vverm_g12328.t1, vverm_g8226.t1	bc2002_g14309.t1
OG0003496	vverm_g638.t1	bc2002_g17443.t1
OG0003497	vverm_g642.t1	bc2002_g17440.t1
OG0003499	vverm_g3745.t1	bc2002_g18108.t1
OG0003500	vverm_g11911.t1, vverm_g384.t2, vverm_g384.t1	bc2002_g2909.t1
OG0003501	vverm_g689.t2, vverm_g689.t1	bc2002_g17510.t1
OG0003503	vverm_g10273.t1	bc2002_g16895.t1
OG0003504	vverm_g11074.t1	bc2002_g15958.t1
OG0003505	vverm_g3281.t1, vverm_g3281.t2	bc2002_g7803.t1
OG0003506	vverm_g7127.t1	bc2002_g11408.t1
OG0003507	vverm_g5239.t2, vverm_g5239.t1	bc2002_g4219.t1
OG0003508	vverm_g13623.t1, vverm_g12124.t1, vverm_g12124.t2	bc2002_g17256.t1
OG0003509	vverm_g8411.t1	bc2002_g5867.t1
OG0003510	vverm_g4998.t1, vverm_g350.t1	bc2002_g14527.t1
OG0003511	vverm_g8430.t1	bc2002_g7543.t1
OG0003513	vverm_g16652.t1	bc2002_g16451.t1
OG0003514	vverm_g4227.t1	bc2002_g8756.t1
OG0003515	vverm_g6783.t1	bc2002_g12610.t2, bc2002_g12610.t1
OG0003516	vverm_g5330.t1, vverm_g13426.t1	bc2002_g7410.t1
OG0003517	vverm_g3795.t1, vverm_g13491.t1	bc2002_g78.t1
OG0003518	vverm_g15668.t1	bc2002_g14759.t1
OG0003519	vverm_g857.t2	bc2002_g289.t1
OG0003521	vverm_g2702.t1	bc2002_g12207.t2, bc2002_g12207.t1
OG0003522	vverm_g12859.t1	bc2002_g4704.t1
OG0003523	vverm_g2031.t1	bc2002_g9085.t2, bc2002_g9085.t1
OG0003525	vverm_g958.t1	bc2002_g123.t1
OG0003526	vverm_g15964.t1	bc2002_g7974.t2, bc2002_g7974.t1
OG0003527	vverm_g7746.t1	bc2002_g19285.t1
OG0003528	vverm_g7983.t1	bc2002_g18802.t1, bc2002_g18802.t2
OG0003529	vverm_g13805.t1	bc2002_g1008.t1, bc2002_g1130.t1
OG0003530	vverm_g15389.t1	bc2002_g18865.t1
OG0003531	vverm_g9433.t1	bc2002_g16193.t1
OG0003532	vverm_g4018.t1	bc2002_g12080.t1
OG0003533	vverm_g1551.t1	bc2002_g9853.t1
OG0003534	vverm_g8024.t1	bc2002_g20022.t1
OG0003535	vverm_g13768.t1	bc2002_g15477.t1
OG0003536	vverm_g13788.t1	bc2002_g15464.t1
OG0003537	vverm_g8687.t1	bc2002_g17629.t1
OG0003538	vverm_g6118.t1	bc2002_g15982.t1
OG0003539	vverm_g12871.t1	bc2002_g13262.t1
OG0003540	vverm_g14498.t1, vverm_g10634.t1	bc2002_g932.t1
OG0003541	vverm_g983.t1	bc2002_g18813.t1
OG0003542	vverm_g12237.t1	bc2002_g9415.t1
OG0003543	vverm_g12165.t2, vverm_g12165.t1	bc2002_g9455.t1
OG0003544	vverm_g9451.t1	bc2002_g2891.t1
OG0003545	vverm_g6236.t1	bc2002_g3941.t1
OG0003546	vverm_g4374.t1	bc2002_g8030.t1, bc2002_g8029.t1
OG0003547	vverm_g473.t1	bc2002_g14378.t1
OG0003548	vverm_g4968.t1	bc2002_g1729.t1
OG0003549	vverm_g13918.t1, vverm_g13918.t2	bc2002_g5560.t2, bc2002_g5560.t1, bc2002_g5560.t3
OG0003550	vverm_g6697.t2, vverm_g6697.t1	bc2002_g16913.t1
OG0003551	vverm_g1325.t1	bc2002_g10168.t2, bc2002_g10168.t1
OG0003552	vverm_g10102.t1, vverm_g14449.t2, vverm_g14449.t1	bc2002_g8006.t1
OG0003553	vverm_g14284.t3, vverm_g14284.t1, vverm_g14284.t2	bc2002_g11230.t1
OG0003554	vverm_g7528.t1, vverm_g7680.t1	bc2002_g5654.t1
OG0003555	vverm_g15422.t2, vverm_g15422.t1	bc2002_g13909.t1
OG0003557	vverm_g8015.t1	bc2002_g20028.t1
OG0003559	vverm_g4111.t1	bc2002_g16611.t2, bc2002_g16611.t1
OG0003560	vverm_g4626.t1	bc2002_g11410.t1
OG0003561	vverm_g8012.t1	bc2002_g11912.t1
OG0003562	vverm_g15529.t2, vverm_g15529.t1	bc2002_g14009.t1
OG0003563	vverm_g14591.t1, vverm_g887.t2, vverm_g887.t1, vverm_g887.t3	bc2002_g286.t1
OG0003564	vverm_g15384.t1, vverm_g4846.t1	bc2002_g18875.t1
OG0003565	vverm_g6327.t1	bc2002_g11504.t1
OG0003566	vverm_g128.t1	bc2002_g16369.t1
OG0003568	vverm_g14443.t1	bc2002_g11839.t1
OG0003569	vverm_g10215.t2, vverm_g10215.t1	bc2002_g16910.t1
OG0003570	vverm_g7302.t1	bc2002_g463.t1
OG0003572	vverm_g11489.t2, vverm_g11489.t1	bc2002_g19544.t1
OG0003573	vverm_g9766.t1	bc2002_g19799.t1
OG0003574	vverm_g5864.t1, vverm_g14075.t1	bc2002_g17837.t1
OG0003575	vverm_g11433.t1, vverm_g11433.t2	bc2002_g19461.t1
OG0003576	vverm_g5402.t1	bc2002_g12221.t1
OG0003577	vverm_g3195.t2	bc2002_g4412.t2, bc2002_g4412.t1
OG0003578	vverm_g15294.t1	bc2002_g8639.t1
OG0003579	vverm_g9129.t1	bc2002_g9647.t1
OG0003580	vverm_g8146.t1	bc2002_g9245.t1
OG0003581	vverm_g1933.t1	bc2002_g6683.t1
OG0003582	vverm_g8863.t1	bc2002_g12185.t1
OG0003584	vverm_g3726.t1	bc2002_g18122.t1
OG0003585	vverm_g14830.t1	bc2002_g6958.t1
OG0003586	vverm_g5576.t1, vverm_g5576.t2	bc2002_g9018.t1
OG0003587	vverm_g12968.t1	bc2002_g4887.t1
OG0003589	vverm_g8960.t1	bc2002_g10919.t1
OG0003590	vverm_g3756.t1, vverm_g3756.t2	bc2002_g3257.t1
OG0003591	vverm_g12177.t1, vverm_g12177.t2	bc2002_g9465.t1
OG0003592	vverm_g10134.t1, vverm_g10134.t2	bc2002_g1804.t1
OG0003594	vverm_g16715.t1, vverm_g7550.t1	bc2002_g15669.t1
OG0003595	vverm_g91.t2, vverm_g91.t1	bc2002_g16267.t1
OG0003596	vverm_g13968.t1, vverm_g14558.t1	bc2002_g5402.t1
OG0003597	vverm_g2202.t1	bc2002_g18399.t1
OG0003598	vverm_g3196.t1	bc2002_g4414.t1
OG0003599	vverm_g11287.t1, vverm_g11283.t1	bc2002_g2249.t1
OG0003600	vverm_g12384.t2, vverm_g12384.t1	bc2002_g13853.t1
OG0003601	vverm_g12143.t1	bc2002_g10295.t1
OG0003602	vverm_g7989.t2, vverm_g7989.t1	bc2002_g20060.t1
OG0003603	vverm_g2183.t1	bc2002_g18384.t1
OG0003604	vverm_g12.t1, vverm_g6617.t1, vverm_g6617.t2	bc2002_g8455.t1
OG0003605	vverm_g13644.t1	bc2002_g8646.t1
OG0003606	vverm_g8670.t1	bc2002_g17547.t1
OG0003607	vverm_g1939.t2, vverm_g1939.t1	bc2002_g6660.t1
OG0003609	vverm_g1874.t2, vverm_g1874.t1	bc2002_g6709.t1
OG0003610	vverm_g126.t3, vverm_g126.t1	bc2002_g16324.t1
OG0003611	vverm_g63.t1	bc2002_g13903.t1
OG0003612	vverm_g14864.t1	bc2002_g6991.t1
OG0003613	vverm_g15961.t1	bc2002_g7980.t1
OG0003614	vverm_g10854.t2, vverm_g10854.t1	bc2002_g14667.t1
OG0003615	vverm_g11297.t1	bc2002_g2252.t1
OG0003616	vverm_g15859.t1, vverm_g5443.t1	bc2002_g16271.t1
OG0003617	vverm_g16536.t1, vverm_g16536.t2	bc2002_g13729.t1
OG0003618	vverm_g6539.t1, vverm_g6539.t2	bc2002_g2639.t1
OG0003619	vverm_g11245.t1	bc2002_g2147.t1
OG0003620	vverm_g6080.t1	bc2002_g87.t1
OG0003621	vverm_g13352.t1	bc2002_g16204.t1
OG0003622	vverm_g8381.t1	bc2002_g15047.t1
OG0003623	vverm_g6339.t1	bc2002_g11479.t1
OG0003624	vverm_g563.t1	bc2002_g15281.t2, bc2002_g15281.t1
OG0003625	vverm_g936.t1, vverm_g936.t2	bc2002_g241.t1
OG0003626	vverm_g15330.t1	bc2002_g13374.t1
OG0003627	vverm_g207.t1	bc2002_g2441.t1
OG0003628	vverm_g12429.t2, vverm_g12429.t1	bc2002_g4575.t1
OG0003629	vverm_g11803.t1	bc2002_g5281.t1
OG0003630	vverm_g10088.t1	bc2002_g12250.t1
OG0003631	vverm_g192.t1	bc2002_g2443.t2, bc2002_g2443.t1
OG0003632	vverm_g16217.t1, vverm_g16217.t3	bc2002_g8377.t1
OG0003633	vverm_g3709.t1	bc2002_g6818.t1
OG0003634	vverm_g3046.t1	bc2002_g2873.t2, bc2002_g2873.t1
OG0003635	vverm_g13232.t1	bc2002_g6959.t1
OG0003636	vverm_g15405.t1	bc2002_g5763.t1, bc2002_g5764.t1
OG0003637	vverm_g7782.t1, vverm_g7782.t2	bc2002_g19236.t1
OG0003638	vverm_g16394.t1, vverm_g16394.t2	bc2002_g4507.t1
OG0003639	vverm_g16482.t1	bc2002_g19295.t1, bc2002_g19295.t2
OG0003640	vverm_g7750.t1	bc2002_g19292.t1
OG0003641	vverm_g10376.t1	bc2002_g15674.t1, bc2002_g15674.t2
OG0003642	vverm_g7995.t1	bc2002_g20055.t1
OG0003643	vverm_g10283.t1	bc2002_g16890.t1
OG0003644	vverm_g9979.t2, vverm_g9979.t1	bc2002_g2187.t1
OG0003645	vverm_g10734.t2, vverm_g10734.t1	bc2002_g18749.t1
OG0003646	vverm_g7678.t1	bc2002_g19362.t1
OG0003648	vverm_g16730.t1	bc2002_g11103.t1
OG0003649	vverm_g9834.t1, vverm_g16101.t1, vverm_g11603.t1	bc2002_g8799.t1
OG0003652	vverm_g705.t1	bc2002_g14320.t1, bc2002_g14231.t1
OG0003654	vverm_g8021.t1	bc2002_g11682.t1, bc2002_g20020.t1
OG0003659	vverm_g3288.t1	bc2002_g7769.t1, bc2002_g16507.t1
OG0003660	vverm_g4996.t1	bc2002_g16531.t2, bc2002_g16531.t1
OG0003662	vverm_g6045.t1	bc2002_g16616.t1
OG0003663	vverm_g2711.t2, vverm_g2711.t1	bc2002_g1697.t1
OG0003669	vverm_g14208.t3, vverm_g14208.t2, vverm_g14208.t1	bc2002_g11255.t1
OG0003675	vverm_g5200.t2, vverm_g5200.t1	bc2002_g4234.t2, bc2002_g4234.t1
OG0003682	vverm_g15234.t1	bc2002_g18655.t1, bc2002_g18655.t2
OG0003686	vverm_g16726.t2, vverm_g16726.t1	bc2002_g12913.t1, bc2002_g15284.t1
OG0003692	vverm_g11024.t1	bc2002_g7310.t1, bc2002_g7310.t2
OG0003694	vverm_g13759.t1, vverm_g13753.t1	bc2002_g8264.t1
OG0003695	vverm_g7145.t2, vverm_g7145.t1	bc2002_g11407.t1
OG0003696	vverm_g6382.t1	bc2002_g11426.t3, bc2002_g11426.t1
OG0003697	vverm_g288.t1, vverm_g12289.t1, vverm_g12289.t2	bc2002_g9546.t1
OG0003698	vverm_g12302.t2, vverm_g12302.t1	bc2002_g9513.t1
OG0003699	vverm_g11238.t1	bc2002_g2135.t1
OG0003700	vverm_g11255.t1	bc2002_g2168.t1, bc2002_g2168.t2
OG0003702	vverm_g15639.t1, vverm_g15639.t2	bc2002_g14979.t1
OG0003703	vverm_g15644.t1	bc2002_g14908.t2, bc2002_g14908.t1
OG0003705	vverm_g15707.t1	bc2002_g14828.t1, bc2002_g12432.t1
OG0003710	vverm_g12514.t1, vverm_g13149.t1	bc2002_g5945.t1, bc2002_g5947.t1
OG0003712	vverm_g12954.t1	bc2002_g18946.t1, bc2002_g7089.t1
OG0003724	vverm_g4051.t2, vverm_g4051.t1	bc2002_g12784.t1, bc2002_g13728.t1
OG0003725	vverm_g15445.t1, vverm_g4921.t1, vverm_g6702.t1, vverm_g4648.t1	bc2002_g18065.t1
OG0003727	vverm_g9062.t1, vverm_g9062.t2	bc2002_g1378.t1, bc2002_g1378.t2
OG0003728	vverm_g12395.t2, vverm_g12395.t1	bc2002_g18334.t2, bc2002_g18334.t1
OG0003734	vverm_g14377.t1, vverm_g6487.t1, vverm_g5512.t1	bc2002_g6418.t1
OG0003741	vverm_g12810.t2, vverm_g12810.t1	bc2002_g3457.t1, bc2002_g3455.t1
OG0003744	vverm_g13675.t1	bc2002_g6831.t1, bc2002_g6831.t2
OG0003745	vverm_g7085.t1, vverm_g7085.t2	bc2002_g6905.t1, bc2002_g15591.t1
OG0003746	vverm_g14911.t1, vverm_g14911.t2, vverm_g10326.t1	bc2002_g6916.t1
OG0003748	vverm_g8312.t1	bc2002_g7006.t1
OG0003749	vverm_g854.t1	bc2002_g20140.t2, bc2002_g20140.t1
OG0003751	vverm_g10020.t2, vverm_g10020.t1, vverm_g10020.t3	bc2002_g20115.t1
OG0003752	vverm_g4502.t2, vverm_g4502.t1	bc2002_g20110.t1
OG0003753	vverm_g13586.t2, vverm_g13586.t1	bc2002_g20016.t2, bc2002_g20016.t1
OG0003755	vverm_g12601.t1	bc2002_g10750.t1
OG0003762	vverm_g7046.t1	bc2002_g10626.t3, bc2002_g10626.t1
OG0003764	vverm_g5475.t1, vverm_g5475.t2	bc2002_g8664.t1
OG0003766	vverm_g13017.t1, vverm_g15696.t1	bc2002_g1732.t1, bc2002_g1732.t2
OG0003771	vverm_g3771.t1	bc2002_g18982.t1, bc2002_g4867.t1
OG0003775	vverm_g12990.t1	bc2002_g5013.t1, bc2002_g5012.t1, bc2002_g5011.t1
OG0003776	vverm_g6485.t1, vverm_g5510.t2, vverm_g5510.t1	bc2002_g5019.t1
OG0003779	vverm_g11910.t1, vverm_g15344.t3	bc2002_g13874.t1
OG0003780	vverm_g3482.t1, vverm_g5554.t1, vverm_g3482.t2	bc2002_g6402.t2, bc2002_g6402.t1
OG0003781	vverm_g6717.t2, vverm_g6717.t1	bc2002_g15497.t1, bc2002_g15497.t2
OG0003783	vverm_g14530.t1	bc2002_g15559.t2, bc2002_g15559.t1
OG0003784	vverm_g5121.t1	bc2002_g15561.t3, bc2002_g15561.t2, bc2002_g15561.t1
OG0003785	vverm_g14622.t2, vverm_g14622.t1	bc2002_g219.t2, bc2002_g219.t1
OG0003786	vverm_g11980.t1, vverm_g11980.t2	bc2002_g146.t1
OG0003788	vverm_g12097.t1	bc2002_g17185.t1, bc2002_g17194.t1
OG0003790	vverm_g13113.t1, vverm_g7574.t1	bc2002_g17352.t1
OG0003793	vverm_g16528.t3	bc2002_g9029.t3, bc2002_g9029.t2, bc2002_g9029.t1
OG0003794	vverm_g16301.t1	bc2002_g3923.t1
OG0003795	vverm_g15371.t2, vverm_g15371.t1	bc2002_g2404.t1, bc2002_g2404.t2
OG0003796	vverm_g4969.t1	bc2002_g18385.t1, bc2002_g18386.t1
OG0003797	vverm_g12334.t1	bc2002_g18413.t1, bc2002_g18413.t2
OG0003798	vverm_g1159.t1	bc2002_g18488.t1
OG0003799	vverm_g15368.t1	bc2002_g2320.t1
OG0003800	vverm_g9729.t1, vverm_g9729.t2, vverm_g9730.t1, vverm_g9730.t2	bc2002_g15740.t1
OG0003803	vverm_g3730.t1	bc2002_g18119.t2, bc2002_g18119.t1
OG0003805	vverm_g4195.t1, vverm_g4195.t2	bc2002_g11963.t1
OG0003806	vverm_g10542.t1, vverm_g5525.t1	bc2002_g11967.t1, bc2002_g11967.t3, bc2002_g11967.t2
OG0003808	vverm_g15065.t1, vverm_g11931.t1	bc2002_g16798.t1
OG0003809	vverm_g7899.t1, vverm_g7899.t2	bc2002_g15835.t2, bc2002_g15835.t1
OG0003811	vverm_g9351.t1, vverm_g5101.t1, vverm_g10231.t1	bc2002_g758.t1
OG0003812	vverm_g3182.t2, vverm_g3182.t1	bc2002_g745.t1
OG0003813	vverm_g3876.t1, vverm_g16024.t1, vverm_g3876.t2, vverm_g16024.t2	bc2002_g743.t1
OG0003815	vverm_g15694.t1, vverm_g15693.t1	bc2002_g15019.t1
OG0003818	vverm_g15107.t1, vverm_g16712.t1, vverm_g9078.t1, vverm_g12851.t1	bc2002_g5414.t1
OG0003819	vverm_g6612.t1, vverm_g6612.t2, vverm_g17.t2, vverm_g17.t1	bc2002_g5399.t1
OG0003820	vverm_g5327.t1, vverm_g6631.t1, vverm_g5327.t2	bc2002_g5364.t1
OG0003821	vverm_g11859.t1	bc2002_g5361.t2, bc2002_g5361.t1
OG0003822	vverm_g11849.t1	bc2002_g5336.t1
OG0003824	vverm_g11805.t1, vverm_g11806.t1	bc2002_g5286.t1
OG0003825	vverm_g4292.t1, vverm_g11701.t2, vverm_g11701.t1	bc2002_g10283.t1
OG0003826	vverm_g6868.t1, vverm_g15143.t3, vverm_g15143.t2, vverm_g15143.t1	bc2002_g12533.t1
OG0003827	vverm_g6863.t1, vverm_g15151.t1, vverm_g15151.t2	bc2002_g12528.t1
OG0003829	vverm_g8982.t2, vverm_g8982.t1, vverm_g12059.t1	bc2002_g1799.t1
OG0003830	vverm_g5438.t1, vverm_g541.t1, vverm_g7638.t1, vverm_g15982.t1	bc2002_g12161.t1
OG0003831	vverm_g529.t1	bc2002_g12074.t2, bc2002_g12074.t1
OG0003832	vverm_g530.t1	bc2002_g12073.t2, bc2002_g12073.t1
OG0003833	vverm_g12939.t1	bc2002_g5120.t1
OG0003839	vverm_g11190.t1	bc2002_g2983.t1, bc2002_g2983.t2
OG0003840	vverm_g11142.t1, vverm_g11178.t1, vverm_g14609.t1	bc2002_g2968.t1
OG0003841	vverm_g9143.t1	bc2002_g2908.t1
OG0003842	vverm_g10170.t3, vverm_g10170.t2, vverm_g10170.t1	bc2002_g7702.t1
OG0003843	vverm_g14147.t1, vverm_g14147.t2	bc2002_g7681.t1
OG0003844	vverm_g2286.t1, vverm_g1328.t1, vverm_g1327.t1, vverm_g1327.t2	bc2002_g16372.t1
OG0003846	vverm_g15310.t1	bc2002_g13388.t1
OG0003846	vverm_g9480.t1	bc2002_g1472.t1
OG0003848	vverm_g5799.t1	bc2002_g13338.t1, bc2002_g13338.t2
OG0003849	vverm_g5796.t1	bc2002_g13333.t3, bc2002_g13333.t2, bc2002_g13333.t1
OG0003850	vverm_g6687.t1	bc2002_g9127.t1, bc2002_g9127.t2
OG0003851	vverm_g8168.t1	bc2002_g9280.t2, bc2002_g9280.t1
OG0003852	vverm_g1250.t1, vverm_g2386.t1	bc2002_g14515.t1
OG0003853	vverm_g12656.t1	bc2002_g10886.t2, bc2002_g10886.t1
OG0003855	vverm_g12673.t2, vverm_g12673.t1	bc2002_g10986.t1
OG0003856	vverm_g1365.t1	bc2002_g5742.t1, bc2002_g5742.t2
OG0003857	vverm_g10543.t1, vverm_g5526.t1	bc2002_g6541.t1
OG0003858	vverm_g87.t1	bc2002_g16263.t2, bc2002_g16263.t1
OG0003859	vverm_g86.t1	bc2002_g16262.t2, bc2002_g16262.t1
OG0003860	vverm_g3155.t1	bc2002_g15167.t1, bc2002_g15195.t1
OG0003861	vverm_g16872.t1, vverm_g16872.t2	bc2002_g15172.t1, bc2002_g15172.t2
OG0003863	vverm_g8441.t1, vverm_g558.t1, vverm_g558.t2	bc2002_g19070.t1
OG0003865	vverm_g10348.t1	bc2002_g18977.t1
OG0003866	vverm_g433.t1, vverm_g13514.t1	bc2002_g8372.t3, bc2002_g8372.t1
OG0003869	vverm_g14029.t1, vverm_g5910.t1	bc2002_g17858.t1, bc2002_g17858.t2
OG0003871	vverm_g5958.t1	bc2002_g17868.t1
OG0003872	vverm_g14048.t1, vverm_g5889.t1, vverm_g14047.t1	bc2002_g17900.t1
OG0003873	vverm_g14305.t1	bc2002_g8502.t1, bc2002_g8502.t2
OG0003875	vverm_g16851.t1, vverm_g16851.t2	bc2002_g601.t1
OG0003876	vverm_g16128.t1	bc2002_g8444.t1
OG0003877	vverm_g16158.t1, vverm_g16159.t1, vverm_g10902.t1, vverm_g10694.t1	bc2002_g8522.t1
OG0003878	vverm_g16189.t1	bc2002_g8575.t1
OG0003879	vverm_g2284.t1	bc2002_g17712.t1, bc2002_g17712.t2, bc2002_g17712.t3
OG0003880	vverm_g8724.t5	bc2002_g17644.t1
OG0003881	vverm_g13313.t1, vverm_g7410.t1	bc2002_g17592.t1, bc2002_g17632.t1
OG0003883	vverm_g8689.t1	bc2002_g17628.t1
OG0003884	vverm_g71.t1	bc2002_g17618.t1, bc2002_g17593.t1
OG0003885	vverm_g8636.t1	bc2002_g17611.t2, bc2002_g17611.t1
OG0003886	vverm_g8608.t2, vverm_g8608.t1	bc2002_g17533.t1, bc2002_g17533.t2
OG0003887	vverm_g8565.t2, vverm_g8565.t1	bc2002_g17521.t1
OG0003888	vverm_g15591.t1	bc2002_g17484.t1, bc2002_g17484.t2
OG0003889	vverm_g15601.t1, vverm_g15601.t2	bc2002_g17479.t1
OG0003890	vverm_g655.t1	bc2002_g17473.t1
OG0003891	vverm_g676.t1	bc2002_g17461.t1
OG0003892	vverm_g2585.t1	bc2002_g17435.t1, bc2002_g17435.t2
OG0003893	vverm_g612.t1, vverm_g612.t2	bc2002_g3223.t2, bc2002_g3223.t1
OG0003894	vverm_g1066.t2, vverm_g1066.t1	bc2002_g3247.t2, bc2002_g3247.t1
OG0003895	vverm_g15998.t1	bc2002_g7893.t1, bc2002_g7935.t1
OG0003896	vverm_g3270.t2, vverm_g3270.t1	bc2002_g7802.t2, bc2002_g7802.t1
OG0003897	vverm_g3229.t1	bc2002_g7848.t1, bc2002_g7848.t2
OG0003898	vverm_g10569.t1, vverm_g10750.t1, vverm_g10570.t1	bc2002_g7999.t1, bc2002_g7870.t1
OG0003899	vverm_g11472.t1, vverm_g11472.t2	bc2002_g19503.t1
OG0003900	vverm_g3232.t1, vverm_g3232.t2	bc2002_g19483.t2, bc2002_g19483.t1
OG0003901	vverm_g11380.t1	bc2002_g19459.t1, bc2002_g19458.t1
OG0003902	vverm_g11421.t2, vverm_g11421.t1	bc2002_g19456.t2, bc2002_g19456.t1
OG0003903	vverm_g6022.t1, vverm_g6022.t2, vverm_g13842.t1	bc2002_g16458.t1
OG0003905	vverm_g13798.t1	bc2002_g15800.t1, bc2002_g15787.t1
OG0003906	vverm_g2623.t1	bc2002_g15914.t2, bc2002_g15914.t1
OG0003907	vverm_g8252.t1, vverm_g6078.t1, vverm_g6076.t2, vverm_g6076.t1	bc2002_g15942.t2
OG0003908	vverm_g13340.t1	bc2002_g16147.t2, bc2002_g16147.t1
OG0003909	vverm_g8818.t1, vverm_g8818.t2	bc2002_g16194.t1, bc2002_g16195.t1
OG0003910	vverm_g13942.t1	bc2002_g5537.t1, bc2002_g5537.t2
OG0003911	vverm_g8032.t1	bc2002_g13579.t1, bc2002_g13567.t2, bc2002_g13567.t1
OG0003912	vverm_g9974.t1	bc2002_g13606.t2
OG0003912	vverm_g6073.t1	bc2002_g13606.t1
OG0003913	vverm_g9938.t1, vverm_g9938.t2	bc2002_g13616.t1
OG0003915	vverm_g1873.t2, vverm_g1873.t1	bc2002_g6710.t1, bc2002_g6710.t2
OG0003916	vverm_g1927.t1, vverm_g1927.t2	bc2002_g6680.t1
OG0003917	vverm_g1968.t1	bc2002_g1169.t1, bc2002_g1169.t2
OG0003918	vverm_g1994.t1	bc2002_g1263.t1
OG0003920	vverm_g3013.t1, vverm_g3015.t1, vverm_g3015.t2	bc2002_g2843.t1
OG0004024	vverm_g14821.t1	bc2002_g6953.t1
OG0004028	vverm_g15318.t1	bc2002_g13397.t1
OG0004029	vverm_g16209.t1, vverm_g16209.t2	bc2002_g13316.t1
OG0004033	vverm_g6792.t1	bc2002_g12605.t1
OG0004034	vverm_g8942.t1	bc2002_g10451.t1
OG0004036	vverm_g7759.t1	bc2002_g19243.t1
OG0004037	vverm_g16173.t1	bc2002_g19187.t1
OG0004038	vverm_g2805.t1	bc2002_g11448.t1
OG0004039	vverm_g1149.t1	bc2002_g18471.t1
OG0004040	vverm_g7781.t1	bc2002_g19239.t1
OG0004041	vverm_g7730.t1	bc2002_g19321.t1
OG0004042	vverm_g7770.t1	bc2002_g19234.t1
OG0004043	vverm_g14898.t1	bc2002_g6996.t1
OG0004044	vverm_g9479.t1	bc2002_g1471.t1
OG0004045	vverm_g8010.t1	bc2002_g11911.t1
OG0004047	vverm_g7985.t1	bc2002_g20064.t1
OG0004050	vverm_g11028.t1	bc2002_g7315.t1
OG0004051	vverm_g8006.t1	bc2002_g19858.t1
OG0004052	vverm_g991.t2, vverm_g991.t1	bc2002_g128.t1
OG0004054	vverm_g962.t1	bc2002_g203.t1
OG0004055	vverm_g952.t1	bc2002_g221.t1
OG0004056	vverm_g4813.t1	bc2002_g16620.t1
OG0004058	vverm_g10483.t1	bc2002_g18180.t1
OG0004059	vverm_g9455.t1	bc2002_g12527.t1
OG0004060	vverm_g3002.t1	bc2002_g7982.t1
OG0004061	vverm_g7812.t1	bc2002_g19210.t1
OG0004062	vverm_g3042.t1	bc2002_g184.t1
OG0004063	vverm_g318.t1	bc2002_g14552.t1
OG0004066	vverm_g11505.t1	bc2002_g19558.t1
OG0004067	vverm_g1372.t1	bc2002_g5753.t1
OG0004068	vverm_g11811.t1	bc2002_g5293.t1
OG0004069	vverm_g9941.t1	bc2002_g13611.t1
OG0004070	vverm_g14529.t1	bc2002_g3636.t1
OG0004071	vverm_g6031.t1	bc2002_g855.t1
