Orthogroup	vvermcdc19_braker	dicty_braker
OG0002980	vverm_g11117.t1	dicty_g9026.t1, dicty_g9026.t3
OG0002982	vverm_g10909.t1, vverm_g10984.t1	dicty_g4075.t1
OG0002984	vverm_g12635.t1	dicty_g5092.t1
OG0002985	vverm_g11957.t1	dicty_g2560.t1, dicty_g2916.t1
OG0002986	vverm_g8993.t1	dicty_g7131.t1
OG0002989	vverm_g7632.t1, vverm_g7632.t2	dicty_g4403.t1
OG0002991	vverm_g9161.t1	dicty_g7811.t1
OG0002992	vverm_g14805.t1, vverm_g14805.t2	dicty_g5236.t1
OG0002993	vverm_g13433.t1	dicty_g5408.t1
OG0002994	vverm_g8379.t1	dicty_g10066.t1, dicty_g4975.t1
OG0002995	vverm_g3619.t1	dicty_g6488.t1
OG0002996	vverm_g11027.t1	dicty_g8880.t1
OG0002997	vverm_g12089.t1, vverm_g1388.t1, vverm_g1388.t2	dicty_g730.t1
OG0002998	vverm_g4734.t1	dicty_g6570.t1
OG0002999	vverm_g3021.t2, vverm_g3021.t1	dicty_g5215.t1, dicty_g6856.t1, dicty_g10566.t1
OG0003000	vverm_g10280.t1	dicty_g10920.t1, dicty_g167.t1
OG0003001	vverm_g1406.t1	dicty_g9827.t2, dicty_g9827.t1
OG0003002	vverm_g12321.t1	dicty_g4586.t1
OG0003003	vverm_g7032.t1	dicty_g7441.t1
OG0003004	vverm_g2121.t1	dicty_g5651.t1
OG0003005	vverm_g7165.t1	dicty_g11232.t1
OG0003006	vverm_g8798.t1	dicty_g5115.t1
OG0003008	vverm_g4743.t1	dicty_g5292.t1
OG0003009	vverm_g8170.t1	dicty_g2952.t1, dicty_g2523.t1
OG0003010	vverm_g14779.t2, vverm_g14779.t1	dicty_g2382.t1
OG0003011	vverm_g1158.t1	dicty_g1861.t1
OG0003012	vverm_g3222.t1	dicty_g4863.t1
OG0003013	vverm_g9814.t1, vverm_g9814.t2	dicty_g6150.t1
OG0003014	vverm_g3004.t1	dicty_g6593.t1
OG0003015	vverm_g14286.t1	dicty_g9839.t1
OG0003016	vverm_g119.t2, vverm_g119.t1	dicty_g2066.t1
OG0003017	vverm_g4395.t1, vverm_g4395.t2	dicty_g859.t1
OG0003018	vverm_g2768.t1	dicty_g7619.t1, dicty_g7619.t2
OG0003019	vverm_g2801.t2, vverm_g2801.t1	dicty_g7187.t1
OG0003020	vverm_g3589.t1	dicty_g6053.t1
OG0003021	vverm_g4897.t2, vverm_g4897.t1	dicty_g7590.t1
OG0003022	vverm_g2491.t1, vverm_g2491.t2	dicty_g10652.t1
OG0003023	vverm_g6293.t2, vverm_g6293.t1	dicty_g843.t1
OG0003024	vverm_g14873.t1	dicty_g213.t1
OG0003025	vverm_g4748.t1	dicty_g9874.t1
OG0003026	vverm_g11202.t1	dicty_g5972.t1
OG0003028	vverm_g7820.t1	dicty_g2950.t1, dicty_g2525.t1
OG0003029	vverm_g9108.t1, vverm_g10312.t1	dicty_g4109.t1
OG0003031	vverm_g2789.t1	dicty_g8661.t1
OG0003032	vverm_g6291.t1	dicty_g2239.t1
OG0003033	vverm_g15517.t1	dicty_g9042.t1
OG0003034	vverm_g9605.t1	dicty_g8840.t1
OG0003035	vverm_g602.t3	dicty_g5657.t1
OG0003036	vverm_g11303.t1	dicty_g5095.t1
OG0003038	vverm_g11268.t1	dicty_g1493.t1
OG0003039	vverm_g3431.t1	dicty_g5077.t1, dicty_g9210.t1
OG0003041	vverm_g7029.t1, vverm_g7029.t2	dicty_g10945.t1
OG0003043	vverm_g4540.t2, vverm_g4540.t1	dicty_g7791.t1
OG0003044	vverm_g2541.t1, vverm_g4698.t1	dicty_g612.t1
OG0003045	vverm_g97.t1	dicty_g6088.t1
OG0003046	vverm_g3106.t2, vverm_g3106.t1	dicty_g9579.t1
OG0003047	vverm_g7778.t2, vverm_g7778.t1	dicty_g2029.t1
OG0003050	vverm_g1570.t1, vverm_g1570.t2	dicty_g8465.t1
OG0003053	vverm_g9481.t1	dicty_g5578.t1
OG0003054	vverm_g13348.t1	dicty_g1689.t1
OG0003057	vverm_g8956.t1	dicty_g3541.t1
OG0003060	vverm_g9611.t1	dicty_g8799.t1, dicty_g8799.t2
OG0003062	vverm_g2281.t1	dicty_g5610.t1
OG0003064	vverm_g2993.t1	dicty_g7753.t1
OG0003066	vverm_g11661.t1	dicty_g8699.t1
OG0003067	vverm_g5170.t1	dicty_g4241.t1
OG0003068	vverm_g10595.t1	dicty_g11156.t1
OG0003069	vverm_g9042.t2, vverm_g9042.t1	dicty_g2266.t1
OG0003070	vverm_g9041.t1	dicty_g11021.t1
OG0003071	vverm_g15475.t2, vverm_g15475.t1	dicty_g1223.t1
OG0003073	vverm_g16190.t1	dicty_g6812.t1
OG0003074	vverm_g8945.t1	dicty_g6714.t1
OG0003075	vverm_g12517.t1, vverm_g13152.t1	dicty_g3323.t1
OG0003076	vverm_g6140.t1, vverm_g3967.t1	dicty_g8501.t1
OG0003078	vverm_g7940.t1	dicty_g8550.t2, dicty_g8550.t1
OG0003080	vverm_g12696.t1	dicty_g4325.t1
OG0003082	vverm_g5147.t1	dicty_g6598.t1
OG0003083	vverm_g16858.t1, vverm_g16859.t1	dicty_g4581.t1
OG0003084	vverm_g11447.t1	dicty_g4289.t1
OG0003085	vverm_g1561.t1	dicty_g6929.t1, dicty_g5662.t1
OG0003086	vverm_g10191.t1	dicty_g6274.t1, dicty_g4756.t1
OG0003087	vverm_g8093.t1	dicty_g2409.t1
OG0003088	vverm_g8868.t1, vverm_g8868.t2	dicty_g5685.t1
OG0003090	vverm_g12322.t1	dicty_g4955.t1
OG0003091	vverm_g6601.t1, vverm_g4753.t1	dicty_g10889.t1
OG0003092	vverm_g5783.t1, vverm_g5783.t2	dicty_g1512.t1
OG0003093	vverm_g10872.t1	dicty_g11164.t1
OG0003094	vverm_g3397.t1	dicty_g521.t1, dicty_g521.t2
OG0003095	vverm_g7859.t1	dicty_g5893.t1
OG0003097	vverm_g7025.t1	dicty_g6753.t1, dicty_g6753.t2
OG0003099	vverm_g2661.t1	dicty_g4743.t1
OG0003100	vverm_g4100.t1	dicty_g7158.t1
OG0003101	vverm_g12402.t1	dicty_g2633.t1, dicty_g2844.t1
OG0003103	vverm_g14708.t1, vverm_g15164.t1	dicty_g8339.t1
OG0003104	vverm_g12874.t1	dicty_g2488.t1, dicty_g2988.t1
OG0003105	vverm_g12308.t1	dicty_g7502.t1
OG0003107	vverm_g1806.t1	dicty_g10299.t1, dicty_g8944.t1
OG0003108	vverm_g16474.t1	dicty_g4996.t1
OG0003109	vverm_g8317.t1	dicty_g5158.t1, dicty_g8591.t1
OG0003111	vverm_g5933.t1	dicty_g6227.t1
OG0003112	vverm_g3180.t2, vverm_g3180.t1	dicty_g7159.t1
OG0003113	vverm_g1157.t1	dicty_g1537.t1
OG0003114	vverm_g3670.t1	dicty_g1473.t1
OG0003115	vverm_g13834.t1, vverm_g13834.t2	dicty_g1224.t1
OG0003116	vverm_g8189.t1	dicty_g3056.t1
OG0003117	vverm_g16367.t2, vverm_g16367.t1	dicty_g4857.t1
OG0003118	vverm_g5111.t1	dicty_g9492.t2, dicty_g9492.t1
OG0003119	vverm_g10957.t1	dicty_g9206.t1, dicty_g930.t1
OG0003120	vverm_g8899.t1	dicty_g10121.t1
OG0003121	vverm_g6006.t2, vverm_g6006.t1	dicty_g10280.t1
OG0003122	vverm_g16419.t1	dicty_g1192.t1
OG0003123	vverm_g4192.t1	dicty_g508.t1
OG0003125	vverm_g13245.t1	dicty_g8628.t1
OG0003126	vverm_g12685.t1	dicty_g8031.t1
OG0003127	vverm_g14606.t2, vverm_g14606.t1	dicty_g4922.t1
OG0003130	vverm_g1982.t1	dicty_g8121.t1, dicty_g5026.t1
OG0003132	vverm_g10063.t1	dicty_g7734.t1
OG0003133	vverm_g988.t1, vverm_g10500.t1	dicty_g10730.t1
OG0003134	vverm_g10091.t2	dicty_g4063.t1
OG0003135	vverm_g9109.t1	dicty_g11493.t2, dicty_g11493.t1
OG0003136	vverm_g9104.t2, vverm_g9104.t1	dicty_g5272.t1
OG0003137	vverm_g7011.t1	dicty_g7216.t1
OG0003138	vverm_g7013.t1	dicty_g7549.t1
OG0003139	vverm_g6032.t1	dicty_g4412.t1, dicty_g4412.t3
OG0003140	vverm_g16814.t1	dicty_g458.t1
OG0003141	vverm_g14407.t2, vverm_g14407.t1	dicty_g10163.t1
OG0003142	vverm_g1948.t1	dicty_g119.t1
OG0003143	vverm_g10202.t1	dicty_g11173.t2, dicty_g11173.t1
OG0003144	vverm_g13240.t1	dicty_g5894.t1
OG0003145	vverm_g627.t1	dicty_g11114.t2, dicty_g11114.t1
OG0003146	vverm_g16919.t1	dicty_g7483.t1
OG0003147	vverm_g6805.t1	dicty_g4544.t1
OG0003148	vverm_g7076.t1	dicty_g6847.t1, dicty_g6846.t1
OG0003149	vverm_g10272.t1	dicty_g10276.t1
OG0003150	vverm_g16408.t1	dicty_g5078.t1
OG0003151	vverm_g14705.t1, vverm_g15167.t1	dicty_g2116.t1
OG0003152	vverm_g1675.t1	dicty_g6504.t1
OG0003153	vverm_g2318.t1	dicty_g10528.t1
OG0003154	vverm_g6810.t1	dicty_g2228.t1
OG0003155	vverm_g7150.t1, vverm_g7150.t2	dicty_g2231.t1
OG0003156	vverm_g16493.t2, vverm_g16493.t1	dicty_g6873.t1
OG0003158	vverm_g1843.t1, vverm_g9332.t1	dicty_g6666.t1
OG0003159	vverm_g3256.t1, vverm_g3256.t2	dicty_g11303.t1
OG0003160	vverm_g14302.t1	dicty_g4777.t1
OG0003161	vverm_g15950.t1	dicty_g6793.t2
OG0003162	vverm_g7996.t1, vverm_g7996.t2	dicty_g7603.t1
OG0003163	vverm_g5311.t1	dicty_g2251.t1, dicty_g3880.t1, dicty_g3880.t2, dicty_g2250.t1
OG0003164	vverm_g6850.t1	dicty_g2212.t1
OG0003165	vverm_g6036.t1	dicty_g3303.t1
OG0003166	vverm_g670.t1	dicty_g3454.t1
OG0003167	vverm_g15339.t1	dicty_g4592.t2, dicty_g4592.t1
OG0003168	vverm_g8568.t1	dicty_g5334.t1
OG0003170	vverm_g8782.t1	dicty_g6083.t1
OG0003171	vverm_g8768.t1	dicty_g8236.t1
OG0003173	vverm_g6451.t2, vverm_g6451.t1	dicty_g8056.t1
OG0003174	vverm_g12648.t1	dicty_g9065.t1
OG0003175	vverm_g11825.t1	dicty_g8269.t1, dicty_g6113.t1
OG0003177	vverm_g3758.t1	dicty_g9844.t1
OG0003178	vverm_g10278.t1	dicty_g5014.t1
OG0003180	vverm_g8299.t1	dicty_g2810.t1, dicty_g2667.t1
OG0003181	vverm_g5646.t1	dicty_g5123.t1
OG0003183	vverm_g4903.t1	dicty_g990.t1
OG0003184	vverm_g8316.t1	dicty_g5379.t1
OG0003186	vverm_g14473.t1	dicty_g6864.t1
OG0003188	vverm_g15974.t1	dicty_g3114.t1
OG0003190	vverm_g5867.t1, vverm_g14072.t1	dicty_g1774.t1
OG0003193	vverm_g3243.t1	dicty_g6627.t1
OG0003195	vverm_g11659.t1	dicty_g4125.t1
OG0003196	vverm_g13244.t1	dicty_g10393.t1
OG0003197	vverm_g8727.t1	dicty_g7212.t1
OG0003198	vverm_g15637.t1	dicty_g8337.t1
OG0003199	vverm_g5141.t1	dicty_g4803.t1
OG0003201	vverm_g5009.t1	dicty_g7401.t1
OG0003203	vverm_g13129.t1, vverm_g12485.t1	dicty_g4300.t1
OG0003204	vverm_g343.t1	dicty_g10410.t1
OG0003205	vverm_g5110.t1, vverm_g5110.t2	dicty_g8668.t1
OG0003206	vverm_g12691.t1	dicty_g9607.t1
OG0003207	vverm_g12677.t1	dicty_g6050.t1
OG0003208	vverm_g12676.t2, vverm_g12676.t1	dicty_g7960.t1
OG0003211	vverm_g13200.t1, vverm_g13200.t2	dicty_g395.t1
OG0003212	vverm_g13903.t1, vverm_g6757.t1	dicty_g7523.t1
OG0003213	vverm_g13220.t1	dicty_g10577.t1
OG0003214	vverm_g11471.t1	dicty_g8186.t1
OG0003215	vverm_g3148.t2, vverm_g3148.t1	dicty_g1407.t1
OG0003216	vverm_g4173.t1	dicty_g1365.t1, dicty_g3239.t1
OG0003218	vverm_g15345.t1	dicty_g7293.t1
OG0003219	vverm_g15031.t1	dicty_g6334.t2, dicty_g6334.t1
OG0003220	vverm_g7849.t1	dicty_g7430.t1
OG0003221	vverm_g5160.t1	dicty_g1532.t1
OG0003223	vverm_g6115.t1	dicty_g7374.t1
OG0003224	vverm_g12231.t1	dicty_g1456.t1
OG0003225	vverm_g13224.t1	dicty_g6921.t1
OG0003226	vverm_g8206.t1	dicty_g6285.t1
OG0003227	vverm_g12296.t1	dicty_g7269.t1
OG0003228	vverm_g1903.t1, vverm_g8864.t1	dicty_g6323.t1
OG0003229	vverm_g15162.t1, vverm_g14710.t1	dicty_g3683.t1
OG0003230	vverm_g1928.t1	dicty_g7406.t1
OG0003231	vverm_g16803.t2, vverm_g16803.t1	dicty_g10764.t1
OG0003232	vverm_g259.t1	dicty_g10551.t1
OG0003233	vverm_g3250.t1	dicty_g7722.t1
OG0003234	vverm_g12258.t1	dicty_g1331.t1
OG0003235	vverm_g5185.t1, vverm_g5185.t2	dicty_g8756.t1
OG0003236	vverm_g11258.t1	dicty_g3304.t1
OG0003237	vverm_g14726.t1	dicty_g8252.t1
OG0003239	vverm_g6979.t1	dicty_g10063.t1
OG0003240	vverm_g14177.t1	dicty_g6733.t1
OG0003241	vverm_g3140.t1, vverm_g3140.t2	dicty_g8732.t1
OG0003242	vverm_g16373.t1	dicty_g5007.t1
OG0003244	vverm_g14856.t1	dicty_g1897.t1
OG0003245	vverm_g5757.t1	dicty_g11218.t1
OG0003246	vverm_g13392.t1	dicty_g4772.t1
OG0003248	vverm_g16642.t1, vverm_g14372.t1	dicty_g11420.t1
OG0003249	vverm_g7562.t1, vverm_g7562.t2	dicty_g5370.t1
OG0003250	vverm_g6026.t2, vverm_g6026.t1	dicty_g10385.t1
OG0003251	vverm_g4956.t1	dicty_g10517.t1
OG0003252	vverm_g14064.t1, vverm_g5875.t1	dicty_g5641.t1
OG0003253	vverm_g13634.t1	dicty_g8221.t1
OG0003254	vverm_g956.t1	dicty_g3659.t1
OG0003255	vverm_g7020.t1	dicty_g3008.t1
OG0003259	vverm_g7721.t1	dicty_g2516.t2, dicty_g2959.t1, dicty_g2516.t1
OG0003260	vverm_g1639.t1	dicty_g7943.t1
OG0003262	vverm_g630.t1	dicty_g10694.t1
OG0003263	vverm_g8690.t1	dicty_g1524.t1
OG0003265	vverm_g6002.t4	dicty_g4724.t1
OG0003266	vverm_g4549.t1	dicty_g4336.t1
OG0003267	vverm_g13350.t1	dicty_g4454.t1, dicty_g4454.t2
OG0003268	vverm_g14926.t1	dicty_g6205.t1
OG0003270	vverm_g2640.t1	dicty_g7434.t2, dicty_g7434.t1
OG0003271	vverm_g12098.t1	dicty_g3005.t1
OG0003273	vverm_g108.t1	dicty_g9241.t1
OG0003275	vverm_g261.t1	dicty_g4362.t1, dicty_g4766.t1
OG0003276	vverm_g1945.t1, vverm_g9610.t1	dicty_g2136.t1
OG0003277	vverm_g10305.t1, vverm_g10305.t2	dicty_g9089.t1
OG0003278	vverm_g12029.t1	dicty_g7324.t1
OG0003279	vverm_g1290.t2, vverm_g1290.t1	dicty_g6265.t1
OG0003280	vverm_g1735.t1, vverm_g12607.t1	dicty_g3755.t1
OG0003281	vverm_g12111.t2, vverm_g12111.t1	dicty_g4222.t1
OG0003282	vverm_g3725.t1	dicty_g1140.t1
OG0003283	vverm_g15703.t1, vverm_g15703.t2, vverm_g4618.t1	dicty_g7661.t1
OG0003284	vverm_g2484.t1	dicty_g2531.t1, dicty_g2944.t1
OG0003285	vverm_g13127.t1, vverm_g12483.t1	dicty_g7828.t1
OG0003286	vverm_g9780.t1	dicty_g1520.t1
OG0003287	vverm_g10362.t1	dicty_g7379.t1
OG0003288	vverm_g13859.t1	dicty_g1086.t1
OG0003289	vverm_g3768.t1	dicty_g8790.t1
OG0003290	vverm_g1721.t1, vverm_g1736.t1	dicty_g7559.t1
OG0003291	vverm_g4542.t1	dicty_g9658.t1
OG0003292	vverm_g2671.t1	dicty_g8581.t1
OG0003293	vverm_g14885.t1	dicty_g3431.t1
OG0003294	vverm_g5597.t1	dicty_g4550.t1
OG0003295	vverm_g16795.t1	dicty_g9032.t1
OG0003296	vverm_g5405.t1	dicty_g810.t1
OG0003297	vverm_g1955.t1, vverm_g1955.t2	dicty_g5178.t1
OG0003299	vverm_g6027.t1	dicty_g4680.t1
OG0003300	vverm_g16732.t1	dicty_g7412.t1
OG0003301	vverm_g10832.t1	dicty_g1207.t1
OG0003302	vverm_g3660.t1	dicty_g8220.t1
OG0003304	vverm_g4484.t1, vverm_g15774.t1	dicty_g6499.t1
OG0003305	vverm_g14550.t1	dicty_g1709.t1
OG0003306	vverm_g10814.t1	dicty_g5643.t1
OG0003307	vverm_g12070.t1, vverm_g13787.t1	dicty_g2286.t1
OG0003308	vverm_g8457.t1	dicty_g6425.t1
OG0003309	vverm_g7177.t1	dicty_g5304.t1, dicty_g5304.t2
OG0003311	vverm_g13731.t1	dicty_g4978.t1
OG0003312	vverm_g11055.t1	dicty_g3309.t1
OG0003316	vverm_g2944.t1	dicty_g3804.t1
OG0003317	vverm_g8635.t1	dicty_g1641.t1
OG0003319	vverm_g3697.t1	dicty_g5632.t1
OG0003320	vverm_g14816.t1	dicty_g1751.t1
OG0003321	vverm_g16006.t1, vverm_g3759.t1	dicty_g11034.t1
OG0003322	vverm_g2337.t1, vverm_g2337.t2	dicty_g6238.t1
OG0003323	vverm_g2987.t1, vverm_g14966.t1	dicty_g6468.t1
OG0003324	vverm_g10303.t1, vverm_g10303.t2	dicty_g6005.t1
OG0003325	vverm_g468.t1	dicty_g9781.t1, dicty_g1657.t1
OG0003327	vverm_g2501.t1	dicty_g9015.t1
OG0003330	vverm_g14987.t1	dicty_g7877.t1
OG0003331	vverm_g13956.t1	dicty_g4858.t1
OG0003332	vverm_g16178.t1	dicty_g3495.t1
OG0003333	vverm_g5264.t1	dicty_g901.t1
OG0003336	vverm_g1283.t1	dicty_g4538.t1
OG0003337	vverm_g12689.t1	dicty_g7349.t1
OG0003338	vverm_g11718.t1, vverm_g789.t1	dicty_g117.t1
OG0003339	vverm_g4264.t1	dicty_g4163.t1, dicty_g8044.t1
OG0003340	vverm_g46.t1	dicty_g11244.t1
OG0003341	vverm_g4309.t1	dicty_g1286.t3, dicty_g1286.t1
OG0003342	vverm_g4156.t1	dicty_g5558.t1
OG0003343	vverm_g4150.t1	dicty_g7426.t1
OG0003347	vverm_g7767.t1	dicty_g7765.t1
OG0003349	vverm_g9372.t1	dicty_g10666.t1
OG0003351	vverm_g9460.t1	dicty_g3339.t1
OG0003353	vverm_g9811.t2, vverm_g9811.t1	dicty_g10739.t1
OG0003354	vverm_g9893.t2, vverm_g9893.t1	dicty_g1379.t1
OG0003355	vverm_g736.t1	dicty_g7115.t1
OG0003356	vverm_g1612.t1	dicty_g3643.t1
OG0003357	vverm_g14596.t1	dicty_g3033.t1
OG0003358	vverm_g2558.t1	dicty_g6269.t1, dicty_g6198.t1
OG0003359	vverm_g11002.t1	dicty_g6674.t1
OG0003361	vverm_g1364.t1	dicty_g10369.t1
OG0003363	vverm_g7681.t1	dicty_g896.t1
OG0003365	vverm_g15535.t1	dicty_g3511.t1
OG0003366	vverm_g12898.t1	dicty_g9877.t1
OG0003367	vverm_g4154.t1	dicty_g10592.t1, dicty_g10592.t2
OG0003369	vverm_g14159.t1, vverm_g14159.t2	dicty_g676.t1
OG0003370	vverm_g3356.t1	dicty_g6735.t1
OG0003371	vverm_g9609.t1, vverm_g9609.t2	dicty_g5603.t1
OG0003373	vverm_g143.t1	dicty_g7357.t1
OG0003374	vverm_g3189.t1, vverm_g7984.t1	dicty_g10251.t1
OG0003375	vverm_g15971.t1	dicty_g2381.t1
OG0003376	vverm_g1204.t1	dicty_g5017.t1
OG0003377	vverm_g2387.t1, vverm_g1251.t1	dicty_g6134.t1
OG0003379	vverm_g4213.t2, vverm_g4213.t1	dicty_g9184.t1
OG0003380	vverm_g13367.t1	dicty_g7865.t1
OG0003381	vverm_g16630.t1, vverm_g12709.t1	dicty_g4037.t1
OG0003382	vverm_g13420.t1	dicty_g7514.t1, dicty_g7515.t1
OG0003383	vverm_g13378.t1	dicty_g6980.t1
OG0003384	vverm_g13377.t1	dicty_g7387.t1
OG0003386	vverm_g3958.t1	dicty_g617.t1, dicty_g617.t2
OG0003388	vverm_g11230.t1	dicty_g10346.t1
OG0003389	vverm_g8202.t1	dicty_g3576.t1
OG0003390	vverm_g12573.t1	dicty_g9163.t1
OG0003391	vverm_g785.t1, vverm_g11722.t1	dicty_g1350.t1
OG0003392	vverm_g3625.t1	dicty_g1566.t2, dicty_g1566.t1
OG0003393	vverm_g3143.t1	dicty_g5234.t1
OG0003394	vverm_g12734.t1	dicty_g9608.t1
OG0003395	vverm_g7707.t1	dicty_g100.t1
OG0003396	vverm_g11292.t1	dicty_g2352.t1
OG0003397	vverm_g8658.t2, vverm_g8658.t1	dicty_g1497.t1
OG0003398	vverm_g14801.t1, vverm_g14801.t2	dicty_g4826.t1
OG0003399	vverm_g8547.t1	dicty_g2296.t1
OG0003400	vverm_g467.t1	dicty_g9214.t1
OG0003401	vverm_g657.t1	dicty_g5714.t1, dicty_g10294.t1
OG0003402	vverm_g3731.t1	dicty_g8969.t1
OG0003403	vverm_g2259.t2, vverm_g2259.t1	dicty_g9010.t1
OG0003404	vverm_g1213.t1	dicty_g1681.t1
OG0003405	vverm_g4157.t1	dicty_g10912.t1
OG0003406	vverm_g2615.t1	dicty_g9794.t1, dicty_g9794.t2
OG0003407	vverm_g10609.t1	dicty_g4490.t1
OG0003408	vverm_g11964.t1	dicty_g3762.t1
OG0003409	vverm_g7988.t1	dicty_g1177.t1
OG0003410	vverm_g2317.t1	dicty_g604.t1, dicty_g6802.t1
OG0003411	vverm_g5750.t1	dicty_g3287.t1
OG0003413	vverm_g1344.t1	dicty_g3064.t1
OG0003414	vverm_g2836.t1, vverm_g14638.t1	dicty_g7154.t1
OG0003415	vverm_g8522.t1	dicty_g9336.t1
OG0003417	vverm_g2304.t1	dicty_g5886.t1, dicty_g10829.t1
OG0003419	vverm_g6556.t1	dicty_g4762.t1
OG0003420	vverm_g11253.t1	dicty_g9681.t1
OG0003421	vverm_g11184.t1	dicty_g7700.t1
OG0003422	vverm_g15505.t1	dicty_g5247.t1
OG0003423	vverm_g13693.t1	dicty_g2722.t1, dicty_g2756.t1
OG0003424	vverm_g11260.t1	dicty_g2994.t1, dicty_g2482.t1
OG0003425	vverm_g4436.t1	dicty_g7407.t1
OG0003427	vverm_g2329.t1, vverm_g2328.t1	dicty_g7378.t1
OG0003428	vverm_g2799.t1	dicty_g1723.t1, dicty_g1723.t2
OG0003429	vverm_g11257.t1, vverm_g11257.t2	dicty_g6440.t1
OG0003430	vverm_g8709.t1	dicty_g9246.t1
OG0003432	vverm_g4405.t1	dicty_g7600.t1
OG0003433	vverm_g3242.t1, vverm_g3242.t2	dicty_g6056.t1
OG0003434	vverm_g12899.t2, vverm_g12899.t1	dicty_g2123.t1
OG0003435	vverm_g3302.t1, vverm_g3302.t2	dicty_g7071.t1
OG0003436	vverm_g596.t1	dicty_g2771.t1, dicty_g2706.t1
OG0003437	vverm_g1673.t1	dicty_g5387.t1, dicty_g9685.t1
OG0003438	vverm_g4091.t1, vverm_g4091.t2	dicty_g8885.t1
OG0003439	vverm_g3194.t1	dicty_g4329.t1
OG0003440	vverm_g1954.t1	dicty_g5179.t1
OG0003441	vverm_g15595.t1, vverm_g483.t1	dicty_g9640.t1
OG0003442	vverm_g12460.t1	dicty_g2638.t1, dicty_g2839.t1
OG0003443	vverm_g3904.t1	dicty_g10763.t1
OG0003444	vverm_g1742.t1, vverm_g1156.t1	dicty_g9999.t1
OG0003445	vverm_g11885.t1, vverm_g8775.t1	dicty_g1298.t1
OG0003446	vverm_g13985.t1	dicty_g9911.t1
OG0003447	vverm_g2460.t2, vverm_g2460.t1	dicty_g7099.t1
OG0003448	vverm_g15706.t1	dicty_g347.t1
OG0003449	vverm_g7355.t1	dicty_g11025.t1
OG0003451	vverm_g7354.t1, vverm_g7354.t2	dicty_g5348.t1
OG0003452	vverm_g7941.t1, vverm_g11506.t1	dicty_g5750.t1
OG0003453	vverm_g3689.t1	dicty_g8521.t2, dicty_g8521.t1
OG0003454	vverm_g15808.t1	dicty_g8372.t1
OG0003455	vverm_g3278.t1	dicty_g9470.t2, dicty_g9470.t1
OG0003456	vverm_g9171.t1	dicty_g815.t1
OG0003457	vverm_g8310.t1	dicty_g2143.t1
OG0003458	vverm_g8659.t1	dicty_g992.t1
OG0003459	vverm_g486.t1	dicty_g7098.t1, dicty_g10640.t1
OG0003460	vverm_g155.t1	dicty_g4987.t1
OG0003461	vverm_g2453.t2, vverm_g2453.t1	dicty_g4616.t1
OG0003462	vverm_g340.t1, vverm_g340.t2	dicty_g10550.t1
OG0003463	vverm_g11064.t1	dicty_g4486.t2, dicty_g4486.t1
OG0003464	vverm_g12363.t1	dicty_g7629.t1, dicty_g2013.t1
OG0003465	vverm_g6811.t1	dicty_g5679.t1
OG0003467	vverm_g13995.t1	dicty_g3428.t1
OG0003468	vverm_g621.t1, vverm_g621.t2	dicty_g10950.t1
OG0003469	vverm_g2555.t1	dicty_g7837.t1
OG0003470	vverm_g12894.t1	dicty_g424.t1
OG0003471	vverm_g5246.t1	dicty_g7252.t1
OG0003472	vverm_g12933.t1	dicty_g9376.t1
OG0003474	vverm_g14901.t1	dicty_g5971.t1
OG0003475	vverm_g10499.t1	dicty_g643.t1
OG0003477	vverm_g12173.t1	dicty_g1461.t1
OG0003478	vverm_g7703.t1	dicty_g10709.t1
OG0003479	vverm_g8774.t1	dicty_g9581.t1
OG0003480	vverm_g8952.t1	dicty_g10269.t1
OG0003481	vverm_g4579.t1, vverm_g10658.t1	dicty_g7925.t1
OG0003482	vverm_g10274.t1	dicty_g1643.t1
OG0003483	vverm_g10675.t2, vverm_g10675.t1	dicty_g5056.t1
OG0003484	vverm_g5568.t1	dicty_g8123.t1
OG0003486	vverm_g5623.t1, vverm_g5623.t2	dicty_g8216.t1, dicty_g8216.t2
OG0003487	vverm_g4146.t1	dicty_g6099.t1, dicty_g11383.t1
OG0003488	vverm_g10050.t3, vverm_g10050.t1	dicty_g6329.t1
OG0003489	vverm_g1502.t1, vverm_g1502.t2	dicty_g495.t1
OG0003490	vverm_g16314.t1	dicty_g1329.t1
OG0003491	vverm_g3064.t1	dicty_g7298.t1, dicty_g7298.t2
OG0003492	vverm_g695.t1	dicty_g1701.t1
OG0003493	vverm_g8505.t1	dicty_g10870.t1
OG0003494	vverm_g10803.t1	dicty_g855.t1
OG0003496	vverm_g638.t1	dicty_g6998.t1
OG0003497	vverm_g642.t1	dicty_g1619.t1, dicty_g1618.t1
OG0003499	vverm_g3745.t1	dicty_g9872.t2, dicty_g9872.t1
OG0003501	vverm_g689.t2, vverm_g689.t1	dicty_g10719.t1
OG0003503	vverm_g10273.t1	dicty_g177.t1
OG0003506	vverm_g7127.t1	dicty_g1797.t1
OG0003507	vverm_g5239.t2, vverm_g5239.t1	dicty_g3079.t1
OG0003509	vverm_g8411.t1	dicty_g1396.t1
OG0003511	vverm_g8430.t1	dicty_g10820.t1
OG0003513	vverm_g16652.t1	dicty_g5068.t1
OG0003514	vverm_g4227.t1	dicty_g5349.t1
OG0003516	vverm_g5330.t1, vverm_g13426.t1	dicty_g6248.t1
OG0003518	vverm_g15668.t1	dicty_g9317.t1
OG0003519	vverm_g857.t2	dicty_g7798.t1
