Orthogroup	bc2002_braker	dicty_braker
OG0002792	bc2002_g7042.t1	dicty_g4786.t2, dicty_g4786.t1
OG0002793	bc2002_g2981.t1	dicty_g1474.t1
OG0002795	bc2002_g500.t1	dicty_g7468.t1
OG0002799	bc2002_g1719.t1	dicty_g7676.t1
OG0002801	bc2002_g4848.t1	dicty_g5253.t1
OG0002803	bc2002_g17470.t1, bc2002_g17470.t2	dicty_g6709.t1
OG0002805	bc2002_g16874.t1	dicty_g182.t1
OG0002807	bc2002_g6714.t1	dicty_g3637.t1
OG0002808	bc2002_g20063.t1	dicty_g8010.t1
OG0002809	bc2002_g11901.t1	dicty_g3130.t1
OG0002814	bc2002_g17930.t1	dicty_g7750.t1
OG0002816	bc2002_g13802.t1	dicty_g4304.t1
OG0002818	bc2002_g739.t1	dicty_g1408.t1
OG0002821	bc2002_g18617.t1	dicty_g2764.t1, dicty_g2714.t1
OG0002822	bc2002_g8950.t1	dicty_g3387.t1
OG0002823	bc2002_g16756.t1, bc2002_g16757.t1	dicty_g7307.t1
OG0002824	bc2002_g12667.t1	dicty_g4832.t1
OG0002825	bc2002_g7972.t1	dicty_g7727.t2, dicty_g7727.t1
OG0002826	bc2002_g9101.t1	dicty_g6612.t1
OG0002827	bc2002_g16696.t1	dicty_g9279.t1
OG0002828	bc2002_g12260.t1	dicty_g9495.t1
OG0002829	bc2002_g16848.t1	dicty_g9304.t1
OG0002830	bc2002_g779.t2, bc2002_g779.t1	dicty_g6707.t1
OG0002835	bc2002_g14276.t1	dicty_g9624.t1
OG0002837	bc2002_g17291.t1	dicty_g8374.t1
OG0002838	bc2002_g9137.t1	dicty_g1898.t1
OG0002840	bc2002_g4889.t1	dicty_g5608.t1
OG0002841	bc2002_g8863.t1	dicty_g2095.t1
OG0002843	bc2002_g12435.t1	dicty_g9735.t1
OG0002844	bc2002_g5931.t1, bc2002_g5931.t2	dicty_g6711.t1
OG0002846	bc2002_g19284.t1	dicty_g10921.t1
OG0002847	bc2002_g2277.t1	dicty_g1492.t1
OG0002848	bc2002_g9404.t1	dicty_g10314.t1
OG0002849	bc2002_g7799.t1	dicty_g11435.t1
OG0002850	bc2002_g4199.t1	dicty_g527.t1
OG0002851	bc2002_g15744.t1	dicty_g11341.t1
OG0002852	bc2002_g8554.t1	dicty_g1793.t1
OG0002855	bc2002_g11382.t1	dicty_g2257.t1
OG0002858	bc2002_g5917.t1	dicty_g203.t1, dicty_g203.t2
OG0002860	bc2002_g1033.t1	dicty_g4656.t1
OG0002861	bc2002_g9103.t1	dicty_g2070.t1
OG0002862	bc2002_g16403.t1	dicty_g5559.t1
OG0002863	bc2002_g1114.t1	dicty_g2255.t1
OG0002864	bc2002_g9798.t1	dicty_g1533.t1
OG0002867	bc2002_g4787.t1	dicty_g96.t1
OG0002868	bc2002_g9667.t1	dicty_g10446.t1
OG0002870	bc2002_g4397.t1	dicty_g7662.t1
OG0002874	bc2002_g6951.t1	dicty_g3532.t1
OG0002875	bc2002_g6954.t1	dicty_g9736.t1
OG0002876	bc2002_g14235.t1	dicty_g1150.t1
OG0002877	bc2002_g5326.t1	dicty_g7181.t1
OG0002878	bc2002_g7093.t1, bc2002_g7093.t2	dicty_g6845.t1
OG0002879	bc2002_g4878.t1	dicty_g794.t1
OG0002880	bc2002_g3467.t1	dicty_g1730.t1
OG0002882	bc2002_g858.t1	dicty_g6244.t1
OG0002883	bc2002_g7765.t1, bc2002_g7765.t2	dicty_g7264.t1
OG0002884	bc2002_g6910.t1	dicty_g7713.t1
OG0002885	bc2002_g7733.t1	dicty_g2195.t1
OG0002886	bc2002_g8394.t1	dicty_g1289.t1
OG0002887	bc2002_g6675.t1	dicty_g3886.t1
OG0002888	bc2002_g18984.t1	dicty_g10255.t1
OG0002889	bc2002_g12845.t1	dicty_g8749.t1
OG0002890	bc2002_g18223.t1	dicty_g5219.t1
OG0002891	bc2002_g989.t1	dicty_g9200.t1
OG0002893	bc2002_g4645.t1	dicty_g9008.t1
OG0002897	bc2002_g7755.t1	dicty_g5369.t1
OG0002904	bc2002_g7312.t1	dicty_g474.t1
OG0002905	bc2002_g6872.t1	dicty_g10480.t1
OG0002906	bc2002_g12189.t1	dicty_g1510.t1, dicty_g8908.t1
OG0002907	bc2002_g18398.t1	dicty_g4916.t1
OG0002908	bc2002_g5124.t1	dicty_g9651.t1, dicty_g9651.t2
OG0002909	bc2002_g17845.t1	dicty_g4395.t1
OG0002910	bc2002_g6641.t1	dicty_g1787.t1, dicty_g1787.t2
OG0002911	bc2002_g6105.t1, bc2002_g6105.t2	dicty_g3308.t1
OG0002912	bc2002_g10100.t1	dicty_g3196.t1
OG0002913	bc2002_g4184.t1, bc2002_g4184.t2	dicty_g6230.t1
OG0002914	bc2002_g19319.t1	dicty_g2040.t1
OG0002915	bc2002_g10967.t1	dicty_g10801.t1
OG0002918	bc2002_g5302.t1	dicty_g11090.t1
OG0002919	bc2002_g15470.t1	dicty_g1746.t1
OG0002921	bc2002_g12246.t1	dicty_g1604.t1
OG0002922	bc2002_g17200.t1	dicty_g8546.t1
OG0002923	bc2002_g16722.t1	dicty_g10961.t1
OG0002924	bc2002_g17100.t1	dicty_g5860.t2, dicty_g5860.t1
OG0002926	bc2002_g15579.t1	dicty_g8159.t1
OG0002927	bc2002_g14599.t1	dicty_g6608.t1
OG0002928	bc2002_g3865.t1	dicty_g9175.t1
OG0002929	bc2002_g2026.t1	dicty_g10992.t1
OG0002931	bc2002_g10760.t1	dicty_g4071.t1
OG0002932	bc2002_g956.t1	dicty_g4856.t1
OG0002933	bc2002_g8858.t1	dicty_g3592.t1
OG0002934	bc2002_g9419.t1	dicty_g11042.t1
OG0002935	bc2002_g2904.t2, bc2002_g2904.t1	dicty_g10777.t1
OG0002937	bc2002_g18637.t1	dicty_g7782.t1
OG0002938	bc2002_g13389.t1	dicty_g9340.t1
OG0002940	bc2002_g14014.t1	dicty_g3132.t1
OG0002941	bc2002_g15825.t1	dicty_g779.t1
OG0002942	bc2002_g19301.t1	dicty_g3635.t1
OG0002943	bc2002_g16529.t1	dicty_g2057.t1
OG0002944	bc2002_g3639.t1	dicty_g8852.t1
OG0002946	bc2002_g16645.t1	dicty_g3691.t1
OG0002948	bc2002_g11296.t1	dicty_g6651.t1
OG0002950	bc2002_g17397.t1	dicty_g137.t2, dicty_g137.t1
OG0002953	bc2002_g783.t1	dicty_g9807.t1
OG0002955	bc2002_g8845.t1	dicty_g1443.t1
OG0002957	bc2002_g18796.t1	dicty_g10701.t1
OG0002959	bc2002_g12252.t1	dicty_g5998.t1
OG0002960	bc2002_g9673.t1	dicty_g4939.t1, dicty_g4939.t2
OG0002962	bc2002_g7964.t1	dicty_g8069.t1
OG0002965	bc2002_g6368.t1	dicty_g11469.t1
OG0002967	bc2002_g16383.t1	dicty_g10818.t1
OG0002970	bc2002_g9649.t1	dicty_g5406.t1
OG0002971	bc2002_g19191.t1	dicty_g6855.t1
OG0002972	bc2002_g10537.t1	dicty_g292.t1
OG0002973	bc2002_g7403.t1	dicty_g6429.t1
OG0002974	bc2002_g9553.t1	dicty_g1900.t1
OG0002976	bc2002_g19487.t1	dicty_g4715.t1
OG0002977	bc2002_g9480.t1	dicty_g5458.t1
OG0002978	bc2002_g10564.t1	dicty_g9263.t1
OG0002979	bc2002_g9555.t1	dicty_g7304.t1
OG0002980	bc2002_g7249.t1	dicty_g9026.t1, dicty_g9026.t3
OG0002982	bc2002_g7380.t1	dicty_g4075.t1
OG0002984	bc2002_g10798.t1	dicty_g5092.t1
OG0002985	bc2002_g178.t1	dicty_g2560.t1, dicty_g2916.t1
OG0002986	bc2002_g10529.t1, bc2002_g10530.t1	dicty_g7131.t1
OG0002989	bc2002_g12077.t1	dicty_g4403.t1
OG0002991	bc2002_g2905.t1, bc2002_g2905.t2	dicty_g7811.t1
OG0002992	bc2002_g992.t1	dicty_g5236.t1
OG0002993	bc2002_g7413.t1	dicty_g5408.t1
OG0002994	bc2002_g15050.t1	dicty_g10066.t1, dicty_g4975.t1
OG0002995	bc2002_g18164.t1, bc2002_g18164.t2	dicty_g6488.t1
OG0002996	bc2002_g7317.t1, bc2002_g7316.t1	dicty_g8880.t1
OG0002998	bc2002_g2366.t1	dicty_g6570.t1
OG0003001	bc2002_g11004.t1	dicty_g9827.t2, dicty_g9827.t1
OG0003002	bc2002_g10561.t1	dicty_g4586.t1
OG0003003	bc2002_g10686.t1	dicty_g7441.t1
OG0003004	bc2002_g18403.t1	dicty_g5651.t1
OG0003005	bc2002_g15361.t1	dicty_g11232.t1
OG0003006	bc2002_g16183.t1	dicty_g5115.t1
OG0003008	bc2002_g9097.t1	dicty_g5292.t1
OG0003009	bc2002_g9282.t1	dicty_g2952.t1, dicty_g2523.t1
OG0003010	bc2002_g1085.t1	dicty_g2382.t1
OG0003011	bc2002_g18489.t1	dicty_g1861.t1
OG0003012	bc2002_g13716.t1	dicty_g4863.t1
OG0003013	bc2002_g8796.t1	dicty_g6150.t1
OG0003014	bc2002_g2848.t2, bc2002_g2848.t1	dicty_g6593.t1
OG0003015	bc2002_g11126.t1	dicty_g9839.t1
OG0003016	bc2002_g16371.t1	dicty_g2066.t1
OG0003017	bc2002_g5131.t1	dicty_g859.t1
OG0003018	bc2002_g1642.t1	dicty_g7619.t1, dicty_g7619.t2
OG0003019	bc2002_g3486.t1	dicty_g7187.t1
OG0003020	bc2002_g18219.t1	dicty_g6053.t1
OG0003021	bc2002_g16460.t1	dicty_g7590.t1
OG0003022	bc2002_g19741.t1	dicty_g10652.t1
OG0003023	bc2002_g11578.t2	dicty_g843.t1
OG0003024	bc2002_g1050.t1	dicty_g213.t1
OG0003025	bc2002_g16435.t1	dicty_g9874.t1
OG0003026	bc2002_g2964.t1	dicty_g5972.t1
OG0003028	bc2002_g19221.t1	dicty_g2950.t1, dicty_g2525.t1
OG0003029	bc2002_g1402.t1	dicty_g4109.t1
OG0003031	bc2002_g3493.t1	dicty_g8661.t1
OG0003032	bc2002_g11589.t1	dicty_g2239.t1
OG0003033	bc2002_g14013.t1	dicty_g9042.t1
OG0003034	bc2002_g3285.t1	dicty_g8840.t1
OG0003035	bc2002_g3234.t1	dicty_g5657.t1
OG0003036	bc2002_g11445.t1	dicty_g5095.t1
OG0003038	bc2002_g2173.t1	dicty_g1493.t1
OG0003039	bc2002_g15660.t1	dicty_g5077.t1, dicty_g9210.t1
OG0003041	bc2002_g10689.t1	dicty_g10945.t1
OG0003043	bc2002_g9817.t1	dicty_g7791.t1
OG0003044	bc2002_g2229.t1	dicty_g612.t1
OG0003045	bc2002_g16274.t1	dicty_g6088.t1
OG0003046	bc2002_g9766.t1	dicty_g9579.t1
OG0003047	bc2002_g19228.t1	dicty_g2029.t1
OG0003050	bc2002_g9923.t1	dicty_g8465.t1
OG0003052	bc2002_g17517.t1, bc2002_g17517.t2	dicty_g11110.t1
OG0003053	bc2002_g9768.t1	dicty_g5578.t1
OG0003054	bc2002_g16142.t1	dicty_g1689.t1
OG0003057	bc2002_g10396.t1	dicty_g3541.t1
OG0003058	bc2002_g11813.t1	dicty_g2279.t1
OG0003060	bc2002_g3299.t1	dicty_g8799.t1, dicty_g8799.t2
OG0003062	bc2002_g10773.t1	dicty_g5610.t1
OG0003064	bc2002_g2857.t2, bc2002_g2857.t1	dicty_g7753.t1
OG0003066	bc2002_g5811.t1	dicty_g8699.t1
OG0003067	bc2002_g4262.t1	dicty_g4241.t1
OG0003068	bc2002_g16401.t1	dicty_g11156.t1
OG0003069	bc2002_g1396.t1	dicty_g2266.t1
OG0003070	bc2002_g10577.t1	dicty_g11021.t1
OG0003071	bc2002_g13905.t1	dicty_g1223.t1
OG0003073	bc2002_g8576.t1	dicty_g6812.t1
OG0003074	bc2002_g10453.t1	dicty_g6714.t1
OG0003075	bc2002_g10576.t1	dicty_g3323.t1
OG0003076	bc2002_g13609.t1	dicty_g8501.t1
OG0003078	bc2002_g11959.t1	dicty_g8550.t2, dicty_g8550.t1
OG0003080	bc2002_g10970.t1	dicty_g4325.t1
OG0003082	bc2002_g766.t1	dicty_g6598.t1
OG0003084	bc2002_g19444.t1	dicty_g4289.t1
OG0003085	bc2002_g9883.t1	dicty_g6929.t1, dicty_g5662.t1
OG0003086	bc2002_g2424.t1	dicty_g6274.t1, dicty_g4756.t1
OG0003087	bc2002_g8689.t1	dicty_g2409.t1
OG0003088	bc2002_g10302.t1	dicty_g5685.t1
OG0003090	bc2002_g10560.t1	dicty_g4955.t1
OG0003091	bc2002_g8574.t1	dicty_g10889.t1
OG0003092	bc2002_g13364.t1	dicty_g1512.t1
OG0003093	bc2002_g18677.t1	dicty_g11164.t1
OG0003094	bc2002_g6336.t1	dicty_g521.t1, dicty_g521.t2
OG0003095	bc2002_g4611.t1	dicty_g5893.t1
OG0003097	bc2002_g11430.t1	dicty_g6753.t1, dicty_g6753.t2
OG0003099	bc2002_g15957.t1, bc2002_g7024.t1	dicty_g4743.t1
OG0003100	bc2002_g6123.t3	dicty_g7158.t1
OG0003101	bc2002_g8286.t1	dicty_g2633.t1, dicty_g2844.t1
OG0003103	bc2002_g12504.t1	dicty_g8339.t1
OG0003104	bc2002_g4695.t1	dicty_g2488.t1, dicty_g2988.t1
OG0003105	bc2002_g9552.t1	dicty_g7502.t1
OG0003107	bc2002_g6736.t1	dicty_g10299.t1, dicty_g8944.t1
OG0003108	bc2002_g16501.t1	dicty_g4996.t1
OG0003111	bc2002_g17936.t1	dicty_g6227.t1
OG0003112	bc2002_g13738.t1	dicty_g7159.t1
OG0003113	bc2002_g18476.t1	dicty_g1537.t1
OG0003114	bc2002_g3415.t1	dicty_g1473.t1
OG0003115	bc2002_g17941.t1	dicty_g1224.t1
OG0003116	bc2002_g5112.t1	dicty_g3056.t1
OG0003117	bc2002_g2986.t1	dicty_g4857.t1
OG0003118	bc2002_g5546.t1, bc2002_g5546.t2	dicty_g9492.t2, dicty_g9492.t1
OG0003119	bc2002_g1806.t1	dicty_g9206.t1, dicty_g930.t1
OG0003120	bc2002_g13877.t1	dicty_g10121.t1
OG0003121	bc2002_g888.t1	dicty_g10280.t1
OG0003122	bc2002_g4484.t1	dicty_g1192.t1
OG0003123	bc2002_g11948.t1	dicty_g508.t1
OG0003125	bc2002_g2667.t1	dicty_g8628.t1
OG0003126	bc2002_g10964.t1	dicty_g8031.t1
OG0003127	bc2002_g5415.t1	dicty_g4922.t1
OG0003130	bc2002_g1901.t1	dicty_g8121.t1, dicty_g5026.t1
OG0003132	bc2002_g12193.t1	dicty_g7734.t1
OG0003133	bc2002_g93.t1	dicty_g10730.t1
OG0003134	bc2002_g12259.t1	dicty_g4063.t1
OG0003135	bc2002_g1403.t1	dicty_g11493.t2, dicty_g11493.t1
OG0003136	bc2002_g3754.t2	dicty_g5272.t1
OG0003137	bc2002_g14125.t1	dicty_g7216.t1
OG0003139	bc2002_g890.t1	dicty_g4412.t1, dicty_g4412.t3
OG0003141	bc2002_g1458.t1	dicty_g10163.t1
OG0003142	bc2002_g6650.t1, bc2002_g6650.t2	dicty_g119.t1
OG0003143	bc2002_g2412.t1	dicty_g11173.t2, dicty_g11173.t1
OG0003144	bc2002_g2673.t2, bc2002_g2673.t1	dicty_g5894.t1
OG0003145	bc2002_g17388.t1	dicty_g11114.t2, dicty_g11114.t1
OG0003146	bc2002_g8452.t1	dicty_g7483.t1
OG0003147	bc2002_g12576.t1, bc2002_g12576.t2	dicty_g4544.t1
OG0003148	bc2002_g8762.t1	dicty_g6847.t1, dicty_g6846.t1
OG0003149	bc2002_g16983.t1	dicty_g10276.t1
OG0003150	bc2002_g3834.t1	dicty_g5078.t1
OG0003151	bc2002_g12524.t1	dicty_g2116.t1
OG0003152	bc2002_g11871.t1	dicty_g6504.t1
OG0003153	bc2002_g2327.t1	dicty_g10528.t1
OG0003154	bc2002_g12567.t1	dicty_g2228.t1
OG0003155	bc2002_g11403.t1	dicty_g2231.t1
OG0003156	bc2002_g12505.t1	dicty_g6873.t1
OG0003158	bc2002_g6719.t1	dicty_g6666.t1
OG0003159	bc2002_g7816.t1	dicty_g11303.t1
OG0003160	bc2002_g11111.t1	dicty_g4777.t1
OG0003161	bc2002_g7963.t1	dicty_g6793.t2
OG0003162	bc2002_g16900.t1	dicty_g7603.t1
OG0003164	bc2002_g11248.t1	dicty_g2212.t1
OG0003165	bc2002_g17846.t1	dicty_g3303.t1
OG0003166	bc2002_g17455.t1	dicty_g3454.t1
OG0003167	bc2002_g4651.t1	dicty_g4592.t2, dicty_g4592.t1
OG0003168	bc2002_g17537.t1	dicty_g5334.t1
OG0003170	bc2002_g17739.t1	dicty_g6083.t1
OG0003171	bc2002_g17711.t1	dicty_g8236.t1
OG0003173	bc2002_g11471.t1	dicty_g8056.t1
OG0003174	bc2002_g10880.t1	dicty_g9065.t1
OG0003175	bc2002_g5324.t1	dicty_g8269.t1, dicty_g6113.t1
OG0003177	bc2002_g18068.t1, bc2002_g18068.t2	dicty_g9844.t1
OG0003178	bc2002_g16896.t1	dicty_g5014.t1
OG0003180	bc2002_g962.t1	dicty_g2810.t1, dicty_g2667.t1
OG0003181	bc2002_g3820.t1	dicty_g5123.t1
OG0003182	bc2002_g9874.t2, bc2002_g9874.t1	dicty_g7387.t2
OG0003183	bc2002_g16462.t1	dicty_g990.t1
OG0003184	bc2002_g7022.t1	dicty_g5379.t1
OG0003186	bc2002_g16033.t1	dicty_g6864.t1
OG0003188	bc2002_g17344.t1	dicty_g5748.t1, dicty_g3114.t1
OG0003190	bc2002_g17834.t1	dicty_g1774.t1
OG0003193	bc2002_g7825.t1	dicty_g6627.t1
OG0003195	bc2002_g12609.t1	dicty_g4125.t1
OG0003196	bc2002_g8844.t2, bc2002_g8844.t1	dicty_g10393.t1
OG0003197	bc2002_g17642.t1	dicty_g7212.t1
OG0003198	bc2002_g14906.t1	dicty_g8337.t1
OG0003199	bc2002_g770.t1, bc2002_g770.t2	dicty_g4803.t1
OG0003201	bc2002_g2381.t1	dicty_g7401.t1
OG0003203	bc2002_g10575.t1	dicty_g4300.t1
OG0003204	bc2002_g14534.t1	dicty_g10410.t1
OG0003205	bc2002_g764.t1	dicty_g8668.t1
OG0003206	bc2002_g10968.t1	dicty_g9607.t1
OG0003207	bc2002_g10918.t1	dicty_g6050.t1
OG0003208	bc2002_g10917.t1	dicty_g7960.t1
OG0003211	bc2002_g4641.t1	dicty_g395.t1
OG0003212	bc2002_g13086.t1	dicty_g7523.t1
OG0003213	bc2002_g2675.t1	dicty_g10577.t1
OG0003214	bc2002_g19504.t1	dicty_g8186.t1
OG0003215	bc2002_g9793.t1	dicty_g1407.t1
OG0003216	bc2002_g1967.t1	dicty_g1365.t1, dicty_g3239.t1
OG0003218	bc2002_g9662.t1	dicty_g7293.t1
OG0003219	bc2002_g2641.t1	dicty_g6334.t2, dicty_g6334.t1
OG0003220	bc2002_g19201.t1	dicty_g7430.t1
OG0003221	bc2002_g4165.t2, bc2002_g4165.t1	dicty_g1532.t1
OG0003222	bc2002_g10818.t2, bc2002_g10818.t1	dicty_g456.t1
OG0003223	bc2002_g15554.t1	dicty_g7374.t1
OG0003224	bc2002_g9414.t1	dicty_g1456.t1
OG0003225	bc2002_g10583.t1	dicty_g6921.t1
OG0003226	bc2002_g14306.t1	dicty_g6285.t1
OG0003227	bc2002_g9515.t1	dicty_g7269.t1
OG0003228	bc2002_g6701.t1	dicty_g6323.t1
OG0003229	bc2002_g16801.t1	dicty_g3683.t1
OG0003230	bc2002_g6678.t1	dicty_g7406.t1
OG0003231	bc2002_g2779.t1	dicty_g10764.t1
OG0003232	bc2002_g5815.t2, bc2002_g5815.t1	dicty_g10551.t1
OG0003233	bc2002_g7821.t1	dicty_g7722.t1
OG0003234	bc2002_g9474.t1	dicty_g1331.t1
OG0003235	bc2002_g4233.t1	dicty_g8756.t1
OG0003236	bc2002_g2184.t1	dicty_g3304.t1
OG0003239	bc2002_g8817.t1	dicty_g10063.t1
OG0003240	bc2002_g18941.t1	dicty_g6733.t1
OG0003241	bc2002_g9812.t1	dicty_g8732.t1
OG0003242	bc2002_g3862.t1	dicty_g5007.t1
OG0003244	bc2002_g1052.t1	dicty_g1897.t1
OG0003245	bc2002_g12909.t1	dicty_g11218.t1
OG0003246	bc2002_g16124.t1	dicty_g4772.t1
OG0003248	bc2002_g17907.t1	dicty_g11420.t1
OG0003249	bc2002_g8867.t1	dicty_g5370.t1
OG0003250	bc2002_g883.t1	dicty_g10385.t1
OG0003251	bc2002_g16481.t1	dicty_g10517.t1
OG0003252	bc2002_g17817.t1	dicty_g5641.t1
OG0003253	bc2002_g746.t1	dicty_g8221.t1
OG0003254	bc2002_g120.t1	dicty_g3659.t1
OG0003255	bc2002_g6297.t1	dicty_g3008.t1
OG0003260	bc2002_g11893.t1	dicty_g7943.t1
OG0003262	bc2002_g17393.t1	dicty_g10694.t1
OG0003263	bc2002_g4221.t1	dicty_g1524.t1
OG0003265	bc2002_g18167.t1	dicty_g4724.t1
OG0003266	bc2002_g8669.t1	dicty_g4336.t1
OG0003267	bc2002_g16206.t1	dicty_g4454.t1, dicty_g4454.t2
OG0003268	bc2002_g6875.t1	dicty_g6205.t1
OG0003270	bc2002_g15951.t1	dicty_g7434.t2, dicty_g7434.t1
OG0003271	bc2002_g17195.t1	dicty_g3005.t1
OG0003273	bc2002_g16285.t1	dicty_g9241.t1
OG0003275	bc2002_g5803.t1	dicty_g4362.t1, dicty_g4766.t1
OG0003276	bc2002_g6655.t1	dicty_g2136.t1
OG0003278	bc2002_g9369.t1	dicty_g7324.t1
OG0003279	bc2002_g10134.t1	dicty_g6265.t1
OG0003280	bc2002_g11666.t1	dicty_g3755.t1
OG0003281	bc2002_g17286.t1	dicty_g4222.t1
OG0003282	bc2002_g18123.t1	dicty_g1140.t1
OG0003284	bc2002_g19755.t1	dicty_g2531.t1, dicty_g2944.t1
OG0003285	bc2002_g16750.t1	dicty_g7828.t1
OG0003286	bc2002_g7669.t1	dicty_g1520.t1
OG0003287	bc2002_g16739.t1	dicty_g7379.t1
OG0003288	bc2002_g36.t2, bc2002_g36.t1	dicty_g1086.t1
OG0003289	bc2002_g18023.t1	dicty_g8790.t1
OG0003290	bc2002_g11668.t1	dicty_g7559.t1
OG0003291	bc2002_g4628.t1	dicty_g9658.t1
OG0003293	bc2002_g6903.t1	dicty_g3431.t1
OG0003294	bc2002_g15955.t1	dicty_g4550.t1
OG0003295	bc2002_g8761.t1	dicty_g9032.t1
OG0003296	bc2002_g12167.t1	dicty_g810.t1
OG0003297	bc2002_g6648.t1	dicty_g5178.t1
OG0003299	bc2002_g884.t1	dicty_g4680.t1
OG0003301	bc2002_g18755.t1	dicty_g1207.t1
OG0003302	bc2002_g18184.t2, bc2002_g18184.t1	dicty_g8220.t1
OG0003304	bc2002_g12447.t1	dicty_g6499.t1
OG0003305	bc2002_g4684.t1	dicty_g1709.t1
OG0003306	bc2002_g18750.t1	dicty_g5643.t1
OG0003307	bc2002_g407.t1	dicty_g2286.t1
OG0003308	bc2002_g7546.t1	dicty_g6425.t1
OG0003309	bc2002_g15378.t1	dicty_g5304.t1, dicty_g5304.t2
OG0003311	bc2002_g15475.t1, bc2002_g15475.t2	dicty_g4978.t1
OG0003312	bc2002_g7280.t1	dicty_g3309.t1
OG0003316	bc2002_g15807.t1	dicty_g3804.t1
OG0003317	bc2002_g17610.t1	dicty_g1641.t1
OG0003319	bc2002_g18151.t1	dicty_g5632.t1
OG0003320	bc2002_g6971.t1	dicty_g1751.t1
OG0003321	bc2002_g9464.t1	dicty_g11034.t1
OG0003322	bc2002_g15943.t1	dicty_g6238.t1
OG0003323	bc2002_g11370.t1	dicty_g6468.t1
OG0003324	bc2002_g16834.t1	dicty_g6005.t1
OG0003325	bc2002_g9725.t1	dicty_g9781.t1, dicty_g1657.t1
OG0003326	bc2002_g11591.t1	dicty_g3985.t1
OG0003327	bc2002_g4489.t1	dicty_g9015.t1
OG0003330	bc2002_g14260.t1	dicty_g7877.t1
OG0003331	bc2002_g5516.t1	dicty_g4858.t1
OG0003332	bc2002_g8540.t1	dicty_g3495.t1
OG0003333	bc2002_g3500.t1	dicty_g901.t1
OG0003336	bc2002_g10136.t1	dicty_g4538.t1
OG0003337	bc2002_g10974.t1	dicty_g7349.t1
OG0003338	bc2002_g8743.t1	dicty_g117.t1
OG0003339	bc2002_g9540.t1	dicty_g4163.t1, dicty_g8044.t1
OG0003340	bc2002_g3542.t1	dicty_g11244.t1
OG0003341	bc2002_g8019.t1	dicty_g1286.t3, dicty_g1286.t1
OG0003342	bc2002_g1950.t1, bc2002_g1950.t2	dicty_g5558.t1
OG0003343	bc2002_g1986.t1	dicty_g7426.t1
OG0003345	bc2002_g15272.t2, bc2002_g15272.t1	dicty_g9191.t1
OG0003347	bc2002_g19231.t1	dicty_g7765.t1
OG0003349	bc2002_g17287.t1	dicty_g10666.t1
OG0003351	bc2002_g2516.t1	dicty_g3339.t1
OG0003353	bc2002_g8813.t1	dicty_g10739.t1
OG0003354	bc2002_g13461.t1	dicty_g1379.t1
OG0003355	bc2002_g17506.t1, bc2002_g17506.t2	dicty_g7115.t1
OG0003356	bc2002_g20072.t1	dicty_g3643.t1
OG0003357	bc2002_g5413.t1	dicty_g3033.t1
OG0003358	bc2002_g15998.t1	dicty_g6269.t1, dicty_g6198.t1
OG0003359	bc2002_g7307.t1	dicty_g6674.t1
OG0003361	bc2002_g5741.t1	dicty_g10369.t1
OG0003363	bc2002_g19331.t1, bc2002_g19385.t1	dicty_g896.t1
OG0003365	bc2002_g14004.t1	dicty_g3511.t1
OG0003366	bc2002_g4687.t1	dicty_g9877.t1
OG0003367	bc2002_g1975.t1	dicty_g10592.t1, dicty_g10592.t2
OG0003369	bc2002_g11888.t1	dicty_g676.t1
OG0003371	bc2002_g3298.t1	dicty_g5603.t1
OG0003373	bc2002_g16377.t1	dicty_g7357.t1
OG0003374	bc2002_g4406.t1	dicty_g10251.t1
OG0003375	bc2002_g7905.t1, bc2002_g7905.t2	dicty_g2381.t1
OG0003376	bc2002_g8009.t1	dicty_g5017.t1
OG0003377	bc2002_g7981.t1	dicty_g6134.t1
OG0003379	bc2002_g11958.t1	dicty_g9184.t1
OG0003380	bc2002_g16136.t1	dicty_g7865.t1
OG0003381	bc2002_g11009.t1	dicty_g4037.t1
OG0003382	bc2002_g16103.t1	dicty_g7514.t1, dicty_g7515.t1
OG0003383	bc2002_g16130.t1	dicty_g6980.t1
OG0003384	bc2002_g16129.t1	dicty_g7387.t1
OG0003386	bc2002_g10557.t1	dicty_g617.t1, dicty_g617.t2
OG0003388	bc2002_g6.t1	dicty_g10346.t1
OG0003389	bc2002_g4696.t1	dicty_g3576.t1
OG0003390	bc2002_g10755.t1	dicty_g9163.t1
OG0003391	bc2002_g9774.t1	dicty_g1350.t1
OG0003392	bc2002_g18181.t1	dicty_g1566.t2, dicty_g1566.t1
OG0003393	bc2002_g9789.t1	dicty_g5234.t1
OG0003394	bc2002_g11052.t2	dicty_g9608.t1
OG0003395	bc2002_g19344.t1	dicty_g100.t1
OG0003396	bc2002_g2254.t1	dicty_g2352.t1
OG0003397	bc2002_g17603.t1	dicty_g1497.t1
OG0003398	bc2002_g994.t1	dicty_g4826.t1
OG0003399	bc2002_g4189.t1	dicty_g2296.t1
OG0003401	bc2002_g17472.t1	dicty_g5714.t1, dicty_g10294.t1
OG0003402	bc2002_g18120.t1	dicty_g8969.t1
OG0003404	bc2002_g8008.t1, bc2002_g8008.t2	dicty_g1681.t1
OG0003405	bc2002_g1953.t1	dicty_g10912.t1
OG0003406	bc2002_g16025.t3	dicty_g9794.t1, dicty_g9794.t2
OG0003407	bc2002_g13504.t1	dicty_g4490.t1
OG0003408	bc2002_g16846.t1	dicty_g3762.t1
