Orthogroup	bc2002_braker	acastellanii_braker
OG0002321	bc2002_g9791.t1	acastellanii_g4328.t1
OG0002323	bc2002_g3501.t2, bc2002_g3501.t1	acastellanii_g3944.t1
OG0002324	bc2002_g18653.t1	acastellanii_g3928.t1
OG0002325	bc2002_g15275.t1	acastellanii_g3864.t1
OG0002326	bc2002_g6850.t1	acastellanii_g902.t1, acastellanii_g3874.t1
OG0002327	bc2002_g19334.t1	acastellanii_g3894.t1
OG0002329	bc2002_g13371.t1	acastellanii_g3818.t1
OG0002330	bc2002_g17675.t1	acastellanii_g3825.t2, acastellanii_g3825.t1
OG0002331	bc2002_g11287.t1	acastellanii_g3835.t3
OG0002332	bc2002_g13376.t1	acastellanii_g3842.t1
OG0002333	bc2002_g19749.t1	acastellanii_g3850.t1, acastellanii_g3850.t2
OG0002334	bc2002_g202.t1, bc2002_g201.t1	acastellanii_g1767.t1, acastellanii_g3741.t1
OG0002335	bc2002_g10130.t1	acastellanii_g3724.t1
OG0002336	bc2002_g2069.t1	acastellanii_g2569.t1, acastellanii_g2569.t2, acastellanii_g3672.t1
OG0002337	bc2002_g8954.t2, bc2002_g8954.t1	acastellanii_g3681.t1
OG0002338	bc2002_g457.t1	acastellanii_g3687.t1
OG0002339	bc2002_g11436.t1	acastellanii_g30.t1, acastellanii_g3665.t1
OG0002340	bc2002_g8801.t1	acastellanii_g3525.t1
OG0002341	bc2002_g4890.t1, bc2002_g4890.t2	acastellanii_g3530.t1
OG0002342	bc2002_g12243.t1	acastellanii_g3533.t1
OG0002343	bc2002_g13720.t1	acastellanii_g3534.t1, acastellanii_g3534.t2
OG0002344	bc2002_g17454.t2	acastellanii_g3586.t1, acastellanii_g3586.t2
OG0002346	bc2002_g14976.t1, bc2002_g14976.t2	acastellanii_g3463.t1
OG0002347	bc2002_g8434.t1	acastellanii_g3477.t1
OG0002348	bc2002_g10526.t2, bc2002_g10526.t1	acastellanii_g3329.t1
OG0002349	bc2002_g10392.t1, bc2002_g10392.t2	acastellanii_g3363.t1
OG0002350	bc2002_g186.t1	acastellanii_g3365.t1
OG0002351	bc2002_g15049.t2, bc2002_g15049.t1	acastellanii_g3394.t1
OG0002352	bc2002_g2987.t1	acastellanii_g3319.t1
OG0002353	bc2002_g18759.t2, bc2002_g18759.t1	acastellanii_g3307.t1
OG0002354	bc2002_g12361.t2, bc2002_g12361.t1	acastellanii_g3184.t1
OG0002355	bc2002_g18149.t1	acastellanii_g2969.t1, acastellanii_g2969.t2, acastellanii_g2969.t3, acastellanii_g2967.t1
OG0002356	bc2002_g17551.t1	acastellanii_g2996.t2, acastellanii_g2996.t1
OG0002357	bc2002_g6649.t2, bc2002_g6649.t1	acastellanii_g3022.t1
OG0002358	bc2002_g17454.t1	acastellanii_g3027.t1
OG0002359	bc2002_g2371.t3, bc2002_g2371.t2, bc2002_g2371.t1	acastellanii_g3047.t1
OG0002360	bc2002_g17413.t2, bc2002_g17413.t1	acastellanii_g3089.t1
OG0002361	bc2002_g19258.t1, bc2002_g19258.t2	acastellanii_g3125.t1
OG0002362	bc2002_g15555.t1	acastellanii_g3145.t1
OG0002363	bc2002_g17426.t1	acastellanii_g3159.t1, acastellanii_g3159.t2
OG0002364	bc2002_g13900.t1	acastellanii_g3168.t1
OG0002365	bc2002_g1007.t1, bc2002_g1129.t1	acastellanii_g2866.t1
OG0002366	bc2002_g978.t1	acastellanii_g2926.t1
OG0002367	bc2002_g2193.t2, bc2002_g2194.t1, bc2002_g2193.t1	acastellanii_g2736.t1
OG0002368	bc2002_g6085.t1	acastellanii_g1317.t1, acastellanii_g2746.t1
OG0002369	bc2002_g5743.t1, bc2002_g5743.t2	acastellanii_g2769.t1
OG0002370	bc2002_g14452.t1	acastellanii_g2428.t1
OG0002371	bc2002_g10127.t1	acastellanii_g2468.t1
OG0002372	bc2002_g4614.t1	acastellanii_g2472.t1
OG0002373	bc2002_g5195.t1	acastellanii_g2571.t1
OG0002375	bc2002_g14526.t1	acastellanii_g1059.t1, acastellanii_g2411.t1
OG0002376	bc2002_g6897.t1	acastellanii_g1628.t1, acastellanii_g2396.t1
OG0002377	bc2002_g10536.t1	acastellanii_g2376.t2, acastellanii_g2376.t1, acastellanii_g2376.t3
OG0002378	bc2002_g9149.t1	acastellanii_g2357.t1
OG0002379	bc2002_g7384.t1	acastellanii_g2310.t1
OG0002380	bc2002_g12198.t1	acastellanii_g2311.t1
OG0002381	bc2002_g16278.t1	acastellanii_g2300.t2, acastellanii_g2300.t1
OG0002382	bc2002_g10912.t1	acastellanii_g1787.t1
OG0002383	bc2002_g9379.t1	acastellanii_g1798.t1
OG0002384	bc2002_g2180.t1	acastellanii_g1811.t2, acastellanii_g1811.t1
OG0002385	bc2002_g3522.t1	acastellanii_g1820.t2, acastellanii_g1820.t1
OG0002386	bc2002_g11288.t1	acastellanii_g1821.t1
OG0002387	bc2002_g6183.t1	acastellanii_g1887.t2, acastellanii_g1887.t1
OG0002388	bc2002_g3518.t1	acastellanii_g1898.t1
OG0002389	bc2002_g16111.t1	acastellanii_g1917.t1, acastellanii_g1917.t2
OG0002391	bc2002_g17641.t1	acastellanii_g1939.t1, acastellanii_g1939.t2
OG0002392	bc2002_g7975.t1, bc2002_g7975.t2	acastellanii_g1965.t1
OG0002394	bc2002_g10271.t1	acastellanii_g1996.t1
OG0002395	bc2002_g10121.t1	acastellanii_g2044.t1
OG0002396	bc2002_g1963.t1	acastellanii_g2079.t1
OG0002397	bc2002_g7279.t2, bc2002_g7279.t1	acastellanii_g2095.t1
OG0002398	bc2002_g14487.t1	acastellanii_g2162.t1
OG0002399	bc2002_g9796.t1	acastellanii_g2181.t1
OG0002400	bc2002_g12451.t1	acastellanii_g2186.t1, acastellanii_g2186.t2
OG0002401	bc2002_g12257.t1	acastellanii_g2279.t1
OG0002402	bc2002_g6351.t1	acastellanii_g1739.t2, acastellanii_g1739.t1
OG0002403	bc2002_g15283.t1	acastellanii_g352.t1, acastellanii_g352.t2, acastellanii_g352.t3, acastellanii_g1710.t1, acastellanii_g350.t1
OG0002406	bc2002_g10946.t1	acastellanii_g1465.t1, acastellanii_g1501.t1
OG0002407	bc2002_g1951.t1	acastellanii_g1522.t1
OG0002408	bc2002_g14975.t1	acastellanii_g1542.t1, acastellanii_g1539.t1, acastellanii_g1539.t2
OG0002409	bc2002_g8564.t1	acastellanii_g1544.t1
OG0002410	bc2002_g12569.t1	acastellanii_g1545.t1
OG0002411	bc2002_g11870.t1	acastellanii_g1274.t3, acastellanii_g1274.t4, acastellanii_g1274.t2, acastellanii_g1274.t1
OG0002412	bc2002_g4653.t1	acastellanii_g1285.t1
OG0002413	bc2002_g10747.t1	acastellanii_g1261.t1, acastellanii_g1261.t2
OG0002414	bc2002_g1116.t1	acastellanii_g1221.t2, acastellanii_g1221.t1
OG0002415	bc2002_g986.t1, bc2002_g986.t2	acastellanii_g1192.t2, acastellanii_g1192.t1
OG0002416	bc2002_g4920.t1	acastellanii_g1123.t1
OG0002417	bc2002_g6659.t1	acastellanii_g935.t1
OG0002418	bc2002_g748.t1	acastellanii_g949.t1
OG0002419	bc2002_g11515.t1	acastellanii_g680.t1, acastellanii_g619.t1
OG0002420	bc2002_g12402.t1	acastellanii_g696.t1
OG0002421	bc2002_g9786.t1	acastellanii_g724.t1
OG0002422	bc2002_g12293.t1	acastellanii_g732.t1
OG0002423	bc2002_g7407.t1	acastellanii_g744.t1, acastellanii_g746.t1, acastellanii_g743.t1
OG0002424	bc2002_g18333.t1	acastellanii_g765.t1, acastellanii_g765.t2, acastellanii_g765.t3
OG0002425	bc2002_g17437.t1	acastellanii_g781.t1
OG0002426	bc2002_g16755.t2, bc2002_g16755.t1	acastellanii_g791.t1
OG0002427	bc2002_g10976.t1	acastellanii_g797.t1
OG0002429	bc2002_g2616.t1	acastellanii_g815.t1, acastellanii_g815.t2
OG0002430	bc2002_g13092.t1, bc2002_g12905.t1	acastellanii_g845.t1
OG0002432	bc2002_g16273.t1	acastellanii_g542.t1
OG0002433	bc2002_g12255.t1, bc2002_g12255.t2	acastellanii_g546.t1
OG0002434	bc2002_g12481.t1	acastellanii_g414.t1, acastellanii_g416.t2, acastellanii_g416.t1
OG0002435	bc2002_g17512.t1	acastellanii_g445.t1
OG0002436	bc2002_g3961.t1	acastellanii_g291.t1, acastellanii_g291.t2
OG0002437	bc2002_g19211.t1	acastellanii_g239.t1
OG0002438	bc2002_g19282.t1	acastellanii_g246.t1
OG0002439	bc2002_g11050.t1	acastellanii_g248.t1
OG0002440	bc2002_g16872.t1	acastellanii_g250.t1
OG0002441	bc2002_g19262.t1	acastellanii_g254.t1
OG0002442	bc2002_g9814.t1	acastellanii_g267.t2, acastellanii_g267.t1
OG0002443	bc2002_g7268.t1	acastellanii_g281.t2, acastellanii_g281.t1
OG0002444	bc2002_g10619.t1	acastellanii_g110.t1
OG0002445	bc2002_g7856.t2, bc2002_g7856.t1	acastellanii_g65.t1
OG0002446	bc2002_g14671.t1	acastellanii_g68.t1
OG0002447	bc2002_g9902.t1, bc2002_g18683.t1, bc2002_g2846.t1	acastellanii_g78.t1
OG0002448	bc2002_g9860.t1, bc2002_g9860.t2	acastellanii_g7.t1
OG0002664	bc2002_g8262.t1	acastellanii_g14238.t1
OG0002665	bc2002_g15701.t1	acastellanii_g7197.t1, acastellanii_g14241.t1
OG0002666	bc2002_g8754.t1	acastellanii_g14229.t1, acastellanii_g14229.t2
OG0002668	bc2002_g17462.t1, bc2002_g17462.t2	acastellanii_g14175.t1
OG0002671	bc2002_g8823.t1	acastellanii_g14136.t1
OG0002673	bc2002_g9368.t1	acastellanii_g4786.t1, acastellanii_g14118.t1
OG0002675	bc2002_g4802.t1	acastellanii_g13568.t1
OG0002676	bc2002_g217.t1	acastellanii_g13577.t1
OG0002677	bc2002_g97.t1	acastellanii_g13578.t1
OG0002678	bc2002_g10688.t1	acastellanii_g13580.t1, acastellanii_g11684.t1
OG0002679	bc2002_g125.t1	acastellanii_g13583.t1
OG0002680	bc2002_g19340.t1	acastellanii_g13684.t1, acastellanii_g13590.t1
OG0002681	bc2002_g3401.t1	acastellanii_g13591.t1
OG0002683	bc2002_g17429.t2, bc2002_g17429.t1	acastellanii_g13606.t1
OG0002684	bc2002_g11286.t1	acastellanii_g13609.t1
OG0002685	bc2002_g8860.t1	acastellanii_g1054.t1, acastellanii_g13610.t1
OG0002687	bc2002_g19059.t1, bc2002_g19059.t2	acastellanii_g13635.t1
OG0002688	bc2002_g776.t1	acastellanii_g13639.t1
OG0002689	bc2002_g16656.t1	acastellanii_g13650.t2, acastellanii_g13650.t1
OG0002692	bc2002_g121.t1	acastellanii_g13677.t1, acastellanii_g13677.t2
OG0002693	bc2002_g226.t1	acastellanii_g13678.t1
OG0002694	bc2002_g11458.t1	acastellanii_g13701.t1
OG0002695	bc2002_g9811.t1	acastellanii_g13719.t1
OG0002696	bc2002_g16110.t1	acastellanii_g13720.t1, acastellanii_g13720.t2
OG0002697	bc2002_g17908.t1	acastellanii_g13723.t1
OG0002698	bc2002_g6845.t1	acastellanii_g13731.t1
OG0002700	bc2002_g10404.t2	acastellanii_g13747.t1
OG0002702	bc2002_g14529.t1	acastellanii_g13752.t2, acastellanii_g13752.t1
OG0002703	bc2002_g9509.t2, bc2002_g9509.t1	acastellanii_g13770.t1
OG0002704	bc2002_g6636.t1	acastellanii_g13771.t1, acastellanii_g13771.t2
OG0002705	bc2002_g16428.t1, bc2002_g16428.t2	acastellanii_g13782.t1
OG0002707	bc2002_g16228.t1	acastellanii_g13823.t1
OG0002708	bc2002_g11825.t1	acastellanii_g13839.t1
OG0002709	bc2002_g13410.t1, bc2002_g8615.t1	acastellanii_g13853.t1
OG0002710	bc2002_g11816.t1	acastellanii_g13855.t1
OG0002711	bc2002_g11891.t1	acastellanii_g13860.t1
OG0002712	bc2002_g11783.t1	acastellanii_g13890.t1
OG0002713	bc2002_g11850.t2	acastellanii_g13901.t1
OG0002714	bc2002_g3956.t1	acastellanii_g9584.t1, acastellanii_g9584.t2, acastellanii_g13915.t1
OG0002715	bc2002_g7318.t1	acastellanii_g13917.t1
OG0002716	bc2002_g247.t1	acastellanii_g13932.t1, acastellanii_g13932.t2
OG0002717	bc2002_g11876.t1	acastellanii_g13936.t1, acastellanii_g13936.t2
OG0002718	bc2002_g11664.t1	acastellanii_g13938.t1
OG0002719	bc2002_g11747.t1	acastellanii_g13940.t1
OG0002720	bc2002_g12076.t1	acastellanii_g13947.t1
OG0002721	bc2002_g780.t1	acastellanii_g13955.t1
OG0002722	bc2002_g15741.t1	acastellanii_g13970.t1, acastellanii_g12275.t1
OG0002723	bc2002_g3921.t1	acastellanii_g13988.t1
OG0002724	bc2002_g18067.t1	acastellanii_g14025.t1, acastellanii_g14025.t2
OG0002725	bc2002_g2052.t1	acastellanii_g14028.t1
OG0002726	bc2002_g738.t1	acastellanii_g2020.t1, acastellanii_g14036.t1
OG0002727	bc2002_g17738.t1	acastellanii_g14037.t1
OG0002729	bc2002_g1628.t1	acastellanii_g14066.t1
OG0002730	bc2002_g4583.t1	acastellanii_g14067.t1, acastellanii_g14067.t2
OG0002731	bc2002_g6723.t1	acastellanii_g4625.t1, acastellanii_g14081.t1
OG0002733	bc2002_g12639.t1	acastellanii_g13520.t1
OG0002734	bc2002_g8998.t1	acastellanii_g13548.t1
OG0002735	bc2002_g5918.t1	acastellanii_g13496.t1, acastellanii_g11944.t1
OG0002736	bc2002_g14602.t1	acastellanii_g13476.t2, acastellanii_g13476.t1
OG0002737	bc2002_g7967.t1	acastellanii_g13488.t2, acastellanii_g13488.t1
OG0002738	bc2002_g9284.t1	acastellanii_g13469.t1
OG0002739	bc2002_g1617.t1	acastellanii_g7526.t1, acastellanii_g13462.t1
OG0002740	bc2002_g10452.t1	acastellanii_g13064.t1
OG0002741	bc2002_g13880.t1	acastellanii_g13070.t1
OG0002742	bc2002_g11844.t1, bc2002_g15683.t1	acastellanii_g13076.t1
OG0002743	bc2002_g17710.t1	acastellanii_g13082.t1
OG0002744	bc2002_g3524.t1, bc2002_g3524.t2	acastellanii_g13093.t1
OG0002745	bc2002_g19502.t1	acastellanii_g13107.t1, acastellanii_g9721.t1
OG0002746	bc2002_g5739.t1	acastellanii_g13115.t1, acastellanii_g13115.t2
OG0002747	bc2002_g8818.t1	acastellanii_g13121.t1, acastellanii_g13121.t2
OG0002748	bc2002_g18468.t1	acastellanii_g12544.t1, acastellanii_g3493.t1, acastellanii_g13124.t1
OG0002749	bc2002_g16471.t1	acastellanii_g13125.t1, acastellanii_g13129.t1
OG0002750	bc2002_g7140.t1	acastellanii_g13147.t1
OG0002751	bc2002_g12490.t1	acastellanii_g13152.t1
OG0002752	bc2002_g17906.t1	acastellanii_g13173.t1
OG0002753	bc2002_g11957.t1	acastellanii_g13198.t1, acastellanii_g8670.t1
OG0002754	bc2002_g4621.t1	acastellanii_g13222.t2, acastellanii_g13222.t1
OG0002755	bc2002_g2617.t1	acastellanii_g13243.t1
OG0002756	bc2002_g863.t1	acastellanii_g13247.t2, acastellanii_g13247.t1, acastellanii_g168.t1
OG0002757	bc2002_g16454.t1	acastellanii_g13251.t1
OG0002758	bc2002_g16402.t1	acastellanii_g13252.t1
OG0002759	bc2002_g8604.t1	acastellanii_g13258.t1, acastellanii_g4268.t1
OG0002760	bc2002_g12195.t1	acastellanii_g13269.t2, acastellanii_g13269.t1
OG0002761	bc2002_g229.t1	acastellanii_g13277.t1, acastellanii_g13277.t2
OG0002762	bc2002_g12816.t1, bc2002_g12817.t1	acastellanii_g13278.t1
OG0002763	bc2002_g12804.t2, bc2002_g12804.t1	acastellanii_g13284.t1
OG0002764	bc2002_g3953.t1	acastellanii_g13289.t2, acastellanii_g13289.t1, acastellanii_g5476.t1
OG0002765	bc2002_g16504.t1	acastellanii_g13296.t1
OG0002766	bc2002_g7262.t1	acastellanii_g13302.t1
OG0002767	bc2002_g14532.t1	acastellanii_g9095.t1, acastellanii_g13314.t1
OG0002768	bc2002_g9726.t1	acastellanii_g13326.t1, acastellanii_g13325.t1
OG0002769	bc2002_g18213.t1	acastellanii_g13344.t1
OG0002770	bc2002_g16343.t1	acastellanii_g13349.t1
OG0002771	bc2002_g13739.t1	acastellanii_g13356.t1
OG0002773	bc2002_g7382.t1	acastellanii_g13360.t1
OG0002777	bc2002_g16653.t1, bc2002_g16654.t1	acastellanii_g13381.t1
OG0002778	bc2002_g5285.t1	acastellanii_g13393.t1
OG0002779	bc2002_g13029.t2, bc2002_g13029.t1	acastellanii_g13400.t1
OG0002780	bc2002_g8445.t1, bc2002_g8445.t2	acastellanii_g13418.t1
OG0002781	bc2002_g11904.t1	acastellanii_g13437.t1
OG0002782	bc2002_g3074.t1	acastellanii_g13061.t1, acastellanii_g2493.t1
OG0002784	bc2002_g18132.t1	acastellanii_g13029.t1
OG0002785	bc2002_g16479.t1	acastellanii_g12988.t1, acastellanii_g12988.t2
OG0002787	bc2002_g16266.t1	acastellanii_g12966.t1, acastellanii_g286.t1
OG0002788	bc2002_g238.t1	acastellanii_g11112.t1, acastellanii_g12934.t1
OG0002789	bc2002_g14794.t1	acastellanii_g11113.t1, acastellanii_g12935.t1
OG0002790	bc2002_g10156.t1	acastellanii_g12936.t1, acastellanii_g11114.t2
OG0002791	bc2002_g4888.t1	acastellanii_g12917.t1, acastellanii_g12917.t2
OG0002792	bc2002_g7042.t1	acastellanii_g12874.t1
OG0002793	bc2002_g2981.t1	acastellanii_g12878.t1
OG0002794	bc2002_g9803.t2, bc2002_g9803.t1	acastellanii_g12885.t2, acastellanii_g12885.t1
OG0002795	bc2002_g500.t1	acastellanii_g12897.t1
OG0002796	bc2002_g2940.t1	acastellanii_g3030.t1, acastellanii_g12910.t1
OG0002799	bc2002_g1719.t1	acastellanii_g12804.t1
OG0002800	bc2002_g5294.t1	acastellanii_g12827.t1, acastellanii_g12825.t1
OG0002801	bc2002_g4848.t1	acastellanii_g12842.t2, acastellanii_g12842.t1
OG0002803	bc2002_g17470.t1, bc2002_g17470.t2	acastellanii_g12772.t1
OG0002805	bc2002_g16874.t1	acastellanii_g12782.t1
OG0002807	bc2002_g6714.t1	acastellanii_g12710.t1
OG0002808	bc2002_g20063.t1	acastellanii_g12721.t2, acastellanii_g12721.t1
OG0002809	bc2002_g11901.t1	acastellanii_g12735.t1
OG0002813	bc2002_g9328.t2, bc2002_g9251.t1, bc2002_g9328.t1	acastellanii_g12627.t1
OG0002814	bc2002_g17930.t1	acastellanii_g12526.t1, acastellanii_g12526.t2
OG0002815	bc2002_g15929.t1, bc2002_g15929.t2	acastellanii_g12531.t1
OG0002816	bc2002_g13802.t1	acastellanii_g12536.t2, acastellanii_g12536.t1
OG0002817	bc2002_g2021.t1	acastellanii_g12542.t1, acastellanii_g11788.t1, acastellanii_g4262.t1
OG0002818	bc2002_g739.t1	acastellanii_g12557.t1
OG0002821	bc2002_g18617.t1	acastellanii_g12571.t1
OG0002822	bc2002_g8950.t1	acastellanii_g12585.t2, acastellanii_g12585.t1
OG0002823	bc2002_g16756.t1, bc2002_g16757.t1	acastellanii_g12593.t1
OG0002824	bc2002_g12667.t1	acastellanii_g12599.t1, acastellanii_g12599.t2
OG0002825	bc2002_g7972.t1	acastellanii_g12601.t1
OG0002826	bc2002_g9101.t1	acastellanii_g12604.t1, acastellanii_g12604.t2
OG0002827	bc2002_g16696.t1	acastellanii_g12455.t2, acastellanii_g12455.t1
OG0002828	bc2002_g12260.t1	acastellanii_g12481.t1
OG0002829	bc2002_g16848.t1	acastellanii_g12487.t1
OG0002830	bc2002_g779.t2, bc2002_g779.t1	acastellanii_g12502.t2, acastellanii_g12502.t1
OG0002835	bc2002_g14276.t1	acastellanii_g9444.t1, acastellanii_g12382.t1
OG0002837	bc2002_g17291.t1	acastellanii_g12345.t1, acastellanii_g11544.t1
OG0002838	bc2002_g9137.t1	acastellanii_g12330.t1
OG0002840	bc2002_g4889.t1	acastellanii_g12341.t1
OG0002841	bc2002_g8863.t1	acastellanii_g11270.t1, acastellanii_g11815.t1
OG0002842	bc2002_g18668.t1	acastellanii_g6799.t1, acastellanii_g8544.t1, acastellanii_g11828.t1
OG0002843	bc2002_g12435.t1	acastellanii_g11831.t1
OG0002844	bc2002_g5931.t1, bc2002_g5931.t2	acastellanii_g11835.t1
OG0002845	bc2002_g6652.t2, bc2002_g6652.t1	acastellanii_g11838.t1
OG0002846	bc2002_g19284.t1	acastellanii_g11849.t1
OG0002847	bc2002_g2277.t1	acastellanii_g11866.t1
OG0002848	bc2002_g9404.t1	acastellanii_g11878.t1
OG0002849	bc2002_g7799.t1	acastellanii_g11916.t1, acastellanii_g10049.t1
OG0002850	bc2002_g4199.t1	acastellanii_g11920.t1
OG0002851	bc2002_g15744.t1	acastellanii_g11930.t1
OG0002852	bc2002_g8554.t1	acastellanii_g11931.t1
OG0002853	bc2002_g11927.t1	acastellanii_g11932.t1
OG0002855	bc2002_g11382.t1	acastellanii_g11949.t1, acastellanii_g9120.t1
OG0002856	bc2002_g9573.t1	acastellanii_g12194.t1, acastellanii_g11959.t1
OG0002858	bc2002_g5917.t1	acastellanii_g11966.t1
OG0002860	bc2002_g1033.t1	acastellanii_g12014.t1
OG0002861	bc2002_g9103.t1	acastellanii_g12020.t1, acastellanii_g141.t1
OG0002862	bc2002_g16403.t1	acastellanii_g12033.t1
OG0002863	bc2002_g1114.t1	acastellanii_g12034.t1, acastellanii_g12034.t2
OG0002864	bc2002_g9798.t1	acastellanii_g12065.t1
OG0002867	bc2002_g4787.t1	acastellanii_g12084.t1
OG0002868	bc2002_g9667.t1	acastellanii_g12086.t1
OG0002869	bc2002_g20067.t1	acastellanii_g8501.t1, acastellanii_g8501.t2, acastellanii_g12087.t1
OG0002870	bc2002_g4397.t1	acastellanii_g12091.t2, acastellanii_g12091.t1
OG0002871	bc2002_g18490.t2, bc2002_g18490.t1	acastellanii_g12099.t1
OG0002874	bc2002_g6951.t1	acastellanii_g12145.t1
OG0002875	bc2002_g6954.t1	acastellanii_g12172.t1
OG0002876	bc2002_g14235.t1	acastellanii_g12176.t2, acastellanii_g12176.t1
OG0002877	bc2002_g5326.t1	acastellanii_g12179.t1
OG0002878	bc2002_g7093.t1, bc2002_g7093.t2	acastellanii_g12208.t1
OG0002879	bc2002_g4878.t1	acastellanii_g12211.t1, acastellanii_g12211.t2
OG0002880	bc2002_g3467.t1	acastellanii_g12213.t1
OG0002881	bc2002_g15160.t1	acastellanii_g12219.t1
OG0002882	bc2002_g858.t1	acastellanii_g12233.t1
OG0002883	bc2002_g7765.t1, bc2002_g7765.t2	acastellanii_g12234.t1
OG0002884	bc2002_g6910.t1	acastellanii_g12252.t2, acastellanii_g12252.t1
OG0002885	bc2002_g7733.t1	acastellanii_g12257.t1
OG0002886	bc2002_g8394.t1	acastellanii_g12258.t2, acastellanii_g12258.t1
OG0002887	bc2002_g6675.t1	acastellanii_g12264.t2, acastellanii_g12264.t1
OG0002888	bc2002_g18984.t1	acastellanii_g11127.t1, acastellanii_g12266.t1
OG0002889	bc2002_g12845.t1	acastellanii_g12273.t1, acastellanii_g12273.t2
OG0002890	bc2002_g18223.t1	acastellanii_g12277.t1
OG0002891	bc2002_g989.t1	acastellanii_g12285.t1
OG0002893	bc2002_g4645.t1	acastellanii_g11803.t1, acastellanii_g11803.t2
OG0002897	bc2002_g7755.t1	acastellanii_g4261.t1, acastellanii_g11790.t1
OG0002898	bc2002_g13804.t1	acastellanii_g11793.t1, acastellanii_g4259.t1, acastellanii_g8988.t1
OG0002900	bc2002_g14369.t2, bc2002_g14369.t1	acastellanii_g11763.t1
OG0002904	bc2002_g7312.t1	acastellanii_g11646.t1
OG0002905	bc2002_g6872.t1	acastellanii_g11648.t1
OG0002906	bc2002_g12189.t1	acastellanii_g11651.t1
OG0002907	bc2002_g18398.t1	acastellanii_g11654.t1
OG0002908	bc2002_g5124.t1	acastellanii_g11655.t3
OG0002909	bc2002_g17845.t1	acastellanii_g11659.t1, acastellanii_g11659.t2
OG0002910	bc2002_g6641.t1	acastellanii_g11663.t1
OG0002911	bc2002_g6105.t1, bc2002_g6105.t2	acastellanii_g11693.t1
OG0002912	bc2002_g10100.t1	acastellanii_g11698.t1, acastellanii_g11698.t2
OG0002913	bc2002_g4184.t1, bc2002_g4184.t2	acastellanii_g11709.t1, acastellanii_g11709.t2
OG0002914	bc2002_g19319.t1	acastellanii_g11718.t1
OG0002915	bc2002_g10967.t1	acastellanii_g11588.t2
OG0002916	bc2002_g2540.t1, bc2002_g2540.t2	acastellanii_g11598.t1
OG0002918	bc2002_g5302.t1	acastellanii_g11496.t1, acastellanii_g11498.t1
OG0002919	bc2002_g15470.t1	acastellanii_g11499.t1
OG0002921	bc2002_g12246.t1	acastellanii_g11519.t2, acastellanii_g11519.t1
OG0002922	bc2002_g17200.t1	acastellanii_g11525.t1, acastellanii_g11525.t2
OG0002923	bc2002_g16722.t1	acastellanii_g11528.t1
OG0002924	bc2002_g17100.t1	acastellanii_g11566.t1
OG0002926	bc2002_g15579.t1	acastellanii_g11578.t1
OG0002927	bc2002_g14599.t1	acastellanii_g11401.t1
OG0002928	bc2002_g3865.t1	acastellanii_g11413.t1
OG0002929	bc2002_g2026.t1	acastellanii_g11436.t1
OG0002930	bc2002_g3515.t2, bc2002_g3515.t1	acastellanii_g11445.t1
OG0002931	bc2002_g10760.t1	acastellanii_g11447.t1
OG0002932	bc2002_g956.t1	acastellanii_g11462.t1
OG0002933	bc2002_g8858.t1	acastellanii_g11468.t1
OG0002934	bc2002_g9419.t1	acastellanii_g11475.t1
OG0002935	bc2002_g2904.t2, bc2002_g2904.t1	acastellanii_g11478.t1
OG0002937	bc2002_g18637.t1	acastellanii_g11484.t1
OG0002938	bc2002_g13389.t1	acastellanii_g11488.t1
OG0002940	bc2002_g14014.t1	acastellanii_g5880.t1, acastellanii_g11492.t1
OG0002941	bc2002_g15825.t1	acastellanii_g5881.t1, acastellanii_g11493.t1
OG0002942	bc2002_g19301.t1	acastellanii_g276.t1, acastellanii_g11386.t1
OG0002943	bc2002_g16529.t1	acastellanii_g11331.t1
OG0002944	bc2002_g3639.t1	acastellanii_g11340.t1
OG0002945	bc2002_g8875.t1	acastellanii_g9084.t1, acastellanii_g11304.t1
OG0002946	bc2002_g16645.t1	acastellanii_g11255.t1
OG0002947	bc2002_g14204.t1	acastellanii_g9805.t1
OG0002948	bc2002_g11296.t1	acastellanii_g11190.t1
OG0002949	bc2002_g17131.t1	acastellanii_g1467.t1, acastellanii_g11210.t2, acastellanii_g11210.t1
OG0002950	bc2002_g17397.t1	acastellanii_g11232.t1
OG0002951	bc2002_g4847.t1	acastellanii_g11239.t1, acastellanii_g11239.t2
OG0002953	bc2002_g783.t1	acastellanii_g11156.t1, acastellanii_g7428.t1
OG0002954	bc2002_g7295.t1	acastellanii_g4436.t2, acastellanii_g4436.t1, acastellanii_g10945.t1
OG0002955	bc2002_g8845.t1	acastellanii_g10970.t1, acastellanii_g10967.t1
OG0002957	bc2002_g18796.t1	acastellanii_g10998.t1
OG0002959	bc2002_g12252.t1	acastellanii_g11017.t1
OG0002960	bc2002_g9673.t1	acastellanii_g11043.t1
OG0002962	bc2002_g7964.t1	acastellanii_g11053.t1
OG0002963	bc2002_g20101.t1	acastellanii_g11096.t1, acastellanii_g4528.t1, acastellanii_g10170.t1
OG0002964	bc2002_g6633.t1	acastellanii_g11146.t1
OG0002965	bc2002_g6368.t1	acastellanii_g10899.t1, acastellanii_g2572.t1
OG0002966	bc2002_g6725.t1, bc2002_g6725.t2	acastellanii_g10908.t1
OG0002967	bc2002_g16383.t1	acastellanii_g8088.t1, acastellanii_g10911.t1
OG0002969	bc2002_g124.t1	acastellanii_g10919.t1
