Orthogroup	Species	acastellanii_braker	Orthologs
OG0002144	bc2002_braker	acastellanii_g8536.t1, acastellanii_g8536.t2	bc2002_g14018.t1
OG0002144	bc2001_braker	acastellanii_g8536.t1, acastellanii_g8536.t2	bc2001_g7575.t1
OG0002144	vvermcdc19_braker	acastellanii_g8536.t1, acastellanii_g8536.t2	vverm_g15544.t1
OG0002145	dicty_braker	acastellanii_g3403.t1, acastellanii_g8549.t1	dicty_g4827.t1
OG0002145	bc2002_braker	acastellanii_g3403.t1, acastellanii_g8549.t1	bc2002_g15796.t1
OG0002145	bc2001_braker	acastellanii_g3403.t1, acastellanii_g8549.t1	bc2001_g18042.t1
OG0002145	vvermcdc19_braker	acastellanii_g3403.t1, acastellanii_g8549.t1	vverm_g11856.t1, vverm_g7050.t1
OG0002146	dicty_braker	acastellanii_g4609.t1, acastellanii_g8605.t1	dicty_g10759.t1
OG0002146	bc2001_braker	acastellanii_g4609.t1	bc2001_g11891.t1
OG0002146	bc2002_braker	acastellanii_g4609.t1	bc2002_g13172.t1
OG0002146	vvermcdc19_braker	acastellanii_g4609.t1	vverm_g11514.t1
OG0002146	vvermcdc19_braker	acastellanii_g8605.t1	vverm_g13192.t1
OG0002147	dicty_braker	acastellanii_g8620.t1	dicty_g10386.t2, dicty_g10386.t1
OG0002147	bc2001_braker	acastellanii_g8620.t1	bc2001_g19568.t1
OG0002147	bc2002_braker	acastellanii_g8620.t1	bc2002_g2023.t1
OG0002147	vvermcdc19_braker	acastellanii_g8620.t1	vverm_g4115.t1, vverm_g4115.t2
OG0002148	dicty_braker	acastellanii_g8036.t1, acastellanii_g6672.t1	dicty_g6768.t1
OG0002148	bc2001_braker	acastellanii_g8036.t1, acastellanii_g6672.t1	bc2001_g1451.t1
OG0002148	bc2002_braker	acastellanii_g8036.t1, acastellanii_g6672.t1	bc2002_g18644.t1
OG0002148	vvermcdc19_braker	acastellanii_g8036.t1, acastellanii_g6672.t1	vverm_g7877.t1, vverm_g4551.t1
OG0002149	dicty_braker	acastellanii_g8038.t1	dicty_g2333.t1
OG0002149	vvermcdc19_braker	acastellanii_g8038.t1	vverm_g11898.t2, vverm_g11898.t1
OG0002149	bc2002_braker	acastellanii_g8038.t1	bc2002_g9100.t1
OG0002149	bc2001_braker	acastellanii_g8038.t1	bc2001_g8849.t2, bc2001_g8849.t1
OG0002150	dicty_braker	acastellanii_g8100.t1	dicty_g6791.t1
OG0002150	bc2002_braker	acastellanii_g8100.t1	bc2002_g7994.t2, bc2002_g7994.t1
OG0002150	bc2001_braker	acastellanii_g8100.t1	bc2001_g17082.t3
OG0002150	vvermcdc19_braker	acastellanii_g8100.t1	vverm_g16009.t2, vverm_g16009.t1
OG0002151	bc2002_braker	acastellanii_g8119.t1	bc2002_g3217.t1
OG0002151	bc2001_braker	acastellanii_g8119.t1	bc2001_g16829.t1
OG0002151	vvermcdc19_braker	acastellanii_g8119.t1	vverm_g1196.t1, vverm_g1196.t2
OG0002151	dicty_braker	acastellanii_g8119.t1	dicty_g1572.t1, dicty_g11190.t1
OG0002152	dicty_braker	acastellanii_g8128.t2, acastellanii_g8128.t1	dicty_g5672.t1
OG0002152	vvermcdc19_braker	acastellanii_g8128.t2, acastellanii_g8128.t1	vverm_g6829.t1
OG0002152	bc2001_braker	acastellanii_g8128.t2, acastellanii_g8128.t1	bc2001_g11522.t1
OG0002152	bc2002_braker	acastellanii_g8128.t2, acastellanii_g8128.t1	bc2002_g12559.t1, bc2002_g12559.t2
OG0002153	dicty_braker	acastellanii_g8143.t1, acastellanii_g8143.t2	dicty_g3340.t1
OG0002153	bc2001_braker	acastellanii_g8143.t1, acastellanii_g8143.t2	bc2001_g15535.t1
OG0002153	bc2002_braker	acastellanii_g8143.t1, acastellanii_g8143.t2	bc2002_g17795.t1
OG0002153	vvermcdc19_braker	acastellanii_g8143.t1, acastellanii_g8143.t2	vverm_g5835.t1, vverm_g3779.t1
OG0002154	dicty_braker	acastellanii_g8162.t2, acastellanii_g8162.t1	dicty_g9580.t1
OG0002154	bc2001_braker	acastellanii_g8162.t2, acastellanii_g8162.t1	bc2001_g2153.t1
OG0002154	bc2002_braker	acastellanii_g8162.t2, acastellanii_g8162.t1	bc2002_g11401.t1, bc2002_g11401.t2
OG0002154	vvermcdc19_braker	acastellanii_g8162.t2, acastellanii_g8162.t1	vverm_g7152.t1
OG0002155	dicty_braker	acastellanii_g8179.t1	dicty_g7015.t1
OG0002155	vvermcdc19_braker	acastellanii_g8179.t1	vverm_g14893.t1
OG0002155	bc2002_braker	acastellanii_g8179.t1	bc2002_g17940.t1, bc2002_g17940.t2
OG0002155	bc2001_braker	acastellanii_g8179.t1	bc2001_g15682.t1, bc2001_g15682.t2
OG0002156	dicty_braker	acastellanii_g8199.t1	dicty_g3739.t1, dicty_g5069.t1, dicty_g3742.t1, dicty_g10466.t1
OG0002156	vvermcdc19_braker	acastellanii_g8199.t1	vverm_g10824.t1, vverm_g10825.t1
OG0002157	dicty_braker	acastellanii_g8209.t1	dicty_g8320.t1
OG0002157	vvermcdc19_braker	acastellanii_g8209.t1	vverm_g6803.t1
OG0002157	bc2002_braker	acastellanii_g8209.t1	bc2002_g12579.t2, bc2002_g12579.t1
OG0002157	bc2001_braker	acastellanii_g8209.t1	bc2001_g11502.t2, bc2001_g11502.t1
OG0002158	dicty_braker	acastellanii_g8246.t2, acastellanii_g8246.t1	dicty_g8994.t1
OG0002158	vvermcdc19_braker	acastellanii_g8246.t2, acastellanii_g8246.t1	vverm_g13761.t1
OG0002158	bc2001_braker	acastellanii_g8246.t2, acastellanii_g8246.t1	bc2001_g7921.t1
OG0002158	bc2002_braker	acastellanii_g8246.t2, acastellanii_g8246.t1	bc2002_g15499.t1, bc2002_g15499.t2
OG0002159	dicty_braker	acastellanii_g8252.t1	dicty_g5717.t1
OG0002159	vvermcdc19_braker	acastellanii_g8252.t1	vverm_g6729.t1, vverm_g13877.t1
OG0002159	bc2002_braker	acastellanii_g8252.t1	bc2002_g5544.t1
OG0002159	bc2001_braker	acastellanii_g8252.t1	bc2001_g18567.t1, bc2001_g18567.t2
OG0002160	dicty_braker	acastellanii_g8280.t1, acastellanii_g8280.t2	dicty_g3873.t1
OG0002160	vvermcdc19_braker	acastellanii_g8280.t1, acastellanii_g8280.t2	vverm_g6692.t1, vverm_g6692.t2
OG0002160	bc2002_braker	acastellanii_g8280.t1, acastellanii_g8280.t2	bc2002_g9508.t1
OG0002160	bc2001_braker	acastellanii_g8280.t1, acastellanii_g8280.t2	bc2001_g2253.t1
OG0002161	dicty_braker	acastellanii_g8282.t1	dicty_g382.t2, dicty_g382.t1
OG0002161	vvermcdc19_braker	acastellanii_g8282.t1	vverm_g5404.t1
OG0002161	bc2001_braker	acastellanii_g8282.t1	bc2001_g12194.t1
OG0002161	bc2002_braker	acastellanii_g8282.t1	bc2002_g12173.t2, bc2002_g12173.t1
OG0002162	dicty_braker	acastellanii_g8284.t1	dicty_g719.t2, dicty_g719.t1
OG0002162	vvermcdc19_braker	acastellanii_g8284.t1	vverm_g10789.t1, vverm_g10789.t2
OG0002162	bc2002_braker	acastellanii_g8284.t1	bc2002_g18779.t1
OG0002162	bc2001_braker	acastellanii_g8284.t1	bc2001_g6955.t1
OG0002163	dicty_braker	acastellanii_g8299.t1	dicty_g5607.t1
OG0002163	bc2001_braker	acastellanii_g8299.t1	bc2001_g13234.t1
OG0002163	bc2002_braker	acastellanii_g8299.t1	bc2002_g13362.t1
OG0002163	vvermcdc19_braker	acastellanii_g8299.t1	vverm_g498.t1, vverm_g11616.t1, vverm_g5787.t1
OG0002164	bc2002_braker	acastellanii_g4241.t1, acastellanii_g8360.t1	bc2002_g1645.t1
OG0002164	bc2001_braker	acastellanii_g4241.t1, acastellanii_g8360.t1	bc2001_g595.t1
OG0002164	vvermcdc19_braker	acastellanii_g4241.t1, acastellanii_g8360.t1	vverm_g2767.t1
OG0002164	dicty_braker	acastellanii_g4241.t1	dicty_g10364.t1
OG0002164	dicty_braker	acastellanii_g8360.t1	dicty_g2204.t1
OG0002165	dicty_braker	acastellanii_g8400.t2, acastellanii_g8400.t1	dicty_g6191.t2, dicty_g6191.t1
OG0002165	bc2002_braker	acastellanii_g8400.t2, acastellanii_g8400.t1	bc2002_g14791.t1
OG0002165	bc2001_braker	acastellanii_g8400.t2, acastellanii_g8400.t1	bc2001_g2679.t1
OG0002165	vvermcdc19_braker	acastellanii_g8400.t2, acastellanii_g8400.t1	vverm_g15646.t1
OG0002166	dicty_braker	acastellanii_g7996.t1	dicty_g9683.t2, dicty_g9683.t1
OG0002166	bc2001_braker	acastellanii_g7996.t1	bc2001_g10876.t1
OG0002166	bc2002_braker	acastellanii_g7996.t1	bc2002_g5400.t1
OG0002166	vvermcdc19_braker	acastellanii_g7996.t1	vverm_g14560.t1, vverm_g2506.t1
OG0002167	dicty_braker	acastellanii_g1824.t2, acastellanii_g1824.t1, acastellanii_g7968.t1	dicty_g7019.t1
OG0002167	bc2001_braker	acastellanii_g1824.t2, acastellanii_g1824.t1, acastellanii_g7968.t1	bc2001_g42.t1
OG0002167	vvermcdc19_braker	acastellanii_g1824.t2, acastellanii_g1824.t1, acastellanii_g7968.t1	vverm_g15934.t1, vverm_g6918.t1
OG0002168	dicty_braker	acastellanii_g7970.t1	dicty_g6601.t1
OG0002168	vvermcdc19_braker	acastellanii_g7970.t1	vverm_g15026.t1, vverm_g15026.t2
OG0002168	bc2002_braker	acastellanii_g7970.t1	bc2002_g2621.t1
OG0002168	bc2001_braker	acastellanii_g7970.t1	bc2001_g4307.t2, bc2001_g4307.t1
OG0002169	vvermcdc19_braker	acastellanii_g7983.t1	vverm_g8538.t1, vverm_g8538.t2
OG0002169	bc2002_braker	acastellanii_g7983.t1	bc2002_g5341.t1, bc2002_g5341.t2
OG0002169	bc2001_braker	acastellanii_g7983.t1	bc2001_g10930.t1, bc2001_g10930.t2
OG0002170	dicty_braker	acastellanii_g7755.t1, acastellanii_g7755.t2	dicty_g9051.t1
OG0002170	bc2001_braker	acastellanii_g7755.t1, acastellanii_g7755.t2	bc2001_g2175.t1
OG0002170	bc2002_braker	acastellanii_g7755.t1, acastellanii_g7755.t2	bc2002_g11424.t1
OG0002170	vvermcdc19_braker	acastellanii_g7755.t1, acastellanii_g7755.t2	vverm_g6365.t1, vverm_g6365.t2
OG0002171	vvermcdc19_braker	acastellanii_g7780.t1	vverm_g5126.t1
OG0002171	bc2002_braker	acastellanii_g7780.t1	bc2002_g755.t1
OG0002171	bc2001_braker	acastellanii_g7780.t1	bc2001_g10541.t2, bc2001_g10541.t1
OG0002171	dicty_braker	acastellanii_g7780.t1	dicty_g8024.t1, dicty_g6145.t1
OG0002172	dicty_braker	acastellanii_g7790.t1	dicty_g6237.t1
OG0002172	bc2001_braker	acastellanii_g7790.t1	bc2001_g137.t1, bc2001_g137.t2, bc2001_g137.t3
OG0002172	bc2002_braker	acastellanii_g7790.t1	bc2002_g8751.t1
OG0002172	vvermcdc19_braker	acastellanii_g7790.t1	vverm_g2553.t1
OG0002173	dicty_braker	acastellanii_g7795.t1	dicty_g6990.t1
OG0002173	bc2001_braker	acastellanii_g7795.t1	bc2001_g2043.t1, bc2001_g2043.t2
OG0002173	bc2002_braker	acastellanii_g7795.t1	bc2002_g8258.t1, bc2002_g8258.t2
OG0002173	vvermcdc19_braker	acastellanii_g7795.t1	vverm_g12416.t1
OG0002174	dicty_braker	acastellanii_g7824.t1	dicty_g2866.t1, dicty_g2610.t1
OG0002174	bc2002_braker	acastellanii_g7824.t1	bc2002_g7232.t1
OG0002174	bc2001_braker	acastellanii_g7824.t1	bc2001_g3540.t2, bc2001_g3540.t1
OG0002174	vvermcdc19_braker	acastellanii_g7824.t1	vverm_g11081.t1
OG0002175	dicty_braker	acastellanii_g7825.t2, acastellanii_g7825.t1	dicty_g4580.t1
OG0002175	bc2002_braker	acastellanii_g7825.t2, acastellanii_g7825.t1	bc2002_g6187.t1
OG0002175	bc2001_braker	acastellanii_g7825.t2, acastellanii_g7825.t1	bc2001_g17955.t1, bc2001_g17955.t2
OG0002175	vvermcdc19_braker	acastellanii_g7825.t2, acastellanii_g7825.t1	vverm_g11526.t1
OG0002176	dicty_braker	acastellanii_g7830.t1, acastellanii_g7830.t2	dicty_g4812.t1
OG0002176	vvermcdc19_braker	acastellanii_g7830.t1, acastellanii_g7830.t2	vverm_g3437.t1
OG0002176	bc2001_braker	acastellanii_g7830.t1, acastellanii_g7830.t2	bc2001_g3448.t1
OG0002176	bc2002_braker	acastellanii_g7830.t1, acastellanii_g7830.t2	bc2002_g15666.t1, bc2002_g15666.t2
OG0002177	bc2001_braker	acastellanii_g7837.t2, acastellanii_g7837.t1	bc2001_g1268.t1
OG0002177	bc2002_braker	acastellanii_g7837.t2, acastellanii_g7837.t1	bc2002_g13786.t1
OG0002177	vvermcdc19_braker	acastellanii_g7837.t2, acastellanii_g7837.t1	vverm_g15378.t1, vverm_g2899.t1, vverm_g1498.t1
OG0002178	dicty_braker	acastellanii_g7855.t1	dicty_g9189.t1
OG0002178	vvermcdc19_braker	acastellanii_g7855.t1	vverm_g618.t1
OG0002178	bc2001_braker	acastellanii_g7855.t1	bc2001_g16831.t1, bc2001_g16831.t2
OG0002178	bc2002_braker	acastellanii_g7855.t1	bc2002_g3219.t1, bc2002_g3219.t2
OG0002179	vvermcdc19_braker	acastellanii_g7891.t1, acastellanii_g7891.t2	vverm_g4025.t1, vverm_g8843.t2, vverm_g8843.t1
OG0002179	bc2001_braker	acastellanii_g7891.t1, acastellanii_g7891.t2	bc2001_g4662.t1
OG0002179	bc2002_braker	acastellanii_g7891.t1, acastellanii_g7891.t2	bc2002_g6272.t1
OG0002180	dicty_braker	acastellanii_g7720.t1, acastellanii_g7720.t3, acastellanii_g7720.t2	dicty_g11329.t1
OG0002180	vvermcdc19_braker	acastellanii_g7720.t1, acastellanii_g7720.t3, acastellanii_g7720.t2	vverm_g656.t1
OG0002180	bc2002_braker	acastellanii_g7720.t1, acastellanii_g7720.t3, acastellanii_g7720.t2	bc2002_g17471.t1
OG0002180	bc2001_braker	acastellanii_g7720.t1, acastellanii_g7720.t3, acastellanii_g7720.t2	bc2001_g16733.t1
OG0002181	dicty_braker	acastellanii_g7724.t1	dicty_g5298.t1, dicty_g5298.t2
OG0002181	bc2001_braker	acastellanii_g7724.t1	bc2001_g12404.t1
OG0002181	bc2002_braker	acastellanii_g7724.t1	bc2002_g10232.t1
OG0002181	vvermcdc19_braker	acastellanii_g7724.t1	vverm_g6496.t1, vverm_g13583.t1
OG0002182	vvermcdc19_braker	acastellanii_g7729.t1, acastellanii_g7318.t1	vverm_g7595.t1
OG0002182	bc2002_braker	acastellanii_g7729.t1, acastellanii_g7318.t1	bc2002_g5656.t2, bc2002_g5656.t1
OG0002182	bc2001_braker	acastellanii_g7729.t1, acastellanii_g7318.t1	bc2001_g18993.t1, bc2001_g18993.t2
OG0002183	dicty_braker	acastellanii_g7735.t1	dicty_g2011.t1
OG0002183	vvermcdc19_braker	acastellanii_g7735.t1	vverm_g2900.t2, vverm_g2900.t1
OG0002183	bc2002_braker	acastellanii_g7735.t1	bc2002_g1625.t2, bc2002_g1625.t1
OG0002183	bc2001_braker	acastellanii_g7735.t1	bc2001_g510.t1
OG0002184	dicty_braker	acastellanii_g7698.t1, acastellanii_g7698.t2	dicty_g746.t1
OG0002184	vvermcdc19_braker	acastellanii_g7698.t1, acastellanii_g7698.t2	vverm_g12260.t1
OG0002184	bc2001_braker	acastellanii_g7698.t1, acastellanii_g7698.t2	bc2001_g8506.t1
OG0002184	bc2002_braker	acastellanii_g7698.t1, acastellanii_g7698.t2	bc2002_g9476.t2, bc2002_g9476.t1
OG0002185	bc2002_braker	acastellanii_g1668.t1, acastellanii_g7647.t1, acastellanii_g1665.t1	bc2002_g10881.t2, bc2002_g10881.t1
OG0002185	bc2001_braker	acastellanii_g1668.t1, acastellanii_g7647.t1, acastellanii_g1665.t1	bc2001_g13972.t1
OG0002185	vvermcdc19_braker	acastellanii_g1668.t1, acastellanii_g7647.t1, acastellanii_g1665.t1	vverm_g12191.t1
OG0002186	dicty_braker	acastellanii_g7659.t1	dicty_g11288.t1
OG0002186	bc2001_braker	acastellanii_g7659.t1	bc2001_g4061.t1
OG0002186	bc2002_braker	acastellanii_g7659.t1	bc2002_g6573.t1
OG0002186	vvermcdc19_braker	acastellanii_g7659.t1	vverm_g16798.t3, vverm_g16798.t1, vverm_g16798.t2
OG0002187	dicty_braker	acastellanii_g7621.t1	dicty_g5335.t1
OG0002187	bc2002_braker	acastellanii_g7621.t1	bc2002_g9832.t2, bc2002_g9832.t1
OG0002187	bc2001_braker	acastellanii_g7621.t1	bc2001_g9567.t2, bc2001_g9567.t1
OG0002187	vvermcdc19_braker	acastellanii_g7621.t1	vverm_g3152.t1
OG0002188	dicty_braker	acastellanii_g7632.t1	dicty_g3713.t1
OG0002188	vvermcdc19_braker	acastellanii_g7632.t1	vverm_g10480.t2, vverm_g10480.t1
OG0002188	bc2002_braker	acastellanii_g7632.t1	bc2002_g12479.t1
OG0002188	bc2001_braker	acastellanii_g7632.t1	bc2001_g11601.t1, bc2001_g11601.t2
OG0002189	dicty_braker	acastellanii_g5185.t1, acastellanii_g7595.t1	dicty_g9578.t2, dicty_g9578.t1
OG0002189	bc2002_braker	acastellanii_g5185.t1, acastellanii_g7595.t1	bc2002_g16044.t1
OG0002189	bc2001_braker	acastellanii_g5185.t1, acastellanii_g7595.t1	bc2001_g18348.t1
OG0002189	vvermcdc19_braker	acastellanii_g5185.t1, acastellanii_g7595.t1	vverm_g14442.t1
OG0002190	dicty_braker	acastellanii_g7558.t2, acastellanii_g314.t1, acastellanii_g7558.t1	dicty_g8074.t1
OG0002190	bc2001_braker	acastellanii_g7558.t2, acastellanii_g314.t1, acastellanii_g7558.t1	bc2001_g11885.t1
OG0002190	bc2002_braker	acastellanii_g7558.t2, acastellanii_g314.t1, acastellanii_g7558.t1	bc2002_g13177.t1
OG0002190	vvermcdc19_braker	acastellanii_g7558.t2, acastellanii_g314.t1, acastellanii_g7558.t1	vverm_g11529.t1
OG0002191	dicty_braker	acastellanii_g7438.t1	dicty_g7829.t1
OG0002191	bc2002_braker	acastellanii_g7438.t1	bc2002_g9544.t2, bc2002_g9544.t1
OG0002191	bc2001_braker	acastellanii_g7438.t1	bc2001_g2220.t2, bc2001_g2220.t1
OG0002191	vvermcdc19_braker	acastellanii_g7438.t1	vverm_g12290.t1
OG0002192	dicty_braker	acastellanii_g7443.t1	dicty_g7630.t1
OG0002192	vvermcdc19_braker	acastellanii_g7443.t1	vverm_g1890.t1
OG0002192	bc2002_braker	acastellanii_g7443.t1	bc2002_g6704.t1, bc2002_g6704.t2
OG0002192	bc2001_braker	acastellanii_g7443.t1	bc2001_g19093.t2, bc2001_g19093.t1
OG0002193	vvermcdc19_braker	acastellanii_g2032.t1, acastellanii_g6776.t1, acastellanii_g7458.t1	vverm_g14316.t1, vverm_g14316.t2
OG0002193	bc2001_braker	acastellanii_g2032.t1, acastellanii_g6776.t1, acastellanii_g7458.t1	bc2001_g6827.t1, bc2001_g6826.t1
OG0002194	bc2002_braker	acastellanii_g1599.t1, acastellanii_g1484.t1, acastellanii_g176.t1, acastellanii_g7467.t1	bc2002_g10874.t1
OG0002194	bc2001_braker	acastellanii_g1599.t1, acastellanii_g1484.t1, acastellanii_g176.t1, acastellanii_g7467.t1	bc2001_g4915.t1
OG0002194	vvermcdc19_braker	acastellanii_g1599.t1, acastellanii_g1484.t1, acastellanii_g176.t1, acastellanii_g7467.t1	vverm_g4433.t1
OG0002195	dicty_braker	acastellanii_g7468.t3, acastellanii_g7468.t2, acastellanii_g7468.t1	dicty_g7767.t1
OG0002195	dicty_braker	acastellanii_g4135.t1, acastellanii_g222.t1	dicty_g9390.t1
OG0002196	bc2002_braker	acastellanii_g7486.t1	bc2002_g20102.t1
OG0002196	bc2001_braker	acastellanii_g7486.t1	bc2001_g5543.t2, bc2001_g5543.t1, bc2001_g5543.t3
OG0002196	vvermcdc19_braker	acastellanii_g7486.t1	vverm_g4480.t1, vverm_g5302.t1
OG0002197	dicty_braker	acastellanii_g7329.t1, acastellanii_g6869.t2, acastellanii_g6869.t1	dicty_g547.t1
OG0002197	bc2001_braker	acastellanii_g7329.t1, acastellanii_g6869.t2, acastellanii_g6869.t1	bc2001_g12563.t1
OG0002197	bc2002_braker	acastellanii_g7329.t1, acastellanii_g6869.t2, acastellanii_g6869.t1	bc2002_g10058.t1
OG0002197	vvermcdc19_braker	acastellanii_g7329.t1, acastellanii_g6869.t2, acastellanii_g6869.t1	vverm_g11986.t1
OG0002198	dicty_braker	acastellanii_g2313.t1, acastellanii_g7364.t1	dicty_g401.t1, dicty_g5752.t1
OG0002198	bc2002_braker	acastellanii_g2313.t1, acastellanii_g7364.t1	bc2002_g2992.t1
OG0002198	bc2001_braker	acastellanii_g2313.t1, acastellanii_g7364.t1	bc2001_g12797.t1
OG0002198	vvermcdc19_braker	acastellanii_g2313.t1, acastellanii_g7364.t1	vverm_g13857.t1
OG0002199	bc2002_braker	acastellanii_g7256.t1	bc2002_g17534.t1
OG0002199	bc2001_braker	acastellanii_g7256.t1	bc2001_g16671.t1
OG0002199	vvermcdc19_braker	acastellanii_g7256.t1	vverm_g13923.t1, vverm_g12058.t1, vverm_g8563.t1, vverm_g8563.t2
OG0002200	dicty_braker	acastellanii_g7051.t1	dicty_g6082.t1
OG0002200	vvermcdc19_braker	acastellanii_g7051.t1	vverm_g5857.t1
OG0002200	bc2002_braker	acastellanii_g7051.t1	bc2002_g3214.t1, bc2002_g3215.t1
OG0002200	bc2001_braker	acastellanii_g7051.t1	bc2001_g16827.t1, bc2001_g16827.t2
OG0002201	dicty_braker	acastellanii_g7079.t1	dicty_g5436.t1
OG0002201	vvermcdc19_braker	acastellanii_g7079.t1	vverm_g16176.t1
OG0002201	bc2001_braker	acastellanii_g7079.t1	bc2001_g16264.t2, bc2001_g16264.t1
OG0002201	bc2002_braker	acastellanii_g7079.t1	bc2002_g8534.t2, bc2002_g8534.t1
OG0002202	dicty_braker	acastellanii_g7083.t1	dicty_g10359.t2, dicty_g10359.t1
OG0002202	bc2001_braker	acastellanii_g7083.t1	bc2001_g15395.t1
OG0002202	bc2002_braker	acastellanii_g7083.t1	bc2002_g7038.t1
OG0002202	vvermcdc19_braker	acastellanii_g7083.t1	vverm_g8334.t2, vverm_g8334.t1
OG0002203	dicty_braker	acastellanii_g7119.t1, acastellanii_g7119.t2	dicty_g2835.t1, dicty_g2642.t1
OG0002203	vvermcdc19_braker	acastellanii_g7119.t1, acastellanii_g7119.t2	vverm_g11958.t1
OG0002203	bc2001_braker	acastellanii_g7119.t1, acastellanii_g7119.t2	bc2001_g6420.t1
OG0002203	bc2002_braker	acastellanii_g7119.t1, acastellanii_g7119.t2	bc2002_g10569.t1
OG0002204	dicty_braker	acastellanii_g5256.t1	dicty_g6831.t1
OG0002204	dicty_braker	acastellanii_g7148.t1	dicty_g11106.t1
OG0002204	bc2001_braker	acastellanii_g7148.t1	bc2001_g14120.t1
OG0002204	bc2002_braker	acastellanii_g7148.t1	bc2002_g11027.t1
OG0002204	vvermcdc19_braker	acastellanii_g7148.t1	vverm_g13100.t1
OG0002205	dicty_braker	acastellanii_g7155.t1, acastellanii_g7155.t2	dicty_g6341.t1
OG0002205	vvermcdc19_braker	acastellanii_g7155.t1, acastellanii_g7155.t2	vverm_g14080.t1, vverm_g5860.t1
OG0002205	bc2002_braker	acastellanii_g7155.t1, acastellanii_g7155.t2	bc2002_g17812.t1
OG0002205	bc2001_braker	acastellanii_g7155.t1, acastellanii_g7155.t2	bc2001_g15551.t1
OG0002206	dicty_braker	acastellanii_g4940.t1, acastellanii_g7163.t1	dicty_g8490.t1
OG0002206	vvermcdc19_braker	acastellanii_g4940.t1, acastellanii_g7163.t1	vverm_g7598.t1, vverm_g7598.t2
OG0002206	bc2002_braker	acastellanii_g4940.t1, acastellanii_g7163.t1	bc2002_g5512.t1
OG0002206	bc2001_braker	acastellanii_g4940.t1, acastellanii_g7163.t1	bc2001_g4719.t1
OG0002207	dicty_braker	acastellanii_g2075.t1, acastellanii_g375.t1, acastellanii_g6971.t1	dicty_g4984.t1
OG0002207	bc2001_braker	acastellanii_g2075.t1, acastellanii_g375.t1, acastellanii_g6971.t1	bc2001_g11569.t1
OG0002207	bc2002_braker	acastellanii_g2075.t1, acastellanii_g375.t1, acastellanii_g6971.t1	bc2002_g12513.t1
OG0002207	vvermcdc19_braker	acastellanii_g2075.t1, acastellanii_g375.t1, acastellanii_g6971.t1	vverm_g15043.t2
OG0002208	vvermcdc19_braker	acastellanii_g6976.t1, acastellanii_g369.t1	vverm_g6380.t2, vverm_g6380.t1
OG0002208	bc2002_braker	acastellanii_g6976.t1, acastellanii_g369.t1	bc2002_g11104.t1
OG0002208	bc2001_braker	acastellanii_g6976.t1, acastellanii_g369.t1	bc2001_g1010.t2, bc2001_g1010.t1
OG0002209	dicty_braker	acastellanii_g6793.t1	dicty_g6774.t1, dicty_g6774.t2
OG0002209	bc2001_braker	acastellanii_g6793.t1	bc2001_g13224.t1, bc2001_g13224.t2
OG0002209	bc2002_braker	acastellanii_g6793.t1	bc2002_g13372.t1
OG0002209	vvermcdc19_braker	acastellanii_g6793.t1	vverm_g15332.t1
OG0002210	vvermcdc19_braker	acastellanii_g6804.t2, acastellanii_g6804.t1	vverm_g5720.t1
OG0002210	bc2001_braker	acastellanii_g6804.t2, acastellanii_g6804.t1	bc2001_g6159.t2, bc2001_g6159.t1
OG0002210	bc2002_braker	acastellanii_g6804.t2, acastellanii_g6804.t1	bc2002_g12902.t2, bc2002_g12902.t1
OG0002211	dicty_braker	acastellanii_g6817.t1, acastellanii_g6815.t1	dicty_g4709.t1, dicty_g4709.t2
OG0002211	vvermcdc19_braker	acastellanii_g6817.t1, acastellanii_g6815.t1	vverm_g15270.t1
OG0002211	bc2002_braker	acastellanii_g6817.t1, acastellanii_g6815.t1	bc2002_g3705.t1
OG0002211	bc2001_braker	acastellanii_g6817.t1, acastellanii_g6815.t1	bc2001_g16026.t1
OG0002212	dicty_braker	acastellanii_g6830.t1, acastellanii_g6830.t2	dicty_g4807.t1
OG0002212	vvermcdc19_braker	acastellanii_g6830.t1, acastellanii_g6830.t2	vverm_g16835.t1, vverm_g16835.t2
OG0002212	bc2002_braker	acastellanii_g6830.t1, acastellanii_g6830.t2	bc2002_g9715.t1
OG0002212	bc2001_braker	acastellanii_g6830.t1, acastellanii_g6830.t2	bc2001_g14671.t1
OG0002213	dicty_braker	acastellanii_g5876.t1, acastellanii_g6836.t1	dicty_g5779.t1
OG0002213	vvermcdc19_braker	acastellanii_g5876.t1, acastellanii_g6836.t1	vverm_g16534.t1
OG0002213	bc2001_braker	acastellanii_g5876.t1, acastellanii_g6836.t1	bc2001_g8914.t1
OG0002213	bc2002_braker	acastellanii_g5876.t1, acastellanii_g6836.t1	bc2002_g9034.t1, bc2002_g9034.t2
OG0002214	bc2001_braker	acastellanii_g6838.t1	bc2001_g13756.t2, bc2001_g13756.t1
OG0002214	bc2002_braker	acastellanii_g6838.t1	bc2002_g14491.t2, bc2002_g14491.t1
OG0002214	vvermcdc19_braker	acastellanii_g6838.t1	vverm_g7164.t1, vverm_g371.t1
OG0002215	dicty_braker	acastellanii_g6866.t1	dicty_g531.t1
OG0002215	vvermcdc19_braker	acastellanii_g6866.t1	vverm_g13287.t1, vverm_g16779.t1
OG0002215	bc2002_braker	acastellanii_g6866.t1	bc2002_g19296.t1
OG0002215	bc2001_braker	acastellanii_g6866.t1	bc2001_g7825.t2, bc2001_g7825.t1
OG0002216	dicty_braker	acastellanii_g6879.t1	dicty_g440.t1
