Orthogroup	Species	dicty_braker	Orthologs
OG0002862	acastellanii_braker	dicty_g5559.t1	acastellanii_g12033.t1
OG0002863	vvermcdc19_braker	dicty_g2255.t1	vverm_g14792.t1
OG0002863	bc2001_braker	dicty_g2255.t1	bc2001_g5942.t1
OG0002863	bc2002_braker	dicty_g2255.t1	bc2002_g1114.t1
OG0002863	acastellanii_braker	dicty_g2255.t1	acastellanii_g12034.t1, acastellanii_g12034.t2
OG0002864	bc2002_braker	dicty_g1533.t1	bc2002_g9798.t1
OG0002864	bc2001_braker	dicty_g1533.t1	bc2001_g9531.t1
OG0002864	vvermcdc19_braker	dicty_g1533.t1	vverm_g3158.t1, vverm_g3158.t2
OG0002864	acastellanii_braker	dicty_g1533.t1	acastellanii_g12065.t1
OG0002867	acastellanii_braker	dicty_g96.t1	acastellanii_g12084.t1
OG0002867	bc2001_braker	dicty_g96.t1	bc2001_g7073.t1
OG0002867	bc2002_braker	dicty_g96.t1	bc2002_g4787.t1
OG0002867	vvermcdc19_braker	dicty_g96.t1	vverm_g1087.t1, vverm_g3382.t1
OG0002868	acastellanii_braker	dicty_g10446.t1	acastellanii_g12086.t1
OG0002868	bc2002_braker	dicty_g10446.t1	bc2002_g9667.t1
OG0002868	bc2001_braker	dicty_g10446.t1	bc2001_g14716.t1
OG0002868	vvermcdc19_braker	dicty_g10446.t1	vverm_g10018.t2, vverm_g10018.t1
OG0002870	acastellanii_braker	dicty_g7662.t1	acastellanii_g12091.t2, acastellanii_g12091.t1
OG0002870	vvermcdc19_braker	dicty_g7662.t1	vverm_g3239.t1
OG0002870	bc2001_braker	dicty_g7662.t1	bc2001_g14807.t1
OG0002870	bc2002_braker	dicty_g7662.t1	bc2002_g4397.t1
OG0002874	acastellanii_braker	dicty_g3532.t1	acastellanii_g12145.t1
OG0002874	vvermcdc19_braker	dicty_g3532.t1	vverm_g14823.t1
OG0002874	bc2002_braker	dicty_g3532.t1	bc2002_g6951.t1
OG0002874	bc2001_braker	dicty_g3532.t1	bc2001_g5415.t2, bc2001_g5415.t1
OG0002875	bc2002_braker	dicty_g9736.t1	bc2002_g6954.t1
OG0002875	bc2001_braker	dicty_g9736.t1	bc2001_g5418.t2, bc2001_g5418.t1
OG0002875	acastellanii_braker	dicty_g9736.t1	acastellanii_g12172.t1
OG0002875	vvermcdc19_braker	dicty_g9736.t1	vverm_g14824.t1
OG0002876	bc2001_braker	dicty_g1150.t1	bc2001_g5995.t1
OG0002876	bc2002_braker	dicty_g1150.t1	bc2002_g14235.t1
OG0002876	vvermcdc19_braker	dicty_g1150.t1	vverm_g15019.t1
OG0002876	acastellanii_braker	dicty_g1150.t1	acastellanii_g12176.t2, acastellanii_g12176.t1
OG0002877	acastellanii_braker	dicty_g7181.t1	acastellanii_g12179.t1
OG0002877	bc2001_braker	dicty_g7181.t1	bc2001_g10946.t1
OG0002877	bc2002_braker	dicty_g7181.t1	bc2002_g5326.t1
OG0002877	vvermcdc19_braker	dicty_g7181.t1	vverm_g11828.t1, vverm_g11828.t2
OG0002878	vvermcdc19_braker	dicty_g6845.t1	vverm_g2260.t1
OG0002878	bc2002_braker	dicty_g6845.t1	bc2002_g7093.t1, bc2002_g7093.t2
OG0002878	bc2001_braker	dicty_g6845.t1	bc2001_g15345.t1
OG0002878	acastellanii_braker	dicty_g6845.t1	acastellanii_g12208.t1
OG0002879	vvermcdc19_braker	dicty_g794.t1	vverm_g12959.t1
OG0002879	bc2002_braker	dicty_g794.t1	bc2002_g4878.t1
OG0002879	bc2001_braker	dicty_g794.t1	bc2001_g7165.t1
OG0002879	acastellanii_braker	dicty_g794.t1	acastellanii_g12211.t1, acastellanii_g12211.t2
OG0002880	acastellanii_braker	dicty_g1730.t1	acastellanii_g12213.t1
OG0002880	vvermcdc19_braker	dicty_g1730.t1	vverm_g9951.t1
OG0002880	bc2002_braker	dicty_g1730.t1	bc2002_g3467.t1
OG0002880	bc2001_braker	dicty_g1730.t1	bc2001_g5168.t1, bc2001_g5168.t2
OG0002882	acastellanii_braker	dicty_g6244.t1	acastellanii_g12233.t1
OG0002882	vvermcdc19_braker	dicty_g6244.t1	vverm_g6015.t1
OG0002882	bc2002_braker	dicty_g6244.t1	bc2002_g858.t1
OG0002882	bc2001_braker	dicty_g6244.t1	bc2001_g17994.t1, bc2001_g17994.t2
OG0002883	acastellanii_braker	dicty_g7264.t1	acastellanii_g12234.t1
OG0002883	vvermcdc19_braker	dicty_g7264.t1	vverm_g3289.t1
OG0002883	bc2001_braker	dicty_g7264.t1	bc2001_g17142.t1
OG0002883	bc2002_braker	dicty_g7264.t1	bc2002_g7765.t1, bc2002_g7765.t2
OG0002884	bc2002_braker	dicty_g7713.t1	bc2002_g6910.t1
OG0002884	bc2001_braker	dicty_g7713.t1	bc2001_g5373.t1
OG0002884	vvermcdc19_braker	dicty_g7713.t1	vverm_g14904.t1
OG0002884	acastellanii_braker	dicty_g7713.t1	acastellanii_g12252.t2, acastellanii_g12252.t1
OG0002885	acastellanii_braker	dicty_g2195.t1	acastellanii_g12257.t1
OG0002885	bc2002_braker	dicty_g2195.t1	bc2002_g7733.t1
OG0002885	bc2001_braker	dicty_g2195.t1	bc2001_g17108.t1
OG0002885	vvermcdc19_braker	dicty_g2195.t1	vverm_g4217.t1, vverm_g4217.t2
OG0002886	acastellanii_braker	dicty_g1289.t1	acastellanii_g12258.t2, acastellanii_g12258.t1
OG0002886	vvermcdc19_braker	dicty_g1289.t1	vverm_g3951.t1
OG0002886	bc2001_braker	dicty_g1289.t1	bc2001_g15265.t1
OG0002886	bc2002_braker	dicty_g1289.t1	bc2002_g8394.t1
OG0002887	vvermcdc19_braker	dicty_g3886.t1	vverm_g8869.t1
OG0002887	acastellanii_braker	dicty_g3886.t1	acastellanii_g12264.t2, acastellanii_g12264.t1
OG0002887	bc2002_braker	dicty_g3886.t1	bc2002_g6675.t1
OG0002887	bc2001_braker	dicty_g3886.t1	bc2001_g19123.t1
OG0002888	vvermcdc19_braker	dicty_g10255.t1	vverm_g9549.t1
OG0002888	bc2002_braker	dicty_g10255.t1	bc2002_g18984.t1
OG0002888	bc2001_braker	dicty_g10255.t1	bc2001_g15108.t1
OG0002888	acastellanii_braker	dicty_g10255.t1	acastellanii_g11127.t1, acastellanii_g12266.t1
OG0002889	acastellanii_braker	dicty_g8749.t1	acastellanii_g12273.t1, acastellanii_g12273.t2
OG0002889	bc2002_braker	dicty_g8749.t1	bc2002_g12845.t1
OG0002889	bc2001_braker	dicty_g8749.t1	bc2001_g6101.t1
OG0002889	vvermcdc19_braker	dicty_g8749.t1	vverm_g888.t1
OG0002890	acastellanii_braker	dicty_g5219.t1	acastellanii_g12277.t1
OG0002890	vvermcdc19_braker	dicty_g5219.t1	vverm_g14832.t3
OG0002890	bc2002_braker	dicty_g5219.t1	bc2002_g18223.t1
OG0002890	bc2001_braker	dicty_g5219.t1	bc2001_g9619.t1, bc2001_g9619.t2
OG0002891	acastellanii_braker	dicty_g9200.t1	acastellanii_g12285.t1
OG0002891	vvermcdc19_braker	dicty_g9200.t1	vverm_g14809.t1
OG0002891	bc2002_braker	dicty_g9200.t1	bc2002_g989.t1
OG0002891	bc2001_braker	dicty_g9200.t1	bc2001_g5816.t1, bc2001_g5816.t2
OG0002893	acastellanii_braker	dicty_g9008.t1	acastellanii_g11803.t1, acastellanii_g11803.t2
OG0002893	vvermcdc19_braker	dicty_g9008.t1	vverm_g8364.t1
OG0002893	bc2001_braker	dicty_g9008.t1	bc2001_g7354.t1
OG0002893	bc2002_braker	dicty_g9008.t1	bc2002_g4645.t1
OG0002897	acastellanii_braker	dicty_g5369.t1	acastellanii_g4261.t1, acastellanii_g11790.t1
OG0002897	vvermcdc19_braker	dicty_g5369.t1	vverm_g3297.t1
OG0002897	bc2002_braker	dicty_g5369.t1	bc2002_g7755.t1
OG0002897	bc2001_braker	dicty_g5369.t1	bc2001_g17130.t1
OG0002899	vvermcdc19_braker	dicty_g7861.t1, dicty_g7795.t1	vverm_g13521.t1
OG0002899	acastellanii_braker	dicty_g7861.t1, dicty_g7795.t1	acastellanii_g11001.t1, acastellanii_g5640.t1, acastellanii_g11773.t1
OG0002904	acastellanii_braker	dicty_g474.t1	acastellanii_g11646.t1
OG0002904	vvermcdc19_braker	dicty_g474.t1	vverm_g11031.t1
OG0002904	bc2002_braker	dicty_g474.t1	bc2002_g7312.t1
OG0002904	bc2001_braker	dicty_g474.t1	bc2001_g1874.t2, bc2001_g1874.t1
OG0002905	acastellanii_braker	dicty_g10480.t1	acastellanii_g11648.t1
OG0002905	vvermcdc19_braker	dicty_g10480.t1	vverm_g14922.t1
OG0002905	bc2002_braker	dicty_g10480.t1	bc2002_g6872.t1
OG0002905	bc2001_braker	dicty_g10480.t1	bc2001_g5338.t1, bc2001_g5338.t2
OG0002906	bc2001_braker	dicty_g1510.t1, dicty_g8908.t1	bc2001_g12176.t1
OG0002906	bc2002_braker	dicty_g1510.t1, dicty_g8908.t1	bc2002_g12189.t1
OG0002906	vvermcdc19_braker	dicty_g1510.t1, dicty_g8908.t1	vverm_g10065.t1
OG0002906	acastellanii_braker	dicty_g1510.t1, dicty_g8908.t1	acastellanii_g11651.t1
OG0002907	acastellanii_braker	dicty_g4916.t1	acastellanii_g11654.t1
OG0002907	vvermcdc19_braker	dicty_g4916.t1	vverm_g3282.t1
OG0002907	bc2002_braker	dicty_g4916.t1	bc2002_g18398.t1
OG0002907	bc2001_braker	dicty_g4916.t1	bc2001_g9206.t2, bc2001_g9206.t1
OG0002908	vvermcdc19_braker	dicty_g9651.t1, dicty_g9651.t2	vverm_g12443.t1
OG0002908	bc2002_braker	dicty_g9651.t1, dicty_g9651.t2	bc2002_g5124.t1
OG0002908	bc2001_braker	dicty_g9651.t1, dicty_g9651.t2	bc2001_g12364.t1
OG0002908	acastellanii_braker	dicty_g9651.t1, dicty_g9651.t2	acastellanii_g11655.t3
OG0002909	acastellanii_braker	dicty_g4395.t1	acastellanii_g11659.t1, acastellanii_g11659.t2
OG0002909	bc2001_braker	dicty_g4395.t1	bc2001_g15588.t1
OG0002909	bc2002_braker	dicty_g4395.t1	bc2002_g17845.t1
OG0002909	vvermcdc19_braker	dicty_g4395.t1	vverm_g12369.t1
OG0002910	vvermcdc19_braker	dicty_g1787.t1, dicty_g1787.t2	vverm_g15536.t1
OG0002910	bc2002_braker	dicty_g1787.t1, dicty_g1787.t2	bc2002_g6641.t1
OG0002910	bc2001_braker	dicty_g1787.t1, dicty_g1787.t2	bc2001_g19155.t1
OG0002910	acastellanii_braker	dicty_g1787.t1, dicty_g1787.t2	acastellanii_g11663.t1
OG0002911	acastellanii_braker	dicty_g3308.t1	acastellanii_g11693.t1
OG0002911	vvermcdc19_braker	dicty_g3308.t1	vverm_g4099.t1
OG0002911	bc2001_braker	dicty_g3308.t1	bc2001_g3662.t1
OG0002911	bc2002_braker	dicty_g3308.t1	bc2002_g6105.t1, bc2002_g6105.t2
OG0002912	bc2002_braker	dicty_g3196.t1	bc2002_g10100.t1
OG0002912	bc2001_braker	dicty_g3196.t1	bc2001_g12526.t1
OG0002912	vvermcdc19_braker	dicty_g3196.t1	vverm_g1277.t1
OG0002912	acastellanii_braker	dicty_g3196.t1	acastellanii_g11698.t1, acastellanii_g11698.t2
OG0002913	acastellanii_braker	dicty_g6230.t1	acastellanii_g11709.t1, acastellanii_g11709.t2
OG0002913	vvermcdc19_braker	dicty_g6230.t1	vverm_g5273.t1
OG0002913	bc2002_braker	dicty_g6230.t1	bc2002_g4184.t1, bc2002_g4184.t2
OG0002914	acastellanii_braker	dicty_g2040.t1	acastellanii_g11718.t1
OG0002914	bc2002_braker	dicty_g2040.t1	bc2002_g19319.t1
OG0002914	bc2001_braker	dicty_g2040.t1	bc2001_g7801.t1
OG0002914	vvermcdc19_braker	dicty_g2040.t1	vverm_g7728.t2, vverm_g7728.t1
OG0002915	acastellanii_braker	dicty_g10801.t1	acastellanii_g11588.t2
OG0002915	bc2001_braker	dicty_g10801.t1	bc2001_g14058.t1
OG0002915	bc2002_braker	dicty_g10801.t1	bc2002_g10967.t1
OG0002915	vvermcdc19_braker	dicty_g10801.t1	vverm_g12687.t1, vverm_g12687.t2
OG0002918	vvermcdc19_braker	dicty_g11090.t1	vverm_g11821.t1
OG0002918	bc2002_braker	dicty_g11090.t1	bc2002_g5302.t1
OG0002918	bc2001_braker	dicty_g11090.t1	bc2001_g10973.t1
OG0002918	acastellanii_braker	dicty_g11090.t1	acastellanii_g11496.t1, acastellanii_g11498.t1
OG0002919	acastellanii_braker	dicty_g1746.t1	acastellanii_g11499.t1
OG0002919	bc2001_braker	dicty_g1746.t1	bc2001_g17476.t1
OG0002919	bc2002_braker	dicty_g1746.t1	bc2002_g15470.t1
OG0002919	vvermcdc19_braker	dicty_g1746.t1	vverm_g13730.t2, vverm_g13730.t1
OG0002920	acastellanii_braker	dicty_g3853.t1	acastellanii_g11512.t1
OG0002920	vvermcdc19_braker	dicty_g3853.t1	vverm_g4414.t1
OG0002920	bc2001_braker	dicty_g3853.t1	bc2001_g6040.t1, bc2001_g6040.t3, bc2001_g6040.t2
OG0002921	acastellanii_braker	dicty_g1604.t1	acastellanii_g11519.t2, acastellanii_g11519.t1
OG0002921	vvermcdc19_braker	dicty_g1604.t1	vverm_g10086.t1
OG0002921	bc2001_braker	dicty_g1604.t1	bc2001_g12118.t1
OG0002921	bc2002_braker	dicty_g1604.t1	bc2002_g12246.t1
OG0002922	bc2001_braker	dicty_g8546.t1	bc2001_g8638.t1
OG0002922	bc2002_braker	dicty_g8546.t1	bc2002_g17200.t1
OG0002922	vvermcdc19_braker	dicty_g8546.t1	vverm_g12106.t1
OG0002922	acastellanii_braker	dicty_g8546.t1	acastellanii_g11525.t1, acastellanii_g11525.t2
OG0002923	acastellanii_braker	dicty_g10961.t1	acastellanii_g11528.t1
OG0002923	vvermcdc19_braker	dicty_g10961.t1	vverm_g6529.t1
OG0002923	bc2002_braker	dicty_g10961.t1	bc2002_g16722.t1
OG0002923	bc2001_braker	dicty_g10961.t1	bc2001_g10311.t1, bc2001_g10311.t2
OG0002924	acastellanii_braker	dicty_g5860.t2, dicty_g5860.t1	acastellanii_g11566.t1
OG0002924	vvermcdc19_braker	dicty_g5860.t2, dicty_g5860.t1	vverm_g3896.t1
OG0002924	bc2002_braker	dicty_g5860.t2, dicty_g5860.t1	bc2002_g17100.t1
OG0002924	bc2001_braker	dicty_g5860.t2, dicty_g5860.t1	bc2001_g8551.t1
OG0002925	vvermcdc19_braker	dicty_g4081.t1	vverm_g233.t1, vverm_g233.t2, vverm_g8124.t1
OG0002925	acastellanii_braker	dicty_g4081.t1	acastellanii_g3256.t1, acastellanii_g11570.t1
OG0002926	bc2001_braker	dicty_g8159.t1	bc2001_g7992.t2, bc2001_g7992.t1
OG0002926	bc2002_braker	dicty_g8159.t1	bc2002_g15579.t1
OG0002926	vvermcdc19_braker	dicty_g8159.t1	vverm_g13691.t1
OG0002926	acastellanii_braker	dicty_g8159.t1	acastellanii_g11578.t1
OG0002927	vvermcdc19_braker	dicty_g6608.t1	vverm_g321.t1
OG0002927	bc2002_braker	dicty_g6608.t1	bc2002_g14599.t1
OG0002927	bc2001_braker	dicty_g6608.t1	bc2001_g13856.t1, bc2001_g13856.t2
OG0002927	acastellanii_braker	dicty_g6608.t1	acastellanii_g11401.t1
OG0002928	acastellanii_braker	dicty_g9175.t1	acastellanii_g11413.t1
OG0002928	vvermcdc19_braker	dicty_g9175.t1	vverm_g16227.t1
OG0002928	bc2002_braker	dicty_g9175.t1	bc2002_g3865.t1
OG0002928	bc2001_braker	dicty_g9175.t1	bc2001_g18947.t1, bc2001_g9000.t1
OG0002929	acastellanii_braker	dicty_g10992.t1	acastellanii_g11436.t1
OG0002929	bc2002_braker	dicty_g10992.t1	bc2002_g2026.t1
OG0002929	bc2001_braker	dicty_g10992.t1	bc2001_g19571.t1
OG0002929	vvermcdc19_braker	dicty_g10992.t1	vverm_g4113.t1, vverm_g10605.t1
OG0002931	acastellanii_braker	dicty_g4071.t1	acastellanii_g11447.t1
OG0002931	bc2002_braker	dicty_g4071.t1	bc2002_g10760.t1
OG0002931	bc2001_braker	dicty_g4071.t1	bc2001_g5695.t2, bc2001_g5695.t1
OG0002931	vvermcdc19_braker	dicty_g4071.t1	vverm_g5483.t1
OG0002932	acastellanii_braker	dicty_g4856.t1	acastellanii_g11462.t1
OG0002932	vvermcdc19_braker	dicty_g4856.t1	vverm_g8271.t1, vverm_g8271.t2
OG0002932	bc2002_braker	dicty_g4856.t1	bc2002_g956.t1
OG0002932	bc2001_braker	dicty_g4856.t1	bc2001_g5781.t1
OG0002933	vvermcdc19_braker	dicty_g3592.t1	vverm_g6919.t2, vverm_g6919.t1
OG0002933	acastellanii_braker	dicty_g3592.t1	acastellanii_g11468.t1
OG0002933	bc2002_braker	dicty_g3592.t1	bc2002_g8858.t1
OG0002933	bc2001_braker	dicty_g3592.t1	bc2001_g34.t1
OG0002934	acastellanii_braker	dicty_g11042.t1	acastellanii_g11475.t1
OG0002934	bc2001_braker	dicty_g11042.t1	bc2001_g8450.t1
OG0002934	bc2002_braker	dicty_g11042.t1	bc2002_g9419.t1
OG0002934	vvermcdc19_braker	dicty_g11042.t1	vverm_g2250.t1, vverm_g12227.t1
OG0002935	vvermcdc19_braker	dicty_g10777.t1	vverm_g9160.t1
OG0002935	bc2001_braker	dicty_g10777.t1	bc2001_g12882.t1
OG0002935	bc2002_braker	dicty_g10777.t1	bc2002_g2904.t2, bc2002_g2904.t1
OG0002935	acastellanii_braker	dicty_g10777.t1	acastellanii_g11478.t1
OG0002936	vvermcdc19_braker	dicty_g7672.t1, dicty_g1197.t1	vverm_g12852.t1
OG0002936	acastellanii_braker	dicty_g7672.t1, dicty_g1197.t1	acastellanii_g11479.t1, acastellanii_g719.t1, acastellanii_g8638.t1
OG0002937	acastellanii_braker	dicty_g7782.t1	acastellanii_g11484.t1
OG0002937	vvermcdc19_braker	dicty_g7782.t1	vverm_g15038.t2, vverm_g15038.t1
OG0002937	bc2001_braker	dicty_g7782.t1	bc2001_g1458.t1
OG0002937	bc2002_braker	dicty_g7782.t1	bc2002_g18637.t1
OG0002938	acastellanii_braker	dicty_g9340.t1	acastellanii_g11488.t1
OG0002938	bc2002_braker	dicty_g9340.t1	bc2002_g13389.t1
OG0002938	bc2001_braker	dicty_g9340.t1	bc2001_g13207.t2
OG0002938	vvermcdc19_braker	dicty_g9340.t1	vverm_g15317.t2, vverm_g15317.t1
OG0002940	bc2001_braker	dicty_g3132.t1	bc2001_g7571.t1
OG0002940	bc2002_braker	dicty_g3132.t1	bc2002_g14014.t1
OG0002940	vvermcdc19_braker	dicty_g3132.t1	vverm_g15518.t1
OG0002940	acastellanii_braker	dicty_g3132.t1	acastellanii_g5880.t1, acastellanii_g11492.t1
OG0002941	vvermcdc19_braker	dicty_g779.t1	vverm_g11907.t1
OG0002941	bc2002_braker	dicty_g779.t1	bc2002_g15825.t1
OG0002941	bc2001_braker	dicty_g779.t1	bc2001_g10344.t1
OG0002941	acastellanii_braker	dicty_g779.t1	acastellanii_g5881.t1, acastellanii_g11493.t1
OG0002942	acastellanii_braker	dicty_g3635.t1	acastellanii_g276.t1, acastellanii_g11386.t1
OG0002942	vvermcdc19_braker	dicty_g3635.t1	vverm_g7737.t1
OG0002942	bc2002_braker	dicty_g3635.t1	bc2002_g19301.t1
OG0002942	bc2001_braker	dicty_g3635.t1	bc2001_g7821.t1
OG0002943	acastellanii_braker	dicty_g2057.t1	acastellanii_g11331.t1
OG0002943	vvermcdc19_braker	dicty_g2057.t1	vverm_g4963.t1
OG0002943	bc2002_braker	dicty_g2057.t1	bc2002_g16529.t1
OG0002943	bc2001_braker	dicty_g2057.t1	bc2001_g545.t2, bc2001_g545.t1
OG0002944	acastellanii_braker	dicty_g8852.t1	acastellanii_g11340.t1
OG0002944	vvermcdc19_braker	dicty_g8852.t1	vverm_g14522.t1
OG0002944	bc2002_braker	dicty_g8852.t1	bc2002_g3639.t1
OG0002944	bc2001_braker	dicty_g8852.t1	bc2001_g13948.t1, bc2001_g13948.t2
OG0002946	acastellanii_braker	dicty_g3691.t1	acastellanii_g11255.t1
OG0002946	bc2001_braker	dicty_g3691.t1	bc2001_g4337.t1
OG0002946	bc2002_braker	dicty_g3691.t1	bc2002_g16645.t1
OG0002946	vvermcdc19_braker	dicty_g3691.t1	vverm_g4808.t1, vverm_g4808.t2
OG0002948	acastellanii_braker	dicty_g6651.t1	acastellanii_g11190.t1
OG0002948	vvermcdc19_braker	dicty_g6651.t1	vverm_g14673.t1, vverm_g14673.t2
OG0002948	bc2002_braker	dicty_g6651.t1	bc2002_g11296.t1
OG0002948	bc2001_braker	dicty_g6651.t1	bc2001_g826.t1
OG0002950	acastellanii_braker	dicty_g137.t2, dicty_g137.t1	acastellanii_g11232.t1
OG0002950	vvermcdc19_braker	dicty_g137.t2, dicty_g137.t1	vverm_g636.t1
OG0002950	bc2002_braker	dicty_g137.t2, dicty_g137.t1	bc2002_g17397.t1
OG0002950	bc2001_braker	dicty_g137.t2, dicty_g137.t1	bc2001_g16808.t1
OG0002952	acastellanii_braker	dicty_g623.t1, dicty_g622.t1, dicty_g8952.t1, dicty_g8952.t2, dicty_g8879.t1	acastellanii_g11153.t1
OG0002953	bc2002_braker	dicty_g9807.t1	bc2002_g783.t1
OG0002953	bc2001_braker	dicty_g9807.t1	bc2001_g10514.t1
OG0002953	vvermcdc19_braker	dicty_g9807.t1	vverm_g5113.t1
OG0002953	acastellanii_braker	dicty_g9807.t1	acastellanii_g11156.t1, acastellanii_g7428.t1
OG0002955	acastellanii_braker	dicty_g1443.t1	acastellanii_g10970.t1, acastellanii_g10967.t1
OG0002955	vvermcdc19_braker	dicty_g1443.t1	vverm_g6900.t1
OG0002955	bc2001_braker	dicty_g1443.t1	bc2001_g44.t1
OG0002955	bc2002_braker	dicty_g1443.t1	bc2002_g8845.t1
OG0002957	acastellanii_braker	dicty_g10701.t1	acastellanii_g10998.t1
OG0002957	bc2001_braker	dicty_g10701.t1	bc2001_g6939.t1
OG0002957	bc2002_braker	dicty_g10701.t1	bc2002_g18796.t1
OG0002957	vvermcdc19_braker	dicty_g10701.t1	vverm_g10797.t2, vverm_g10797.t1
OG0002959	bc2001_braker	dicty_g5998.t1	bc2001_g12112.t1
OG0002959	bc2002_braker	dicty_g5998.t1	bc2002_g12252.t1
OG0002959	vvermcdc19_braker	dicty_g5998.t1	vverm_g10089.t1, vverm_g10089.t2
OG0002959	acastellanii_braker	dicty_g5998.t1	acastellanii_g11017.t1
OG0002960	vvermcdc19_braker	dicty_g4939.t1, dicty_g4939.t2	vverm_g9132.t1
OG0002960	bc2001_braker	dicty_g4939.t1, dicty_g4939.t2	bc2001_g14711.t1
OG0002960	bc2002_braker	dicty_g4939.t1, dicty_g4939.t2	bc2002_g9673.t1
OG0002960	acastellanii_braker	dicty_g4939.t1, dicty_g4939.t2	acastellanii_g11043.t1
OG0002961	acastellanii_braker	dicty_g452.t1	acastellanii_g11047.t1
OG0002961	vvermcdc19_braker	dicty_g452.t1	vverm_g5743.t3, vverm_g5743.t1, vverm_g5743.t2, vverm_g7083.t1
OG0002962	acastellanii_braker	dicty_g8069.t1	acastellanii_g11053.t1
OG0002962	vvermcdc19_braker	dicty_g8069.t1	vverm_g12624.t1
OG0002962	bc2002_braker	dicty_g8069.t1	bc2002_g7964.t1
OG0002962	bc2001_braker	dicty_g8069.t1	bc2001_g17049.t2, bc2001_g17049.t1
OG0002965	bc2001_braker	dicty_g11469.t1	bc2001_g11288.t1
OG0002965	bc2002_braker	dicty_g11469.t1	bc2002_g6368.t1
OG0002965	vvermcdc19_braker	dicty_g11469.t1	vverm_g3385.t1
OG0002965	acastellanii_braker	dicty_g11469.t1	acastellanii_g10899.t1, acastellanii_g2572.t1
OG0002967	acastellanii_braker	dicty_g10818.t1	acastellanii_g8088.t1, acastellanii_g10911.t1
OG0002967	bc2002_braker	dicty_g10818.t1	bc2002_g16383.t1
OG0002967	bc2001_braker	dicty_g10818.t1	bc2001_g13118.t2, bc2001_g13118.t1
OG0002968	vvermcdc19_braker	dicty_g7178.t1	vverm_g6193.t1
OG0002968	acastellanii_braker	dicty_g7178.t1	acastellanii_g10801.t1, acastellanii_g5856.t1, acastellanii_g10917.t1, acastellanii_g6457.t1
OG0002970	vvermcdc19_braker	dicty_g5406.t1	vverm_g14452.t1, vverm_g14452.t2
OG0002970	bc2002_braker	dicty_g5406.t1	bc2002_g9649.t1
OG0002970	bc2001_braker	dicty_g5406.t1	bc2001_g14734.t1
OG0002970	acastellanii_braker	dicty_g5406.t1	acastellanii_g10876.t1
OG0002971	vvermcdc19_braker	dicty_g6855.t1	vverm_g7845.t1
OG0002971	bc2002_braker	dicty_g6855.t1	bc2002_g19191.t1
OG0002971	bc2001_braker	dicty_g6855.t1	bc2001_g13430.t1
OG0002971	acastellanii_braker	dicty_g6855.t1	acastellanii_g10858.t1, acastellanii_g7065.t1
OG0002972	bc2002_braker	dicty_g292.t1	bc2002_g10537.t1
OG0002972	bc2001_braker	dicty_g292.t1	bc2001_g10793.t1
OG0002972	vvermcdc19_braker	dicty_g292.t1	vverm_g13045.t1, vverm_g13045.t2
OG0002972	acastellanii_braker	dicty_g292.t1	acastellanii_g10857.t1
OG0002973	bc2001_braker	dicty_g6429.t1	bc2001_g1961.t1
OG0002973	bc2002_braker	dicty_g6429.t1	bc2002_g7403.t1
OG0002973	vvermcdc19_braker	dicty_g6429.t1	vverm_g11000.t1
OG0002973	acastellanii_braker	dicty_g6429.t1	acastellanii_g7393.t1, acastellanii_g10703.t1
OG0002974	acastellanii_braker	dicty_g1900.t1	acastellanii_g7389.t1, acastellanii_g10709.t1
OG0002974	bc2002_braker	dicty_g1900.t1	bc2002_g9553.t1
OG0002974	bc2001_braker	dicty_g1900.t1	bc2001_g2211.t1
OG0002974	vvermcdc19_braker	dicty_g1900.t1	vverm_g12307.t1
OG0002975	vvermcdc19_braker	dicty_g6254.t1	vverm_g15943.t1
OG0002975	acastellanii_braker	dicty_g6254.t1	acastellanii_g2690.t1, acastellanii_g4749.t2, acastellanii_g4749.t1, acastellanii_g10746.t1
OG0002976	acastellanii_braker	dicty_g4715.t1	acastellanii_g10753.t1
OG0002976	vvermcdc19_braker	dicty_g4715.t1	vverm_g10416.t2, vverm_g10416.t1
OG0002976	bc2002_braker	dicty_g4715.t1	bc2002_g19487.t1
OG0002976	bc2001_braker	dicty_g4715.t1	bc2001_g17342.t1
OG0002977	acastellanii_braker	dicty_g5458.t1	acastellanii_g10756.t1, acastellanii_g10756.t2
OG0002977	vvermcdc19_braker	dicty_g5458.t1	vverm_g12278.t1
OG0002977	bc2002_braker	dicty_g5458.t1	bc2002_g9480.t1
OG0002977	bc2001_braker	dicty_g5458.t1	bc2001_g8510.t1
OG0002978	acastellanii_braker	dicty_g9263.t1	acastellanii_g10761.t1
OG0002978	vvermcdc19_braker	dicty_g9263.t1	vverm_g12320.t1
OG0002978	bc2002_braker	dicty_g9263.t1	bc2002_g10564.t1
OG0002978	bc2001_braker	dicty_g9263.t1	bc2001_g6415.t2, bc2001_g6415.t1
OG0002979	vvermcdc19_braker	dicty_g7304.t1	vverm_g12299.t1
OG0002979	bc2002_braker	dicty_g7304.t1	bc2002_g9555.t1
OG0002979	bc2001_braker	dicty_g7304.t1	bc2001_g2209.t2, bc2001_g2209.t1
OG0002979	acastellanii_braker	dicty_g7304.t1	acastellanii_g10770.t1
OG0002980	acastellanii_braker	dicty_g9026.t1, dicty_g9026.t3	acastellanii_g10778.t1
OG0002980	bc2002_braker	dicty_g9026.t1, dicty_g9026.t3	bc2002_g7249.t1
