Orthogroup	Species	vvermcdc19_braker	Orthologs
OG0004406	bc2001_braker	vverm_g7755.t1, vverm_g7755.t2	bc2001_g7857.t1
OG0004406	bc2002_braker	vverm_g7755.t1, vverm_g7755.t2	bc2002_g19263.t1
OG0004407	dicty_braker	vverm_g98.t1	dicty_g9601.t1
OG0004407	acastellanii_braker	vverm_g98.t1	acastellanii_g10430.t1
OG0004407	bc2001_braker	vverm_g98.t1	bc2001_g14429.t1
OG0004407	bc2002_braker	vverm_g98.t1	bc2002_g16277.t1
OG0004408	dicty_braker	vverm_g16504.t1	dicty_g8775.t1
OG0004408	acastellanii_braker	vverm_g16504.t1	acastellanii_g3802.t1, acastellanii_g3800.t1, acastellanii_g10431.t1
OG0004409	dicty_braker	vverm_g15547.t1	dicty_g6745.t1
OG0004409	acastellanii_braker	vverm_g15547.t1	acastellanii_g10452.t3
OG0004409	bc2001_braker	vverm_g15547.t1	bc2001_g3499.t1, bc2001_g3499.t2
OG0004410	acastellanii_braker	vverm_g8305.t1	acastellanii_g10463.t1
OG0004410	bc2001_braker	vverm_g8305.t1	bc2001_g11102.t1
OG0004410	bc2002_braker	vverm_g8305.t1	bc2002_g10273.t1, bc2002_g10273.t2
OG0004412	dicty_braker	vverm_g3502.t1	dicty_g3971.t1
OG0004412	acastellanii_braker	vverm_g3502.t1	acastellanii_g10492.t1
OG0004412	bc2001_braker	vverm_g3502.t1	bc2001_g4709.t1
OG0004412	bc2002_braker	vverm_g3502.t1	bc2002_g6416.t1
OG0004413	acastellanii_braker	vverm_g12800.t1, vverm_g1341.t2	acastellanii_g10517.t1
OG0004413	bc2001_braker	vverm_g12800.t1, vverm_g1341.t2	bc2001_g4916.t1
OG0004413	bc2002_braker	vverm_g12800.t1, vverm_g1341.t2	bc2002_g10875.t1
OG0004416	dicty_braker	vverm_g9597.t1	dicty_g1644.t1
OG0004416	acastellanii_braker	vverm_g9597.t1	acastellanii_g10281.t1
OG0004416	bc2001_braker	vverm_g9597.t1	bc2001_g15171.t1
OG0004416	bc2002_braker	vverm_g9597.t1	bc2002_g18925.t1
OG0004417	dicty_braker	vverm_g3261.t1	dicty_g6946.t1
OG0004417	acastellanii_braker	vverm_g3261.t1	acastellanii_g10283.t1, acastellanii_g4529.t1
OG0004417	bc2001_braker	vverm_g3261.t1	bc2001_g17487.t1
OG0004418	dicty_braker	vverm_g12587.t1	dicty_g1538.t1
OG0004418	acastellanii_braker	vverm_g12587.t1	acastellanii_g10292.t1
OG0004418	bc2002_braker	vverm_g12587.t1	bc2002_g10763.t1
OG0004418	bc2001_braker	vverm_g12587.t1	bc2001_g5692.t1
OG0004419	acastellanii_braker	vverm_g13408.t1, vverm_g13408.t2	acastellanii_g10316.t1
OG0004419	bc2001_braker	vverm_g13408.t1, vverm_g13408.t2	bc2001_g18420.t1
OG0004419	bc2002_braker	vverm_g13408.t1, vverm_g13408.t2	bc2002_g16116.t1
OG0004420	dicty_braker	vverm_g3845.t1	dicty_g6475.t1
OG0004420	acastellanii_braker	vverm_g3845.t1	acastellanii_g10331.t1
OG0004420	bc2001_braker	vverm_g3845.t1	bc2001_g10566.t1
OG0004420	bc2002_braker	vverm_g3845.t1	bc2002_g731.t1
OG0004421	acastellanii_braker	vverm_g3274.t1	acastellanii_g5207.t1, acastellanii_g10342.t1
OG0004421	bc2002_braker	vverm_g3274.t1	bc2002_g7768.t1
OG0004421	bc2001_braker	vverm_g3274.t1	bc2001_g17145.t1
OG0004422	dicty_braker	vverm_g5577.t1	dicty_g7025.t1
OG0004422	acastellanii_braker	vverm_g5577.t1	acastellanii_g10347.t1
OG0004422	bc2002_braker	vverm_g5577.t1	bc2002_g8996.t1
OG0004422	bc2001_braker	vverm_g5577.t1	bc2001_g8951.t1
OG0004423	dicty_braker	vverm_g5772.t1	dicty_g6393.t1
OG0004423	acastellanii_braker	vverm_g5772.t1	acastellanii_g10351.t1
OG0004423	bc2001_braker	vverm_g5772.t1	bc2001_g6109.t1
OG0004423	bc2002_braker	vverm_g5772.t1	bc2002_g12852.t1
OG0004424	dicty_braker	vverm_g5940.t1	dicty_g9708.t1
OG0004424	acastellanii_braker	vverm_g5940.t1	acastellanii_g10365.t1
OG0004424	bc2002_braker	vverm_g5940.t1	bc2002_g15795.t2
OG0004424	bc2001_braker	vverm_g5940.t1	bc2001_g18043.t2
OG0004425	dicty_braker	vverm_g12546.t1	dicty_g6984.t1
OG0004425	acastellanii_braker	vverm_g12546.t1	acastellanii_g10406.t1
OG0004425	bc2002_braker	vverm_g12546.t1	bc2002_g5015.t1
OG0004425	bc2001_braker	vverm_g12546.t1	bc2001_g7284.t1
OG0004428	acastellanii_braker	vverm_g3950.t1	acastellanii_g1791.t1, acastellanii_g10024.t1
OG0004428	bc2001_braker	vverm_g3950.t1	bc2001_g15264.t1
OG0004428	bc2002_braker	vverm_g3950.t1	bc2002_g8393.t1
OG0004429	dicty_braker	vverm_g8229.t1	dicty_g10964.t1
OG0004429	acastellanii_braker	vverm_g8229.t1	acastellanii_g10028.t1
OG0004429	bc2001_braker	vverm_g8229.t1	bc2001_g2165.t1
OG0004429	bc2002_braker	vverm_g8229.t1	bc2002_g11413.t1
OG0004431	dicty_braker	vverm_g16437.t1, vverm_g2779.t1	dicty_g3382.t1
OG0004431	acastellanii_braker	vverm_g16437.t1, vverm_g2779.t1	acastellanii_g10073.t2, acastellanii_g10073.t1
OG0004432	dicty_braker	vverm_g10267.t1	dicty_g7369.t1
OG0004432	acastellanii_braker	vverm_g10267.t1	acastellanii_g10076.t1
OG0004432	bc2001_braker	vverm_g10267.t1	bc2001_g10048.t1
OG0004432	bc2002_braker	vverm_g10267.t1	bc2002_g16994.t1
OG0004433	dicty_braker	vverm_g3199.t1	dicty_g3629.t1
OG0004433	acastellanii_braker	vverm_g3199.t1	acastellanii_g10084.t1
OG0004433	bc2002_braker	vverm_g3199.t1	bc2002_g13776.t1
OG0004433	bc2001_braker	vverm_g3199.t1	bc2001_g1277.t1
OG0004434	dicty_braker	vverm_g2777.t1, vverm_g2777.t2, vverm_g5277.t1	dicty_g4481.t1
OG0004434	acastellanii_braker	vverm_g2777.t1, vverm_g2777.t2, vverm_g5277.t1	acastellanii_g10087.t1
OG0004435	acastellanii_braker	vverm_g14545.t1	acastellanii_g10088.t1
OG0004435	bc2001_braker	vverm_g14545.t1	bc2001_g2423.t1
OG0004435	bc2002_braker	vverm_g14545.t1	bc2002_g2274.t2, bc2002_g2274.t1
OG0004436	acastellanii_braker	vverm_g635.t1	acastellanii_g10089.t2, acastellanii_g10089.t1
OG0004436	bc2002_braker	vverm_g635.t1	bc2002_g17396.t1
OG0004436	bc2001_braker	vverm_g635.t1	bc2001_g16809.t1
OG0004437	dicty_braker	vverm_g14191.t1	dicty_g8190.t1
OG0004437	acastellanii_braker	vverm_g14191.t1	acastellanii_g10092.t1
OG0004437	bc2001_braker	vverm_g14191.t1	bc2001_g896.t1
OG0004437	bc2002_braker	vverm_g14191.t1	bc2002_g11226.t1
OG0004438	dicty_braker	vverm_g113.t1	dicty_g4364.t1
OG0004438	acastellanii_braker	vverm_g113.t1	acastellanii_g10103.t1
OG0004438	bc2001_braker	vverm_g113.t1	bc2001_g14399.t1
OG0004438	bc2002_braker	vverm_g113.t1	bc2002_g16308.t1
OG0004439	acastellanii_braker	vverm_g10259.t1	acastellanii_g10110.t1, acastellanii_g10110.t2
OG0004439	bc2002_braker	vverm_g10259.t1	bc2002_g16919.t1
OG0004439	bc2001_braker	vverm_g10259.t1	bc2001_g10114.t1
OG0004440	dicty_braker	vverm_g3264.t1	dicty_g5914.t1
OG0004440	acastellanii_braker	vverm_g3264.t1	acastellanii_g10122.t1
OG0004440	bc2002_braker	vverm_g3264.t1	bc2002_g3433.t1
OG0004440	bc2001_braker	vverm_g3264.t1	bc2001_g5200.t1
OG0004441	dicty_braker	vverm_g2489.t1	dicty_g4716.t1
OG0004441	acastellanii_braker	vverm_g2489.t1	acastellanii_g10123.t1
OG0004441	bc2001_braker	vverm_g2489.t1	bc2001_g5042.t1
OG0004441	bc2002_braker	vverm_g2489.t1	bc2002_g19739.t1
OG0004442	dicty_braker	vverm_g11517.t1	dicty_g11363.t1
OG0004442	acastellanii_braker	vverm_g11517.t1	acastellanii_g10135.t1
OG0004442	bc2001_braker	vverm_g11517.t1	bc2001_g11889.t1
OG0004442	bc2002_braker	vverm_g11517.t1	bc2002_g13174.t1
OG0004444	acastellanii_braker	vverm_g7310.t1	acastellanii_g10167.t1, acastellanii_g10167.t2
OG0004444	bc2001_braker	vverm_g7310.t1	bc2001_g17828.t1
OG0004444	bc2002_braker	vverm_g7310.t1	bc2002_g413.t1
OG0004446	dicty_braker	vverm_g4401.t1	dicty_g1494.t1
OG0004446	acastellanii_braker	vverm_g4401.t1	acastellanii_g10185.t1
OG0004446	bc2002_braker	vverm_g4401.t1	bc2002_g14208.t1
OG0004446	bc2001_braker	vverm_g4401.t1	bc2001_g6019.t1
OG0004447	dicty_braker	vverm_g3204.t1	dicty_g2332.t1
OG0004447	acastellanii_braker	vverm_g3204.t1	acastellanii_g10193.t1, acastellanii_g7427.t1, acastellanii_g7587.t1
OG0004448	dicty_braker	vverm_g5156.t1	dicty_g7365.t1
OG0004448	acastellanii_braker	vverm_g5156.t1	acastellanii_g10209.t1
OG0004448	bc2001_braker	vverm_g5156.t1	bc2001_g1158.t1
OG0004448	bc2002_braker	vverm_g5156.t1	bc2002_g4161.t1
OG0004449	acastellanii_braker	vverm_g13442.t1	acastellanii_g10227.t2, acastellanii_g10227.t1
OG0004449	bc2001_braker	vverm_g13442.t1	bc2001_g12208.t1
OG0004449	bc2002_braker	vverm_g13442.t1	bc2002_g12159.t1
OG0004450	dicty_braker	vverm_g14306.t1	dicty_g5240.t1
OG0004450	acastellanii_braker	vverm_g14306.t1	acastellanii_g10230.t1
OG0004450	bc2001_braker	vverm_g14306.t1	bc2001_g1006.t1
OG0004450	bc2002_braker	vverm_g14306.t1	bc2002_g11108.t1
OG0004452	dicty_braker	vverm_g3902.t1	dicty_g10099.t1
OG0004452	acastellanii_braker	vverm_g3902.t1	acastellanii_g10002.t1
OG0004452	bc2002_braker	vverm_g3902.t1	bc2002_g781.t1
OG0004452	bc2001_braker	vverm_g3902.t1	bc2001_g10516.t1
OG0004453	dicty_braker	vverm_g508.t2, vverm_g508.t1	dicty_g4777.t2
OG0004453	acastellanii_braker	vverm_g508.t2, vverm_g508.t1	acastellanii_g10005.t1, acastellanii_g10005.t2
OG0004454	dicty_braker	vverm_g8822.t1	dicty_g3632.t1
OG0004454	acastellanii_braker	vverm_g8822.t1	acastellanii_g10011.t1
OG0004454	bc2002_braker	vverm_g8822.t1	bc2002_g16191.t1
OG0004454	bc2001_braker	vverm_g8822.t1	bc2001_g18490.t1
OG0004455	dicty_braker	vverm_g14489.t1	dicty_g7959.t1
OG0004455	acastellanii_braker	vverm_g14489.t1	acastellanii_g10014.t1
OG0004455	bc2002_braker	vverm_g14489.t1	bc2002_g3646.t1
OG0004455	bc2001_braker	vverm_g14489.t1	bc2001_g13940.t1
OG0004456	dicty_braker	vverm_g7038.t2, vverm_g7038.t1	dicty_g6571.t1, dicty_g6571.t2
OG0004456	acastellanii_braker	vverm_g7038.t2, vverm_g7038.t1	acastellanii_g9999.t1
OG0004457	dicty_braker	vverm_g7920.t1	dicty_g5275.t1
OG0004457	acastellanii_braker	vverm_g7920.t1	acastellanii_g9987.t1
OG0004457	bc2002_braker	vverm_g7920.t1	bc2002_g17775.t1
OG0004457	bc2001_braker	vverm_g7920.t1	bc2001_g15516.t1
OG0004458	dicty_braker	vverm_g13957.t1	dicty_g4894.t1
OG0004458	acastellanii_braker	vverm_g13957.t1	acastellanii_g9601.t2
OG0004458	bc2001_braker	vverm_g13957.t1	bc2001_g1459.t1
OG0004458	bc2002_braker	vverm_g13957.t1	bc2002_g18636.t1
OG0004459	dicty_braker	vverm_g15390.t1	dicty_g4158.t1
OG0004459	acastellanii_braker	vverm_g15390.t1	acastellanii_g9619.t1
OG0004459	bc2001_braker	vverm_g15390.t1	bc2001_g12798.t1
OG0004459	bc2002_braker	vverm_g15390.t1	bc2002_g2991.t1
OG0004460	dicty_braker	vverm_g639.t1, vverm_g14680.t1	dicty_g9662.t1
OG0004460	acastellanii_braker	vverm_g639.t1, vverm_g14680.t1	acastellanii_g9628.t2, acastellanii_g9628.t1
OG0004461	dicty_braker	vverm_g16932.t1	dicty_g7968.t1
OG0004461	acastellanii_braker	vverm_g16932.t1	acastellanii_g9630.t1
OG0004461	bc2002_braker	vverm_g16932.t1	bc2002_g8435.t1
OG0004461	bc2001_braker	vverm_g16932.t1	bc2001_g16168.t1
OG0004462	dicty_braker	vverm_g4403.t1	dicty_g6939.t1
OG0004462	acastellanii_braker	vverm_g4403.t1	acastellanii_g9641.t1
OG0004462	bc2002_braker	vverm_g4403.t1	bc2002_g14205.t1
OG0004462	bc2001_braker	vverm_g4403.t1	bc2001_g6022.t1
OG0004463	acastellanii_braker	vverm_g13845.t2, vverm_g13845.t1	acastellanii_g9646.t1
OG0004463	bc2001_braker	vverm_g13845.t2, vverm_g13845.t1	bc2001_g2402.t1
OG0004463	bc2002_braker	vverm_g13845.t2, vverm_g13845.t1	bc2002_g2253.t1
OG0004466	dicty_braker	vverm_g16179.t1	dicty_g8845.t1
OG0004466	acastellanii_braker	vverm_g16179.t1	acastellanii_g9675.t1
OG0004466	bc2001_braker	vverm_g16179.t1	bc2001_g16273.t1
OG0004466	bc2002_braker	vverm_g16179.t1	bc2002_g8542.t1
OG0004468	acastellanii_braker	vverm_g1336.t1	acastellanii_g9688.t2, acastellanii_g9688.t1
OG0004468	bc2002_braker	vverm_g1336.t1	bc2002_g10174.t1
OG0004468	bc2001_braker	vverm_g1336.t1	bc2001_g12455.t1
OG0004469	dicty_braker	vverm_g14139.t1	dicty_g9178.t1
OG0004469	acastellanii_braker	vverm_g14139.t1	acastellanii_g9690.t3
OG0004469	bc2002_braker	vverm_g14139.t1	bc2002_g6989.t1
OG0004469	bc2001_braker	vverm_g14139.t1	bc2001_g5455.t1
OG0004470	dicty_braker	vverm_g16490.t1	dicty_g3766.t1
OG0004470	acastellanii_braker	vverm_g16490.t1	acastellanii_g9702.t1
OG0004470	bc2002_braker	vverm_g16490.t1	bc2002_g8803.t1
OG0004470	bc2001_braker	vverm_g16490.t1	bc2001_g85.t1
OG0004471	dicty_braker	vverm_g8789.t1	dicty_g6925.t1
OG0004471	acastellanii_braker	vverm_g8789.t1	acastellanii_g9704.t1
OG0004471	bc2001_braker	vverm_g8789.t1	bc2001_g19602.t1
OG0004471	bc2002_braker	vverm_g8789.t1	bc2002_g2056.t1
OG0004472	dicty_braker	vverm_g4760.t1	dicty_g3838.t1
OG0004472	bc2002_braker	vverm_g4760.t1	bc2002_g7335.t1
OG0004472	bc2001_braker	vverm_g4760.t1	bc2001_g1896.t1
OG0004472	acastellanii_braker	vverm_g4760.t1	acastellanii_g9708.t1
OG0004473	dicty_braker	vverm_g539.t1, vverm_g539.t2	dicty_g10503.t1
OG0004473	acastellanii_braker	vverm_g539.t1, vverm_g539.t2	acastellanii_g9722.t1
OG0004473	bc2002_braker	vverm_g539.t1, vverm_g539.t2	bc2002_g12103.t1
OG0004474	dicty_braker	vverm_g3161.t1	dicty_g4420.t1
OG0004474	acastellanii_braker	vverm_g3161.t1	acastellanii_g9728.t1
OG0004474	bc2001_braker	vverm_g3161.t1	bc2001_g9530.t1
OG0004474	bc2002_braker	vverm_g3161.t1	bc2002_g9797.t1
OG0004475	dicty_braker	vverm_g14470.t1	dicty_g6081.t1
OG0004475	acastellanii_braker	vverm_g14470.t1	acastellanii_g9737.t1
OG0004475	bc2002_braker	vverm_g14470.t1	bc2002_g16030.t1
OG0004475	bc2001_braker	vverm_g14470.t1	bc2001_g18334.t1
OG0004476	dicty_braker	vverm_g1607.t1	dicty_g1613.t1
OG0004476	acastellanii_braker	vverm_g1607.t1	acastellanii_g9746.t1
OG0004476	bc2002_braker	vverm_g1607.t1	bc2002_g11907.t1
OG0004476	bc2001_braker	vverm_g1607.t1	bc2001_g9840.t1
OG0004477	dicty_braker	vverm_g7777.t1	dicty_g7679.t1
OG0004477	acastellanii_braker	vverm_g7777.t1	acastellanii_g9749.t1
OG0004477	bc2001_braker	vverm_g7777.t1	bc2001_g7903.t1
OG0004477	bc2002_braker	vverm_g7777.t1	bc2002_g19215.t1
OG0004478	acastellanii_braker	vverm_g15421.t1, vverm_g15421.t2	acastellanii_g9757.t1
OG0004478	bc2001_braker	vverm_g15421.t1, vverm_g15421.t2	bc2001_g7473.t1
OG0004478	bc2002_braker	vverm_g15421.t1, vverm_g15421.t2	bc2002_g13910.t1
OG0004479	dicty_braker	vverm_g959.t1	dicty_g8030.t1
OG0004479	acastellanii_braker	vverm_g959.t1	acastellanii_g9762.t1
OG0004479	bc2001_braker	vverm_g959.t1	bc2001_g8345.t1
OG0004479	bc2002_braker	vverm_g959.t1	bc2002_g122.t1
OG0004481	dicty_braker	vverm_g10309.t1	dicty_g1244.t1
OG0004481	acastellanii_braker	vverm_g10309.t1	acastellanii_g9800.t1
OG0004481	bc2002_braker	vverm_g10309.t1	bc2002_g16808.t1
OG0004481	bc2001_braker	vverm_g10309.t1	bc2001_g10224.t1
OG0004482	dicty_braker	vverm_g6220.t1	dicty_g3743.t1
OG0004482	acastellanii_braker	vverm_g6220.t1	acastellanii_g9802.t1, acastellanii_g9801.t1
OG0004482	bc2002_braker	vverm_g6220.t1	bc2002_g1117.t1
OG0004483	acastellanii_braker	vverm_g9074.t1	acastellanii_g9816.t1, acastellanii_g671.t1
OG0004483	bc2002_braker	vverm_g9074.t1	bc2002_g1394.t1
OG0004483	bc2001_braker	vverm_g9074.t1	bc2001_g3987.t1
OG0004484	acastellanii_braker	vverm_g3643.t1	acastellanii_g9830.t1
OG0004484	bc2002_braker	vverm_g3643.t1	bc2002_g16474.t1
OG0004484	bc2001_braker	vverm_g3643.t1	bc2001_g17642.t1, bc2001_g19683.t1
OG0004485	dicty_braker	vverm_g4417.t1	dicty_g11274.t2, dicty_g11274.t1
OG0004485	acastellanii_braker	vverm_g4417.t1	acastellanii_g9843.t1
OG0004485	bc2001_braker	vverm_g4417.t1	bc2001_g6043.t1
OG0004486	dicty_braker	vverm_g5849.t1	dicty_g10887.t1
OG0004486	acastellanii_braker	vverm_g5849.t1	acastellanii_g9844.t1
OG0004486	bc2001_braker	vverm_g5849.t1	bc2001_g15579.t1
OG0004486	bc2002_braker	vverm_g5849.t1	bc2002_g17838.t1
OG0004487	dicty_braker	vverm_g14272.t1	dicty_g10634.t1
OG0004487	acastellanii_braker	vverm_g14272.t1	acastellanii_g9873.t1
OG0004487	bc2001_braker	vverm_g14272.t1	bc2001_g853.t1
OG0004487	bc2002_braker	vverm_g14272.t1	bc2002_g11270.t1
OG0004488	dicty_braker	vverm_g14444.t1	dicty_g9606.t1
OG0004488	acastellanii_braker	vverm_g14444.t1	acastellanii_g9879.t1
OG0004488	bc2001_braker	vverm_g14444.t1	bc2001_g18356.t1
OG0004488	bc2002_braker	vverm_g14444.t1	bc2002_g16052.t1
OG0004492	dicty_braker	vverm_g1967.t1	dicty_g8197.t1
OG0004492	acastellanii_braker	vverm_g1967.t1	acastellanii_g9898.t1
OG0004492	bc2001_braker	vverm_g1967.t1	bc2001_g19247.t1
OG0004492	bc2002_braker	vverm_g1967.t1	bc2002_g1173.t1
OG0004494	acastellanii_braker	vverm_g841.t1	acastellanii_g5497.t1, acastellanii_g9915.t1
OG0004494	bc2001_braker	vverm_g841.t1	bc2001_g19464.t1
OG0004494	bc2002_braker	vverm_g841.t1	bc2002_g1910.t1
OG0004495	dicty_braker	vverm_g11970.t1	dicty_g5731.t1
OG0004495	bc2001_braker	vverm_g11970.t1	bc2001_g8744.t1
OG0004495	acastellanii_braker	vverm_g11970.t1	acastellanii_g5496.t1, acastellanii_g9916.t1
OG0004496	dicty_braker	vverm_g11838.t1	dicty_g1048.t1
OG0004496	acastellanii_braker	vverm_g11838.t1	acastellanii_g9937.t1
OG0004496	bc2001_braker	vverm_g11838.t1	bc2001_g10934.t1
OG0004496	bc2002_braker	vverm_g11838.t1	bc2002_g5337.t1
OG0004498	dicty_braker	vverm_g16249.t1	dicty_g6581.t1
OG0004498	acastellanii_braker	vverm_g16249.t1	acastellanii_g9966.t1
OG0004498	bc2002_braker	vverm_g16249.t1	bc2002_g3929.t1
OG0004498	bc2001_braker	vverm_g16249.t1	bc2001_g9070.t1
OG0004499	acastellanii_braker	vverm_g6159.t1	acastellanii_g4963.t1, acastellanii_g9971.t1
OG0004499	bc2002_braker	vverm_g6159.t1	bc2002_g17339.t1
OG0004499	bc2001_braker	vverm_g6159.t1	bc2001_g8774.t1
OG0004500	dicty_braker	vverm_g8330.t1	dicty_g8653.t1
OG0004500	acastellanii_braker	vverm_g8330.t1	acastellanii_g9323.t1
OG0004500	bc2001_braker	vverm_g8330.t1	bc2001_g5478.t2
OG0004500	bc2002_braker	vverm_g8330.t1	bc2002_g7012.t1
OG0004501	dicty_braker	vverm_g8772.t1	dicty_g2138.t1
OG0004501	acastellanii_braker	vverm_g8772.t1	acastellanii_g9334.t1
OG0004501	bc2002_braker	vverm_g8772.t1	bc2002_g17714.t1
OG0004501	bc2001_braker	vverm_g8772.t1	bc2001_g16488.t1
OG0004502	dicty_braker	vverm_g12119.t1	dicty_g9302.t1
OG0004502	acastellanii_braker	vverm_g12119.t1	acastellanii_g9342.t2
OG0004502	bc2001_braker	vverm_g12119.t1	bc2001_g629.t1
OG0004502	bc2002_braker	vverm_g12119.t1	bc2002_g1675.t1
OG0004503	dicty_braker	vverm_g11636.t1	dicty_g8578.t1
OG0004503	acastellanii_braker	vverm_g11636.t1	acastellanii_g9347.t1
OG0004503	bc2002_braker	vverm_g11636.t1	bc2002_g5256.t1
OG0004503	bc2001_braker	vverm_g11636.t1	bc2001_g11022.t1
OG0004504	dicty_braker	vverm_g1693.t1	dicty_g5655.t1
OG0004504	acastellanii_braker	vverm_g1693.t1	acastellanii_g9362.t1
OG0004504	bc2002_braker	vverm_g1693.t1	bc2002_g19926.t1
OG0004504	bc2001_braker	vverm_g1693.t1	bc2001_g3719.t1
OG0004505	acastellanii_braker	vverm_g7709.t1	acastellanii_g9393.t1
OG0004505	bc2002_braker	vverm_g7709.t1	bc2002_g19345.t1
OG0004505	bc2001_braker	vverm_g7709.t1	bc2001_g14905.t2, bc2001_g14905.t1
OG0004506	dicty_braker	vverm_g5163.t1	dicty_g8755.t1
OG0004506	acastellanii_braker	vverm_g5163.t1	acastellanii_g9395.t1
OG0004506	bc2001_braker	vverm_g5163.t1	bc2001_g1153.t1
OG0004506	bc2002_braker	vverm_g5163.t1	bc2002_g4166.t1
OG0004507	dicty_braker	vverm_g5150.t1	dicty_g3388.t2
OG0004507	bc2002_braker	vverm_g5150.t1	bc2002_g4156.t1
OG0004507	bc2001_braker	vverm_g5150.t1	bc2001_g1162.t3
OG0004507	acastellanii_braker	vverm_g5150.t1	acastellanii_g9400.t1
OG0004508	dicty_braker	vverm_g9105.t1	dicty_g3369.t1
OG0004508	acastellanii_braker	vverm_g9105.t1	acastellanii_g9401.t1
OG0004508	bc2001_braker	vverm_g9105.t1	bc2001_g16066.t1
OG0004508	bc2002_braker	vverm_g9105.t1	bc2002_g3753.t1
OG0004509	dicty_braker	vverm_g15532.t1	dicty_g989.t1
OG0004509	acastellanii_braker	vverm_g15532.t1	acastellanii_g9417.t1
OG0004509	bc2002_braker	vverm_g15532.t1	bc2002_g13915.t1
OG0004509	bc2001_braker	vverm_g15532.t1	bc2001_g7480.t1
OG0004510	dicty_braker	vverm_g11278.t1	dicty_g7747.t1
OG0004510	acastellanii_braker	vverm_g11278.t1	acastellanii_g9420.t1
OG0004510	bc2001_braker	vverm_g11278.t1	bc2001_g2378.t1
OG0004510	bc2002_braker	vverm_g11278.t1	bc2002_g2230.t1
OG0004511	dicty_braker	vverm_g6016.t1	dicty_g6645.t1
OG0004511	acastellanii_braker	vverm_g6016.t1	acastellanii_g9422.t1
OG0004511	bc2002_braker	vverm_g6016.t1	bc2002_g20018.t1
OG0004511	bc2001_braker	vverm_g6016.t1	bc2001_g5627.t1
OG0004512	dicty_braker	vverm_g16402.t1	dicty_g8747.t1
OG0004512	acastellanii_braker	vverm_g16402.t1	acastellanii_g9425.t1
OG0004512	bc2001_braker	vverm_g16402.t1	bc2001_g18920.t1
OG0004512	bc2002_braker	vverm_g16402.t1	bc2002_g3835.t1
OG0004513	dicty_braker	vverm_g10596.t1	dicty_g8060.t1
OG0004513	acastellanii_braker	vverm_g10596.t1	acastellanii_g9431.t1
OG0004513	bc2002_braker	vverm_g10596.t1	bc2002_g6998.t1
OG0004513	bc2001_braker	vverm_g10596.t1	bc2001_g5464.t1
OG0004514	dicty_braker	vverm_g7918.t1	dicty_g5221.t1
OG0004514	acastellanii_braker	vverm_g7918.t1	acastellanii_g9437.t1
OG0004514	bc2002_braker	vverm_g7918.t1	bc2002_g17773.t1
OG0004514	bc2001_braker	vverm_g7918.t1	bc2001_g15514.t1
OG0004515	dicty_braker	vverm_g572.t1	dicty_g4032.t1
OG0004515	acastellanii_braker	vverm_g572.t1	acastellanii_g9448.t1
OG0004515	bc2002_braker	vverm_g572.t1	bc2002_g19068.t1
OG0004515	bc2001_braker	vverm_g572.t1	bc2001_g15025.t1
OG0004516	dicty_braker	vverm_g6322.t1	dicty_g8940.t1
OG0004516	acastellanii_braker	vverm_g6322.t1	acastellanii_g9455.t1
OG0004516	bc2001_braker	vverm_g6322.t1	bc2001_g2854.t1
OG0004516	bc2002_braker	vverm_g6322.t1	bc2002_g11501.t1
OG0004518	acastellanii_braker	vverm_g10294.t1, vverm_g940.t1	acastellanii_g9462.t1
OG0004518	bc2002_braker	vverm_g10294.t1, vverm_g940.t1	bc2002_g236.t1
OG0004518	bc2001_braker	vverm_g10294.t1, vverm_g940.t1	bc2001_g8236.t1
OG0004519	dicty_braker	vverm_g7823.t1	dicty_g5164.t1, dicty_g7560.t1, dicty_g7607.t1
OG0004519	acastellanii_braker	vverm_g7823.t1	acastellanii_g9470.t1
OG0004520	dicty_braker	vverm_g370.t1	dicty_g6988.t1
OG0004520	acastellanii_braker	vverm_g370.t1	acastellanii_g9481.t1
OG0004520	bc2001_braker	vverm_g370.t1	bc2001_g13757.t1
OG0004520	bc2002_braker	vverm_g370.t1	bc2002_g14492.t1
OG0004521	dicty_braker	vverm_g5217.t1	dicty_g7486.t1
OG0004521	acastellanii_braker	vverm_g5217.t1	acastellanii_g9483.t1
OG0004521	bc2002_braker	vverm_g5217.t1	bc2002_g4209.t1
OG0004521	bc2001_braker	vverm_g5217.t1	bc2001_g1116.t1
OG0004522	acastellanii_braker	vverm_g12326.t1	acastellanii_g9495.t1
OG0004522	bc2002_braker	vverm_g12326.t1	bc2002_g5297.t1
OG0004522	bc2001_braker	vverm_g12326.t1	bc2001_g10980.t1, bc2001_g10980.t2
OG0004523	dicty_braker	vverm_g4126.t1	dicty_g1221.t1
OG0004523	acastellanii_braker	vverm_g4126.t1	acastellanii_g9500.t1
OG0004523	bc2002_braker	vverm_g4126.t1	bc2002_g12099.t1
OG0004523	bc2001_braker	vverm_g4126.t1	bc2001_g12263.t1
OG0004524	dicty_braker	vverm_g1665.t1	dicty_g933.t1
OG0004524	acastellanii_braker	vverm_g1665.t1	acastellanii_g9517.t1
OG0004524	bc2002_braker	vverm_g1665.t1	bc2002_g11846.t1
OG0004524	bc2001_braker	vverm_g1665.t1	bc2001_g2985.t1
OG0004525	acastellanii_braker	vverm_g6448.t1	acastellanii_g4486.t2, acastellanii_g4486.t1, acastellanii_g9541.t1, acastellanii_g437.t1
